"documenttype","documentno","docdate","oderdate","duedate","postingdate","customercode","customername","yourreference","externaldocumentno","locationcode","paymentterms","postinggroup","currencycode","salespersoncode","printed","released","status","userid","period","entryno","vatinclusive","QtyDiscount","journal","shipping","packagescharge","picture"
"1","SO.2935","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","","Dr518","S.S MEHTA AND SONS LTD[MOMBASA","","","01Ca00344 ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575342","False","","","0","",""
"1","SO.2936","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","","Dr510771","NEW NILE IMPEX HANDWARE LTD","","","          ","","no vat              ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575346","False","","","0","",""
"1","SO.2938","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","","Dr510965","MAWAKO WENDEAVOURS LTD PLC","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575351","False","","","0","",""
"1","SO.2939","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","","Dr510772","MPEKE HARDWARE","","","          ","","no vat              ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575355","False","","","0","",""
"1","SO.2940","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","","Dr510832","SUMP GUARD CENTRE LTD","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Lucybriate          ","68","1575359","False","","","0","",""
"1","SO.2941","4/14/2022 12:00:00 AM","4/14/2022 12:00:00 AM","4/14/2022 12:00:00 AM","","Dr510981","ABIJAN PETROLEUM","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Mary                ","68","1575363","False","","","0","",""
"1","SO.2942","4/14/2022 12:00:00 AM","4/14/2022 12:00:00 AM","4/14/2022 12:00:00 AM","","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Mugure              ","68","1575367","False","","","0","",""
"1","SO.2943","4/14/2022 12:00:00 AM","4/14/2022 12:00:00 AM","4/14/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Mary                ","68","1575371","False","","","0","",""
"1","SO.2944","4/14/2022 12:00:00 AM","4/14/2022 12:00:00 AM","4/14/2022 12:00:00 AM","","Dr510794","ALEX MACHARIA","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","68","1575375","False","","","0","",""
"1","SO.2945","4/16/2022 12:00:00 AM","4/16/2022 12:00:00 AM","4/16/2022 12:00:00 AM","","Dr510961","EMPA ASSOCIATES LTD","","","          ","","no vat              ","KES       ","          ","1","2","1","Mary                ","68","1575379","False","","","0","",""
"1","SO.2946","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","","Dr510981","ABIJAN PETROLEUM","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Mary                ","68","1575382","False","","","0","",""
"1","SO.2947","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","","Dr510981","ABIJAN PETROLEUM","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Mary                ","68","1575386","False","","","0","",""
"1","SO.2948","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","","Dr510976","MADINI SPRINGS LIMITED","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575391","False","","","0","",""
"1","SO.2949","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","68","1575395","False","","","0","",""
"1","SO.2950","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","","Dr510976","MADINI SPRINGS LIMITED","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575396","False","","","0","",""
"1","SO.2951","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","4/20/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575400","False","","","0","",""
"1","SO.2952","4/21/2022 12:00:00 AM","4/21/2022 12:00:00 AM","4/21/2022 12:00:00 AM","","Dr510854","CHINA STATE CONSTRUCTION ENG","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575404","False","","","0","",""
"1","SO.2953","4/22/2022 12:00:00 AM","4/22/2022 12:00:00 AM","4/22/2022 12:00:00 AM","","Dr510804","CHINA WUYI CO. LTD KIGWACHI","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575408","False","","","0","",""
"1","SO.2954","4/22/2022 12:00:00 AM","4/22/2022 12:00:00 AM","4/22/2022 12:00:00 AM","","Dr510976","MADINI SPRINGS LIMITED","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575412","False","","","0","",""
"1","SO.2955","4/25/2022 12:00:00 AM","4/25/2022 12:00:00 AM","4/25/2022 12:00:00 AM","","Dr510751","KADI PETROLEUM EAST AFRICA CO.","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575416","False","","","0","",""
"1","SO.2956","4/25/2022 12:00:00 AM","4/25/2022 12:00:00 AM","4/25/2022 12:00:00 AM","","Dr510794","ALEX MACHARIA","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575420","False","","","0","",""
"1","SO.2958","4/26/2022 12:00:00 AM","4/26/2022 12:00:00 AM","4/26/2022 12:00:00 AM","","Dr510866","TAPTERIK INTERNATIONAL LTD","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Lucybriate          ","68","1575425","False","","","0","",""
"1","SO.2959","4/27/2022 12:00:00 AM","4/27/2022 12:00:00 AM","4/27/2022 12:00:00 AM","","Dr510965","MAWAKO WENDEAVOURS LTD PLC","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575429","False","","","0","",""
"1","SO.2960","4/27/2022 12:00:00 AM","4/27/2022 12:00:00 AM","4/27/2022 12:00:00 AM","","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","68","1575433","False","","","0","",""
"1","SO.2961","4/27/2022 12:00:00 AM","4/27/2022 12:00:00 AM","4/27/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Mary                ","68","1575437","False","","","0","",""
"1","SO.2962","4/28/2022 12:00:00 AM","4/28/2022 12:00:00 AM","4/28/2022 12:00:00 AM","","Dr510976","MADINI SPRINGS LIMITED","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Lucybriate          ","68","1575441","False","","","0","",""
"1","SO.2963","4/29/2022 12:00:00 AM","4/29/2022 12:00:00 AM","4/29/2022 12:00:00 AM","","Dr510981","ABIJAN PETROLEUM","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","68","1575445","False","","","0","",""
"1","SO.2964","4/30/2022 12:00:00 AM","4/30/2022 12:00:00 AM","4/30/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Sarah               ","68","1575449","False","","","0","",""
"1","SO.2965","4/30/2022 12:00:00 AM","4/30/2022 12:00:00 AM","4/30/2022 12:00:00 AM","","Dr510794","ALEX MACHARIA","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Sarah               ","68","1575453","False","","","0","",""
"1","SO.2966","4/30/2022 12:00:00 AM","4/30/2022 12:00:00 AM","4/30/2022 12:00:00 AM","","Dr510968","MASTER VENTURES","","","          ","","General             ","KES       ","Sr2       ","1","2","1","Lucybriate          ","68","1575457","False","","","0","",""
"1","SO.2967","5/2/2022 12:00:00 AM","5/2/2022 12:00:00 AM","5/2/2022 12:00:00 AM","","Dr510794","ALEX MACHARIA","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Mugure              ","69","1575461","False","","","0","",""
"1","SO.2968","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","","Dr510751","KADI PETROLEUM EAST AFRICA CO.","","","          ","","General             ","KES       ","Sr7       ","1","1","1","Mary                ","69","1575465","False","","","0","",""
"1","SO.2969","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","","Dr510976","MADINI SPRINGS LIMITED","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575466","False","","","0","",""
"1","SO.2970","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575470","False","","","0","",""
"1","SO.2971","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","","Dr510976","MADINI SPRINGS LIMITED","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575474","False","","","0","",""
"1","SO.2972","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","","Dr510961","EMPA ASSOCIATES LTD","","","          ","","no vat              ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575478","False","","","0","",""
"1","SO.2973","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","","Dr510804","CHINA WUYI CO. LTD KIGWACHI","","","          ","","General             ","KES       ","Sr1       ","1","1","1","Lucybriate          ","69","1575482","False","","","0","",""
"1","SO.2974","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Mary                ","69","1575486","False","","","0","",""
"1","SO.2975","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","","Dr510961","EMPA ASSOCIATES LTD","","","          ","","no vat              ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575487","False","","","0","",""
"1","SO.2976","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","","Dr510771","NEW NILE IMPEX HANDWARE LTD","","","          ","","no vat              ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575493","False","","","0","",""
"1","SO.2977","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","","Dr510771","NEW NILE IMPEX HANDWARE LTD","","","          ","","no vat              ","KES       ","Sr7       ","","","1","Lucybriate          ","69","1575497","False","","","0","",""
"1","SO.2978","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","","Dr510771","NEW NILE IMPEX HANDWARE LTD","","","          ","","no vat              ","KES       ","Sr1       ","","","1","Lucybriate          ","69","1575498","False","","","0","",""
"1","SO.2979","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","5/6/2022 12:00:00 AM","","Dr510771","NEW NILE IMPEX HANDWARE LTD","","","          ","","no vat              ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575499","False","","","0","",""
"1","SO.2980","5/7/2022 12:00:00 AM","5/7/2022 12:00:00 AM","5/7/2022 12:00:00 AM","","Dr510751","KADI PETROLEUM EAST AFRICA CO.","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575504","False","","","0","",""
"1","SO.2981","5/9/2022 12:00:00 AM","5/9/2022 12:00:00 AM","5/9/2022 12:00:00 AM","","Dr510794","ALEX MACHARIA","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","69","1575508","False","","","0","",""
"1","SO.2983","5/10/2022 12:00:00 AM","5/10/2022 12:00:00 AM","5/10/2022 12:00:00 AM","","Dr510751","KADI PETROLEUM EAST AFRICA CO.","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575513","False","","","0","",""
"1","SO.2984","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","5/5/2022 12:00:00 AM","","Dr510751","KADI PETROLEUM EAST AFRICA CO.","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575517","False","","","0","",""
"1","SO.2985","5/10/2022 12:00:00 AM","5/10/2022 12:00:00 AM","5/10/2022 12:00:00 AM","","Dr510912","DAVID ENGINEERING(K) LTD","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Lucybriate          ","69","1575521","False","","","0","",""
"1","SO.2986","5/13/2022 12:00:00 AM","5/13/2022 12:00:00 AM","5/13/2022 12:00:00 AM","","Dr510892","COLVAD ENGINEERING LIMITED","","","          ","","no vat              ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575526","False","","","0","",""
"1","SO.2987","5/14/2022 12:00:00 AM","5/14/2022 12:00:00 AM","5/14/2022 12:00:00 AM","","Dr510984","DELAIDE MUNGAI","","","01Ca00344 ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","69","1575532","False","","","0","",""
"1","SO.2988","5/16/2022 12:00:00 AM","5/16/2022 12:00:00 AM","5/16/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Sarah               ","69","1575536","False","","","0","",""
"1","SO.2989","5/19/2022 12:00:00 AM","5/19/2022 12:00:00 AM","5/19/2022 12:00:00 AM","","Dr510976","MADINI SPRINGS LIMITED","","","01Ca00344 ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575541","False","","","0","",""
"1","SO.2990","5/19/2022 12:00:00 AM","5/19/2022 12:00:00 AM","5/19/2022 12:00:00 AM","","Dr510986","LONGONOT COMMUNITY ORG","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Sarah               ","69","1575545","False","","","0","",""
"1","SO.2991","5/20/2022 12:00:00 AM","5/20/2022 12:00:00 AM","5/20/2022 12:00:00 AM","","Dr510942","KIRTI ENTERPRISES LTD","","","BK386     ","","General             ","KES       ","Sr6       ","1","2","1","Sarah               ","69","1575549","False","","","0","",""
"1","SO.2992","5/20/2022 12:00:00 AM","5/20/2022 12:00:00 AM","5/20/2022 12:00:00 AM","","Dr510976","MADINI SPRINGS LIMITED","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Mary                ","69","1575553","False","","","0","",""
"1","SO.2993","5/24/2022 12:00:00 AM","5/24/2022 12:00:00 AM","5/24/2022 12:00:00 AM","","Dr510762","SEWECO PAINTS K LTD","","","          ","","General             ","KES       ","Sr5       ","1","1","1","Lucybriate          ","69","1575558","False","","","0","",""
"1","SO.2994","5/24/2022 12:00:00 AM","5/24/2022 12:00:00 AM","5/24/2022 12:00:00 AM","","Dr510721","SAFARI PARK HOTEL &amp; CASINO","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","69","1575559","False","","","0","",""
"1","SO.2995","5/24/2022 12:00:00 AM","5/24/2022 12:00:00 AM","5/24/2022 12:00:00 AM","","Dr510988","FREDICK TUKA","DLV 4358","","01Ca00344 ","","General             ","KES       ","Sr2       ","1","2","1","Lucybriate          ","69","1575565","False","","","0","",""
"1","SO.2996","5/25/2022 12:00:00 AM","5/25/2022 12:00:00 AM","5/25/2022 12:00:00 AM","","Dr510832","SUMP GUARD CENTRE LTD","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","69","1575569","False","","","0","",""
"1","SO.2997","5/25/2022 12:00:00 AM","5/25/2022 12:00:00 AM","5/25/2022 12:00:00 AM","","Dr510766","CECYPO LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575573","False","","","0","",""
"1","SO.2998","5/26/2022 12:00:00 AM","5/26/2022 12:00:00 AM","5/26/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","01Ca00344 ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","69","1575577","False","","","0","",""
"1","SO.2999","5/26/2022 12:00:00 AM","5/26/2022 12:00:00 AM","5/26/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","01Ca00344 ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","69","1575581","False","","","0","",""
"1","SO.3000","5/27/2022 12:00:00 AM","5/27/2022 12:00:00 AM","5/27/2022 12:00:00 AM","","Dr510904","SUNDOWN EMULSION LTD","","","          ","","General             ","KES       ","          ","1","2","1","Mary                ","69","1575585","False","","","0","",""
