"itemcode","date","invoiceno","journalno","doctype","receiptno","amount","receiptjournal"
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr510993            ","6/9/2022 12:00:00 AM","INV.2466            ","Jv37069             ","10","Rct2139             ","-4400.00","Jv37070             "
"Dr510976            ","5/19/2022 12:00:00 AM","INV.2408            ","Jv36091             ","10","Rct2119             ","-3500.00","Jv36689             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr510688            ","2/24/2022 12:00:00 AM","INV.2272            ","Jv33926             ","10","Rct2142             ","-2071036.00","Jv37076             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr510804            ","6/9/2022 12:00:00 AM","INV.2463            ","Jv37057             ","10","Rct2143             ","-900000.00","Jv37077             "
"Dr510804            ","6/9/2022 12:00:00 AM","INV.2463            ","Jv37057             ","10","Rct2144             ","-329234.00","Jv37078             "
"Dr510688            ","2/17/2022 12:00:00 AM","INV.2249            ","Jv33632             ","10","Rct2145             ","-1164521.00","Jv37079             "
"Dr510688            ","2/23/2022 12:00:00 AM","INV.2267            ","Jv33863             ","10","Rct2145             ","-850000.00","Jv37079             "
"Dr510688            ","2/23/2022 12:00:00 AM","INV.2269            ","Jv33875             ","10","Rct2145             ","-860000.00","Jv37079             "
"Dr510688            ","2/24/2022 12:00:00 AM","INV.2272            ","Jv33926             ","10","Rct2145             ","-125479.00","Jv37079             "
"Dr510688            ","6/2/2022 12:00:00 AM","INV.2249            ","Jv33632             ","10","4370                ","-0.31","Jv37081             "
"Dr510688            ","6/2/2022 12:00:00 AM","INV.2272            ","Jv33926             ","10","4370                ","-38551.69","Jv37081             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr510804            ","6/10/2022 12:00:00 AM","INV.2371            ","Jv35436             ","10","4368                ","-21566.00","Jv37080             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr510780            ","11/18/2020 12:00:00 AM","INV1346             ","Jv21516             ","10","Rct1092             ","-4000.00","Jv21756             "
"Dr510780            ","11/19/2020 12:00:00 AM","INV1425             ","Jv22505             ","10","Rct1090             ","-180000.00","Jv21754             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr510780            ","11/19/2020 12:00:00 AM","INV1365             ","Jv21743             ","10","Rct1091             ","-169200.00","Jv21755             "
"Dr510780            ","11/27/2020 12:00:00 AM","INV1365             ","Jv21743             ","10","Rct1095             ","-194000.00","Jv21773             "
"Dr510892            ","2/22/2022 12:00:00 AM","INV.2265            ","Jv33838             ","10","Rct2150             ","-22000.00","Jv37095             "
"Dr510892            ","2/22/2022 12:00:00 AM","INV.2266            ","Jv33841             ","10","Rct2150             ","-350000.00","Jv37095             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr510780            ","11/28/2020 12:00:00 AM","INV1365             ","Jv21743             ","10","Rct1094             ","-134000.00","Jv21772             "
"Dr510780            ","11/30/2020 12:00:00 AM","INV1365             ","Jv21743             ","10","Rct1093             ","-37300.00","Jv21771             "
"Dr510780            ","11/30/2020 12:00:00 AM","INV1368             ","Jv21770             ","10","Rct1093             ","-62700.00","Jv21771             "
"Dr605               ","3/7/2022 12:00:00 AM","4374                ","Jv37113             ","0","4253                ","-200000.00","Jv35042             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr140670            ","11/16/2020 12:00:00 AM","INV.2223            ","Jv33458             ","10","3021                ","0.00","Jv22444             "
"Dr443               ","10/23/2018 12:00:00 AM","INV693              ","Jv10097             ","10","Rct539              ","-1243982.00","Jv10086             "
"Dr443               ","11/19/2018 12:00:00 AM","INV693              ","Jv10097             ","10","Rct557              ","-16018.00","Jv10348             "
"Dr443               ","11/19/2018 12:00:00 AM","INV704              ","Jv10324             ","10","Rct557              ","-724500.00","Jv10348             "
"Dr443               ","11/19/2018 12:00:00 AM","INV755              ","Jv11118             ","10","Rct557              ","-169482.00","Jv10348             "
"Dr443               ","12/3/2018 12:00:00 AM","INV755              ","Jv11118             ","10","Rct602              ","-385518.00","Jv11119             "
"Dr443               ","12/3/2018 12:00:00 AM","INV931              ","Jv14560             ","10","Rct602              ","-164482.00","Jv11119             "
"Dr443               ","12/3/2018 12:00:00 AM","INV931              ","Jv14560             ","10","Rct603              ","-5000.00","Jv11120             "
