"itemcode","date","invoiceno","journalno","doctype","receiptno","amount","receiptjournal"
"Dr461               ","7/2/2013 12:00:00 AM","INV777              ","J.6184              ","10","RC417               ","-2477554.38","J.6748              "
"Dr461               ","7/17/2013 12:00:00 AM","INV777              ","J.6184              ","10","RC440               ","-13.62","J.6996              "
"Dr461               ","7/17/2013 12:00:00 AM","INVS808             ","J.6315              ","10","RC440               ","-2134329.00","J.6996              "
"Dr461               ","7/17/2013 12:00:00 AM","INV823              ","J.6421              ","10","RC440               ","-1843810.38","J.6996              "
"Dr461               ","8/7/2013 12:00:00 AM","INV823              ","J.6421              ","10","RC479               ","-13.62","J.7474              "
"Dr461               ","8/7/2013 12:00:00 AM","INV854              ","J.6719              ","10","RC479               ","-2322720.00","J.7474              "
"Dr461               ","8/7/2013 12:00:00 AM","INV869              ","J.6809              ","10","RC479               ","-1935600.00","J.7474              "
"Dr461               ","8/7/2013 12:00:00 AM","INV873              ","J.6921              ","10","RC479               ","-387120.00","J.7474              "
"Dr461               ","8/7/2013 12:00:00 AM","INV876              ","J.6925              ","10","RC479               ","-2147918.00","J.7474              "
"Dr461               ","8/7/2013 12:00:00 AM","INV883              ","J.7006              ","10","RC479               ","-2065100.00","J.7474              "
"Dr461               ","8/7/2013 12:00:00 AM","INV889              ","J.7049              ","10","RC479               ","-2770230.00","J.7474              "
"Dr461               ","8/7/2013 12:00:00 AM","INV900              ","J.7245              ","10","RC479               ","-2097400.38","J.7474              "
"Dr461               ","8/29/2013 12:00:00 AM","INV900              ","J.7245              ","10","RC481               ","-668335.62","J.7476              "
"Dr461               ","8/29/2013 12:00:00 AM","INV908              ","J.7331              ","10","RC481               ","-967800.00","J.7476              "
"Dr461               ","8/29/2013 12:00:00 AM","INV917              ","J.7347              ","10","RC481               ","-3312176.00","J.7476              "
"Dr461               ","8/29/2013 12:00:00 AM","INV919              ","J.7364              ","10","RC481               ","-2465800.00","J.7476              "
"Dr461               ","8/29/2013 12:00:00 AM","INV921              ","J.7368              ","10","RC481               ","-1070000.00","J.7476              "
"Dr461               ","8/29/2013 12:00:00 AM","INV923              ","J.7379              ","10","RC481               ","-1027400.38","J.7476              "
"Dr461               ","9/9/2013 12:00:00 AM","INV923              ","J.7379              ","10","RC492               ","-1653475.62","J.7786              "
"Dr461               ","9/9/2013 12:00:00 AM","INV931              ","J.7420              ","10","RC492               ","-3417036.00","J.7786              "
"Dr461               ","10/10/2013 12:00:00 AM","INV943              ","J.7625              ","10","INV986              ","-225319.62","J.8122              "
"Dr461               ","10/10/2013 12:00:00 AM","INV944              ","J.7686              ","10","INV986              ","-844680.38","J.8122              "
"Dr461               ","10/14/2013 12:00:00 AM","INV944              ","J.7686              ","10","RC526               ","-123119.62","J.8187              "
"Dr461               ","10/14/2013 12:00:00 AM","INV948              ","J.7734              ","10","RC526               ","-2322720.00","J.8187              "
"Dr461               ","10/14/2013 12:00:00 AM","INV952              ","J.7755              ","10","RC526               ","-1070000.00","J.8187              "
"Dr461               ","10/14/2013 12:00:00 AM","INV955              ","J.7785              ","10","RC526               ","-3166600.38","J.8187              "
"Dr461               ","11/14/2013 12:00:00 AM","INV955              ","J.7785              ","10","RC541               ","-176144.62","J.8383              "
"Dr461               ","11/14/2013 12:00:00 AM","INV962              ","J.7840              ","10","RC541               ","-967800.00","J.8383              "
"Dr461               ","11/14/2013 12:00:00 AM","INV963              ","J.7841              ","10","RC541               ","-967800.00","J.8383              "
"Dr461               ","11/14/2013 12:00:00 AM","INV986              ","J.8118              ","10","RC541               ","-1070000.00","J.8383              "
"Dr461               ","11/14/2013 12:00:00 AM","INV988              ","J.8124              ","10","RC541               ","-1457120.00","J.8383              "
"Dr461               ","11/14/2013 12:00:00 AM","INV1106             ","J.8730              ","10","RC541               ","-639480.38","J.8383              "
"Dr461               ","11/29/2013 12:00:00 AM","INV1106             ","J.8730              ","10","INV1044             ","-328319.62","J.8458              "
"Dr461               ","11/29/2013 12:00:00 AM","INV1000             ","J.8216              ","10","INV1044             ","-2041184.38","J.8458              "
"Dr461               ","12/11/2013 12:00:00 AM","INV1000             ","J.8216              ","10","RC577               ","-779549.62","J.8634              "
"Dr461               ","12/11/2013 12:00:00 AM","INV1021             ","J.8346              ","10","RC577               ","-3308324.00","J.8634              "
"Dr461               ","12/11/2013 12:00:00 AM","INV1022             ","J.8347              ","10","RC577               ","-967800.00","J.8634              "
"Dr461               ","12/11/2013 12:00:00 AM","INV1032             ","J.8381              ","10","RC577               ","-3368787.00","J.8634              "
"Dr461               ","12/11/2013 12:00:00 AM","INV1044             ","J.8435              ","10","RC577               ","-129517.38","J.8634              "
"Dr461               ","12/16/2013 12:00:00 AM","INV1044             ","J.8435              ","10","RC579               ","-2239986.52","J.8640              "
"Dr461               ","12/16/2013 12:00:00 AM","INV1049             ","J.8459              ","10","RC579               ","-2369020.00","J.8640              "
"Dr461               ","12/16/2013 12:00:00 AM","INV1056             ","J.8496              ","10","RC579               ","-1128800.48","J.8640              "
"Dr461               ","1/18/2014 12:00:00 AM","INV1056             ","J.8496              ","10","INV1103             ","-4839.00","J.8728              "
"Dr461               ","1/23/2014 12:00:00 AM","INV1056             ","J.8496              ","10","RC635               ","-2138304.52","J.8891              "
"Dr461               ","1/23/2014 12:00:00 AM","INV1072             ","J.8546              ","10","RC635               ","-967800.00","J.8891              "
"Dr461               ","1/23/2014 12:00:00 AM","INV1073             ","J.8547              ","10","RC635               ","-3341708.00","J.8891              "
"Dr461               ","1/23/2014 12:00:00 AM","INV1075             ","J.8619              ","10","RC635               ","-2730212.00","J.8891              "
"Dr461               ","1/23/2014 12:00:00 AM","INV1103             ","J.8725              ","10","RC635               ","-4839.00","J.8891              "
"Dr461               ","1/23/2014 12:00:00 AM","INV1104             ","J.8726              ","10","RC635               ","-967800.00","J.8891              "
"Dr461               ","1/23/2014 12:00:00 AM","INV1117             ","J.8762              ","10","RC635               ","-161000.48","J.8891              "
"Dr461               ","2/12/2014 12:00:00 AM","INV1117             ","J.8762              ","10","INV1149             ","-775862.00","J.8894              "
"Dr461               ","2/24/2014 12:00:00 AM","INV1117             ","J.8762              ","10","RC693               ","-2450427.52","J.9335              "
"Dr461               ","2/24/2014 12:00:00 AM","INV1145             ","J.8884              ","10","RC693               ","-1070000.00","J.9335              "
"Dr461               ","2/24/2014 12:00:00 AM","INV1149             ","J.8892              ","10","RC693               ","-775862.00","J.9335              "
"Dr461               ","2/24/2014 12:00:00 AM","INV1150             ","J.8895              ","10","RC693               ","-967800.00","J.9335              "
"Dr461               ","2/24/2014 12:00:00 AM","INV1151             ","J.8896              ","10","RC693               ","-941600.00","J.9335              "
"Dr461               ","2/24/2014 12:00:00 AM","INV1152             ","J.8913              ","10","RC693               ","-967800.00","J.9335              "
"Dr461               ","2/24/2014 12:00:00 AM","INV1166             ","J.8935              ","10","RC693               ","-58800.48","J.9335              "
"Dr461               ","3/1/2014 12:00:00 AM","INV1166             ","J.8935              ","10","INV1179             ","-908999.52","J.8984              "
"Dr461               ","3/1/2014 12:00:00 AM","INV1171             ","J.8947              ","10","INV1179             ","-1070000.00","J.8984              "
"Dr461               ","3/1/2014 12:00:00 AM","INV1179             ","J.8982              ","10","INV1179             ","-1554880.48","J.8984              "
"Dr461               ","3/28/2014 12:00:00 AM","INV1179             ","J.8982              ","10","RC694               ","-1978999.52","J.9339              "
"Dr461               ","3/28/2014 12:00:00 AM","INV1180             ","J.8985              ","10","RC694               ","-3381940.00","J.9339              "
"Dr461               ","3/28/2014 12:00:00 AM","INV1189             ","J.9036              ","10","RC694               ","-967800.00","J.9339              "
"Dr461               ","3/28/2014 12:00:00 AM","INV1225             ","J.9229              ","10","RC694               ","-1070000.00","J.9339              "
"Dr461               ","3/28/2014 12:00:00 AM","INV1212             ","J.9193              ","10","RC694               ","-76000.48","J.9339              "
"Dr461               ","4/5/2014 12:00:00 AM","INV1212             ","J.9193              ","10","INV1227             ","-387120.00","J.9422              "
"Dr461               ","4/29/2014 12:00:00 AM","INV1212             ","J.9193              ","10","INV1255             ","-504679.52","J.9385              "
"Dr461               ","4/29/2014 12:00:00 AM","INV1246             ","J.9338              ","10","INV1255             ","-985000.00","J.9385              "
"Dr461               ","4/29/2014 12:00:00 AM","INV1227             ","J.9231              ","10","INV1255             ","-2407802.48","J.9385              "
"Dr461               ","5/8/2014 12:00:00 AM","INV1227             ","J.9231              ","10","RC747               ","-1027524.52","J.9766              "
"Dr461               ","5/8/2014 12:00:00 AM","INV1245             ","J.9336              ","10","RC747               ","-3355544.00","J.9766              "
"Dr461               ","5/8/2014 12:00:00 AM","INV1255             ","J.9383              ","10","RC747               ","-3897481.68","J.9766              "
"Dr461               ","5/8/2014 12:00:00 AM","INV1256             ","J.9386              ","10","RC747               ","-161000.80","J.9766              "
"Dr461               ","7/2/2014 12:00:00 AM","INV1256             ","J.9386              ","10","RC801               ","-3198897.20","J.10115             "
"Dr461               ","7/2/2014 12:00:00 AM","INV1399             ","J.10121             ","10","RC801               ","-967800.00","J.10115             "
"Dr461               ","7/2/2014 12:00:00 AM","INV1277             ","J.9486              ","10","RC801               ","-833302.80","J.10115             "
"Dr461               ","7/10/2014 12:00:00 AM","INV1277             ","J.9486              ","10","RC802               ","-134497.20","J.10118             "
"Dr461               ","7/10/2014 12:00:00 AM","INV1278             ","J.9487              ","10","RC802               ","-1070000.00","J.10118             "
"Dr461               ","7/10/2014 12:00:00 AM","INV1315             ","J.9707              ","10","RC802               ","-1070000.00","J.10118             "
"Dr461               ","7/10/2014 12:00:00 AM","INV1311             ","J.9684              ","10","RC802               ","-1018900.00","J.10118             "
"Dr461               ","7/10/2014 12:00:00 AM","INV1314             ","J.9695              ","10","RC802               ","-1018900.00","J.10118             "
"Dr461               ","7/10/2014 12:00:00 AM","INV1316             ","J.9708              ","10","RC802               ","-1070000.00","J.10118             "
"Dr461               ","7/10/2014 12:00:00 AM","INV1317             ","J.9709              ","10","RC802               ","-1070000.00","J.10118             "
"Dr461               ","7/10/2014 12:00:00 AM","INV1322             ","J.9750              ","10","RC802               ","-967800.00","J.10118             "
"Dr461               ","7/10/2014 12:00:00 AM","INV1327             ","J.9755              ","10","RC802               ","-1070000.00","J.10118             "
"Dr461               ","7/10/2014 12:00:00 AM","INV1328             ","J.9756              ","10","RC802               ","-803200.80","J.10118             "
"Dr461               ","8/11/2014 12:00:00 AM","INV1328             ","J.9756              ","10","RC827               ","-266799.20","J.10341             "
"Dr461               ","8/11/2014 12:00:00 AM","INV1334             ","J.9793              ","10","RC827               ","-1070000.00","J.10341             "
"Dr461               ","8/11/2014 12:00:00 AM","INV1338             ","J.9799              ","10","RC827               ","-1070000.00","J.10341             "
"Dr461               ","8/11/2014 12:00:00 AM","INV1349             ","J.9866              ","10","RC827               ","-967800.00","J.10341             "
"Dr461               ","8/11/2014 12:00:00 AM","INV1352             ","J.9881              ","10","RC827               ","-3328975.00","J.10341             "
"Dr461               ","8/11/2014 12:00:00 AM","INV1359             ","J.9962              ","10","RC827               ","-967800.00","J.10341             "
"Dr461               ","8/11/2014 12:00:00 AM","INV1361             ","J.9968              ","10","RC827               ","-3346202.00","J.10341             "
"Dr461               ","8/11/2014 12:00:00 AM","INV1394             ","J.10101             ","10","RC827               ","-2841107.80","J.10341             "
"Dr461               ","9/4/2014 12:00:00 AM","INV1394             ","J.10101             ","10","RC872               ","-493966.20","J.10895             "
"Dr461               ","9/4/2014 12:00:00 AM","INV1397             ","J.10116             ","10","RC872               ","-2506033.80","J.10895             "
"Dr461               ","9/17/2014 12:00:00 AM","INV1397             ","J.10116             ","10","RC873               ","-173966.20","J.10896             "
"Dr461               ","9/17/2014 12:00:00 AM","INV1401             ","J.10135             ","10","RC873               ","-967800.00","J.10896             "
"Dr461               ","9/17/2014 12:00:00 AM","INV1406             ","J.10163             ","10","RC873               ","-985000.00","J.10896             "
"Dr461               ","9/17/2014 12:00:00 AM","INV1411             ","J.10196             ","10","RC873               ","-967800.00","J.10896             "
"Dr461               ","9/17/2014 12:00:00 AM","INV1412             ","J.10218             ","10","RC873               ","-905433.80","J.10896             "
"Dr461               ","9/23/2014 12:00:00 AM","INV1412             ","J.10218             ","10","RC874               ","-2476399.20","J.10897             "
"Dr461               ","9/23/2014 12:00:00 AM","INV1419             ","J.10245             ","10","RC874               ","-523600.80","J.10897             "
"Dr461               ","10/10/2014 12:00:00 AM","INV1419             ","J.10245             ","10","RC908               ","-444199.20","J.11016             "
"Dr461               ","10/10/2014 12:00:00 AM","INV1423             ","J.10249             ","10","RC908               ","-967800.00","J.11016             "
"Dr461               ","10/10/2014 12:00:00 AM","INV1432             ","J.10346             ","10","RC908               ","-3371561.00","J.11016             "
"Dr461               ","10/10/2014 12:00:00 AM","INV1439             ","J.10474             ","10","RC908               ","-3346523.00","J.11016             "
"Dr461               ","10/10/2014 12:00:00 AM","INV1447             ","J.10600             ","10","RC908               ","-3350910.00","J.11016             "
"Dr461               ","10/10/2014 12:00:00 AM","INV1458             ","J.10705             ","10","RC908               ","-2021942.80","J.11016             "
"Dr461               ","10/27/2014 12:00:00 AM","INV1458             ","J.10705             ","10","RC929               ","-1415316.20","J.11344             "
"Dr461               ","10/27/2014 12:00:00 AM","INV1465             ","J.10803             ","10","RC929               ","-3368244.00","J.11344             "
"Dr461               ","10/27/2014 12:00:00 AM","INV1485             ","J.10933             ","10","RC929               ","-216439.80","J.11344             "
"Dr461               ","11/21/2014 12:00:00 AM","INV1485             ","J.10933             ","10","RC960               ","-2578015.20","J.11672             "
"Dr461               ","11/21/2014 12:00:00 AM","INV1491             ","J.10949             ","10","RC960               ","-985000.00","J.11672             "
"Dr461               ","11/21/2014 12:00:00 AM","INV1494             ","J.10984             ","10","RC960               ","-985000.00","J.11672             "
"Dr461               ","11/21/2014 12:00:00 AM","INV1495             ","J.11012             ","10","RC960               ","-3350910.00","J.11672             "
"Dr461               ","11/21/2014 12:00:00 AM","INV1496             ","J.11013             ","10","RC960               ","-967800.00","J.11672             "
"Dr461               ","11/21/2014 12:00:00 AM","INV1500             ","J.11130             ","10","RC960               ","-3328547.00","J.11672             "
"Dr461               ","11/21/2014 12:00:00 AM","INV1503             ","J.11152             ","10","RC960               ","-985000.00","J.11672             "
"Dr461               ","11/21/2014 12:00:00 AM","INV1514             ","J.11360             ","10","RC960               ","-985000.00","J.11672             "
"Dr461               ","11/21/2014 12:00:00 AM","INV1534             ","J.11665             ","10","RC960               ","-102007.80","J.11672             "
"Dr461               ","12/19/2014 12:00:00 AM","INV1534             ","J.11665             ","10","RC994               ","-882992.20","J.12053             "
"Dr461               ","12/19/2014 12:00:00 AM","INV1550             ","J.11709             ","10","RC994               ","-985000.00","J.12053             "
"Dr461               ","12/19/2014 12:00:00 AM","INV1557             ","J.11824             ","10","RC994               ","-967800.00","J.12053             "
"Dr461               ","12/19/2014 12:00:00 AM","INV1561             ","J.11876             ","10","RC994               ","-985000.00","J.12053             "
"Dr461               ","12/19/2014 12:00:00 AM","INV1562             ","J.11877             ","10","RC994               ","-1070000.00","J.12053             "
"Dr461               ","12/19/2014 12:00:00 AM","INV1564             ","J.11892             ","10","RC994               ","-1070000.00","J.12053             "
"Dr461               ","12/19/2014 12:00:00 AM","INV1582             ","J.12184             ","10","RC994               ","-102007.80","J.12053             "
"Dr461               ","2/3/2015 12:00:00 AM","INV1582             ","J.12184             ","10","RC1036              ","-865792.20","J.12665             "
"Dr461               ","2/3/2015 12:00:00 AM","INV1583             ","J.12188             ","10","RC1036              ","-985000.00","J.12665             "
"Dr461               ","2/3/2015 12:00:00 AM","INV1613             ","J.12396             ","10","RC1036              ","-3380763.00","J.12665             "
"Dr461               ","2/3/2015 12:00:00 AM","INV1626             ","J.12476             ","10","RC1036              ","-102007.80","J.12665             "
"Dr461               ","3/30/2015 12:00:00 AM","INV1626             ","J.12476             ","10","RC1097              ","-3222366.20","J.13181             "
"Dr461               ","3/30/2015 12:00:00 AM","INV1636             ","J.12590             ","10","RC1097              ","-967800.00","J.13181             "
"Dr461               ","3/30/2015 12:00:00 AM","INV1637             ","J.12592             ","10","RC1097              ","-978120.00","J.13181             "
"Dr461               ","3/30/2015 12:00:00 AM","INV1638             ","J.12624             ","10","RC1097              ","-1018900.00","J.13181             "
"Dr461               ","3/30/2015 12:00:00 AM","INV1668             ","J.12827             ","10","RC1097              ","-972960.00","J.13181             "
"Dr461               ","3/30/2015 12:00:00 AM","INV1674             ","J.12858             ","10","RC1097              ","-985000.00","J.13181             "
"Dr461               ","3/30/2015 12:00:00 AM","INV1684             ","J.12947             ","10","RC1097              ","-985000.00","J.13181             "
"Dr461               ","3/30/2015 12:00:00 AM","INV1686             ","J.12962             ","10","RC1097              ","-978120.00","J.13181             "
"Dr461               ","3/30/2015 12:00:00 AM","INV1708             ","J.13089             ","10","RC1097              ","-102007.80","J.13181             "
"Dr461               ","4/11/2015 12:00:00 AM","INV1708             ","J.13089             ","10","INV1743             ","-882992.20","J.13336             "
"Dr461               ","4/11/2015 12:00:00 AM","INV1712             ","J.13102             ","10","INV1743             ","-102007.80","J.13336             "
"Dr461               ","5/8/2015 12:00:00 AM","INV1712             ","J.13102             ","10","RC1143              ","-882992.20","J.13676             "
"Dr461               ","5/8/2015 12:00:00 AM","INV1743             ","J.13295             ","10","RC1143              ","-985000.00","J.13676             "
"Dr461               ","5/8/2015 12:00:00 AM","INV1749             ","J.13337             ","10","RC1143              ","-925900.00","J.13676             "
"Dr461               ","5/8/2015 12:00:00 AM","INV1773             ","J.13468             ","10","RC1143              ","-1044500.00","J.13676             "
"Dr461               ","5/8/2015 12:00:00 AM","INV1847             ","J.13869             ","10","RC1143              ","-102007.80","J.13676             "
"Dr461               ","6/30/2015 12:00:00 AM","INV1847             ","J.13869             ","10","RC1206              ","-916892.20","J.14112             "
"Dr461               ","6/30/2015 12:00:00 AM","INV447              ","Jv6605              ","10","RC1206              ","-102007.80","J.14112             "
"Dr461               ","6/30/2015 12:00:00 AM","INV447              ","Jv6605              ","10","Rct164              ","-787992.20","Jv3272              "
"Dr462               ","1/29/2013 12:00:00 AM","INV285              ","J.3265              ","10","RC210               ","-296960.00","J.4737              "
"Dr462               ","1/29/2013 12:00:00 AM","INV341              ","J.3651              ","10","RC210               ","-260040.00","J.4737              "
"Dr462               ","4/5/2013 12:00:00 AM","INV341              ","J.3651              ","10","RC278               ","-1656.00","J.5459              "
"Dr462               ","4/5/2013 12:00:00 AM","INV453              ","J.4265              ","10","RC278               ","-438480.00","J.5459              "
"Dr462               ","4/5/2013 12:00:00 AM","INV509              ","J.4518              ","10","RC278               ","-438480.00","J.5459              "
"Dr464               ","12/6/2012 12:00:00 AM","INV318              ","J.3447              ","10","RC209               ","-434304.00","J.4736              "
"Dr464               ","12/6/2012 12:00:00 AM","INV330              ","J.3565              ","10","RC209               ","-1486308.00","J.4736              "
"Dr464               ","12/18/2012 12:00:00 AM","INV330              ","J.3565              ","10","Revs-INV454         ","-56000.00","J.4364              "
"Dr464               ","1/8/2013 12:00:00 AM","INV330              ","J.3565              ","10","RC173               ","-580492.00","J.4410              "
"Dr464               ","1/8/2013 12:00:00 AM","INV336              ","J.3620              ","10","RC173               ","-1284120.00","J.4410              "
"Dr464               ","1/8/2013 12:00:00 AM","INV454              ","J.4266              ","10","RC173               ","-56000.00","J.4410              "
"Dr464               ","1/15/2013 12:00:00 AM","INV454              ","J.4266              ","10","Revs-INV484         ","-255200.00","J.4515              "
"Dr464               ","2/8/2013 12:00:00 AM","INV454              ","J.4266              ","10","RC218               ","-1900000.00","J.4896              "
"Dr464               ","2/14/2013 12:00:00 AM","INV454              ","J.4266              ","10","Revs-INV585         ","-256200.00","J.4961              "
"Dr464               ","4/5/2013 12:00:00 AM","INV454              ","J.4266              ","10","RC276               ","-19640.00","J.5457              "
"Dr464               ","4/5/2013 12:00:00 AM","INV469              ","J.4367              ","10","RC276               ","-668160.00","J.5457              "
"Dr510706            ","12/3/2020 12:00:00 AM","INV969              ","Jv15135             ","10","Rct1078             ","-131500.00","Jv21698             "
"Dr510707            ","8/26/2019 12:00:00 AM","INV882              ","Jv13668             ","10","Rct763              ","-422730.00","Jv14508             "
"Dr510707            ","8/26/2019 12:00:00 AM","INV882              ","Jv13668             ","10","2480                ","-23058.00","Jv14509             "
"Dr510708            ","8/6/2019 12:00:00 AM","INV891              ","Jv13760             ","10","Rct743              ","-815750.00","Jv14024             "
"Dr510708            ","8/6/2019 12:00:00 AM","INV910              ","Jv14090             ","10","Rct743              ","-96075.00","Jv14024             "
"Dr510708            ","8/6/2019 12:00:00 AM","3970                ","Jv32928             ","0","Rct743              ","-19925.00","Jv14024             "
"Dr510709            ","8/16/2019 12:00:00 AM","INV900              ","Jv13910             ","10","Rct737              ","-419250.00","Jv13937             "
"Dr510709            ","8/22/2019 12:00:00 AM","INV900              ","Jv13910             ","10","Rct744              ","-419250.00","Jv14038             "
"Dr510709            ","8/22/2019 12:00:00 AM","INV907              ","Jv14037             ","10","Rct744              ","-210750.00","Jv14038             "
"Dr510709            ","9/27/2019 12:00:00 AM","INV907              ","Jv14037             ","10","Rct769              ","-1049250.00","Jv14741             "
"Dr510709            ","9/27/2019 12:00:00 AM","INV935              ","Jv14627             ","10","Rct769              ","-250750.00","Jv14741             "
"Dr510709            ","7/30/2020 12:00:00 AM","INV935              ","Jv14627             ","10","Rct935              ","-400000.00","Jv18798             "
"Dr510709            ","8/3/2020 12:00:00 AM","INV935              ","Jv14627             ","10","Rct1030             ","-324250.00","Jv20915             "
"Dr510709            ","8/3/2020 12:00:00 AM","INV1173             ","Jv18797             ","10","Rct1030             ","-149250.00","Jv20915             "
"Dr510709            ","8/13/2020 12:00:00 AM","INV1173             ","Jv18797             ","10","Rct950              ","-424250.00","Jv19176             "
"Dr510709            ","8/13/2020 12:00:00 AM","INV1184             ","Jv18876             ","10","Rct950              ","-149250.00","Jv19176             "
"Dr510709            ","8/22/2020 12:00:00 AM","INV1184             ","Jv18876             ","10","Rct951              ","-424250.00","Jv19177             "
"Dr510709            ","8/22/2020 12:00:00 AM","INV1206             ","Jv19146             ","10","Rct951              ","-149250.00","Jv19177             "
"Dr510709            ","8/25/2020 12:00:00 AM","INV1206             ","Jv19146             ","10","Rct952              ","-424250.00","Jv19179             "
"Dr510709            ","8/25/2020 12:00:00 AM","INV1210             ","Jv19158             ","10","Rct952              ","-215545.36","Jv19179             "
"Dr510709            ","8/25/2020 12:00:00 AM","INV1210             ","Jv19158             ","10","Rct954              ","-424250.00","Jv19181             "
"Dr510709            ","8/25/2020 12:00:00 AM","INV1211             ","Jv19165             ","10","Rct954              ","-215545.36","Jv19181             "
"Dr510709            ","8/25/2020 12:00:00 AM","INV1211             ","Jv19165             ","10","Rct955              ","-424250.00","Jv19187             "
"Dr510709            ","8/25/2020 12:00:00 AM","INV1213             ","Jv19186             ","10","Rct955              ","-215545.36","Jv19187             "
"Dr510709            ","8/25/2020 12:00:00 AM","INV1213             ","Jv19186             ","10","Rct1758             ","-424250.00","Jv31990             "
"Dr510709            ","8/25/2020 12:00:00 AM","INV1216             ","Jv19215             ","10","Rct1758             ","-215545.36","Jv31990             "
"Dr510709            ","8/28/2020 12:00:00 AM","INV1216             ","Jv19215             ","10","Rct959              ","-357954.64","Jv19323             "
"Dr510709            ","8/28/2020 12:00:00 AM","INV1222             ","Jv19237             ","10","Rct959              ","-281840.72","Jv19323             "
"Dr510709            ","9/1/2020 12:00:00 AM","INV1222             ","Jv19237             ","10","Rct958              ","-357954.64","Jv19322             "
"Dr510709            ","9/1/2020 12:00:00 AM","INV1223             ","Jv19357             ","10","Rct958              ","-215545.36","Jv19322             "
"Dr510709            ","9/2/2020 12:00:00 AM","INV1223             ","Jv19357             ","10","Rct962              ","-424250.00","Jv19358             "
"Dr510709            ","9/2/2020 12:00:00 AM","INV1244             ","Jv19870             ","10","Rct962              ","-149250.00","Jv19358             "
"Dr510709            ","9/19/2020 12:00:00 AM","INV1244             ","Jv19870             ","10","Rct975              ","-424250.00","Jv19873             "
"Dr510709            ","9/19/2020 12:00:00 AM","INV1259             ","Jv19996             ","10","Rct975              ","-215545.36","Jv19873             "
"Dr510709            ","9/26/2020 12:00:00 AM","INV1259             ","Jv19996             ","10","Rct986              ","-424250.00","Jv20131             "
"Dr510709            ","9/26/2020 12:00:00 AM","INV1261             ","Jv20184             ","10","Rct986              ","-215545.36","Jv20131             "
"Dr510709            ","9/30/2020 12:00:00 AM","INV1261             ","Jv20184             ","10","Rct991              ","-639795.36","Jv20200             "
"Dr510709            ","10/7/2020 12:00:00 AM","INV1269             ","Jv20262             ","10","Rvs70               ","-427912.72","Jv20360             "
"Dr510709            ","10/8/2020 12:00:00 AM","INV1269             ","Jv20262             ","10","Rct1002             ","-176587.28","Jv20470             "
"Dr510709            ","10/8/2020 12:00:00 AM","INV1274             ","Jv20363             ","10","Rct1002             ","-463207.72","Jv20470             "
"Dr510709            ","10/8/2020 12:00:00 AM","INV1274             ","Jv20363             ","10","Rct1003             ","-110292.28","Jv20471             "
"Dr510709            ","10/8/2020 12:00:00 AM","INV1276             ","Jv20426             ","10","Rct1003             ","-529502.72","Jv20471             "
"Dr510709            ","10/8/2020 12:00:00 AM","INV1276             ","Jv20426             ","10","Rct1004             ","-110292.64","Jv20472             "
"Dr510709            ","10/8/2020 12:00:00 AM","INV1286             ","Jv20531             ","10","Rct1004             ","-529502.36","Jv20472             "
"Dr510709            ","10/23/2020 12:00:00 AM","INV1286             ","Jv20531             ","10","Rct1039             ","-43997.64","Jv21059             "
"Dr510709            ","10/23/2020 12:00:00 AM","INV1288             ","Jv20550             ","10","Rct1039             ","-639795.36","Jv21059             "
"Dr510709            ","10/23/2020 12:00:00 AM","INV1304             ","Jv20837             ","10","Rct1039             ","-566207.00","Jv21059             "
"Dr510709            ","11/16/2020 12:00:00 AM","INV1304             ","Jv20837             ","10","Rct1099             ","-73588.36","Jv21937             "
"Dr510709            ","11/16/2020 12:00:00 AM","INV1328             ","Jv21311             ","10","Rct1099             ","-639795.36","Jv21937             "
"Dr510709            ","11/16/2020 12:00:00 AM","INV1332             ","Jv21383             ","10","Rct1099             ","-573500.00","Jv21937             "
"Dr510709            ","11/16/2020 12:00:00 AM","INV1357             ","Jv21576             ","10","Rct1099             ","-67116.28","Jv21937             "
"Dr510709            ","12/14/2020 12:00:00 AM","INV1357             ","Jv21576             ","10","Rct1096             ","-552040.52","Jv21902             "
"Dr510709            ","12/14/2020 12:00:00 AM","INV1359             ","Jv21697             ","10","Rct1096             ","-499500.00","Jv21902             "
"Dr510709            ","12/14/2020 12:00:00 AM","INV1362             ","Jv21712             ","10","Rct1096             ","-639795.36","Jv21902             "
"Dr510709            ","12/14/2020 12:00:00 AM","INV1373             ","Jv21895             ","10","Rct1096             ","-308664.12","Jv21902             "
"Dr510709            ","1/4/2021 12:00:00 AM","INV1373             ","Jv21895             ","10","Rct1108             ","-264835.88","Jv22123             "
"Dr510709            ","1/4/2021 12:00:00 AM","INV1378             ","Jv21935             ","10","Rct1108             ","-335164.12","Jv22123             "
"Dr510709            ","1/14/2021 12:00:00 AM","INV1378             ","Jv21935             ","10","Rct1120             ","-304631.24","Jv22235             "
"Dr510709            ","1/14/2021 12:00:00 AM","INV1381             ","Jv22064             ","10","Rct1120             ","-335368.76","Jv22235             "
"Dr510709            ","1/28/2021 12:00:00 AM","INV1381             ","Jv22064             ","10","Rct1174             ","-304426.60","Jv23074             "
"Dr510709            ","1/28/2021 12:00:00 AM","INV1382             ","Jv22066             ","10","Rct1174             ","-639795.36","Jv23074             "
"Dr510709            ","1/28/2021 12:00:00 AM","INV1419             ","Jv22412             ","10","Rct1174             ","-583561.40","Jv23074             "
