"salesfrom","salesto","stockfrom","stockto","purchasesfrom","purchasesto","expensefrom","expenseto","fixedassetsFrom","fixedassetsTo","inventoryFrom","inventoryTo","DebtorsFrom","DebtorsTo","BankFrom","BankTo","CurLiabFrom","CurLiabTo","LongLiabFrom","LongLiabTo","CapitalFrom","CapitalTo"
"100000    ","110000    ","0000100   ","0000102   ","150000    ","150002    ","190000    ","300000    ","0000000   ","0000099   ","0000100   ","0000102   ","0000200   ","0000299   ","0000300   ","0000399   ","0000400   ","0000599   ","0000600   ","000699    ","000700    ","000799    "
