"tankname","units","uom","date","batchno","variance","doctype","itemcode","index","BQitemcode"
"Tank E 30/2                   ","-11000","loosqty   ","10/31/2019 12:00:00 AM","REQ388    ","0","40","S.7       ","570759",""
"Tank E 30/2                   ","14000","          ","11/2/2019 12:00:00 AM","B/No312   ","","28","S.7       ","570760",""
"Tank E 30/1                   ","-8600","          ","11/2/2019 12:00:00 AM","B/No312   ","","28","S.6       ","570761",""
"K10/1                         ","0","          ","11/2/2019 12:00:00 AM","B/No312   ","","28","S.13                ","570762",""
"bitumen60-70                  ","0","          ","11/2/2019 12:00:00 AM","B/No312   ","","28","S.24                ","570763",""
"Tank E 30/2                   ","-14000","loosqty   ","11/2/2019 12:00:00 AM","REQ389    ","0","40","S.7       ","570764",""
"Tank E 30/2                   ","7500","          ","11/5/2019 12:00:00 AM","B/No313   ","","28","S.7       ","570765",""
"Tank E 30/1                   ","-5400","          ","11/5/2019 12:00:00 AM","B/No313   ","","28","S.6       ","570766",""
"K10/1                         ","0","          ","11/5/2019 12:00:00 AM","B/No313   ","","28","S.13                ","570767",""
"bitumen60-70                  ","0","          ","11/5/2019 12:00:00 AM","B/No313   ","","28","S.24                ","570768",""
"Tank E 30/2                   ","-7500","loosqty   ","11/5/2019 12:00:00 AM","REQ390    ","0","40","S.7       ","570769",""
"Tank E 30/2                   ","8800","          ","11/22/2019 12:00:00 AM","B/No314   ","","28","S.7       ","570770",""
"Tank E 30/1                   ","-6400","          ","11/22/2019 12:00:00 AM","B/No314   ","","28","S.6       ","570771",""
"K10/1                         ","0","          ","11/22/2019 12:00:00 AM","B/No314   ","","28","S.13                ","570772",""
"bitumen60-70                  ","0","          ","11/22/2019 12:00:00 AM","B/No314   ","","28","S.24                ","570773",""
"Tank E 30/2                   ","13000","          ","11/21/2019 12:00:00 AM","B/No315   ","","28","S.7       ","570774",""
"Tank E 30/1                   ","-8400","          ","11/21/2019 12:00:00 AM","B/No315   ","","28","S.6       ","570775",""
"K10/1                         ","0","          ","11/21/2019 12:00:00 AM","B/No315   ","","28","S.13                ","570776",""
"bitumen60-70                  ","0","          ","11/21/2019 12:00:00 AM","B/No315   ","","28","S.24                ","570777",""
"Tank E 30/1                   ","4500","          ","11/22/2019 12:00:00 AM","B/No316   ","","28","S.6       ","570778",""
"Tank E 30/1                   ","-3000","          ","11/22/2019 12:00:00 AM","B/No316   ","","28","S.6       ","570779",""
"K10/1                         ","0","          ","11/22/2019 12:00:00 AM","B/No316   ","","28","S.13                ","570780",""
"bitumen60-70                  ","0","          ","11/22/2019 12:00:00 AM","B/No316   ","","28","S.24                ","570781",""
"Tank E 30/2                   ","-13000","loosqty   ","11/21/2019 12:00:00 AM","REQ391    ","0","40","S.7       ","570782",""
"Tank E 30/2                   ","-8800","loosqty   ","11/22/2019 12:00:00 AM","REQ392    ","0","40","S.7       ","570783",""
"Tank E 30/1                   ","-4500","loosqty   ","11/22/2019 12:00:00 AM","REQ393    ","0","40","S.6       ","570784",""
"K10/1                         ","2000","fulqty    ","11/29/2019 12:00:00 AM","WRK289    ","0","26","S.13","570785",""
"Tank CB                       ","5400","          ","11/28/2019 12:00:00 AM","B/No317   ","","28","S.9       ","570786",""
"Tank E 30/1                   ","-3500","          ","11/28/2019 12:00:00 AM","B/No317   ","","28","S.6       ","570787",""
"K10/1                         ","-1900","          ","11/28/2019 12:00:00 AM","B/No317   ","","28","S.13                ","570788",""
"bitumen60-70                  ","0","          ","11/28/2019 12:00:00 AM","B/No317   ","","28","S.24                ","570789",""
"Allumin paint                 ","360","          ","11/29/2019 12:00:00 AM","B/No318   ","","28","S.95","570790",""
"Tank E 30/2                   ","12800","          ","11/29/2019 12:00:00 AM","B/No319   ","","28","S.7       ","570791",""
"Tank E 30/1                   ","-8000","          ","11/29/2019 12:00:00 AM","B/No319   ","","28","S.6       ","570792",""
"Tank E 30/1                   ","2234547","loosqty   ","9/22/2021 11:08:00 AM","384       ","","17","S.6","571989",""
"K10/1                         ","0","          ","11/29/2019 12:00:00 AM","B/No319   ","","28","S.13                ","570793",""
"bitumen60-70                  ","0","          ","11/29/2019 12:00:00 AM","B/No319   ","","28","S.24                ","570794",""
"Allumin paint                 ","-18","fulqty    ","11/29/2019 12:00:00 AM","REQ394    ","0","40","S.95                ","570795",""
"Tank CB                       ","-20","fulqty    ","11/29/2019 12:00:00 AM","REQ395    ","0","40","S.9       ","570796",""
"Tank E 30/2                   ","-64","fulqty    ","11/29/2019 12:00:00 AM","REQ396    ","0","40","S.7       ","570797",""
"Tank E 30/1                   ","11000","          ","11/29/2019 12:00:00 AM","B/No320   ","","28","S.6       ","570798",""
"Tank E 30/1                   ","-6600","          ","11/29/2019 12:00:00 AM","B/No320   ","","28","S.6       ","570799",""
"K10/1                         ","0","          ","11/29/2019 12:00:00 AM","B/No320   ","","28","S.13                ","570800",""
"bitumen60-70                  ","0","          ","11/29/2019 12:00:00 AM","B/No320   ","","28","S.24                ","570801",""
"Tank E 30/1                   ","-55","fulqty    ","11/29/2019 12:00:00 AM","REQ397    ","0","40","S.6       ","570802",""
"Tank E 30/2                   ","14000","          ","12/9/2019 12:00:00 AM","B/No321   ","","28","S.7       ","570803",""
"Tank E 30/1                   ","-8600","          ","12/9/2019 12:00:00 AM","B/No321   ","","28","S.6       ","570804",""
"K10/1                         ","0","          ","12/9/2019 12:00:00 AM","B/No321   ","","28","S.13                ","570805",""
"bitumen60-70                  ","0","          ","12/9/2019 12:00:00 AM","B/No321   ","","28","S.24                ","570806",""
"Tank E 30/2                   ","-14000","loosqty   ","12/9/2019 12:00:00 AM","REQ399    ","0","40","S.7       ","570807",""
"Tank E 30/1                   ","50","fulqty    ","1/8/2020 12:00:00 AM","WRK291    ","0","26","S.6       ","570808",""
"Tank E 30/2                   ","6400","          ","1/7/2020 12:00:00 AM","B/No322   ","","28","S.7       ","570809",""
"Tank E 30/1                   ","-4600","          ","1/7/2020 12:00:00 AM","B/No322   ","","28","S.6       ","570810",""
"K10/1                         ","0","          ","1/7/2020 12:00:00 AM","B/No322   ","","28","S.13                ","570811",""
"bitumen60-70                  ","0","          ","1/7/2020 12:00:00 AM","B/No322   ","","28","S.24                ","570812",""
"Tank E 30/2                   ","-6400","loosqty   ","1/7/2020 12:00:00 AM","REQ400    ","0","40","S.7       ","570813",""
"Tank E 30/1                   ","190","fulqty    ","1/16/2020 12:00:00 AM","WRK292    ","0","26","S.6       ","570814",""
"Tank E 30/2                   ","15000","          ","1/16/2020 12:00:00 AM","B/No323   ","","28","S.7       ","570815",""
"Tank E 30/1                   ","-9000","          ","1/16/2020 12:00:00 AM","B/No323   ","","28","S.6       ","570816",""
"K10/1                         ","0","          ","1/16/2020 12:00:00 AM","B/No323   ","","28","S.13                ","570817",""
"bitumen60-70                  ","0","          ","1/16/2020 12:00:00 AM","B/No323   ","","28","S.24                ","570818",""
"Tank E 30/2                   ","-75","fulqty    ","1/17/2020 12:00:00 AM","REQ401    ","0","40","S.7       ","570819",""
"Tank E 30/1                   ","13000","          ","1/21/2020 12:00:00 AM","B/No325   ","","28","S.6       ","570820",""
"Tank E 30/1                   ","-8000","          ","1/21/2020 12:00:00 AM","B/No325   ","","28","S.6       ","570821",""
"K10/1                         ","0","          ","1/21/2020 12:00:00 AM","B/No325   ","","28","S.13                ","570822",""
"bitumen60-70                  ","0","          ","1/21/2020 12:00:00 AM","B/No325   ","","28","S.24                ","570823",""
"Tank E 30/1                   ","-65","fulqty    ","1/21/2020 12:00:00 AM","REQ404    ","0","40","S.6       ","570824",""
"Tank E 30/1                   ","13000","          ","1/22/2020 12:00:00 AM","B/No326   ","","28","S.6       ","570825",""
"Tank E 30/1                   ","-8000","          ","1/22/2020 12:00:00 AM","B/No326   ","","28","S.6       ","570826",""
"K10/1                         ","0","          ","1/22/2020 12:00:00 AM","B/No326   ","","28","S.13                ","570827",""
"bitumen60-70                  ","0","          ","1/22/2020 12:00:00 AM","B/No326   ","","28","S.24                ","570828",""
"Tank E 30/2                   ","14000","          ","1/22/2020 12:00:00 AM","B/No327   ","","28","S.7       ","570829",""
"Tank E 30/1                   ","-9000","          ","1/22/2020 12:00:00 AM","B/No327   ","","28","S.6       ","570830",""
"K10/1                         ","0","          ","1/22/2020 12:00:00 AM","B/No327   ","","28","S.13                ","570831",""
"bitumen60-70                  ","0","          ","1/22/2020 12:00:00 AM","B/No327   ","","28","S.24                ","570832",""
"Tank E 30/1                   ","48","fulqty    ","1/22/2020 12:00:00 AM","WRK294    ","0","26","S.6       ","570833",""
"Tank E 30/2                   ","13000","          ","1/22/2020 12:00:00 AM","B/No328   ","","28","S.7       ","570834",""
"Tank E 30/1                   ","-8000","          ","1/22/2020 12:00:00 AM","B/No328   ","","28","S.6       ","570835",""
"K10/1                         ","0","          ","1/22/2020 12:00:00 AM","B/No328   ","","28","S.13                ","570836",""
"bitumen60-70                  ","0","          ","1/22/2020 12:00:00 AM","B/No328   ","","28","S.24                ","570837",""
"Tank E 30/1                   ","-65","fulqty    ","1/22/2020 12:00:00 AM","REQ405    ","0","40","S.6       ","570838",""
"Tank E 30/2                   ","-135","fulqty    ","1/22/2020 12:00:00 AM","REQ406    ","0","40","S.7       ","570839",""
"Tank CB                       ","3000","          ","1/27/2020 12:00:00 AM","B/No329   ","","28","S.9       ","570840",""
"Tank E 30/1                   ","-1800","          ","1/27/2020 12:00:00 AM","B/No329   ","","28","S.6       ","570841",""
"K10/1                         ","-1200","          ","1/27/2020 12:00:00 AM","B/No329   ","","28","S.13                ","570842",""
"bitumen60-70                  ","0","          ","1/27/2020 12:00:00 AM","B/No329   ","","28","S.24                ","570843",""
"Tank E 30/1                   ","48","fulqty    ","1/27/2020 12:00:00 AM","WRK295    ","0","26","S.6       ","570844",""
"Tank E 30/1                   ","9400","          ","1/27/2020 12:00:00 AM","B/No330   ","","28","S.6       ","570845",""
"Tank E 30/1                   ","-6000","          ","1/27/2020 12:00:00 AM","B/No330   ","","28","S.6       ","570846",""
"Tank E 30/2                   ","12660","          ","9/10/2021 12:00:00 AM","B/No929   ","","28","S.7","571990",""
"K10/1                         ","0","          ","1/27/2020 12:00:00 AM","B/No330   ","","28","S.13                ","570847",""
"bitumen60-70                  ","0","          ","1/27/2020 12:00:00 AM","B/No330   ","","28","S.24                ","570848",""
"Tank E 30/2                   ","3000","          ","1/27/2020 12:00:00 AM","B/No331   ","","28","S.7       ","570849",""
"Tank E 30/1                   ","-1500","          ","1/27/2020 12:00:00 AM","B/No331   ","","28","S.6       ","570850",""
"K10/1                         ","0","          ","1/27/2020 12:00:00 AM","B/No331   ","","28","S.13                ","570851",""
"bitumen60-70                  ","0","          ","1/27/2020 12:00:00 AM","B/No331   ","","28","S.24                ","570852",""
"Tank E 30/2                   ","-15","fulqty    ","1/29/2020 12:00:00 AM","REQ407    ","0","40","S.7       ","570853",""
"Tank E 30/2                   ","14000","          ","1/29/2020 12:00:00 AM","B/No332   ","","28","S.7       ","570854",""
"Tank E 30/1                   ","-8900","          ","1/29/2020 12:00:00 AM","B/No332   ","","28","S.6       ","570855",""
"K10/1                         ","0","          ","1/29/2020 12:00:00 AM","B/No332   ","","28","S.13                ","570856",""
"bitumen60-70                  ","0","          ","1/29/2020 12:00:00 AM","B/No332   ","","28","S.24                ","570857",""
"Tank E 30/2                   ","-70","fulqty    ","1/29/2020 12:00:00 AM","REQ409    ","0","40","S.7       ","570858",""
"Tank E 30/2                   ","13500","          ","12/11/2019 12:00:00 AM","B/No333   ","","28","S.7       ","570859",""
"Tank E 30/1                   ","-8600","          ","12/11/2019 12:00:00 AM","B/No333   ","","28","S.6       ","570860",""
"K10/1                         ","0","          ","12/11/2019 12:00:00 AM","B/No333   ","","28","S.13                ","570861",""
"bitumen60-70                  ","0","          ","12/11/2019 12:00:00 AM","B/No333   ","","28","S.24                ","570862",""
"Tank E 30/2                   ","-68","fulqty    ","1/29/2020 12:00:00 AM","REQ410    ","0","40","S.7       ","570863",""
"Tank CB                       ","-22","fulqty    ","2/3/2020 12:00:00 AM","REQ411    ","0","40","S.9       ","570864",""
