"Date","Documentno","Documenttype","Accountno","Grossamount","JournalNo","Dimension_One","Dimension_Two","Currency","Datewhenpaid"
"5/2/2012 12:00:00 AM","INV1                ","10","Dr395               ","823600","J.1009              ","          ","          ","KES","7/11/2012 12:00:00 AM"
"5/3/2012 12:00:00 AM","INV2                ","10","Dr395               ","1154200","J.1010              ","          ","          ","KES","7/11/2012 12:00:00 AM"
"5/7/2012 12:00:00 AM","INV3                ","10","Dr396               ","27500","J.1013              ","          ","          ","KES","5/7/2012 12:00:00 AM"
"5/7/2012 12:00:00 AM","RC1                 ","12","Dr396               ","-27500","J.1014              ","          ","          ","KES",""
"5/9/2012 12:00:00 AM","INV4                ","10","Dr367               ","361920","J.1015              ","          ","          ","KES","8/2/2012 12:00:00 AM"
"5/10/2012 12:00:00 AM","INV5                ","10","Dr400               ","1218928","J.1040              ","          ","          ","KES","6/11/2012 12:00:00 AM"
"5/2/2012 12:00:00 AM","RC11                ","12","Dr395               ","-1977800","J.1316              ","          ","          ","KES",""
"5/14/2012 12:00:00 AM","INV6                ","10","Dr367               ","468000","J.1044              ","          ","          ","KES","8/2/2012 12:00:00 AM"
"5/4/2012 12:00:00 AM","INV7                ","10","Dr403               ","2066074.38","J.1046              ","          ","          ","KES","11/8/2013 12:00:00 AM"
"5/15/2012 12:00:00 AM","INV8                ","10","Dr405               ","97440","J.1048              ","          ","          ","KES","6/15/2012 12:00:00 AM"
"5/17/2012 12:00:00 AM","INV9                ","10","Dr403               ","156000","J.1050              ","          ","          ","KES","11/8/2013 12:00:00 AM"
"5/18/2012 12:00:00 AM","INV10               ","10","Dr376               ","34960.56","J.1052              ","          ","          ","KES","5/31/2012 12:00:00 AM"
"5/19/2012 12:00:00 AM","INV11               ","10","Dr432               ","61700","J.1053              ","          ","          ","KES","5/22/2012 12:00:00 AM"
"5/10/2013 12:00:00 AM","Revs-INV720         ","10","Dr498               ","-815000","J.5997              ","          ","          ","KES",""
"5/19/2012 12:00:00 AM","INV13               ","10","Dr432               ","0","J.1055              ","          ","          ","KES",""
"5/21/2012 12:00:00 AM","INV14               ","10","Dr407               ","16478.96","J.1057              ","          ","          ","KES","5/22/2012 12:00:00 AM"
"5/21/2012 12:00:00 AM","INV15               ","10","Dr407               ","16478.96","J.1058              ","          ","          ","KES","5/22/2012 12:00:00 AM"
"5/21/2012 12:00:00 AM","INV16               ","10","Dr376               ","116522","J.1062              ","          ","          ","KES","5/31/2012 12:00:00 AM"
"5/22/2012 12:00:00 AM","INV17               ","10","Dr409               ","82400.4","J.1063              ","          ","          ","KES","5/25/2012 12:00:00 AM"
"5/22/2012 12:00:00 AM","INV18               ","10","Dr407               ","107500","J.1065              ","          ","          ","KES","6/14/2012 12:00:00 AM"
"5/22/2012 12:00:00 AM","RC2                 ","12","Dr407               ","-105000","J.1066              ","          ","          ","KES",""
"5/22/2012 12:00:00 AM","RC3                 ","12","Dr432               ","-60000","J.1067              ","          ","          ","KES",""
"5/22/2012 12:00:00 AM","RC4                 ","12","Dr407               ","-32958","J.1068              ","          ","          ","KES",""
"5/22/2012 12:00:00 AM","INV19               ","10","Dr386               ","1056466.26","J.1069              ","          ","          ","KES","6/11/2012 12:00:00 AM"
"5/31/2012 12:00:00 AM","RC8                 ","12","Dr376               ","-151483","J.1217              ","          ","          ","KES",""
"5/24/2012 12:00:00 AM","INV20               ","10","Dr376               ","34962.56","J.1073              ","          ","          ","KES","6/6/2012 12:00:00 AM"
"5/24/2012 12:00:00 AM","INV21               ","10","Dr373               ","261000","J.1074              ","          ","          ","KES","7/11/2012 12:00:00 AM"
"5/24/2012 12:00:00 AM","INV22               ","10","Dr413               ","198360","J.1077              ","          ","          ","KES","7/25/2014 12:00:00 AM"
"5/25/2012 12:00:00 AM","INV23               ","10","Dr403               ","164720","J.1078              ","          ","          ","KES","11/8/2013 12:00:00 AM"
"5/25/2012 12:00:00 AM","INV24               ","10","Dr405               ","83520","J.1079              ","          ","          ","KES","6/15/2012 12:00:00 AM"
"5/25/2012 12:00:00 AM","INV25               ","10","Dr409               ","72384","J.1080              ","          ","          ","KES","6/6/2012 12:00:00 AM"
"5/25/2012 12:00:00 AM","RC5                 ","12","Dr409               ","-150000","J.1081              ","          ","          ","KES",""
"5/26/2012 12:00:00 AM","INV26               ","10","Dr411               ","91500.29","J.1083              ","          ","          ","KES","6/13/2012 12:00:00 AM"
"5/28/2012 12:00:00 AM","INV27               ","10","Dr414               ","1050440","J.1087              ","          ","          ","KES","7/11/2012 12:00:00 AM"
"5/30/2012 12:00:00 AM","INV27               ","10","Dr414               ","0","J.1100              ","          ","          ","",""
"6/6/2012 12:00:00 AM","RC10                ","12","Dr376               ","-212040","J.1310              ","          ","          ","KES",""
"6/6/2012 12:00:00 AM","INV41               ","10","Dr367               ","904800","J.1322              ","          ","          ","KES","10/9/2012 12:00:00 AM"
"6/7/2012 12:00:00 AM","INV42               ","10","Dr424               ","1830000.88","J.1324              ","          ","          ","KES","6/11/2012 12:00:00 AM"
"6/4/2012 12:00:00 AM","INV35               ","10","Dr373               ","261000","J.1223              ","          ","          ","KES","9/12/2012 12:00:00 AM"
"6/4/2012 12:00:00 AM","INV30               ","10","Dr376               ","88520","J.1227              ","          ","          ","KES","6/6/2012 12:00:00 AM"
"5/31/2012 12:00:00 AM","INV32               ","10","Dr370               ","163128","J.1215              ","          ","          ","KES","7/5/2012 12:00:00 AM"
"5/31/2012 12:00:00 AM","RC7                 ","12","Dr370               ","-162128","J.1216              ","          ","          ","KES",""
"6/8/2012 12:00:00 AM","INV43               ","10","Dr376               ","83520","J.1404              ","          ","          ","KES","6/26/2012 12:00:00 AM"
"5/31/2012 12:00:00 AM","INV33               ","10","Dr376               ","88520","J.1218              ","          ","          ","KES","6/6/2012 12:00:00 AM"
"6/5/2012 12:00:00 AM","INV37               ","10","Dr405               ","87520","J.1270              ","          ","          ","KES","6/15/2012 12:00:00 AM"
"6/5/2012 12:00:00 AM","RC9                 ","12","Dr373               ","-500000","J.1272              ","          ","          ","KES",""
"6/5/2012 12:00:00 AM","INV38               ","10","Dr386               ","915000.94","J.1287              ","          ","          ","KES","9/4/2012 12:00:00 AM"
"6/9/2012 12:00:00 AM","INV44               ","10","Dr403               ","164766.4","J.1406              ","          ","          ","KES","11/8/2013 12:00:00 AM"
"6/6/2012 12:00:00 AM","INV39               ","10","Dr370               ","8000","J.1312              ","          ","          ","KES","7/27/2012 12:00:00 AM"
"6/11/2012 12:00:00 AM","INV45               ","10","Dr409               ","367000.78","J.1408              ","          ","          ","KES","6/11/2012 12:00:00 AM"
"6/12/2012 12:00:00 AM","371                 ","0","Dr448               ","60000","J.2116              ","          ","          ","","7/17/2012 12:00:00 AM"
"6/14/2012 12:00:00 AM","INV51               ","10","Dr407               ","-6592.51","J.1469              ","          ","          ","KES",""
"6/11/2012 12:00:00 AM","RC14                ","12","Dr424               ","-1830001","J.1412              ","          ","          ","KES",""
"6/11/2012 12:00:00 AM","RC15                ","12","Dr411               ","-91500","J.1413              ","          ","          ","KES",""
"7/13/2012 12:00:00 AM","INV130              ","10","Dr367               ","0","J.2045              ","          ","          ","KES",""
"4/30/2012 12:00:00 AM","                    ","0","Dr403               ","17321300","J.2046              ","          ","          ","","6/5/2012 12:00:00 AM"
"4/30/2012 12:00:00 AM","                    ","0","Dr366               ","4546407","J.1420              ","          ","          ","","5/7/2013 12:00:00 AM"
"4/30/2012 12:00:00 AM","                    ","0","Dr375               ","4285000","J.1420              ","          ","          ","","7/11/2012 12:00:00 AM"
"4/30/2012 12:00:00 AM","                    ","0","Dr377               ","2659770","J.1420              ","          ","          ","","7/11/2012 12:00:00 AM"
"4/30/2012 12:00:00 AM","                    ","0","Dr395               ","1977800","J.1420              ","          ","          ","","5/2/2012 12:00:00 AM"
"6/12/2012 12:00:00 AM","INV46               ","10","Dr376               ","153433.2","J.1424              ","          ","          ","KES","6/26/2012 12:00:00 AM"
"6/13/2012 12:00:00 AM","INV47               ","10","Dr431               ","5044724","J.1428              ","          ","          ","KES","10/10/2012 12:00:00 AM"
"6/13/2012 12:00:00 AM","INV48               ","10","Dr411               ","201307.25","J.1429              ","          ","          ","KES","7/11/2012 12:00:00 AM"
"6/13/2012 12:00:00 AM","RC17                ","12","Dr411               ","-200000","J.1430              ","          ","          ","KES",""
"6/14/2012 12:00:00 AM","INV49               ","10","Dr433               ","1210464","J.1455              ","          ","          ","KES","6/16/2012 12:00:00 AM"
"6/14/2012 12:00:00 AM","INV50               ","10","Dr403               ","164766.4","J.1461              ","          ","          ","KES","1/22/2014 12:00:00 AM"
"6/11/2012 12:00:00 AM","RC13                ","12","Dr400               ","-1218928","J.1411              ","          ","          ","KES",""
"6/14/2012 12:00:00 AM","INV51               ","10","Dr407               ","65920.48","J.1467              ","          ","          ","KES","6/16/2012 12:00:00 AM"
"6/14/2012 12:00:00 AM","INV52               ","10","Dr434               ","334080","J.1473              ","          ","          ","KES","8/23/2012 12:00:00 AM"
"6/15/2012 12:00:00 AM","INV53               ","10","Dr370               ","16481.28","J.1485              ","          ","          ","KES","7/27/2012 12:00:00 AM"
"6/15/2012 12:00:00 AM","RC18                ","12","Dr407               ","-59328","J.1487              ","          ","          ","KES",""
"6/15/2012 12:00:00 AM","INV54               ","10","Dr407               ","786900.33","J.1489              ","          ","          ","KES","6/16/2012 12:00:00 AM"
"6/15/2012 12:00:00 AM","INV55               ","10","Dr435               ","17704","J.1491              ","          ","          ","KES","6/18/2012 12:00:00 AM"
"6/15/2012 12:00:00 AM","INV56               ","10","Dr405               ","35408","J.1492              ","          ","          ","KES","7/13/2012 12:00:00 AM"
"6/16/2012 12:00:00 AM","INV57               ","10","Dr407               ","164836","J.1495              ","          ","          ","KES","6/16/2012 12:00:00 AM"
"6/16/2012 12:00:00 AM","RC19                ","12","Dr407               ","-951736","J.1497              ","          ","          ","KES",""
"6/16/2012 12:00:00 AM","RC20                ","12","Dr433               ","-1220000","J.1498              ","          ","          ","KES",""
"6/16/2012 12:00:00 AM","RC21                ","12","Dr407               ","-26200","J.1500              ","          ","          ","KES",""
"6/12/2012 12:00:00 AM","INV58               ","10","Dr403               ","3869690.4","J.1502              ","          ","          ","KES","1/22/2014 12:00:00 AM"
"6/12/2012 12:00:00 AM","INV59               ","10","Dr403               ","419966.4","J.1503              ","          ","          ","KES","1/22/2014 12:00:00 AM"
"6/18/2012 12:00:00 AM","RC22                ","12","Dr409               ","-650000","J.1508              ","          ","          ","KES",""
"6/18/2012 12:00:00 AM","RC23                ","12","Dr435               ","-17704","J.1517              ","          ","          ","KES",""
"6/18/2012 12:00:00 AM","INV60               ","10","Dr409               ","402290.09","J.1518              ","          ","          ","KES","6/18/2012 12:00:00 AM"
"6/18/2012 12:00:00 AM","INV61               ","10","Dr411               ","786900.33","J.1520              ","          ","          ","KES","7/11/2012 12:00:00 AM"
"6/19/2012 12:00:00 AM","INV62               ","10","Dr409               ","129692.75","J.1526              ","          ","          ","KES","6/19/2012 12:00:00 AM"
"6/19/2012 12:00:00 AM","INV63               ","10","Dr431               ","43210","J.1527              ","          ","          ","KES","10/10/2012 12:00:00 AM"
"6/20/2012 12:00:00 AM","INV64               ","10","Dr431               ","43210","J.1535              ","          ","          ","KES","10/10/2012 12:00:00 AM"
"6/20/2012 12:00:00 AM","INV65               ","10","Dr373               ","73080","J.1536              ","          ","          ","KES","9/12/2012 12:00:00 AM"
"4/30/2012 12:00:00 AM","                    ","0","Dr373               ","960118","J.1537              ","          ","          ","","7/11/2012 12:00:00 AM"
"4/30/2012 12:00:00 AM","                    ","0","Dr440               ","436500","J.1538              ","          ","          ","","8/10/2012 12:00:00 AM"
"6/20/2012 12:00:00 AM","RC24                ","12","Dr431               ","-2000000","J.1540              ","          ","          ","KES",""
"6/20/2012 12:00:00 AM","INV66               ","10","Dr409               ","549000.76","J.1541              ","          ","          ","KES","6/20/2012 12:00:00 AM"
"6/21/2012 12:00:00 AM","INV67               ","10","Dr376               ","177040","J.1544              ","          ","          ","KES","6/26/2012 12:00:00 AM"
"6/21/2012 12:00:00 AM","INV69               ","10","Dr434               ","1571846","J.1549              ","          ","          ","KES","8/23/2012 12:00:00 AM"
"6/21/2012 12:00:00 AM","INV70               ","10","Dr434               ","354960","J.1550              ","          ","          ","KES","9/6/2012 12:00:00 AM"
"6/22/2012 12:00:00 AM","INV71               ","10","Dr373               ","87000","J.1562              ","          ","          ","KES","9/12/2012 12:00:00 AM"
"6/19/2012 12:00:00 AM","INV72               ","10","Dr428               ","38192","J.1563              ","          ","          ","KES","6/22/2012 12:00:00 AM"
"6/22/2012 12:00:00 AM","INV73               ","10","Dr428               ","790000","J.1564              ","          ","          ","KES","6/22/2012 12:00:00 AM"
"6/22/2012 12:00:00 AM","RC25                ","12","Dr428               ","-1222400","J.1565              ","          ","          ","KES",""
"6/22/2012 12:00:00 AM","INV74               ","10","Dr409               ","428806","J.1566              ","          ","          ","KES","6/22/2012 12:00:00 AM"
"6/22/2012 12:00:00 AM","INV75               ","10","Dr431               ","43210","J.1567              ","          ","          ","KES","10/10/2012 12:00:00 AM"
"6/23/2012 12:00:00 AM","INV76               ","10","Dr383               ","53808","J.1570              ","          ","          ","KES","6/26/2012 12:00:00 AM"
"6/25/2012 12:00:00 AM","INV77               ","10","Dr409               ","50256","J.1574              ","          ","          ","KES","6/27/2012 12:00:00 AM"
"6/25/2012 12:00:00 AM","INV78               ","10","Dr367               ","73136","J.1577              ","          ","          ","KES","10/9/2012 12:00:00 AM"
"6/26/2012 12:00:00 AM","INV79               ","10","Dr439               ","51850","J.1579              ","          ","          ","KES","6/28/2012 12:00:00 AM"
"5/4/2013 12:00:00 AM","INV714              ","10","Dr380               ","87724.16","J.5857              ","          ","          ","KES","4/1/2014 12:00:00 AM"
"6/26/2012 12:00:00 AM","RC27                ","12","Dr383               ","-53808","J.1581              ","          ","          ","KES",""
"6/26/2012 12:00:00 AM","RC28                ","12","Dr376               ","-236916","J.1586              ","          ","          ","KES",""
"6/26/2012 12:00:00 AM","RC29                ","12","Dr376               ","-177040","J.1587              ","          ","          ","KES",""
"5/25/2012 12:00:00 AM","64b                 ","0","Dr394               ","148980","J.1589              ","          ","          ","","6/1/2012 12:00:00 AM"
"6/27/2012 12:00:00 AM","INV80               ","10","Dr403               ","1073914","J.1592              ","          ","          ","KES","2/7/2014 12:00:00 AM"
"6/27/2012 12:00:00 AM","INV81               ","10","Dr443               ","456576","J.1593              ","          ","          ","KES","7/11/2012 12:00:00 AM"
"6/27/2012 12:00:00 AM","INV82               ","10","Dr409               ","554491","J.1595              ","          ","          ","KES","7/20/2012 12:00:00 AM"
"6/27/2012 12:00:00 AM","INV83               ","10","Dr409               ","0","J.1596              ","          ","          ","KES",""
"6/27/2012 12:00:00 AM","INV84               ","10","Dr409               ","0","J.1597              ","          ","          ","KES",""
"6/27/2012 12:00:00 AM","RC30                ","12","Dr409               ","-555000","J.1598              ","          ","          ","KES",""
"6/27/2012 12:00:00 AM","INV85               ","10","Dr414               ","1036040","J.1600              ","          ","          ","KES","8/20/2012 12:00:00 AM"
"6/27/2012 12:00:00 AM","INV86               ","10","Dr367               ","986000","J.1601              ","          ","          ","KES","10/9/2012 12:00:00 AM"
"6/28/2012 12:00:00 AM","INV87               ","10","Dr439               ","17284","J.1602              ","          ","          ","KES","6/28/2012 12:00:00 AM"
"6/28/2012 12:00:00 AM","RC31                ","12","Dr439               ","-17634","J.1603              ","          ","          ","KES",""
"6/28/2012 12:00:00 AM","INV88               ","10","Dr370               ","86420","J.1606              ","          ","          ","KES","7/27/2012 12:00:00 AM"
"6/28/2012 12:00:00 AM","INV89               ","10","Dr403               ","172840","J.1607              ","          ","          ","KES","2/7/2014 12:00:00 AM"
"6/28/2012 12:00:00 AM","INV90               ","10","Dr376               ","88520","J.1609              ","          ","          ","KES","7/5/2012 12:00:00 AM"
"6/29/2012 12:00:00 AM","INV92               ","10","Dr446               ","393108","J.1644              ","          ","          ","KES","7/17/2012 12:00:00 AM"
"5/3/2013 12:00:00 AM","Revs-INV672         ","10","Dr448               ","-80740","J.5822              ","          ","          ","KES",""
"6/30/2012 12:00:00 AM","INV93               ","10","Dr403               ","164766","J.1696              ","          ","          ","KES","2/7/2014 12:00:00 AM"
"6/30/2012 12:00:00 AM","INV94               ","10","Dr376               ","83520","J.1698              ","          ","          ","KES","7/5/2012 12:00:00 AM"
"6/30/2012 12:00:00 AM","INV95               ","10","Dr371               ","48488","J.1699              ","          ","          ","KES","7/11/2012 12:00:00 AM"
"4/22/2013 12:00:00 AM","000435b             ","0","Dr412               ","21000","J.5868              ","          ","          ","","4/22/2013 12:00:00 AM"
"7/2/2012 12:00:00 AM","INV96               ","10","Dr431               ","43210","J.1728              ","          ","          ","KES","10/10/2012 12:00:00 AM"
"7/2/2012 12:00:00 AM","INV97               ","10","Dr404               ","0","J.1730              ","          ","          ","KES",""
"7/2/2012 12:00:00 AM","INV98               ","10","Dr404               ","0","J.1731              ","          ","          ","KES",""
"7/2/2012 12:00:00 AM","INV99               ","10","Dr445               ","25900","J.1733              ","          ","          ","KES","7/11/2012 12:00:00 AM"
"7/3/2012 12:00:00 AM","INV100              ","10","Dr371               ","42000","J.1790              ","          ","          ","KES","7/11/2012 12:00:00 AM"
"7/3/2012 12:00:00 AM","INV101              ","10","Dr367               ","986000","J.1818              ","          ","          ","KES","10/9/2012 12:00:00 AM"
"7/4/2012 12:00:00 AM","INV102              ","10","Dr431               ","43210","J.1821              ","          ","          ","KES","10/10/2012 12:00:00 AM"
"6/1/2012 12:00:00 AM","                    ","0","Dr394               ","-148980","J.1822              ","          ","          ","",""
"7/4/2012 12:00:00 AM","INV103              ","10","Dr430               ","709920","J.1823              ","          ","          ","KES","8/10/2012 12:00:00 AM"
"7/4/2012 12:00:00 AM","INV104              ","10","Dr373               ","233160","J.1825              ","          ","          ","KES","9/12/2012 12:00:00 AM"
"7/5/2012 12:00:00 AM","RC33                ","12","Dr376               ","-193766","J.1871              ","          ","          ","KES",""
"7/5/2012 12:00:00 AM","INV39               ","10","Dr370               ","-8000","J.1877              ","          ","          ","KES",""
"7/6/2012 12:00:00 AM","INV105              ","10","Dr370               ","103704","J.1878              ","          ","          ","KES","7/27/2012 12:00:00 AM"
"7/7/2012 12:00:00 AM","INV111              ","10","Dr376               ","83520","J.1888              ","          ","          ","KES","8/8/2012 12:00:00 AM"
"7/6/2012 12:00:00 AM","INV109              ","10","Dr404               ","17284","J.1882              ","          ","          ","KES","7/11/2012 12:00:00 AM"
"7/6/2012 12:00:00 AM","INV110              ","10","Dr403               ","172840","J.1885              ","          ","          ","KES","2/7/2014 12:00:00 AM"
"7/7/2012 12:00:00 AM","INV112              ","10","Dr376               ","0","J.1889              ","          ","          ","KES",""
"7/7/2012 12:00:00 AM","INV113              ","10","Dr367               ","986000","J.1961              ","          ","          ","KES","10/31/2012 12:00:00 AM"
"7/10/2012 12:00:00 AM","INV114              ","10","Dr370               ","34568","J.1978              ","          ","          ","KES","7/27/2012 12:00:00 AM"
"7/10/2012 12:00:00 AM","INV114              ","10","Dr488               ","-2980","J.1980              ","          ","          ","KES",""
"7/10/2012 12:00:00 AM","INV115              ","10","Dr403               ","172840","J.1983              ","          ","          ","KES","2/7/2014 12:00:00 AM"
"7/12/2012 12:00:00 AM","INV121              ","10","Dr446               ","204000","J.2018              ","          ","          ","KES","7/27/2012 12:00:00 AM"
"7/12/2012 12:00:00 AM","INV123              ","10","Dr425               ","182840","J.2026              ","          ","          ","KES","7/23/2012 12:00:00 AM"
"7/10/2012 12:00:00 AM","116                 ","0","Dr428               ","394208","J.1988              ","          ","          ","","7/10/2012 12:00:00 AM"
"7/10/2012 12:00:00 AM","INV116              ","10","Dr431               ","43210","J.1993              ","          ","          ","KES","10/10/2012 12:00:00 AM"
"7/10/2012 12:00:00 AM","                    ","10","Dr367               ","103704","J.1994              ","          ","          ","KES","10/31/2012 12:00:00 AM"
"7/10/2012 12:00:00 AM","                    ","10","Dr405               ","73136","J.1995              ","          ","          ","KES","7/13/2012 12:00:00 AM"
"7/11/2012 12:00:00 AM","INV119              ","10","Dr373               ","261000","J.2000              ","          ","          ","KES","9/12/2012 12:00:00 AM"
"7/11/2012 12:00:00 AM","RC34                ","12","Dr377               ","-2659770","J.2002              ","          ","          ","KES",""
"7/11/2012 12:00:00 AM","RC35                ","12","Dr371               ","-90488","J.2003              ","          ","          ","KES",""
"7/11/2012 12:00:00 AM","RC36                ","12","Dr373               ","-819454","J.2004              ","          ","          ","KES",""
"7/11/2012 12:00:00 AM","RC37                ","12","Dr404               ","-17284","J.2005              ","          ","          ","KES",""
"6/15/2012 12:00:00 AM","RC58                ","12","Dr405               ","-300000","J.2201              ","          ","          ","KES",""
"7/11/2012 12:00:00 AM","RC39                ","12","Dr411               ","-788207","J.2007              ","          ","          ","KES",""
"7/11/2012 12:00:00 AM","RC40                ","12","Dr414               ","-1050440","J.2008              ","          ","          ","KES",""
"7/11/2012 12:00:00 AM","RC41                ","12","Dr431               ","-1200000","J.2009              ","          ","          ","KES",""
"7/11/2012 12:00:00 AM","RC42                ","12","Dr443               ","-456576","J.2010              ","          ","          ","KES",""
"7/12/2012 12:00:00 AM","RC46                ","12","Dr425               ","-177040","J.2027              ","          ","          ","KES",""
"7/11/2012 12:00:00 AM","RC44                ","12","Dr395               ","-1977800","J.2012              ","          ","          ","KES",""
"7/12/2012 12:00:00 AM","INV114              ","10","Dr448               ","-3456.8","J.2015              ","          ","          ","KES",""
"7/12/2012 12:00:00 AM","INV120              ","10","Dr403               ","172840","J.2017              ","          ","          ","KES","2/7/2014 12:00:00 AM"
"7/12/2012 12:00:00 AM","RC45                ","12","Dr446               ","-204000","J.2021              ","          ","          ","KES",""
"7/12/2012 12:00:00 AM","INV122              ","10","Dr413               ","342200","J.2022              ","          ","          ","KES","7/25/2014 12:00:00 AM"
"7/13/2012 12:00:00 AM","RC48                ","12","Dr405               ","-150000","J.2040              ","          ","          ","KES",""
"4/2/2013 12:00:00 AM","000450c             ","0","Dr448               ","134400","J.5870              ","          ","          ","","4/2/2013 12:00:00 AM"
"7/12/2012 12:00:00 AM","INV124              ","10","Dr445               ","17200","J.2029              ","          ","          ","KES","8/6/2012 12:00:00 AM"
"7/12/2012 12:00:00 AM","INV125              ","10","Dr390               ","2700","J.2030              ","          ","          ","KES","8/31/2012 12:00:00 AM"
"7/12/2012 12:00:00 AM","INV126              ","10","Dr390               ","2700","J.2031              ","          ","          ","KES","8/31/2012 12:00:00 AM"
"7/13/2012 12:00:00 AM","INV127              ","10","Dr405               ","73600","J.2039              ","          ","          ","KES",""
"7/23/2012 12:00:00 AM","RC52                ","12","Dr425               ","-5800","J.2165              ","          ","          ","KES",""
"7/13/2012 12:00:00 AM","INV128              ","10","Dr414               ","1047840","J.2041              ","          ","          ","KES","8/20/2012 12:00:00 AM"
"8/27/2012 12:00:00 AM","INV182              ","10","Dr376               ","92000","J.2416              ","          ","          ","KES","9/4/2012 12:00:00 AM"
"6/5/2012 12:00:00 AM","RC49                ","12","Dr403               ","-18000000","J.2047              ","          ","          ","KES",""
"7/13/2012 12:00:00 AM","INV131              ","10","Dr376               ","87520","J.2048              ","          ","          ","KES","8/19/2012 12:00:00 AM"
"7/13/2012 12:00:00 AM","INV132              ","10","Dr376               ","1000","J.2049              ","          ","          ","KES","8/19/2012 12:00:00 AM"
"7/13/2012 12:00:00 AM","INV133              ","10","Dr376               ","0","J.2050              ","          ","          ","KES",""
"7/14/2012 12:00:00 AM","INV123              ","10","Dr448               ","-27284","J.2052              ","          ","          ","KES",""
"7/16/2012 12:00:00 AM","INV135              ","10","Dr453               ","2722752","J.2062              ","          ","          ","KES","9/11/2012 12:00:00 AM"
"7/16/2012 12:00:00 AM","INV136              ","10","Dr377               ","699200","J.2079              ","          ","          ","KES","7/16/2012 12:00:00 AM"
"7/17/2012 12:00:00 AM","INV135              ","10","Dr448               ","-145280","J.2080              ","          ","          ","KES",""
"7/17/2012 12:00:00 AM","INV136              ","10","Dr448               ","-57000","J.2081              ","          ","          ","KES",""
"7/17/2012 12:00:00 AM","INV137              ","10","Dr453               ","0","J.2083              ","          ","          ","KES",""
"7/24/2012 12:00:00 AM","INV153              ","10","Dr434               ","1779463.2","J.2166              ","          ","          ","KES","11/10/2012 12:00:00 AM"
"5/4/2013 12:00:00 AM","INV715              ","10","Dr461               ","2085109","J.5874              ","          ","          ","KES","6/6/2013 12:00:00 AM"
"7/31/2012 12:00:00 AM","INV165              ","10","Dr384               ","8584","J.2323              ","          ","          ","KES","8/1/2012 12:00:00 AM"
"5/4/2013 12:00:00 AM","INV717              ","10","Dr461               ","754884","J.5876              ","          ","          ","KES","6/6/2013 12:00:00 AM"
"6/25/2012 12:00:00 AM","94                  ","0","Dr448               ","113300","J.2111              ","          ","          ","","7/18/2012 12:00:00 AM"
"7/31/2012 12:00:00 AM","RC59                ","12","Dr425               ","-504000","J.2334              ","          ","          ","KES",""
"7/31/2012 12:00:00 AM","INV168              ","10","Dr377               ","736000","J.2336              ","          ","          ","KES","7/31/2012 12:00:00 AM"
"7/17/2012 12:00:00 AM","INV138              ","10","Dr376               ","83520","J.2120              ","          ","          ","KES","8/19/2012 12:00:00 AM"
"7/17/2012 12:00:00 AM","INV139              ","10","Dr376               ","2000","J.2121              ","          ","          ","KES","8/19/2012 12:00:00 AM"
"7/17/2012 12:00:00 AM","INV140              ","10","Dr446               ","204000","J.2123              ","          ","          ","KES","7/27/2012 12:00:00 AM"
"7/17/2012 12:00:00 AM","RC50                ","12","Dr446               ","-204000","J.2124              ","          ","          ","KES",""
"7/17/2012 12:00:00 AM","INV141              ","10","Dr446               ","1000","J.2125              ","          ","          ","KES","7/27/2012 12:00:00 AM"
"7/17/2012 12:00:00 AM","INV142              ","10","Dr445               ","18284","J.2127              ","          ","          ","KES","8/6/2012 12:00:00 AM"
"7/18/2012 12:00:00 AM","INV143              ","10","Dr434               ","353360","J.2128              ","          ","          ","KES","9/6/2012 12:00:00 AM"
"7/18/2012 12:00:00 AM","INV143              ","10","Dr448               ","-29600","J.2129              ","          ","          ","KES",""
"7/18/2012 12:00:00 AM","INV144              ","10","Dr373               ","174000","J.2130              ","          ","          ","KES","9/12/2012 12:00:00 AM"
"7/18/2012 12:00:00 AM","INV145              ","10","Dr403               ","172840","J.2131              ","          ","          ","KES","2/7/2014 12:00:00 AM"
"7/19/2012 12:00:00 AM","INV146              ","10","Dr434               ","1850710.4","J.2136              ","          ","          ","KES","9/6/2012 12:00:00 AM"
"7/19/2012 12:00:00 AM","INV147              ","10","Dr442               ","699201.6","J.2137              ","          ","          ","KES","8/30/2012 12:00:00 AM"
"7/19/2012 12:00:00 AM","INV148              ","10","Dr376               ","167040","J.2139              ","          ","          ","KES","8/19/2012 12:00:00 AM"
"7/19/2012 12:00:00 AM","INV149              ","10","Dr376               ","2000","J.2140              ","          ","          ","KES","8/19/2012 12:00:00 AM"
"7/20/2012 12:00:00 AM","INV150              ","10","Dr409               ","512329.9","J.2141              ","          ","          ","KES","10/17/2012 12:00:00 AM"
"7/20/2012 12:00:00 AM","RC51                ","12","Dr409               ","-250000","J.2142              ","          ","          ","KES",""
"7/21/2012 12:00:00 AM","INV151              ","10","Dr376               ","125640","J.2154              ","          ","          ","KES","8/19/2012 12:00:00 AM"
"7/23/2012 12:00:00 AM","INV151              ","10","Dr448               ","-10400","J.2155              ","          ","          ","KES",""
"6/6/2012 12:00:00 AM","74                  ","0","Dr394               ","56000","J.2157              ","          ","          ","","6/30/2012 12:00:00 AM"
"6/15/2012 12:00:00 AM","81                  ","0","Dr394               ","126260","J.2159              ","          ","          ","","6/30/2012 12:00:00 AM"
