"Date","Documentno","Documenttype","Accountno","Grossamount","JournalNo","Dimension_One","Dimension_Two","Currency","Datewhenpaid"
"7/3/2013 12:00:00 AM","RC406               ","12","Dr456               ","-3300","J.6635              ","          ","          ","KES",""
"7/3/2013 12:00:00 AM","INV852              ","10","Dr456               ","3300","J.6636              ","          ","          ","KES","7/3/2013 12:00:00 AM"
"6/14/2013 12:00:00 AM","RC407               ","12","Dr471               ","-830560","J.6637              ","          ","          ","KES",""
"6/27/2013 12:00:00 AM","RC408               ","12","Dr471               ","-3014089","J.6638              ","          ","          ","KES",""
"6/15/2013 12:00:00 AM","1522                ","0","Dr398               ","600","J.6645              ","          ","          ","","7/31/2013 12:00:00 AM"
"7/3/2013 12:00:00 AM","RC409               ","12","Dr516               ","-347700","J.6667              ","          ","          ","KES",""
"6/3/2013 12:00:00 AM","RC410               ","12","Dr506               ","-90000","J.6711              ","          ","          ","KES",""
"7/4/2013 12:00:00 AM","RC412               ","12","Dr377               ","-696000","J.6713              ","          ","          ","KES",""
"7/4/2013 12:00:00 AM","INV853              ","10","Dr377               ","696000","J.6714              ","          ","          ","KES","12/6/2013 12:00:00 AM"
"6/27/2013 12:00:00 AM","RC413               ","12","Dr511               ","-894176","J.6716              ","          ","          ","KES",""
"7/22/2013 12:00:00 AM","RC437               ","12","Dr376               ","-259260","J.6969              ","          ","          ","KES",""
"7/17/2013 12:00:00 AM","INV872              ","10","Dr425               ","552000","J.6882              ","          ","          ","KES","8/12/2013 12:00:00 AM"
"7/2/2013 12:00:00 AM","INV854              ","10","Dr461               ","2322720","J.6719              ","          ","          ","KES","8/7/2013 12:00:00 AM"
"6/24/2013 12:00:00 AM","INV855              ","10","Dr457               ","949800","J.6737              ","          ","          ","KES","7/20/2013 12:00:00 AM"
"7/9/2013 12:00:00 AM","INV856              ","10","Dr471               ","1090400","J.6738              ","          ","          ","KES","9/9/2013 12:00:00 AM"
"7/10/2013 12:00:00 AM","RC416               ","12","Dr511               ","-665892","J.6746              ","          ","          ","KES",""
"7/2/2013 12:00:00 AM","RC417               ","12","Dr461               ","-3445368","J.6748              ","          ","          ","KES",""
"7/2/2013 12:00:00 AM","RC418               ","12","Dr377               ","-562487","J.6749              ","          ","          ","KES",""
"7/2/2013 12:00:00 AM","RC419               ","12","Dr377               ","-562488","J.6750              ","          ","          ","KES",""
"7/11/2013 12:00:00 AM","INV857              ","10","Dr376               ","361920","J.6751              ","          ","          ","KES","2/12/2014 12:00:00 AM"
"7/11/2013 12:00:00 AM","RC420               ","12","Dr488               ","-27118","J.6752              ","          ","          ","KES",""
"7/11/2013 12:00:00 AM","INV858              ","10","Dr488               ","25926","J.6753              ","          ","          ","KES","7/11/2013 12:00:00 AM"
"7/2/2013 12:00:00 AM","RC421               ","12","Dr464               ","-900000","J.6754              ","          ","          ","KES",""
"7/2/2013 12:00:00 AM","RC422               ","12","Dr464               ","-900000","J.6755              ","          ","          ","KES",""
"7/8/2013 12:00:00 AM","RC423               ","12","Dr492               ","-73312","J.6756              ","          ","          ","KES",""
"7/11/2013 12:00:00 AM","INV859              ","10","Dr373               ","214600","J.6761              ","          ","          ","KES","7/2/2014 12:00:00 AM"
"7/9/2013 12:00:00 AM","INV856              ","10","Dr471               ","0","J.6762              ","          ","          ","KES",""
"2/23/2013 12:00:00 AM","INV604              ","10","Dr471               ","0","J.6763              ","          ","          ","KES",""
"7/11/2013 12:00:00 AM","INV860              ","10","Dr498               ","770000","J.6767              ","          ","          ","KES","8/7/2013 12:00:00 AM"
"7/11/2013 12:00:00 AM","INV861              ","10","Dr469               ","366560","J.6774              ","          ","          ","KES","2/6/2014 12:00:00 AM"
"7/11/2013 12:00:00 AM","INV862              ","10","Dr464               ","549840","J.6775              ","          ","          ","KES","9/19/2013 12:00:00 AM"
"7/11/2013 12:00:00 AM","INV863              ","10","Dr492               ","73312","J.6776              ","          ","          ","KES","11/8/2013 12:00:00 AM"
"7/11/2013 12:00:00 AM","INV864              ","10","Dr517               ","91640","J.6777              ","          ","          ","KES","10/22/2014 12:00:00 AM"
"7/12/2013 12:00:00 AM","RC424               ","12","Dr435               ","-155440","J.6778              ","          ","          ","KES",""
"7/12/2013 12:00:00 AM","INV865              ","10","Dr435               ","155440","J.6779              ","          ","          ","KES","7/12/2013 12:00:00 AM"
"7/12/2013 12:00:00 AM","RC425               ","12","Dr513               ","-54852","J.6780              ","          ","          ","KES",""
"7/12/2013 12:00:00 AM","INV866              ","10","Dr513               ","54852","J.6781              ","          ","          ","KES","7/12/2013 12:00:00 AM"
"7/12/2013 12:00:00 AM","RC426               ","12","Dr458               ","-276000","J.6789              ","          ","          ","KES",""
"7/12/2013 12:00:00 AM","INV867              ","10","Dr458               ","276000","J.6790              ","          ","          ","KES","7/12/2013 12:00:00 AM"
"7/15/2013 12:00:00 AM","INV869              ","10","Dr461               ","1935600","J.6809              ","          ","          ","KES","8/7/2013 12:00:00 AM"
"7/16/2013 12:00:00 AM","RC428               ","12","Dr375               ","-10500","J.6862              ","          ","          ","KES",""
"7/16/2013 12:00:00 AM","INV870              ","10","Dr375               ","10500","J.6863              ","          ","          ","KES","4/14/2014 12:00:00 AM"
"7/16/2013 12:00:00 AM","INV871              ","10","Dr433               ","54852","J.6865              ","          ","          ","KES",""
"7/3/2013 12:00:00 AM","RC429               ","12","Dr366               ","-869250","J.6866              ","          ","          ","KES",""
"8/3/2013 12:00:00 AM","INV892              ","10","Dr380               ","37004.16","J.7187              ","          ","          ","KES","4/1/2014 12:00:00 AM"
"6/26/2013 12:00:00 AM","RC415               ","12","Dr366               ","-869250","J.6718              ","          ","          ","KES",""
"7/3/2013 12:00:00 AM","RC432               ","12","Dr366               ","-451530","J.6869              ","          ","          ","KES",""
"6/26/2013 12:00:00 AM","2189                ","0","Dr448               ","50000","J.6670              ","          ","          ","","6/26/2013 12:00:00 AM"
"7/18/2013 12:00:00 AM","INV873              ","10","Dr461               ","387120","J.6921              ","          ","          ","KES","8/7/2013 12:00:00 AM"
"7/18/2013 12:00:00 AM","INV874              ","10","Dr414               ","1093040","J.6922              ","          ","          ","KES","5/12/2014 12:00:00 AM"
"7/18/2013 12:00:00 AM","RC433               ","12","Dr377               ","-696000","J.6923              ","          ","          ","KES",""
"7/18/2013 12:00:00 AM","INV875              ","10","Dr377               ","643800","J.6924              ","          ","          ","KES","2/24/2014 12:00:00 AM"
"7/18/2013 12:00:00 AM","INV876              ","10","Dr461               ","2147918","J.6925              ","          ","          ","KES","8/7/2013 12:00:00 AM"
"8/5/2013 12:00:00 AM","INV893              ","10","Dr498               ","770000","J.7217              ","          ","          ","KES","8/7/2013 12:00:00 AM"
"7/17/2013 12:00:00 AM","INV877              ","10","Dr370               ","69136","J.6927              ","          ","          ","KES","5/2/2014 12:00:00 AM"
"7/20/2013 12:00:00 AM","RC435               ","12","Dr457               ","-904800","J.6931              ","          ","          ","KES",""
"7/20/2013 12:00:00 AM","RC436               ","12","Dr376               ","-207408","J.6932              ","          ","          ","KES",""
"7/20/2013 12:00:00 AM","INV878              ","10","Dr376               ","376920","J.6933              ","          ","          ","KES","2/12/2014 12:00:00 AM"
"7/22/2013 12:00:00 AM","RC438               ","12","Dr371               ","-475888","J.6970              ","          ","          ","KES",""
"7/22/2013 12:00:00 AM","RC439               ","12","Dr488               ","-27200","J.6971              ","          ","          ","KES",""
"7/23/2013 12:00:00 AM","INV879              ","10","Dr488               ","25926","J.6972              ","          ","          ","KES","7/23/2013 12:00:00 AM"
"7/24/2013 12:00:00 AM","INV880              ","10","Dr371               ","387000","J.6973              ","          ","          ","KES","7/24/2013 12:00:00 AM"
"7/24/2013 12:00:00 AM","INV881              ","10","Dr498               ","616000","J.6975              ","          ","          ","KES","8/7/2013 12:00:00 AM"
"7/25/2013 12:00:00 AM","INV882              ","10","Dr434               ","90108.8","J.6978              ","          ","          ","KES","9/12/2013 12:00:00 AM"
"8/2/2013 12:00:00 AM","RC453               ","12","Dr456               ","-3300","J.7168              ","          ","          ","KES",""
"7/17/2013 12:00:00 AM","RC440               ","12","Dr461               ","-3978153","J.6996              ","          ","          ","KES",""
"7/17/2013 12:00:00 AM","RC441               ","12","Dr396               ","-5500","J.6997              ","          ","          ","KES",""
"7/19/2013 12:00:00 AM","RC442               ","12","Dr376               ","-120988","J.6998              ","          ","          ","KES",""
"7/9/2013 12:00:00 AM","RC443               ","12","Dr464               ","-900000","J.6999              ","          ","          ","KES",""
"7/9/2013 12:00:00 AM","RC444               ","12","                    ","-900000","J.7000              ","          ","          ","KES",""
"7/25/2013 12:00:00 AM","RC445               ","12","Dr464               ","-900000","J.7001              ","          ","          ","KES",""
"7/18/2013 12:00:00 AM","RC446               ","12","Dr414               ","-990000","J.7002              ","          ","          ","KES",""
"7/25/2013 12:00:00 AM","INV883              ","10","Dr461               ","2065100","J.7006              ","          ","          ","KES","8/7/2013 12:00:00 AM"
"7/26/2013 12:00:00 AM","INV884              ","10","Dr434               ","184217.6","J.7007              ","          ","          ","KES","9/20/2013 12:00:00 AM"
"7/26/2013 12:00:00 AM","RC447               ","12","Dr488               ","-17400","J.7009              ","          ","          ","KES",""
"7/26/2013 12:00:00 AM","INV885              ","10","Dr488               ","17400","J.7010              ","          ","          ","KES","7/26/2013 12:00:00 AM"
"7/23/2013 12:00:00 AM","RC448               ","12","Dr465               ","-97000","J.7015              ","          ","          ","KES",""
"7/26/2013 12:00:00 AM","INV886              ","10","Dr465               ","92000","J.7016              ","          ","          ","KES","7/26/2013 12:00:00 AM"
"7/29/2013 12:00:00 AM","INV887              ","10","Dr457               ","1263000","J.7034              ","          ","          ","KES","8/15/2013 12:00:00 AM"
"7/30/2013 12:00:00 AM","INV888              ","10","Dr376               ","120988","J.7039              ","          ","          ","KES","3/28/2014 12:00:00 AM"
"7/31/2013 12:00:00 AM","INV889              ","10","Dr461               ","2770230","J.7049              ","          ","          ","KES","8/7/2013 12:00:00 AM"
"7/16/2013 12:00:00 AM","2256                ","0","Dr398               ","140000","J.7052              ","          ","          ","","7/31/2013 12:00:00 AM"
"7/31/2013 12:00:00 AM","2257                ","0","Dr448               ","15100","J.7053              ","          ","          ","","7/31/2013 12:00:00 AM"
"7/19/2013 12:00:00 AM","2118                ","0","Dr398               ","16700","J.7081              ","          ","          ","","7/31/2013 12:00:00 AM"
"7/11/2013 12:00:00 AM","B667                ","0","Dr398               ","150000","J.7125              ","          ","          ","","7/31/2013 12:00:00 AM"
"7/11/2013 12:00:00 AM","B667                ","0","Dr398               ","12000","J.7126              ","          ","          ","","7/31/2013 12:00:00 AM"
"7/12/2013 12:00:00 AM","B669                ","0","Dr448               ","36750","J.7132              ","          ","          ","","7/12/2013 12:00:00 AM"
"7/12/2013 12:00:00 AM","672                 ","0","Dr448               ","268250","J.7135              ","          ","          ","","7/12/2013 12:00:00 AM"
"7/3/2013 12:00:00 AM","RC449               ","12","Dr375               ","-21000","J.7148              ","          ","          ","KES",""
"7/18/2013 12:00:00 AM","RC450               ","12","Dr425               ","-522000","J.7152              ","          ","          ","KES",""
"7/18/2013 12:00:00 AM","RC451               ","12","Dr434               ","-379950","J.7153              ","          ","          ","KES",""
"7/22/2013 12:00:00 AM","RC452               ","12","Dr377               ","-696000","J.7154              ","          ","          ","KES",""
"8/2/2013 12:00:00 AM","INV890              ","10","Dr456               ","3300","J.7169              ","          ","          ","KES","8/2/2013 12:00:00 AM"
"7/3/2013 12:00:00 AM","INV894              ","10","Dr501               ","100650","J.7221              ","          ","          ","KES","2/5/2014 12:00:00 AM"
"7/18/2013 12:00:00 AM","RC454               ","12","Dr501               ","-55000","J.7222              ","          ","          ","KES",""
"7/18/2013 12:00:00 AM","                    ","0","Dr434               ","379950","J.7223              ","          ","          ","","9/12/2013 12:00:00 AM"
"7/18/2013 12:00:00 AM","                    ","0","Dr446               ","-379950","J.7223              ","          ","          ","","7/18/2013 12:00:00 AM"
"8/6/2013 12:00:00 AM","INV895              ","10","Dr446               ","388145","J.7224              ","          ","          ","KES","8/19/2013 12:00:00 AM"
"8/6/2013 12:00:00 AM","INV896              ","10","Dr518               ","579840","J.7232              ","          ","          ","KES","9/6/2013 12:00:00 AM"
"8/6/2013 12:00:00 AM","RC455               ","12","Dr456               ","-103696","J.7235              ","          ","          ","KES",""
"8/6/2013 12:00:00 AM","INV897              ","10","Dr456               ","103636","J.7236              ","          ","          ","KES","8/6/2013 12:00:00 AM"
"8/6/2013 12:00:00 AM","RC456               ","12","Dr403               ","-69136","J.7237              ","          ","          ","KES",""
"8/6/2013 12:00:00 AM","INV898              ","10","Dr403               ","69136","J.7238              ","          ","          ","KES",""
"8/6/2013 12:00:00 AM","RC457               ","12","Dr456               ","-34500","J.7239              ","          ","          ","KES",""
"8/6/2013 12:00:00 AM","INV899              ","10","Dr456               ","34500","J.7240              ","          ","          ","KES","8/6/2013 12:00:00 AM"
"8/7/2013 12:00:00 AM","RC458               ","12","Dr498               ","-900000","J.7242              ","          ","          ","KES",""
"8/7/2013 12:00:00 AM","RC459               ","12","Dr498               ","-356000","J.7243              ","          ","          ","KES",""
"8/7/2013 12:00:00 AM","RC460               ","12","Dr498               ","-900000","J.7244              ","          ","          ","KES",""
"8/7/2013 12:00:00 AM","INV900              ","10","Dr461               ","2765736","J.7245              ","          ","          ","KES","8/29/2013 12:00:00 AM"
"8/6/2013 12:00:00 AM","INV897              ","10","Dr448               ","0","J.7248              ","          ","          ","KES",""
"8/6/2013 12:00:00 AM","INV897              ","10","Dr456               ","-103636","J.7250              ","          ","          ","KES",""
"8/7/2013 12:00:00 AM","INV901              ","10","Dr425               ","951200","J.7251              ","          ","          ","KES","9/16/2013 12:00:00 AM"
"11/26/2012 12:00:00 AM","PT204               ","0","Dr448               ","16000","J.4216              ","          ","          ","","11/26/2012 12:00:00 AM"
"7/31/2013 12:00:00 AM","2131                ","0","Dr398               ","2100","J.7263              ","          ","          ","","7/31/2013 12:00:00 AM"
"7/31/2013 12:00:00 AM","2132                ","0","Dr398               ","4000","J.7264              ","          ","          ","","7/31/2013 12:00:00 AM"
"7/31/2013 12:00:00 AM","2101                ","0","Dr398               ","500","J.7265              ","          ","          ","","7/31/2013 12:00:00 AM"
"8/8/2013 12:00:00 AM","RC461               ","12","Dr446               ","-388145","J.7277              ","          ","          ","KES",""
"8/8/2013 12:00:00 AM","INV902              ","10","Dr377               ","696000","J.7280              ","          ","          ","KES","3/25/2014 12:00:00 AM"
"8/12/2013 12:00:00 AM","INV903              ","10","Dr457               ","915000","J.7283              ","          ","          ","KES","8/28/2013 12:00:00 AM"
"8/12/2013 12:00:00 AM","INV904              ","10","Dr377               ","748200","J.7284              ","          ","          ","KES","4/22/2014 12:00:00 AM"
"8/12/2013 12:00:00 AM","RC462               ","12","Dr425               ","-951200","J.7297              ","          ","          ","KES",""
"8/13/2013 12:00:00 AM","RC463               ","12","Dr519               ","-18400","J.7304              ","          ","          ","KES",""
"8/8/2013 12:00:00 AM","INV905              ","10","Dr519               ","18400","J.7310              ","          ","          ","KES","8/13/2013 12:00:00 AM"
"8/14/2013 12:00:00 AM","RC464               ","12","Dr403               ","-34570","J.7327              ","          ","          ","KES",""
"8/14/2013 12:00:00 AM","INV906              ","10","Dr403               ","34560","J.7328              ","          ","          ","KES",""
"8/15/2013 12:00:00 AM","RC465               ","12","Dr456               ","-2750","J.7329              ","          ","          ","KES",""
"8/15/2013 12:00:00 AM","INV907              ","10","Dr456               ","2750","J.7330              ","          ","          ","KES","8/15/2013 12:00:00 AM"
"8/15/2013 12:00:00 AM","INV908              ","10","Dr461               ","967800","J.7331              ","          ","          ","KES","8/29/2013 12:00:00 AM"
"8/15/2013 12:00:00 AM","INV909              ","10","Dr446               ","393360","J.7334              ","          ","          ","KES","8/19/2013 12:00:00 AM"
"8/15/2013 12:00:00 AM","RC466               ","12","Dr375               ","-252000","J.7335              ","          ","          ","KES",""
"8/15/2013 12:00:00 AM","INV910              ","10","Dr375               ","252000","J.7336              ","          ","          ","KES","6/13/2014 12:00:00 AM"
"8/16/2013 12:00:00 AM","INV911              ","10","Dr471               ","1152692","J.7337              ","          ","          ","KES","9/9/2013 12:00:00 AM"
"8/17/2013 12:00:00 AM","INV912              ","10","Dr377               ","696000","J.7339              ","          ","          ","KES","4/22/2014 12:00:00 AM"
"8/19/2013 12:00:00 AM","INV913              ","10","Dr498               ","770000","J.7341              ","          ","          ","KES","10/25/2013 12:00:00 AM"
"8/19/2013 12:00:00 AM","RC467               ","12","Dr487               ","-73600","J.7342              ","          ","          ","KES",""
"8/19/2013 12:00:00 AM","INV914              ","10","Dr487               ","73600","J.7343              ","          ","          ","KES","8/19/2013 12:00:00 AM"
"8/19/2013 12:00:00 AM","INV915              ","10","Dr469               ","128296","J.7344              ","          ","          ","KES","2/6/2014 12:00:00 AM"
"8/19/2013 12:00:00 AM","INV916              ","10","Dr464               ","366560","J.7345              ","          ","          ","KES","9/19/2013 12:00:00 AM"
"8/15/2013 12:00:00 AM","RC468               ","12","Dr457               ","-1218000","J.7346              ","          ","          ","KES",""
"8/16/2013 12:00:00 AM","INV917              ","10","Dr461               ","3312176","J.7347              ","          ","          ","KES","8/29/2013 12:00:00 AM"
"8/21/2013 12:00:00 AM","INV918              ","10","Dr518               ","183280","J.7356              ","          ","          ","KES","9/6/2013 12:00:00 AM"
"8/6/2013 12:00:00 AM","INV896              ","10","Dr518               ","-30000","J.7358              ","          ","          ","KES",""
"8/21/2013 12:00:00 AM","RC469               ","12","Dr369               ","-250000","J.7361              ","          ","          ","KES",""
"8/21/2013 12:00:00 AM","INV919              ","10","Dr461               ","2465800","J.7364              ","          ","          ","KES","8/29/2013 12:00:00 AM"
"8/22/2013 12:00:00 AM","INV920              ","10","Dr442               ","1602620.32","J.7366              ","          ","          ","KES","10/15/2013 12:00:00 AM"
"8/23/2013 12:00:00 AM","INV921              ","10","Dr461               ","1070000","J.7368              ","          ","          ","KES","8/29/2013 12:00:00 AM"
"8/26/2013 12:00:00 AM","INV922              ","10","Dr457               ","1128800","J.7378              ","          ","          ","KES","9/10/2013 12:00:00 AM"
"8/26/2013 12:00:00 AM","INV923              ","10","Dr461               ","2680876","J.7379              ","          ","          ","KES","9/9/2013 12:00:00 AM"
"8/28/2013 12:00:00 AM","INV924              ","10","Dr396               ","32500","J.7382              ","          ","          ","KES","10/8/2013 12:00:00 AM"
"8/28/2013 12:00:00 AM","RC470               ","12","Dr457               ","-870000","J.7385              ","          ","          ","KES",""
"9/10/2013 12:00:00 AM","RC471               ","12","Dr457               ","-500000","J.7386              ","          ","          ","KES",""
"9/10/2013 12:00:00 AM","RC472               ","12","Dr457               ","-578800","J.7387              ","          ","          ","KES",""
"8/29/2013 12:00:00 AM","INV925              ","10","Dr375               ","180258.74","J.7388              ","          ","          ","KES","6/13/2014 12:00:00 AM"
"8/29/2013 12:00:00 AM","INV926              ","10","Dr465               ","128800","J.7389              ","          ","          ","KES","9/25/2013 12:00:00 AM"
"8/29/2013 12:00:00 AM","Chq.no 694/1        ","0","Dr448               ","46608","J.7396              ","          ","          ","","8/29/2013 12:00:00 AM"
"5/24/2013 12:00:00 AM","INV772              ","10","Dr471               ","-14616","J.7404              ","          ","          ","KES",""
"8/5/2013 12:00:00 AM","INV927              ","10","Dr371               ","73136","J.7411              ","          ","          ","KES","8/5/2013 12:00:00 AM"
"8/31/2013 12:00:00 AM","RC473               ","12","Dr410               ","-117392","J.7414              ","          ","          ","KES",""
"8/5/2013 12:00:00 AM","INV928              ","10","Dr396               ","16249.98","J.7415              ","          ","          ","KES","9/27/2013 12:00:00 AM"
"8/31/2013 12:00:00 AM","INV929              ","10","Dr471               ","747504","J.7416              ","          ","          ","KES","9/9/2013 12:00:00 AM"
"8/31/2013 12:00:00 AM","INV930              ","10","Dr410               ","117392","J.7417              ","          ","          ","KES","8/31/2013 12:00:00 AM"
"8/31/2013 12:00:00 AM","INV931              ","10","Dr461               ","3417036","J.7420              ","          ","          ","KES","9/9/2013 12:00:00 AM"
"8/31/2013 12:00:00 AM","INV932              ","10","Dr471               ","679896.18","J.7422              ","          ","          ","KES","9/9/2013 12:00:00 AM"
"10/2/2013 12:00:00 AM","RC474               ","12","Dr396               ","-13000","J.7425              ","          ","          ","KES",""
"9/2/2013 12:00:00 AM","INV934              ","10","Dr440               ","621600","J.7427              ","          ","          ","KES","2/8/2014 12:00:00 AM"
"9/2/2013 12:00:00 AM","RC475               ","12","Dr520               ","-17400","J.7428              ","          ","          ","KES",""
"9/2/2013 12:00:00 AM","INV935              ","10","Dr520               ","17400","J.7429              ","          ","          ","KES","9/2/2013 12:00:00 AM"
"9/5/2013 12:00:00 AM","RC476               ","12","Dr370               ","-124236","J.7430              ","          ","          ","KES",""
"9/3/2013 12:00:00 AM","INV936              ","10","Dr440               ","760800","J.7446              ","          ","          ","KES","7/14/2014 12:00:00 AM"
"9/27/2013 12:00:00 AM","RC477               ","12","Dr396               ","-32500","J.7471              ","          ","          ","KES",""
"7/27/2013 12:00:00 AM","RC478               ","12","Dr511               ","-665892","J.7472              ","          ","          ","KES",""
"8/7/2013 12:00:00 AM","RC479               ","12","Dr461               ","-13726102","J.7474              ","          ","          ","KES",""
"8/19/2013 12:00:00 AM","RC480               ","12","Dr446               ","-393360","J.7475              ","          ","          ","KES",""
"8/29/2013 12:00:00 AM","RC481               ","12","Dr461               ","-9511512","J.7476              ","          ","          ","KES",""
"9/4/2013 12:00:00 AM","INV937              ","10","Dr518               ","824760","J.7499              ","          ","          ","KES","9/29/2013 12:00:00 AM"
"9/4/2013 12:00:00 AM","INV938              ","10","Dr521               ","36656","J.7500              ","          ","          ","KES","2/20/2017 12:00:00 AM"
"8/13/2013 12:00:00 AM","RC482               ","12","Dr471               ","-2332296","J.7504              ","          ","          ","KES",""
"9/2/2013 12:00:00 AM","RC483               ","12","Dr373               ","-800000","J.7505              ","          ","          ","KES",""
"9/10/2013 12:00:00 AM","INV945              ","10","Dr375               ","189000","J.7698              ","          ","          ","KES","6/13/2014 12:00:00 AM"
"4/7/2014 12:00:00 AM","RC485               ","12","Dr434               ","-95120","J.7507              ","          ","          ","KES",""
"8/12/2013 12:00:00 AM","RC486               ","12","Dr434               ","-190240","J.7508              ","          ","          ","KES",""
"8/16/2013 12:00:00 AM","RC487               ","12","Dr377               ","-696000","J.7699              ","          ","          ","KES",""
"8/13/2013 12:00:00 AM","759                 ","0","Dr448               ","50000","J.7613              ","          ","          ","","8/13/2013 12:00:00 AM"
"9/5/2013 12:00:00 AM","INV941              ","10","Dr518               ","366560","J.7619              ","          ","          ","KES","9/29/2013 12:00:00 AM"
"9/5/2013 12:00:00 AM","INV942              ","10","Dr492               ","146624","J.7620              ","          ","          ","KES",""
"9/6/2013 12:00:00 AM","INV943              ","10","Dr461               ","2322720","J.7625              ","          ","          ","KES","10/10/2013 12:00:00 AM"
"9/11/2013 12:00:00 AM","INV946              ","10","Dr396               ","37500","J.7723              ","          ","          ","KES","10/16/2013 12:00:00 AM"
"9/11/2013 12:00:00 AM","INV947              ","10","Dr396               ","37500","J.7727              ","          ","          ","KES","10/16/2013 12:00:00 AM"
"9/9/2013 12:00:00 AM","INV944              ","10","Dr461               ","967800","J.7686              ","          ","          ","KES","10/14/2013 12:00:00 AM"
"9/11/2013 12:00:00 AM","INV948              ","10","Dr461               ","2322720","J.7734              ","          ","          ","KES","10/14/2013 12:00:00 AM"
"9/11/2013 12:00:00 AM","INV949              ","10","Dr498               ","770000","J.7737              ","          ","          ","KES","10/25/2013 12:00:00 AM"
"9/12/2013 12:00:00 AM","RC489               ","12","Dr434               ","-285360","J.7751              ","          ","          ","KES",""
"9/13/2013 12:00:00 AM","INV950              ","10","Dr396               ","48750","J.7752              ","          ","          ","KES","10/16/2013 12:00:00 AM"
"9/14/2013 12:00:00 AM","RC490               ","12","Dr522               ","-34800","J.7753              ","          ","          ","KES",""
"9/14/2013 12:00:00 AM","INV951              ","10","Dr522               ","34800","J.7754              ","          ","          ","KES","9/14/2013 12:00:00 AM"
"9/14/2013 12:00:00 AM","INV952              ","10","Dr461               ","1070000","J.7755              ","          ","          ","KES","10/14/2013 12:00:00 AM"
"9/16/2013 12:00:00 AM","RC491               ","12","Dr487               ","-69600","J.7782              ","          ","          ","KES",""
"9/16/2013 12:00:00 AM","INV953              ","10","Dr487               ","69600","J.7783              ","          ","          ","KES","9/16/2013 12:00:00 AM"
"9/16/2013 12:00:00 AM","INV954              ","10","Dr434               ","380481.6","J.7784              ","          ","          ","KES","11/3/2013 12:00:00 AM"
"9/16/2013 12:00:00 AM","INV955              ","10","Dr461               ","3342745","J.7785              ","          ","          ","KES","11/14/2013 12:00:00 AM"
"9/9/2013 12:00:00 AM","RC492               ","12","Dr461               ","-7167912","J.7786              ","          ","          ","KES",""
"9/16/2013 12:00:00 AM","INV956              ","10","Dr434               ","190217.6","J.7787              ","          ","          ","KES","11/3/2013 12:00:00 AM"
"9/17/2013 12:00:00 AM","INV957              ","10","Dr425               ","870000","J.7789              ","          ","          ","KES","7/27/2021 12:00:00 AM"
"10/4/2013 12:00:00 AM","RC504               ","12","Dr403               ","-35000","J.8008              ","          ","          ","KES",""
"9/9/2013 12:00:00 AM","RC494               ","12","Dr471               ","-3670492","J.7791              ","          ","          ","KES",""
"9/19/2013 12:00:00 AM","INV958              ","10","Dr434               ","95108.8","J.7823              ","          ","          ","KES","11/3/2013 12:00:00 AM"
"9/19/2013 12:00:00 AM","INV959              ","10","Dr522               ","18400","J.7825              ","          ","          ","KES","10/3/2013 12:00:00 AM"
"9/19/2013 12:00:00 AM","RC495               ","12","Dr380               ","-35004","J.7826              ","          ","          ","KES",""
"9/19/2013 12:00:00 AM","INV960              ","10","Dr410               ","97440","J.7831              ","          ","          ","KES","9/30/2013 12:00:00 AM"
"9/20/2013 12:00:00 AM","RC496               ","12","Dr375               ","-11200","J.7833              ","          ","          ","KES",""
"9/20/2013 12:00:00 AM","INV961              ","10","Dr375               ","11200","J.7834              ","          ","          ","KES","6/13/2014 12:00:00 AM"
"9/20/2013 12:00:00 AM","INV962              ","10","Dr461               ","967800","J.7840              ","          ","          ","KES","11/14/2013 12:00:00 AM"
"9/20/2013 12:00:00 AM","INV963              ","10","Dr461               ","967800","J.7841              ","          ","          ","KES","11/14/2013 12:00:00 AM"
"9/23/2013 12:00:00 AM","INV964              ","10","Dr498               ","770000","J.7864              ","          ","          ","KES","10/28/2013 12:00:00 AM"
"9/24/2013 12:00:00 AM","INV965              ","10","Dr442               ","1663099.2","J.7875              ","          ","          ","KES","4/10/2014 12:00:00 AM"
"9/25/2013 12:00:00 AM","RC497               ","12","Dr369               ","-260000","J.7876              ","          ","          ","KES",""
"9/23/2013 12:00:00 AM","INV966              ","10","Dr369               ","184000","J.7877              ","          ","          ","KES","4/11/2014 12:00:00 AM"
"9/25/2013 12:00:00 AM","INV967              ","10","Dr465               ","174000","J.7878              ","          ","          ","KES","10/3/2013 12:00:00 AM"
"9/28/2013 12:00:00 AM","INV968              ","10","Dr471               ","249168","J.7900              ","          ","          ","KES","9/28/2013 12:00:00 AM"
"9/28/2013 12:00:00 AM","INV969              ","10","Dr471               ","50249.74","J.7901              ","          ","          ","KES","9/28/2013 12:00:00 AM"
"9/28/2013 12:00:00 AM","INV970              ","10","Dr471               ","146160","J.7902              ","          ","          ","KES","9/28/2013 12:00:00 AM"
"9/28/2013 12:00:00 AM","INV971              ","10","Dr498               ","462000","J.7903              ","          ","          ","KES","10/28/2013 12:00:00 AM"
"9/27/2013 12:00:00 AM","INV972              ","10","Dr518               ","916400","J.7904              ","          ","          ","KES","11/11/2013 12:00:00 AM"
"9/30/2013 12:00:00 AM","INV973              ","10","Dr466               ","90480","J.7906              ","          ","          ","KES","10/1/2013 12:00:00 AM"
