"date","stname","doctyp","batch","itemcode","invref","netamt","vat","amount","fulqty","loosqty","price","curr_rat","stockvalue","store","journal","curr_cod","period","del","factory","jobcard","len","wid","sman","pkey","BQitemcode","dimension","PartPerUnit"
"10/18/2016 11:51:00 AM","Stock Adjust                                      ","17","","S.6                 ","13                  ","","","","0.0000","22500.0000","11.65","","","1         ","Jv380               ","","2","","","","","","","1","","","200"
"10/18/2016 11:52:00 AM","Stock Adjust                                      ","17","","S.7                 ","14                  ","","","","0.0000","1500.0000","15.15","","","1         ","Jv381               ","","2","","","","","","","2","","","200"
"10/18/2016 11:52:00 AM","Stock Adjust                                      ","17","","S.150               ","15                  ","","","","1.5000","0.0000","12.45","","","1         ","Jv382               ","","2","","","","","","","3","","","200"
"10/19/2016 10:26:00 AM","Stock Adjust                                      ","17","","S.6                 ","19                  ","","","","0.0000","3000.0000","11.65","","","1         ","Jv383               ","","2","","","","","","","4","","","200"
"10/19/2016 10:28:00 AM","Stock Adjust                                      ","17","","S.7                 ","21                  ","","","","0.0000","8200.0000","15.15","","","1         ","Jv384               ","","2","","","","","","","5","","","200"
"10/19/2016 10:40:00 AM","Stock Adjust                                      ","17","","S.150               ","23                  ","","","","300.0000","0.0000","12.45","","","1         ","Jv385               ","","2","","","","","","","6","","","200"
"10/19/2016 10:41:00 AM","Stock Adjust                                      ","17","","S.9                 ","25                  ","","","","0.0000","6400.0000","28.60","","","1         ","Jv386               ","","2","","","","","","","7","","","200"
"10/21/2016 12:00:00 AM","K1-70  Emulsion (70% bidder c                     ","19","","S.7                 ","SO108               ","371200.00","51200.00","371200.0000","-20.0000","0.0000","80.00","","","1         ","Jv405               ","","2","","","PL69      ","","","","30","","","200"
"10/21/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO108               ","121800.00","16800.00","121800.0000","-5.0000","0.0000","105.00","","","1         ","Jv405               ","","2","","","PL69      ","","","","31","","","200"
"10/22/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO109               ","52200.00","7200.00","52200.0000","-3.0000","0.0000","75.00","","","1         ","Jv406               ","","2","","","PL70      ","","","","32","","","200"
"10/22/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO110               ","850048.00","117248.00","850048.0000","-50.0000","0.0000","73.28","","","1         ","Jv428               ","","2","","","PL71      ","","","","33","","","200"
"10/21/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO107               ","752840.00","103840.00","752840.0000","-50.0000","0.0000","64.90","","","1         ","Jv438               ","","2","","","PL72      ","","","","34","","","200"
"10/15/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO113               ","243600.00","33600.00","243600.0000","-15.0000","0.0000","70.00","","","1         ","Jv442               ","","2","","","PL73      ","","","","35","","","200"
"10/24/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO115               ","771400.00","106400.00","771400.0000","-50.0000","0.0000","66.50","","","1         ","Jv478               ","","2","","","PL75      ","","","","37","","","200"
"10/26/2016 2:08:00 PM","Stock Adjust                                      ","17","","S.6                 ","52                  ","","","","0.0000","19200.0000","11.65","","","1         ","Jv485               ","","2","","","","","","","38","","","200"
"10/26/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO118               ","17400.00","2400.00","17400.0000","-1.0000","0.0000","75.00","","","1         ","Jv486               ","","2","","","PL76      ","","","","39","","","200"
"10/26/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO121               ","771400.00","106400.00","771400.0000","-50.0000","0.0000","66.50","","","1         ","Jv489               ","","2","","","PL77      ","","","","40","","","200"
"10/26/2016 4:34:00 PM","Stock Adjust                                      ","17","","S.6                 ","55                  ","","","","0.0000","900.0000","11.65","","","1         ","Jv492               ","","2","","","","","","","41","","","200"
"10/26/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO123               ","788800.00","108800.00","788800.0000","-50.0000","0.0000","68.00","","","1         ","Jv494               ","","2","","","PL78      ","","","","43","","","200"
"10/28/2016 12:00:00 AM","HCL                                               ","30","","S.17                ","LPO30               ","39440.00","5440.00","39440.0000","1000.0000","0.0000","34.00","","","1         ","Jv502               ","","2","","","GRN32     ","","","","44","","","1000"
"10/28/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO125               ","47999.99","6620.69","47999.9900","-3.0000","0.0000","68.97","","","1         ","Jv503               ","","2","","","PL79      ","","","","45","","","200"
"10/28/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO126               ","14999.98","2068.96","14999.9800","-1.0000","0.0000","64.66","","","1         ","Jv506               ","","2","","","PL80      ","","","","46","","","200"
"10/29/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO129               ","38048.00","5248.00","38048.0000","-2.0000","0.0000","82.00","","","1         ","Jv509               ","","2","","","PL81      ","","","","47","","","200"
"10/31/2016 12:00:00 AM","Tank E 30/1                                       ","28","","S.8                 ","WKI28               ","0.00","0.00","0.0000","0.0000","-6000.0000","0.00","","","1         ","Jv512               ","","2","","","","","","","48","","","1"
"10/31/2016 12:00:00 AM","Tank E 30/1                                       ","28","","S.17                ","WKI28               ","0.00","0.00","0.0000","0.0000","-35.0000","0.00","","","1         ","Jv512               ","","2","","","","","","","49","","","1000"
"10/31/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO132               ","15199.99","2096.55","15199.9900","-1.0000","0.0000","65.52","","","1         ","Jv513               ","","2","","","PL82      ","","","","50","","","200"
"11/1/2016 12:00:00 AM","183 kgs 60-70 Bitumen in Drum                     ","30","","S.24                ","LPO31               ","62524.00","8624.00","62524.0000","550.0000","0.0000","98.00","","","1         ","Jv537               ","","3","","","GRN33     ","","","","51","","","183"
"11/1/2016 12:00:00 AM","183.5 KG Drummed Bitumen 80/1                     ","30","","S.16                ","LPO31               ","100038.40","13798.40","100038.4000","880.0000","0.0000","98.00","","","1         ","Jv537               ","","3","","","GRN33     ","","","","52","","","183.5"
"11/1/2016 12:00:00 AM","Decanter                                          ","26","","S.24                ","WRK43               ","0.00","0.00","0.0000","-86.0000","0.0000","0.00","","","1         ","Jv549               ","","3","","","","","","","53","","","183"
"10/19/2016 10:42:00 AM","Stock Adjust                                      ","17","","S.106               ","26                  ","","","","1400.0000","0.0000","134.05","","","1         ","Jv387               ","","2","","","","","","","8","","","200"
"10/19/2016 10:44:00 AM","Stock Adjust                                      ","17","","S.8                 ","27                  ","","","","8650.0000","0.0000","11.00","","","1         ","Jv388               ","","2","","","","","","","9","","","1"
"10/19/2016 10:45:00 AM","Stock Adjust                                      ","17","","S.16                ","28                  ","","","","80.0000","0.0000","56.00","","","1         ","Jv389               ","","2","","","","","","","10","","","183"
"10/19/2016 10:46:00 AM","Stock Adjust                                      ","17","","S.13                ","29                  ","","","","5050.0000","0.0000","49.00","","","1         ","Jv390               ","","2","","","","","","","11","","","1"
"10/19/2016 10:51:00 AM","Stock Adjust                                      ","17","","S.151               ","30                  ","","","","3.0000","0.0000","0.00","","","1         ","Jv391               ","","2","","","","","","","12","","","1000"
"10/19/2016 10:52:00 AM","Stock Adjust                                      ","17","","S.104               ","31                  ","","","","50.0000","0.0000","435.00","","","1         ","Jv392               ","","2","","","","","","","13","","","1000"
"10/19/2016 11:00:00 AM","Stock Adjust                                      ","17","","S.105               ","34                  ","","","","4.5000","0.0000","764.00","","","1         ","Jv393               ","","2","","","","","","","14","","","1000"
"10/19/2016 11:00:00 AM","Stock Adjust                                      ","17","","S.152               ","35                  ","","","","8.0000","0.0000","0.00","","","1         ","Jv394               ","","2","","","","","","","15","","","1000"
"10/19/2016 11:01:00 AM","Stock Adjust                                      ","17","","S.125               ","37                  ","","","","0.1250","0.0000","417.00","","","1         ","Jv395               ","","2","","","","","","","16","","","1000"
"10/19/2016 11:02:00 AM","Stock Adjust                                      ","17","","S.160               ","39                  ","","","","4.0000","0.0000","1142.00","","","1         ","Jv396               ","","2","","","","","","","17","","","1000"
"10/19/2016 11:04:00 AM","Stock Adjust                                      ","17","","S.17                ","40                  ","","","","160.0000","0.0000","38.00","","","1         ","Jv397               ","","2","","","","","","","18","","","1000"
"10/19/2016 11:06:00 AM","Stock Adjust                                      ","17","","S.18                ","41                  ","","","","387.0000","0.0000","65.00","","","1         ","Jv398               ","","2","","","","","","","19","","","1000"
"10/19/2016 11:08:00 AM","Stock Adjust                                      ","17","","S.124               ","42                  ","","","","50.0000","0.0000","0.00","","","1         ","Jv399               ","","2","","","","","","","20","","","1000"
"10/19/2016 11:09:00 AM","Stock Adjust                                      ","17","","S.46                ","43                  ","","","","100.0000","0.0000","150.00","","","1         ","Jv400               ","","2","","","","","","","21","","","1"
"10/19/2016 11:09:00 AM","Stock Adjust                                      ","17","","S.15                ","44                  ","","","","161.0000","0.0000","1018.00","","","1         ","Jv401               ","","2","","","","","","","22","","","1"
"10/19/2016 11:10:00 AM","Stock Adjust                                      ","17","","S.41                ","46                  ","","","","11.5000","0.0000","89.50","","","1         ","Jv402               ","","2","","","","","","","23","","","183.5"
"10/19/2016 11:12:00 AM","Stock Adjust                                      ","17","","S.136               ","48                  ","","","","13.5000","0.0000","3100.00","","","1         ","Jv403               ","","2","","","","","","","24","","","1"
"10/19/2016 11:17:00 AM","Stock Adjust                                      ","17","","S.133               ","50                  ","","","","9.0000","0.0000","232.00","","","1         ","Jv404               ","","2","","","","","","","25","","","210"
"10/14/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO114               ","40368.00","5568.00","40368.0000","-2.0000","0.0000","87.00","","","1         ","Jv445               ","","2","","","PL74      ","","","","36","","","200"
"10/26/2016 5:17:00 PM","Stock Adjust                                      ","17","","S.6                 ","56                  ","","","","0.0000","10000.0000","11.65","","","1         ","Jv493               ","","2","","","","","","","42","","","200"
"11/1/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO133               ","771400.00","106400.00","771400.0000","-50.0000","0.0000","66.50","","","1         ","Jv550               ","","3","","","PL83      ","","","","54","","","200"
"11/1/2016 12:00:00 AM","Decanter                                          ","26","","S.16                ","WRK45               ","0.00","0.00","0.0000","-5.0000","0.0000","0.00","","","1         ","Jv553               ","","3","","","","","","","55","","","183.5"
"11/1/2016 12:00:00 AM","Tank E 30/1                                       ","40","","S.6                 ","REQ50               ","0.00","0.00","0.0000","50.0000","0.0000","0.00","","","1         ","Jv554               ","","3","","","","","","","56","","","200"
"11/2/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO136               ","162400.00","22400.00","162400.0000","-10.0000","0.0000","70.00","","","1         ","Jv563               ","","3","","","PL86      ","","","","61","","","200"
"11/2/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO136               ","365400.00","50400.00","365400.0000","-15.0000","0.0000","105.00","","","1         ","Jv563               ","","3","","","PL86      ","","","","62","","","200"
"10/29/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO137               ","422240.00","58240.00","422240.0000","-28.0000","0.0000","65.00","","","1         ","Jv567               ","","3","","","PL87      ","","","","63","","","200"
"11/2/2016 2:03:00 PM","Stock Adjust                                      ","17","","S.6                 ","62                  ","","","","0.0000","2000.0000","11.65","","","1         ","Jv572               ","","3","","","","","","","65","","","200"
"10/26/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO138               ","162400.00","22400.00","162400.0000","-10.0000","0.0000","70.00","","","1         ","Jv573               ","","3","","","PL88      ","","","","66","","","200"
"11/2/2016 12:00:00 AM","Drum Empties                                      ","30","","S.15                ","LPO32               ","164430.00","22680.00","164430.0000","135.0000","0.0000","1050.00","","","1         ","Jv602               ","","3","","","GRN34     ","","","","67","","","1"
"10/25/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO134               ","476026.88","65658.88","476026.8800","-28.0000","0.0000","73.28","","","1         ","Jv555               ","","3","","","PL84      ","","","","57","","","200"
"10/25/2016 12:00:00 AM","183 kgs Bitumen 80/100                            ","19","","S.16                ","SO134               ","261669.06","36092.28","261669.0600","-22.0000","0.0000","56.03","","","1         ","Jv555               ","","3","","","PL84      ","","","","58","","","183"
"11/2/2016 10:55:00 AM","Stock Adjust                                      ","17","","S.6                 ","59                  ","","","","0.0000","14200.0000","11.65","","","1         ","Jv559               ","","3","","","","","","","59","","","200"
"10/15/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO135               ","422240.00","58240.00","422240.0000","-28.0000","0.0000","65.00","","","1         ","Jv560               ","","3","","","PL85      ","","","","60","","","200"
"11/2/2016 12:27:00 PM","Stock Adjust                                      ","17","","S.6                 ","60                  ","","","","10.0000","0.0000","11.65","","","1         ","Jv570               ","","3","","","","","","","64","","","200"
"11/7/2016 10:45:00 AM","Stock Adjust                                      ","17","","S.152               ","66                  ","","","","270.0000","0.0000","0.00","","","1         ","Jv641               ","","3","","","","","","","75","","","1000"
"11/4/2016 12:00:00 AM","Tank E 30/1                                       ","28","","S.17                ","WKI32               ","0.00","0.00","0.0000","0.0000","-4500.0000","0.00","","","1         ","Jv642               ","","3","","","","","","","78","","","1000"
"11/4/2016 12:00:00 AM","Tank E 30/1                                       ","28","","S.152               ","WKI32               ","0.00","0.00","0.0000","0.0000","-6000.0000","0.00","","","1         ","Jv642               ","","3","","","","","","","79","","","1000"
"11/7/2016 2:28:00 PM","Stock Adjust                                      ","17","","S.6                 ","68                  ","","","","60.0000","0.0000","11.65","","","1         ","Jv645               ","","3","","","","","","","82","","","200"
"11/7/2016 2:28:00 PM","Stock Adjust                                      ","17","","S.6                 ","69                  ","","","","1.0000","0.0000","11.65","","","1         ","Jv646               ","","3","","","","","","","83","","","200"
"11/7/2016 2:28:00 PM","Stock Adjust                                      ","17","","S.7                 ","70                  ","","","","-28.0000","0.0000","15.15","","","1         ","Jv647               ","","3","","","","","","","84","","","200"
"11/7/2016 2:28:00 PM","Stock Adjust                                      ","17","","S.7                 ","71                  ","","","","0.0000","-100.0000","15.15","","","1         ","Jv648               ","","3","","","","","","","85","","","200"
"11/7/2016 2:30:00 PM","Stock Adjust                                      ","17","","S.9                 ","72                  ","","","","-2.0000","0.0000","28.60","","","1         ","Jv649               ","","3","","","","","","","86","","","200"
"11/7/2016 2:32:00 PM","Stock Adjust                                      ","17","","S.13                ","73                  ","","","","-3950.0000","0.0000","49.00","","","1         ","Jv650               ","","3","","","","","","","87","","","1"
"11/7/2016 2:36:00 PM","Stock Adjust                                      ","17","","S.35                ","74                  ","","","","0.0000","1400.0000","1763.50","","","1         ","Jv651               ","","3","","","","","","","88","","","200"
"11/7/2016 2:39:00 PM","Stock Adjust                                      ","17","","S.16                ","75                  ","","","","-163.0000","0.0000","11.00","","","1         ","Jv652               ","","3","","","","","","","89","","","183.5"
"11/7/2016 2:40:00 PM","Stock Adjust                                      ","17","","S.24                ","76                  ","","","","-46.0000","0.0000","76.00","","","1         ","Jv653               ","","3","","","","","","","90","","","183"
"11/7/2016 2:45:00 PM","Stock Adjust                                      ","17","","S.15                ","77                  ","","","","-607.0000","0.0000","1044.09","","","1         ","Jv654               ","","3","","","","","","","91","","","1"
"11/7/2016 12:00:00 AM","Decanter                                          ","40","","S.8                 ","REQ55               ","0.00","0.00","0.0000","8656.0000","0.0000","0.00","","","1         ","Jv655               ","","3","","","","","","","92","","","1"
"11/7/2016 3:10:00 PM","Stock Adjust                                      ","17","","S.8                 ","78                  ","","","","-2650.0000","0.0000","11.00","","","1         ","Jv656               ","","3","","","","","","","93","","","1"
"11/7/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO150               ","16240.00","2240.00","16240.0000","-1.0000","0.0000","70.00","","","1         ","Jv706               ","","3","","","PL98      ","","","","106","","","200"
"11/28/2016 12:00:00 AM","Tank CB                                           ","40","","S.9                 ","REQ58               ","0.00","0.00","0.0000","0.0000","12300.0000","0.00","","","1         ","Jv901               ","","3","","","","","","","116","","","200"
"11/26/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO157               ","241280.00","33280.00","241280.0000","-10.0000","0.0000","104.00","","","1         ","Jv902               ","","3","","","PL104     ","","","","117","","","200"
"11/28/2016 12:00:00 AM","BITUSHIELD NO 5                                   ","30","","S.103               ","LPO44               ","79999.96","11034.48","79999.9600","0.0000","400.0000","172.41","","","1         ","Jv905               ","","3","","","GRN40     ","","","","118","","","20"
"11/28/2016 12:00:00 AM","BITUSHIELD NO 5                                   ","19","","S.103               ","SO159               ","52500.00","7241.38","52500.0000","0.0000","-200.0000","226.29","","","1         ","Jv906               ","","3","","","PL105     ","","","","119","","","20"
"12/1/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO165               ","30999.84","4275.84","30999.8400","-2.0000","0.0000","66.81","","","1         ","Jv962               ","","4","","","PL111     ","","","","131","","","200"
"12/1/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO165               ","19500.09","2689.67","19500.0900","-1.0000","0.0000","84.05","","","1         ","Jv962               ","","4","","","PL111     ","","","","132","","","200"
"12/2/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO166               ","540000.00","74482.76","540000.0000","-30.0000","0.0000","77.59","","","1         ","Jv966               ","","4","","","PL112     ","","","","10112","","","200"
"12/5/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO167               ","19024.00","2624.00","19024.0000","-1.0000","0.0000","82.00","","","1         ","Jv971               ","","4","","","PL113     ","","","","10113","","","200"
"11/2/2016 5:06:00 PM","Stock Adjust                                      ","17","","S.6                 ","63                  ","","","","0.0000","10000.0000","11.65","","","1         ","Jv603               ","","3","","","","","","","68","","","200"
"11/2/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO139               ","771400.00","106400.00","771400.0000","-50.0000","0.0000","66.50","","","1         ","Jv604               ","","3","","","PL89      ","","","","69","","","200"
"11/3/2016 12:00:00 AM","Drum Empties                                      ","30","","S.15                ","LPO34               ","100800.00","0.00","100800.0000","96.0000","0.0000","1050.00","","","1         ","Jv628               ","","3","","","GRN35     ","","","","70","","","1"
"10/21/2016 12:00:00 AM","Drum Empties                                      ","30","","S.15                ","LPO33               ","105000.00","0.00","105000.0000","100.0000","0.0000","1050.00","","","1         ","Jv629               ","","3","","","GRN36     ","","","","71","","","1"
"11/3/2016 12:00:00 AM","Drum Empties                                      ","30","","S.15                ","LPO35               ","108900.00","0.00","108900.0000","99.0000","0.0000","1100.00","","","1         ","Jv632               ","","3","","","GRN37     ","","","","72","","","1"
"11/3/2016 12:00:00 AM","Drum Empties                                      ","30","","S.15                ","LPO36               ","121800.00","0.00","121800.0000","116.0000","0.0000","1050.00","","","1         ","Jv634               ","","3","","","GRN38     ","","","","73","","","1"
"11/4/2016 12:00:00 AM","183.5 KG Drummed Bitumen 80/1                     ","19","","S.16                ","SO141               ","167095.10","23047.60","167095.1000","-10.0000","0.0000","78.50","","","1         ","Jv635               ","","3","","","PL90      ","","","","74","","","183.5"
"11/4/2016 12:00:00 AM","Decanter                                          ","40","","S.8                 ","REQ52               ","0.00","0.00","0.0000","8656.0000","0.0000","0.00","","","1         ","Jv643               ","","3","","","","","","","80","","","1"
"11/4/2016 12:00:00 AM","Tank E 30/1                                       ","40","","S.6                 ","REQ54               ","0.00","0.00","0.0000","0.0000","12500.0000","0.00","","","1         ","Jv644               ","","3","","","","","","","81","","","200"
"11/7/2016 12:00:00 AM","Tank E 30/1                                       ","26","","S.8                 ","WRK49               ","0.00","0.00","0.0000","0.0000","-1.0000","0.00","","","1         ","Jv657               ","","3","","","","","","","94","","","1"
"11/7/2016 12:00:00 AM","Tank 30/1                                         ","26","","S.8                 ","WRK50               ","0.00","0.00","0.0000","-16400.0000","0.0000","0.00","","","1         ","Jv658               ","","3","","","","","","","95","","","1"
"11/7/2016 3:27:00 PM","Stock Adjust                                      ","17","","S.8                 ","79                  ","","","","-911.0000","0.0000","11.00","","","1         ","Jv659               ","","3","","","","","","","96","","","1"
"11/7/2016 12:00:00 AM","K10/1                                             ","26","","S.13                ","WRK53               ","0.00","0.00","0.0000","-1100.0000","0.0000","0.00","","","1         ","Jv660               ","","3","","","","","","","97","","","1"
"11/7/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO142               ","86420.00","11920.00","86420.0000","-5.0000","0.0000","74.50","","","1         ","Jv661               ","","3","","","PL91      ","","","","98","","","200"
"11/7/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO142               ","120640.00","16640.00","120640.0000","-5.0000","0.0000","104.00","","","1         ","Jv661               ","","3","","","PL91      ","","","","99","","","200"
"11/7/2016 12:00:00 AM","183 kgs Bitumen 80/100                            ","19","","S.16                ","SO142               ","475799.98","65627.58","475799.9800","-40.0000","0.0000","56.03","","","1         ","Jv661               ","","3","","","PL91      ","","","","100","","","183"
"11/10/2016 12:00:00 AM","183 kgs Bitumen 80/100                            ","19","","S.16                ","SO143               ","230579.81","31804.11","230579.8100","-20.0000","0.0000","54.31","","","1         ","Jv686               ","","3","","","PL92      ","","","","101","","","183"
"11/12/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO144               ","2436.00","336.00","2436.0000","0.0000","-20.0000","105.00","","","1         ","Jv694               ","","3","","","PL94      ","","","","102","","","200"
"11/12/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO145               ","48720.00","6720.00","48720.0000","-3.0000","0.0000","70.00","","","1         ","Jv697               ","","3","","","PL95      ","","","","103","","","200"
"11/14/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO149               ","61999.68","8551.68","61999.6800","-4.0000","0.0000","66.81","","","1         ","Jv700               ","","3","","","PL96      ","","","","104","","","200"
"11/7/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO148               ","16240.00","2240.00","16240.0000","-1.0000","0.0000","70.00","","","1         ","Jv703               ","","3","","","PL97      ","","","","105","","","200"
"11/17/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO151               ","30160.00","4160.00","30160.0000","-2.0000","0.0000","65.00","","","1         ","Jv746               ","","3","","","PL99      ","","","","107","","","200"
"11/17/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO152               ","324800.00","44800.00","324800.0000","-20.0000","0.0000","70.00","","","1         ","Jv750               ","","3","","","PL100     ","","","","108","","","200"
"11/17/2016 12:00:00 AM","183.5 KG Drummed Bitumen 80/1                     ","19","","S.16                ","SO152               ","334190.20","46095.20","334190.2000","-20.0000","0.0000","78.50","","","1         ","Jv750               ","","3","","","PL100     ","","","","109","","","183.5"
"11/22/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO153               ","752840.00","103840.00","752840.0000","-50.0000","0.0000","64.90","","","1         ","Jv888               ","","3","","","PL101     ","","","","110","","","200"
"11/24/2016 12:00:00 AM","Black Bituminous Paint  PF4                       ","19","","S.35                ","SO155               ","8000.00","1103.45","8000.0000","0.0000","-40.0000","172.41","","","1         ","Jv891               ","","3","","","PL102     ","","","","111","","","200"
"11/25/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO156               ","46499.97","6413.79","46499.9700","-3.0000","0.0000","66.81","","","1         ","Jv894               ","","3","","","PL103     ","","","","112","","","200"
"11/25/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO156               ","133000.17","18344.85","133000.1700","-7.0000","0.0000","81.90","","","1         ","Jv894               ","","3","","","PL103     ","","","","113","","","200"
"11/15/2016 12:00:00 AM","Kerosene                                          ","30","","S.13                ","LPO43               ","224000.00","0.00","224000.0000","4000.0000","0.0000","56.00","","","1         ","Jv898               ","","3","","","GRN39     ","","","","114","","","1"
"11/15/2016 12:00:00 AM","K10/1                                             ","26","","S.13                ","WRK54               ","0.00","0.00","0.0000","-4000.0000","0.0000","0.00","","","1         ","Jv899               ","","3","","","","","","","115","","","1"
"11/25/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO160               ","64999.90","8965.50","64999.9000","-5.0000","0.0000","56.03","","","1         ","Jv911               ","","3","","","PL106     ","","","","120","","","200"
"11/29/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO161               ","41999.98","5793.10","41999.9800","-2.0000","0.0000","90.52","","","1         ","Jv930               ","","3","","","PL107     ","","","","121","","","200"
"11/30/2016 11:42:00 AM","Stock Adjust                                      ","17","","S.136               ","83                  ","","","","50.0000","0.0000","3100.00","","","1         ","Jv940               ","","3","","","","","","","122","","","1"
"11/30/2016 12:00:00 AM","BLOWN BITUMEN 115/15                              ","19","","S.136               ","SO162               ","8000.00","1103.45","8000.0000","-40.0000","0.0000","172.41","","","1         ","Jv941               ","","3","","","PL108     ","","","","123","","","1"
"12/1/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO163               ","94999.94","13103.44","94999.9400","-5.0000","0.0000","81.90","","","1         ","Jv950               ","","4","","","PL109     ","","","","124","","","200"
"12/1/2016 12:00:00 AM","Tank 30/1                                         ","40","","S.8                 ","REQ59               ","0.00","0.00","0.0000","3400.0000","0.0000","0.00","","","1         ","Jv953               ","","4","","","","","","","125","","","1"
"12/1/2016 12:00:00 AM","Tank 30/1                                         ","26","","S.8                 ","WRK55               ","0.00","0.00","0.0000","-3400.0000","0.0000","0.00","","","1         ","Jv954               ","","4","","","","","","","126","","","1"
"12/1/2016 12:00:00 AM","Converion                                         ","40","","S.16                ","REQ63               ","0.00","0.00","0.0000","10.0000","0.0000","0.00","","","1         ","Jv956               ","","4","","","","","","","127","","","183"
"12/1/2016 12:00:00 AM","Converion                                         ","40","","S.16                ","REQ64               ","0.00","0.00","0.0000","2.0000","0.0000","0.00","","","1         ","Jv957               ","","4","","","","","","","128","","","183"
"12/1/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO164               ","16000.11","2206.91","16000.1100","-1.0000","0.0000","68.97","","","1         ","Jv958               ","","4","","","PL110     ","","","","129","","","200"
"12/1/2016 12:00:00 AM","183 kgs Bitumen 80/100                            ","19","","S.16                ","SO164               ","576446.34","79509.84","576446.3400","-10.0000","0.0000","54.31","","","1         ","Jv958               ","","4","","","PL110     ","","","","130","","","183"
"12/6/2016 12:00:00 AM","K1-60 Emulsion (60% bidder co                     ","19","","S.6                 ","SO168               ","46500.00","6413.79","46500.0000","-3.0000","0.0000","66.81","","","1         ","Jv974               ","","4","","","PL114     ","","","","10114","","","200"
"12/6/2016 12:00:00 AM","MC-30 CutBack                                     ","19","","S.9                 ","SO168               ","95000.00","13103.45","95000.0000","-5.0000","0.0000","81.90","","","1         ","Jv974               ","","4","","","PL114     ","","","","10115","","","200"
"12/6/2016 12:00:00 AM","1                                                 ","28","","S.17                ","WKI37               ","0.00","0.00","0.0000","0.0000","-40000.0000","0.00","","","1         ","Jv1005              ","","4","","","","","","","10116","","","1000"
"12/6/2016 12:00:00 AM","1                                                 ","28","","S.152               ","WKI37               ","0.00","0.00","0.0000","0.0000","-55000.0000","0.00","","","1         ","Jv1005              ","","4","","","","","","","10117","","","1000"
