"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","PriceInPricelist","Increase","PartPerUnit","modified","Qunatity_replaced","packagescharge"
"550530","1","1/24/2018 12:00:00 AM","SO634","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","40.00","","40.00","15344.00","98206.90","712000.00","True","","0.00","40","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550531","10","1/24/2018 12:00:00 AM","INV454","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","40.00","","","15344.00","98206.90","712000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550532","1","1/29/2018 12:00:00 AM","SO636","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","4.00","","4.00","12730.00","8147.20","59067.20","True","","0.00","4","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550533","1","1/29/2018 12:00:00 AM","SO636","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","2.00","","2.00","16810.00","5379.31","39000.00","True","","0.00","2","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550534","10","1/29/2018 12:00:00 AM","INV455","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","4.00","","","12730.00","8147.20","59067.20","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550535","10","1/29/2018 12:00:00 AM","INV455","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","2.00","","","16810.00","5379.20","38999.20","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550536","1","1/29/2018 12:00:00 AM","SO637","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","3.00","","3.00","12730.00","6110.40","44300.40","True","","0.00","3","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550537","10","1/29/2018 12:00:00 AM","INV456","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","3.00","","","12730.00","6110.40","44300.40","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550538","1","1/29/2018 12:00:00 AM","SO639","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","12932.00","4137.93","30000.00","True","","0.00","2","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550539","10","1/29/2018 12:00:00 AM","INV457","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","12932.00","4137.93","30000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550540","1","1/30/2018 12:00:00 AM","SO640","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","4.00","","4.00","15000.00","9600.00","69600.00","True","","0.00","4","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550541","10","1/30/2018 12:00:00 AM","INV458","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","4.00","","","15000.00","9600.00","69600.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550542","1","1/31/2018 12:00:00 AM","SO641","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","1.00","13414.00","2146.21","15560.00","True","","0.00","0","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550543","10","1/31/2018 12:00:00 AM","INV459","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","13414.00","2146.21","15560.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"560542","1","2/1/2018 12:00:00 AM","SO642","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","5.00","13966.00","11172.80","81002.80","True","","0.00","5","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"560543","10","2/1/2018 12:00:00 AM","INV460","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","","13966.00","11172.80","81002.80","","","","","","","16.00","False","fulqty","0","","","200","","",""
"560544","1","2/2/2018 12:00:00 AM","SO643","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","2.00","","2.00","10727.46","3432.83","24888.00","True","","0.00","2","0.00","","16.00","False","fulqty","","","","183","","",""
"560545","10","2/2/2018 12:00:00 AM","INV461","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","2.00","","","10727.46","3432.83","24888.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
"560546","1","2/3/2018 12:00:00 AM","SO644","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","4.00","","4.00","13966.00","8938.24","64802.24","True","","0.00","4","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"570542","10","2/3/2018 12:00:00 AM","INV462","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","4.00","","","13966.00","8938.24","64802.24","","","","","","","16.00","False","fulqty","0","","","200","","",""
"570543","1","2/6/2018 12:00:00 AM","SO645","","","S.7                 ","K1-70  Emulsion (70% bidder content)              ","Drums     ","20.00","","20.00","14000.00","44800.00","324800.00","True","","0.00","20","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"570544","10","2/6/2018 12:00:00 AM","INV463","          ","","S.7                 ","K1-70  Emulsion (70% bidder content)              ","Drums     ","20.00","","","14000.00","44800.00","324800.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"570545","1","2/6/2018 12:00:00 AM","SO646","","","S.7                 ","K1-70  Emulsion (70% bidder content)              ","Drums     ","10.00","","10.00","15000.00","24000.00","174000.00","True","","0.00","10","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"570546","10","2/6/2018 12:00:00 AM","INV464","          ","","S.7                 ","K1-70  Emulsion (70% bidder content)              ","Drums     ","10.00","","","15000.00","24000.00","174000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"580542","1","2/2/2018 12:00:00 AM","SO648","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","50.00","","50.00","10253.49","82034.48","594750.00","True","","0.00","50","0.00","","16.00","False","fulqty","","","","183","","",""
"580543","10","2/2/2018 12:00:00 AM","INV465","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","50.00","","","10253.49","82034.48","594750.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
"580544","1","2/7/2018 12:00:00 AM","SO649","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","1.00","","1.00","10727.46","1716.41","12444.00","True","","0.00","1","0.00","","16.00","False","fulqty","","","","183","","",""
"580545","10","2/7/2018 12:00:00 AM","INV466","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","1.00","","","10727.46","1716.41","12444.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
"590542","1","2/12/2018 12:00:00 AM","SO651","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","15.00","","15.00","13794.00","33103.45","240000.00","True","","0.00","15","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"590543","10","2/12/2018 12:00:00 AM","INV467","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","15.00","","","13794.00","33103.45","240000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"590544","11","11/21/2017 12:00:00 AM","CN20","1         ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","0.00","0.00","0.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"590545","13","11/21/2017 12:00:00 AM","Rvs24","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","13794.00","2206.90","16000.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"590546","1","2/15/2018 12:00:00 AM","SO652","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","3.00","","3.00","13966.00","6703.68","48601.68","True","","0.00","3","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"590547","10","2/15/2018 12:00:00 AM","INV468","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","3.00","","","13966.00","6703.68","48601.68","","","","","","","16.00","False","fulqty","0","","","200","","",""
"590548","1","2/16/2018 12:00:00 AM","SO653","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","5.00","13966.00","11172.80","81002.80","True","","0.00","5","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"590549","10","2/16/2018 12:00:00 AM","INV469","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","","13966.00","11172.80","81002.80","","","","","","","16.00","False","fulqty","0","","","200","","",""
"600544","1","2/17/2018 12:00:00 AM","SO654","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","100.00","","100.00","14656.00","234482.76","1700000.00","True","","0.00","100","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"600545","10","2/17/2018 12:00:00 AM","INV470","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","100.00","","-100.00","14656.00","234482.76","1700000.00","","","","100","","","16.00","False","fulqty","0","","","200","","",""
"600546","1","2/19/2018 12:00:00 AM","SO656","","","S.35                ","Black Bituminous Paint  PF4                       ","litres    ","400.00","","400.00","258.62","16551.72","120000.00","True","","0.00","400","0.00","","16.00","False","loosqty","","","","1","","",""
"600547","10","2/19/2018 12:00:00 AM","INV471","          ","","S.35                ","Black Bituminous Paint  PF4                       ","litres    ","400.00","","","51724.00","16551.72","120000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"600548","1","2/17/2018 12:00:00 AM","SO657","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","50.00","","50.00","13362.00","106896.55","775000.00","True","","0.00","50","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"600549","10","2/17/2018 12:00:00 AM","INV472","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","50.00","","","13362.00","106896.55","775000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"600550","11","2/17/2018 12:00:00 AM","CN21","1         ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","100.00","","","0.00","0.00","0.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"610547","1","2/19/2018 12:00:00 AM","SO658","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","4.00","","4.00","12730.00","8147.20","59067.20","True","","0.00","4","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"610549","10","2/19/2018 12:00:00 AM","INV473","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","4.00","","","12730.00","8147.20","59067.20","","","","","","","16.00","False","fulqty","0","","","200","","",""
"610564","13","2/17/2018 12:00:00 AM","Rvs25","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","100.00","","","14656.00","234482.76","1700000.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"610565","1","2/20/2018 12:00:00 AM","SO659","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","25.00","","25.00","13000.00","52000.00","377000.00","True","","0.00","25","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"610566","1","2/20/2018 12:00:00 AM","SO659","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","10.00","","10.00","19000.00","30400.00","220400.00","True","","0.00","10","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"610567","10","2/20/2018 12:00:00 AM","INV474","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","25.00","","","13000.00","52000.00","377000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"610568","10","2/20/2018 12:00:00 AM","INV474","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","10.00","","","19000.00","30400.00","220400.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"610569","1","2/16/2018 12:00:00 AM","SO660","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","4.00","","4.00","11042.22","7067.59","51240.00","True","","0.00","4","0.00","","16.00","False","fulqty","","","","183","","",""
"610570","10","2/16/2018 12:00:00 AM","INV475","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","4.00","","","11042.22","7067.59","51240.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
