"date","details","cleared","flag","invref","acctfolio","allocat","amount","pamount","module","type","cash","del","curr_cod","curr_rat","id","i_n_t","period","journal","typ","sns","vatamt","vatc","pkey","systypes_1","ledger"
"1/12/2023 12:00:00 AM","w/t                                                                                                 ","","DR    ","4442                ","Dr369               ","","-1173","","","J","","","KES       ","1","","J","77","Jv40429             ","J ","","","","758276","0","03Va00121           "
"8/11/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2570            ","Dr510794            ","","5000.02","0","","","","","KES       ","","","I","72","Jv41117             ","r ","","689.66","","758627","10","General             "
"12/3/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2735            ","Dr510794            ","","10600.01","0","","","","","KES       ","","","I","76","Jv41115             ","r ","","1462.07","","758626","10","General             "
"12/8/2022 12:00:00 AM","Black Bituminous Paint  PF4                                                                         ","","I     ","INV.2741            ","Dr510832            ","","7200","0","","","","","KES       ","","","I","76","Jv40443             ","r ","","993.1","","758279","10","General             "
"12/3/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2736            ","Dr510794            ","","5300.01","0","","","","","KES       ","","","I","76","Jv40445             ","r ","","731.04","","758280","10","General             "
"12/8/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2453             ","Dr510832            ","","-7200","0","","","","","KES       ","","","R","76","Jv40446             ","_W","","0","","758281","12","02Ac00126           "
"12/15/2022 12:00:00 AM","Black Bituminous Paint  PF4                                                                         ","","I     ","INV.2755            ","Dr510794            ","","5600.02","0","","","","","KES       ","","","I","76","Jv40454             ","r ","","772.42","","758282","10","General             "
"1/4/2023 12:00:00 AM","Black Bituminous Paint  PF4                                                                         ","","I     ","INV.2768            ","Dr510832            ","","7200","0","","","","","KES       ","","","I","77","Jv40455             ","r ","","993.1","","758283","10","General             "
"1/4/2023 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2454             ","Dr510832            ","","-7200","0","","","","","KES       ","","","R","77","Jv40457             ","_W","","0","","758284","12","02Ac00126           "
"12/17/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2757            ","Dr510794            ","","15900.02","0","","","","","KES       ","","","I","76","Jv40470             ","r ","","2193.11","","758285","10","General             "
"12/17/2022 12:00:00 AM","Receipt  MPESA                                                                                      ","","DR    ","Rct2407             ","Dr510794            ","","-5200","0","","","","","KES       ","","","R","76","Jv40472             ","_W","","0","","758286","12","02Ac00126           "
"11/21/2022 12:00:00 AM","Black Bituminous Paint  PF4                                                                         ","","I     ","INV.2724            ","Dr510832            ","","6299.99","0","","","","","KES       ","","","I","75","Jv40476             ","r ","","868.96","","758287","10","General             "
"11/21/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2458             ","Dr510832            ","","-6299.99","0","","","","","KES       ","","","R","75","Jv40478             ","_W","","0","","758288","12","02Ac00126           "
"1/25/2023 12:00:00 AM","MC-30 CutBack                                                                                       ","","I     ","INV.2790            ","Dr369               ","","204000.04","0","","","","","KES       ","","","I","77","Jv40486             ","r ","","28137.94","","758289","10","General             "
"1/3/2023 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2766            ","Dr510794            ","","10400","0","","","","","KES       ","","","I","77","Jv40488             ","r ","","1434.48","","758290","10","General             "
"1/3/2023 12:00:00 AM","Receipt  mpesa                                                                                      ","","DR    ","Rct2418             ","Dr510794            ","","-10000","0","","","","","KES       ","","","R","77","Jv41129             ","_W","","0","","758637","12","02Ac00126           "
"1/19/2023 12:00:00 AM","Black Bituminous Paint  PF4                                                                         ","","I     ","INV.2786            ","Dr510794            ","","7000","0","","","","","KES       ","","","I","77","Jv40501             ","r ","","965.52","","758292","10","General             "
"1/17/2023 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2782            ","Dr510794            ","","13200.01","0","","","","","KES       ","","","I","77","Jv40507             ","r ","","1820.69","","758293","10","General             "
"9/21/2022 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV.2637            ","Dr90670             ","","84000.01","0","","","","","KES       ","","","I","73","Jv40517             ","r ","","11586.21","","758294","10","General             "
"1/17/2023 12:00:00 AM","Receipt  MPESA                                                                                      ","","DR    ","Rct2431             ","Dr510794            ","","-13000","0","","","","","KES       ","","","R","77","Jv40519             ","_W","","0","","758295","12","02Ac00126           "
"1/20/2023 12:00:00 AM","Black Bituminous Paint  PF4                                                                         ","","I     ","INV.2787            ","Dr510794            ","","7000","0","","","","","KES       ","","","I","77","Jv40523             ","r ","","965.52","","758296","10","General             "
"1/19/2023 12:00:00 AM","Receipt  MPESA                                                                                      ","","DR    ","Rct2433             ","Dr510794            ","","-7000","0","","","","","KES       ","","","R","77","Jv40525             ","_W","","0","","758297","12","02Ac00126           "
"9/21/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2236             ","Dr90670             ","","-84000","0","","","","","KES       ","","","R","73","Jv40527             ","_W","","0","","758298","12","02Ac00126           "
"11/21/2022 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV.2726            ","Dr90670             ","","42000","0","","","","","KES       ","","","I","75","Jv40532             ","r ","","5793.1","","758299","10","General             "
"8/2/2022 12:00:00 AM","Receipt  MPESA                                                                                      ","","DR    ","Rct2248             ","Dr510794            ","","-10600","0","","","","","KES       ","","","R","72","Jv40534             ","_W","","0","","758300","12","02Ac00126           "
"9/15/2022 12:00:00 AM","Black Bituminous Paint  PF4                                                                         ","","I     ","INV.2629            ","Dr510762            ","","16240","0","","","","","KES       ","","","I","73","Jv40540             ","r ","","2240","","758301","10","General             "
"9/2/2022 12:00:00 AM","Receipt  MPESA                                                                                      ","","DR    ","Rct2308             ","Dr510794            ","","-5100","0","","","","","KES       ","","","R","73","Jv40543             ","_W","","0","","758302","12","02Ac00126           "
"12/15/2022 12:00:00 AM","Receipt  cash                                                                                       ","","DR    ","Rct2405             ","Dr510794            ","","-42000","0","","","","","KES       ","","","R","76","Jv41132             ","_W","","0","","758640","12","02Ac00126           "
"8/30/2022 12:00:00 AM","BITUSHIELD TYPE. 3                                                                                  ","","I     ","INV.2603            ","Dr510976            ","","16000.02","0","","","","","KES       ","","","I","72","Jv40546             ","r ","","2206.9","","758304","10","General             "
"8/30/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2331             ","Dr510976            ","","-16000","0","","","","","KES       ","","","R","72","Jv40547             ","_W","","0","","758305","12","02Ac00126           "
"8/24/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2597            ","Dr510976            ","","4400","0","","","","","KES       ","","","I","72","Jv40549             ","r ","","606.9","","758306","10","General             "
"8/24/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2236             ","Dr510976            ","","-4400","0","","","","","KES       ","","","R","72","Jv40550             ","_W","","0","","758307","12","02Ac00126           "
"9/7/2022 12:00:00 AM","ALUMINIUM PAINT                                                                                     ","","I     ","INV.2618            ","Dr510976            ","","10000","0","","","","","KES       ","","","I","73","Jv40553             ","r ","","1379.31","","758308","10","General             "
"9/7/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2293             ","Dr510976            ","","-10000","0","","","","","KES       ","","","R","73","Jv40554             ","_W","","0","","758309","12","02Ac00126           "
"9/8/2022 12:00:00 AM","ALUMINIUM PAINT                                                                                     ","","I     ","INV.2622            ","Dr510976            ","","20000","0","","","","","KES       ","","","I","73","Jv40557             ","r ","","2758.62","","758310","10","General             "
"9/8/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2622            ","Dr510976            ","","8799.99","0","","","","","KES       ","","","I","73","Jv40557             ","r ","","1213.79","","758311","10","General             "
"9/8/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2332             ","Dr510976            ","","-28800","0","","","","","KES       ","","","R","73","Jv40558             ","_W","","0","","758312","12","02Ac00126           "
"9/8/2022 12:00:00 AM","ALUMINIUM PAINT                                                                                     ","","I     ","INV.2623            ","Dr510976            ","","20000","0","","","","","KES       ","","","I","73","Jv40561             ","r ","","2758.62","","758313","10","General             "
"9/8/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2623            ","Dr510976            ","","8799.99","0","","","","","KES       ","","","I","73","Jv40561             ","r ","","1213.79","","758314","10","General             "
"9/8/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2333             ","Dr510976            ","","-28800","0","","","","","KES       ","","","R","73","Jv40562             ","_W","","0","","758315","12","02Ac00126           "
"10/4/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2669            ","Dr510976            ","","8000.01","0","","","","","KES       ","","","I","74","Jv40565             ","r ","","1103.45","","758316","10","General             "
"10/4/2022 12:00:00 AM","BITUSHIELD TYPE. 3                                                                                  ","","I     ","INV.2669            ","Dr510976            ","","8000.01","0","","","","","KES       ","","","I","74","Jv40565             ","r ","","1103.45","","758317","10","General             "
"9/15/2022 12:00:00 AM","ALUMINIUM PAINT                                                                                     ","","I     ","INV.2631            ","Dr510976            ","","20000","0","","","","","KES       ","","","I","73","Jv40568             ","r ","","2758.62","","758318","10","General             "
"9/15/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2631            ","Dr510976            ","","35199.97","0","","","","","KES       ","","","I","73","Jv40568             ","r ","","4855.17","","758319","10","General             "
"10/6/2022 12:00:00 AM","BITUSHIELD TYPE 7                                                                                   ","","I     ","INV.2676            ","Dr510976            ","","19999.98","0","","","","","KES       ","","","I","74","Jv40571             ","r ","","2758.62","","758320","10","General             "
"10/21/2022 12:00:00 AM","BITUSHIELD TYPE. 3                                                                                  ","","I     ","INV.2694            ","Dr510976            ","","12000.01","0","","","","","KES       ","","","I","74","Jv40574             ","r ","","1655.17","","758321","10","General             "
"10/21/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2336             ","Dr510976            ","","-79800","0","","","","","KES       ","","","R","74","Jv40575             ","_W","","0","","758322","12","02Ac00126           "
"10/21/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2337             ","Dr510976            ","","-3400","0","","","","","KES       ","","","R","74","Jv40576             ","_W","","0","","758323","12","02Ac00126           "
"11/11/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2714            ","Dr510976            ","","21999.98","0","","","","","KES       ","","","I","75","Jv40579             ","r ","","3034.48","","758324","10","General             "
"11/11/2022 12:00:00 AM","BITUSHIELD TYPE. 3                                                                                  ","","I     ","INV.2714            ","Dr510976            ","","21999.98","0","","","","","KES       ","","","I","75","Jv40579             ","r ","","3034.48","","758325","10","General             "
"9/11/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2236             ","Dr510976            ","","-44000","0","","","","","KES       ","","","R","73","Jv40580             ","_W","","0","","758326","12","02Ac00126           "
"11/11/2022 12:00:00 AM","BITUSHIELD TYPE. 3                                                                                  ","","I     ","INV.2715            ","Dr510976            ","","8000.01","0","","","","","KES       ","","","I","75","Jv40583             ","r ","","1103.45","","758327","10","General             "
"11/21/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2380             ","Dr510976            ","","-8000","0","","","","","KES       ","","","R","75","Jv40584             ","_W","","0","","758328","12","02Ac00126           "
"1/12/2023 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2774            ","Dr510976            ","","30799.97","0","","","","","KES       ","","","I","77","Jv40587             ","r ","","4248.27","","758329","10","General             "
"2/21/2023 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2430             ","Dr510976            ","","-30800","0","","","","","KES       ","","","R","78","Jv40588             ","_W","","0","","758330","12","02Ac00126           "
"7/28/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2263             ","Dr510976            ","","-121000","0","","","","","KES       ","","","R","71","Jv40589             ","_W","","0","","758331","12","02Ac00126           "
"7/28/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2236             ","Dr510976            ","","-47000","0","","","","","KES       ","","","R","71","Jv40590             ","_W","","0","","758332","12","02Ac00126           "
"7/22/2022 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct2262             ","Dr510976            ","","-38800","0","","","","","KES       ","","","R","71","Jv40591             ","_W","","0","","758333","12","02Ac00126           "
"8/6/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2569            ","Dr510780            ","","192500","0","","","","","KES       ","","","I","72","Jv40599             ","r ","","0","","758334","10","no vat              "
"8/6/2022 12:00:00 AM","BITUSHIELD TYPE 5                                                                                   ","","I     ","INV.2569            ","Dr510780            ","","61600","0","","","","","KES       ","","","I","72","Jv40599             ","r ","","0","","758335","10","no vat              "
"7/16/2021 12:00:00 AM","Receipt  TRF                                                                                        ","","DR    ","Rct1426             ","Dr510853            ","","-82533","0","","","","","KES       ","","","R","59","Jv27125             ","_W","","0","","755191","12","02Ac00126           "
"5/7/2021 12:00:00 AM","Receipt  cash                                                                                       ","","DR    ","Rct1427             ","Dr510737            ","","-9600","0","","","","","KES       ","","","R","57","Jv27139             ","_W","","0","","755192","12","02Ac00126           "
"5/19/2021 12:00:00 AM","Receipt  cash Deposit                                                                               ","","DR    ","Rct1428             ","Dr510713            ","","-900000","0","","","","","KES       ","","","R","57","Jv27141             ","_W","","0","","755193","12","02Ac00126           "
"6/16/2021 12:00:00 AM","Receipt  cash Deposit                                                                               ","","DR    ","Rct1430             ","Dr510713            ","","-900000","0","","","","","KES       ","","","R","58","Jv27142             ","_W","","0","","755194","12","02Ac00126           "
"6/22/2021 12:00:00 AM","Receipt  cash Deposit                                                                               ","","DR    ","Rct1431             ","Dr510712            ","","-306000","0","","","","","KES       ","","","R","58","Jv27143             ","_W","","0","","755195","12","02Ac00126           "
"8/12/2021 12:00:00 AM","K1-70  Emulsion (70% bidder content)                                                                ","","I     ","INV1800             ","Dr510819            ","","350000.13","0","","","","","KES       ","","","I","60","Jv27145             ","r ","","48275.88","","755196","10","General             "
"6/29/2021 12:00:00 AM","Receipt  Mpesa                                                                                      ","","DR    ","Rct1432             ","Dr552               ","","-304000","0","","","","","KES       ","","","R","58","Jv27146             ","_W","","0","","755197","12","02Ac00126           "
"6/22/2021 12:00:00 AM","Receipt  TRF                                                                                        ","","DR    ","Rct1433             ","Dr431               ","","-1271616","0","","","","","KES       ","","","R","58","Jv27147             ","_W","","0","","755198","12","02Ac00126           "
"7/27/2021 12:00:00 AM","Receipt  TRF                                                                                        ","","DR    ","Rct1434             ","Dr510688            ","","-2609224","0","","","","","KES       ","","","R","59","Jv27152             ","_W","","0","","755199","12","02Ac00126           "
"3/19/2021 12:00:00 AM","Receipt  INV1520                                                                                    ","","DR    ","Rct1435             ","Dr510816            ","","-1002440","0","","","","","KES       ","","","R","55","Jv27170             ","_W","","0","","755200","12","02Ac00126           "
"8/13/2021 12:00:00 AM","BITUSHIELD NO. 3                                                                                    ","","I     ","INV1801             ","Dr510805            ","","4400.02","0","","","","","KES       ","","","I","60","Jv27189             ","r ","","606.9","","755201","10","General             "
"8/13/2021 12:00:00 AM","BITUSHIELD NO 5                                                                                     ","","I     ","INV1801             ","Dr510805            ","","9200.01","0","","","","","KES       ","","","I","60","Jv27189             ","r ","","1268.97","","755202","10","General             "
"8/13/2021 12:00:00 AM","BITUSHIELD NO 5                                                                                     ","","I     ","INV1801             ","Dr510805            ","","40500","0","","","","","KES       ","","","I","60","Jv27189             ","r ","","5586.21","","755203","10","General             "
"8/13/2021 12:00:00 AM","Black Bituminous Paint  PF4                                                                         ","","I     ","INV1802             ","Dr140670            ","","348000","0","","","","","KES       ","","","I","60","Jv27191             ","r ","","48000","","755204","10","General             "
"8/13/2021 12:00:00 AM","Receipt  MPESA                                                                                      ","","DR    ","Rct1436             ","Dr510805            ","","-42000","0","","","","","KES       ","","","R","60","Jv27192             ","_W","","0","","755205","12","02Ac00126           "
"8/13/2021 12:00:00 AM","BITUSHIELD NO 5                                                                                     ","","I     ","INV1803             ","Dr510798            ","","24999.97","0","","","","","KES       ","","","I","60","Jv27196             ","r ","","3448.27","","755206","10","General             "
"8/12/2021 12:00:00 AM","K1-70  Emulsion (70% bidder content)                                                                ","","I     ","INV1804             ","Dr510751            ","","340349.78","0","","","","","KES       ","","","I","60","Jv27205             ","r ","","46944.8","","755207","10","General             "
"8/13/2021 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV1805             ","Dr510725            ","","825000.12","0","","","","","KES       ","","","I","60","Jv27207             ","r ","","113793.12","","755208","10","General             "
"8/12/2021 12:00:00 AM","BITUSHIELD NO. 3                                                                                    ","","I     ","INV1806             ","Dr510752            ","","4000","0","","","","","KES       ","","","I","60","Jv27209             ","r ","","0","","755209","10","no vat              "
"8/12/2021 12:00:00 AM","K1-70  Emulsion (70% bidder content)                                                                ","","I     ","INV1806             ","Dr510752            ","","770000","0","","","","","KES       ","","","I","60","Jv27209             ","r ","","0","","755210","10","no vat              "
"8/13/2021 12:00:00 AM","Receipt  CHQ 000053                                                                                 ","","DR    ","Rct1437             ","Dr510751            ","","-773522","0","","","","","KES       ","","","R","60","Jv27217             ","_W","","0","","755211","12","02Ac00126           "
"8/14/2021 12:00:00 AM","BITUSHIELD NO 5                                                                                     ","","I     ","INV1807             ","Dr510805            ","","9000","0","","","","","KES       ","","","I","60","Jv27263             ","r ","","1241.38","","755212","10","General             "
"8/14/2021 12:00:00 AM","BITUSHIELD NO. 3                                                                                    ","","I     ","INV1807             ","Dr510805            ","","17599.98","0","","","","","KES       ","","","I","60","Jv27263             ","r ","","2427.58","","755213","10","General             "
"8/13/2021 12:00:00 AM","Receipt  CHQ.004779                                                                                 ","","DR    ","Rct1438             ","Dr510725            ","","-810776","0","","","","","KES       ","","","R","60","Jv27326             ","_W","","0","","756212","12","02Ac00126           "
"8/16/2021 12:00:00 AM","BITUSHIELD NO 5                                                                                     ","","I     ","INV1808             ","Dr510805            ","","9200.01","0","","","","","KES       ","","","I","60","Jv27334             ","r ","","1268.97","","756213","10","General             "
"8/16/2021 12:00:00 AM","BITUSHIELD NO. 3                                                                                    ","","I     ","INV1808             ","Dr510805            ","","22000.1","0","","","","","KES       ","","","I","60","Jv27334             ","r ","","3034.5","","756214","10","General             "
"8/6/2021 12:00:00 AM","Receipt  TRF                                                                                        ","","DR    ","Rct1439             ","Dr510758            ","","-847217","0","","","","","KES       ","","","R","60","Jv27338             ","_W","","0","","756215","12","02Ac00126           "
"8/14/2021 12:00:00 AM","BITUSHIELD NO 5                                                                                     ","","I     ","INV1809             ","Dr510805            ","","9200.01","0","","","","","KES       ","","","I","60","Jv27339             ","r ","","1268.97","","756216","10","General             "
"8/5/2021 12:00:00 AM","Receipt  BBK000344                                                                                  ","","DR    ","Rct1440             ","Dr510856            ","","-212610","0","","","","","KES       ","","","R","60","Jv27360             ","_W","","0","","756217","12","02Ac00126           "
"8/16/2021 12:00:00 AM","VAT withheld Kenbro                                                                                 ","","DR    ","3342                ","Dr510856            ","","-3730","","","J","","","KES       ","1","","J","60","Jv27361             ","J ","","","","756218","0","03Va00121           "
"8/17/2021 12:00:00 AM","BITUSHIELD NO 5                                                                                     ","","I     ","INV1810             ","Dr510866            ","","2800.01","0","","","","","KES       ","","","I","60","Jv27405             ","r ","","386.21","","756219","10","General             "
"8/17/2021 12:00:00 AM","Receipt  cash                                                                                       ","","DR    ","Rct1441             ","Dr510866            ","","-2800","0","","","","","KES       ","","","R","60","Jv27406             ","_W","","0","","756220","12","02Ac00126           "
"8/17/2021 12:00:00 AM","BITUSHIELD NO. 3                                                                                    ","","I     ","INV1811             ","Dr510805            ","","13200.06","0","","","","","KES       ","","","I","60","Jv27412             ","r ","","1820.7","","756221","10","General             "
"8/17/2021 12:00:00 AM","BITUSHIELD NO 5                                                                                     ","","I     ","INV1811             ","Dr510805            ","","23000.02","0","","","","","KES       ","","","I","60","Jv27412             ","r ","","3172.42","","756222","10","General             "
"8/17/2021 12:00:00 AM","MC-30 CutBack                                                                                       ","","I     ","INV1812             ","Dr510824            ","","47999.99","0","","","","","KES       ","","","I","60","Jv27414             ","r ","","6620.69","","756223","10","General             "
"8/17/2021 12:00:00 AM","Receipt  MPESA                                                                                      ","","DR    ","Rct1442             ","Dr510824            ","","-48000","0","","","","","KES       ","","","R","60","Jv27415             ","_W","","0","","756224","12","02Ac00126           "
"7/28/2021 12:00:00 AM","K1-70  Emulsion (70% bidder content)                                                                ","","I     ","INV1813             ","Dr510819            ","","140000.05","0","","","","","KES       ","","","I","59","Jv27432             ","r ","","19310.35","","756225","10","General             "
"8/19/2021 12:00:00 AM","BITUSHIELD NO. 3                                                                                    ","","I     ","INV1814             ","Dr510856            ","","88153.04","0","","","","","KES       ","","","I","60","Jv27434             ","r ","","12159.04","","756226","10","General             "
"8/14/2021 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV1815             ","Dr510810            ","","860000.22","0","","","","","KES       ","","","I","60","Jv27436             ","r ","","118620.72","","756227","10","General             "
"8/20/2021 12:00:00 AM","183 kgs Bitumen 80/100                                                                              ","","I     ","INV1816             ","Dr510758            ","","209352.02","0","","","","","KES       ","","","I","60","Jv27448             ","r ","","28876.14","","756228","10","General             "
"8/23/2021 12:00:00 AM","BITUSHIELD NO 5                                                                                     ","","I     ","INV1817             ","Dr510815            ","","19999.98","0","","","","","KES       ","","","I","60","Jv27456             ","r ","","2758.62","","756229","10","General             "
"8/23/2021 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV1818             ","Dr369               ","","33999.99","0","","","","","KES       ","","","I","60","Jv27458             ","r ","","4689.65","","756230","10","General             "
"8/23/2021 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct1443             ","Dr369               ","","-34000","0","","","","","KES       ","","","R","60","Jv27459             ","_W","","0","","756231","12","02Ac00126           "
"8/23/2021 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV1819             ","Dr425               ","","339999.94","0","","","","","KES       ","","","I","60","Jv27462             ","r ","","46896.54","","756232","10","General             "
"8/18/2021 12:00:00 AM","K1-70  Emulsion (70% bidder content)                                                                ","","I     ","INV1820             ","Dr510751            ","","639999.84","0","","","","","KES       ","","","I","60","Jv27465             ","r ","","88275.84","","756233","10","General             "
"8/23/2021 12:00:00 AM","BITUSHIELD NO 5                                                                                     ","","I     ","INV1821             ","Dr510805            ","","9000","0","","","","","KES       ","","","I","60","Jv27471             ","r ","","1241.38","","756234","10","General             "
"8/23/2021 12:00:00 AM","BITUSHIELD NO. 3                                                                                    ","","I     ","INV1821             ","Dr510805            ","","13199.99","0","","","","","KES       ","","","I","60","Jv27471             ","r ","","1820.69","","756235","10","General             "
"8/23/2021 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct1444             ","Dr510805            ","","-22500","0","","","","","KES       ","","","R","60","Jv27474             ","_W","","0","","756236","12","02Ac00126           "
"8/24/2021 12:00:00 AM","A4-60(ANIONIC EMULSION)                                                                             ","","I     ","INV1822             ","Dr510856            ","","86536","0","","","","","KES       ","","","I","60","Jv27477             ","r ","","11936","","756237","10","General             "
"8/11/2021 12:00:00 AM","Receipt  TRF                                                                                        ","","DR    ","Rct1445             ","Dr510752            ","","-1078000","0","","","","","KES       ","","","R","60","Jv27478             ","_W","","0","","756238","12","02Ac00126           "
"8/25/2021 12:00:00 AM","MC-30 CutBack                                                                                       ","","I     ","INV1823             ","Dr533               ","","191999.95","0","","","","","KES       ","","","I","60","Jv27482             ","r ","","26482.75","","756239","10","General             "
"8/24/2021 12:00:00 AM","Receipt  Mpesa                                                                                      ","","DR    ","Rct1447             ","Dr533               ","","-96000","0","","","","","KES       ","","","R","60","Jv27483             ","_W","","0","","756240","12","02Ac00126           "
"8/25/2021 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV1824             ","Dr510688            ","","884999.96","0","","","","","KES       ","","","I","60","Jv27492             ","r ","","122068.96","","756241","10","General             "
"6/7/2021 12:00:00 AM","Receipt  chq                                                                                        ","","DR    ","Rct1448             ","Dr561               ","","-12821","0","","","","","KES       ","","","R","58","Jv27493             ","_W","","0","","756242","12","02Ac00126           "
"6/8/2021 12:00:00 AM","Receipt  Mpesa                                                                                      ","","DR    ","Rct1449             ","Dr510805            ","","-33000","0","","","","","KES       ","","","R","58","Jv27502             ","_W","","0","","756243","12","02Ac00126           "
"6/11/2021 12:00:00 AM","Receipt  Mpesa                                                                                      ","","DR    ","Rct1450             ","Dr510849            ","","-16000","0","","","","","KES       ","","","R","58","Jv27510             ","_W","","0","","756244","12","02Ac00126           "
"6/15/2021 12:00:00 AM","Receipt  Mpesa                                                                                      ","","DR    ","Rct1451             ","Dr510805            ","","-35000","0","","","","","KES       ","","","R","58","Jv27514             ","_W","","0","","756245","12","02Ac00126           "
"8/25/2021 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV1825             ","Dr369               ","","84999.99","0","","","","","KES       ","","","I","60","Jv27516             ","r ","","11724.14","","756246","10","General             "
"8/24/2021 12:00:00 AM","A4-60(ANIONIC EMULSION)                                                                             ","","I     ","INV1826             ","Dr510869            ","","417999.99","0","","","","","KES       ","","","I","60","Jv27581             ","r ","","57655.17","","756247","10","General             "
"8/24/2021 12:00:00 AM","K3-65 COLDMIX EMULSION                                                                              ","","I     ","INV1826             ","Dr510869            ","","660000.03","0","","","","","KES       ","","","I","60","Jv27581             ","r ","","91034.49","","756248","10","General             "
"8/24/2021 12:00:00 AM","BITUSHIELD NO. 3                                                                                    ","","I     ","INV1827             ","Dr510752            ","","4000","0","","","","","KES       ","","","I","60","Jv27588             ","r ","","0","","756249","10","no vat              "
"8/24/2021 12:00:00 AM","K1-70  Emulsion (70% bidder content)                                                                ","","I     ","INV1827             ","Dr510752            ","","770000","0","","","","","KES       ","","","I","60","Jv27588             ","r ","","0","","756250","10","no vat              "
"8/25/2021 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV1828             ","Dr510688            ","","884999.96","0","","","","","KES       ","","","I","60","Jv27591             ","r ","","122068.96","","756251","10","General             "
"8/21/2021 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV1829             ","Dr510688            ","","884999.96","0","","","","","KES       ","","","I","60","Jv27593             ","r ","","122068.96","","756252","10","General             "
"8/26/2021 12:00:00 AM","BITUSHIELD NO. 3                                                                                    ","","I     ","INV1830             ","Dr510856            ","","44076.52","0","","","","","KES       ","","","I","60","Jv27606             ","r ","","6079.52","","756253","10","General             "
"8/10/2021 12:00:00 AM","BITUSHIELD NO 5                                                                                     ","","I     ","INV1831             ","Dr510771            ","","95600","0","","","","","KES       ","","","I","60","Jv27610             ","r ","","0","","756254","10","no vat              "
"8/10/2021 12:00:00 AM","BITUSHIELD NO. 3                                                                                    ","","I     ","INV1831             ","Dr510771            ","","19600","0","","","","","KES       ","","","I","60","Jv27610             ","r ","","0","","756255","10","no vat              "
"8/10/2021 12:00:00 AM","BITUSHIELD NO. 3                                                                                    ","","I     ","INV1831             ","Dr510771            ","","113400","0","","","","","KES       ","","","I","60","Jv27610             ","r ","","0","","756256","10","no vat              "
"8/10/2021 12:00:00 AM","BITUSHIELD NO 7                                                                                     ","","I     ","INV1831             ","Dr510771            ","","40800","0","","","","","KES       ","","","I","60","Jv27610             ","r ","","0","","756257","10","no vat              "
"8/10/2021 12:00:00 AM","BITUSHIELD NO 7                                                                                     ","","I     ","INV1831             ","Dr510771            ","","190000","0","","","","","KES       ","","","I","60","Jv27610             ","r ","","0","","756258","10","no vat              "
