"date","details","cleared","flag","invref","acctfolio","allocat","amount","pamount","module","type","cash","del","curr_cod","curr_rat","id","i_n_t","period","journal","typ","sns","vatamt","vatc","pkey","systypes_1","ledger"
"5/2/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV1                ","Dr395               ","","823600","0","","T","True","CR","kes       ","1","","I","-51","J.1009              ","r ","1         ","113600","","124","","02Tr00127           "
"5/3/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV2                ","Dr395               ","","1154200","0","","T","True","CR","kes       ","1","","I","-51","J.1010              ","r ","1         ","159200","","125","","02Tr00127           "
"5/7/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV3                ","Dr396               ","","27500","0","","T","True","CR","kes       ","1","","I","-51","J.1013              ","r ","1         ","3793","","126","","02St00137           "
"5/7/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC1                 ","Dr396               ","0","-27500","-27500","","T","True","CR","kes       ","1","","R","-51","J.1014              ","_W","1         ","","","127","","02St00137           "
"5/9/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV4                ","Dr367               ","","361920","0","","T","True","CR","kes       ","1","","I","-51","J.1015              ","r ","1         ","49920","","128","","02St00137           "
"5/10/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV5                ","Dr400               ","","1218928","0","","T","True","CR","kes       ","1","","I","-51","J.1040              ","r ","1         ","168128","","129","","02Ac00126           "
"5/2/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC11                ","Dr395               ","0","-1977800","-1977800","","T","True","CR","kes       ","1","","R","-51","J.1316              ","_W","1         ","","","184","","02Tr00127           "
"5/14/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV6                ","Dr367               ","","468000","468000","","T","True","CR","kes       ","1","","I","-51","J.1044              ","r ","1         ","0","","132","","02St00137           "
"5/4/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV7                ","Dr403               ","","2066074.38","994085.38","","T","True","CR","kes       ","1","","I","-51","J.1046              ","r ","1         ","284976","","133","","02Ac00126           "
"5/15/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV8                ","Dr405               ","","97440","97440","","T","True","CR","kes       ","1","","I","-51","J.1048              ","r ","1         ","13440","","134","","02Tr00127           "
"5/17/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV9                ","Dr403               ","","156000","0","","T","True","CR","kes       ","1","","I","-51","J.1050              ","r ","1         ","21520","","135","","02St00137           "
"5/18/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV10               ","Dr376               ","","34960.56","-0.44","","T","True","CR","kes       ","1","","I","-51","J.1052              ","r ","1         ","4547","","136","","02Tr00127           "
"5/19/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV11               ","Dr432               ","","61700","1700","","T","True","CR","kes       ","1","","I","-51","J.1053              ","r ","1         ","0","","147","","02Ac00126           "
"5/10/2013 12:00:00 AM","Sales                                                                                               ","","DR    ","Revs-INV720         ","Dr498               ","","-815000","0","","T","True","CR","kes       ","1","","I","-39","J.5997              ","R ","1         ","","","1728","","02Ac00126           "
"5/19/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV13               ","Dr432               ","","0","0","","T","True","CR","kes       ","1","","I","-51","J.1055              ","r ","1         ","0","","139","","                    "
"5/21/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV14               ","Dr407               ","","16478.96","-0.04","","T","True","CR","kes       ","1","","I","-51","J.1057              ","r ","1         ","2273","","140","","02Tr00127           "
"5/21/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV15               ","Dr407               ","","16478.96","-0.04","","T","True","CR","kes       ","1","","I","-51","J.1058              ","r ","1         ","2273","","141","","02Tr00127           "
"5/21/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV16               ","Dr376               ","","116522","0","","T","True","CR","kes       ","1","","I","-51","J.1062              ","r ","1         ","16072","","142","","02Tr00127           "
"5/22/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV17               ","Dr409               ","","82400.4","0.4","","T","True","CR","kes       ","1","","I","-51","J.1063              ","r ","1         ","11366","","144","","02St00137           "
"5/22/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV18               ","Dr407               ","","107500","2500","","T","True","CR","kes       ","1","","I","-51","J.1065              ","r ","1         ","0","","145","","02Tr00127           "
"5/22/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC2                 ","Dr407               ","0","-105000","-105000","","T","True","CR","kes       ","1","","R","-51","J.1066              ","_W","1         ","","","146","","02Tr00127           "
"5/22/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC3                 ","Dr432               ","0","-60000","-60000","","T","True","CR","kes       ","1","","R","-51","J.1067              ","_W","1         ","","","148","","02Ac00126           "
"5/22/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC4                 ","Dr407               ","0","-32958","-32958","","T","True","CR","kes       ","1","","R","-51","J.1068              ","_W","1         ","","","149","","02Tr00127           "
"5/22/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV19               ","Dr386               ","","1056466.26","0.26","","T","True","CR","kes       ","1","","I","-51","J.1069              ","r ","1         ","144892","","150","","02Ac00126           "
"5/31/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC8                 ","Dr376               ","0","-151483","-151483","","T","True","CR","kes       ","1","","R","-51","J.1217              ","_W","1         ","","","186","","02Tr00127           "
"5/24/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV20               ","Dr376               ","","34962.56","-0.44","","T","True","CR","kes       ","1","","I","-51","J.1073              ","r ","1         ","4547","","152","","02Tr00127           "
"5/24/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV21               ","Dr373               ","","261000","0","","T","True","CR","kes       ","1","","I","-51","J.1074              ","r ","1         ","36000","","153","","02Tr00127           "
"5/24/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV22               ","Dr413               ","","198360","0","","T","True","CR","kes       ","1","","I","-51","J.1077              ","r ","1         ","27360","","154","","02Tr00127           "
"5/25/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV23               ","Dr403               ","","164720","0","","T","True","CR","kes       ","1","","I","-51","J.1078              ","r ","1         ","22720","","155","","02Ac00126           "
"5/25/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV24               ","Dr405               ","","83520","83520","","T","True","CR","kes       ","1","","I","-51","J.1079              ","r ","1         ","11520","","156","","02Tr00127           "
"5/25/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV25               ","Dr409               ","","72384","0","","T","True","CR","kes       ","1","","I","-51","J.1080              ","r ","1         ","9984","","157","","02St00137           "
"5/25/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC5                 ","Dr409               ","0","-150000","-150000","","T","True","CR","kes       ","1","","R","-51","J.1081              ","_W","1         ","","","158","","02St00137           "
"5/26/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV26               ","Dr411               ","","91500.29","0.29","","T","True","CR","kes       ","1","","I","-51","J.1083              ","r ","1         ","12621","","160","","02Tr00127           "
"5/28/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV27               ","Dr414               ","","1050440","0","","T","True","CR","kes       ","1","","I","-51","J.1087              ","r ","1         ","136640","","161","","02Tr00127           "
"5/30/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV27               ","Dr414               ","","0","0","","T","True","CR","          ","1","","I","-51","J.1100              ","R ","1         ","","","165","","02Tr00127           "
"6/6/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC10                ","Dr376               ","0","-212040","-212040","","T","True","CR","kes       ","1","","R","-50","J.1310              ","_W","1         ","","","185","","02Tr00127           "
"6/6/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV41               ","Dr367               ","","904800","0","","T","True","CR","kes       ","1","","I","-50","J.1322              ","r ","1         ","124800","","188","","02Tr00127           "
"6/7/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV42               ","Dr424               ","","1830000.88","-0.12","","T","True","CR","kes       ","1","","I","-50","J.1324              ","r ","1         ","252423","","189","","02St00137           "
"6/4/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV35               ","Dr373               ","","261000","0","","T","True","CR","kes       ","1","","I","-50","J.1223              ","r ","1         ","36000","","176","","02Tr00127           "
"6/4/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV30               ","Dr376               ","","88520","0","","T","True","CR","kes       ","1","","I","-50","J.1227              ","r ","1         ","11520","","178","","02Tr00127           "
"5/31/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV32               ","Dr370               ","","163128","0","","T","True","CR","kes       ","1","","I","-51","J.1215              ","r ","1         ","22512","","171","","02Tr00127           "
"5/31/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC7                 ","Dr370               ","0","-162128","-162128","","T","True","CR","kes       ","1","","R","-51","J.1216              ","_W","1         ","","","172","","02Tr00127           "
"6/8/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV43               ","Dr376               ","","83520","0","","T","True","CR","kes       ","1","","I","-50","J.1404              ","r ","1         ","11520","","190","","02Tr00127           "
"5/31/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV33               ","Dr376               ","","88520","0","","T","True","CR","kes       ","1","","I","-51","J.1218              ","r ","1         ","11520","","174","","02Tr00127           "
"6/5/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV37               ","Dr405               ","","87520","87520","","T","True","CR","kes       ","1","","I","-50","J.1270              ","r ","1         ","11520","","179","","02Tr00127           "
"6/5/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC9                 ","Dr373               ","0","-500000","-500000","","T","True","CR","kes       ","1","","R","-50","J.1272              ","_W","1         ","","","180","","02Tr00127           "
"6/5/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV38               ","Dr386               ","","915000.94","-0.06","","T","True","CR","kes       ","1","","I","-50","J.1287              ","r ","1         ","126211","","181","","02Tr00127           "
"6/9/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV44               ","Dr403               ","","164766.4","0.4","","T","True","CR","kes       ","1","","I","-50","J.1406              ","r ","1         ","22726","","191","","02Tr00127           "
"6/6/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV39               ","Dr370               ","","8000","0","","T","True","CR","kes       ","1","","I","-50","J.1312              ","r ","1         ","0","","183","","02Tr00127           "
"6/11/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV45               ","Dr409               ","","367000.78","-278215.22","","T","True","CR","kes       ","1","","I","-50","J.1408              ","r ","1         ","50628","","192","","02Tr00127           "
"6/12/2012 12:00:00 AM","commissin payment to karuri joseph                                                                  ","","DR    ","371                 ","Dr448               ","","60000","60000","","T","","CS","","","1","I","-50","J.2116              ","P ","1         ","","","426","","02Tr00127           "
"6/14/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV51               ","Dr407               ","","-6592.51","-6592.51","","T","True","CR","kes       ","1","","I","-50","J.1469              ","R ","1         ","","","214","","02Tr00127           "
"6/11/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC14                ","Dr424               ","0","-1830001","-1830001","","T","True","CR","kes       ","1","","R","-50","J.1412              ","_W","1         ","","","195","","02Tr00127           "
"6/11/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC15                ","Dr411               ","0","-91500","-91500","","T","True","CR","kes       ","1","","R","-50","J.1413              ","_W","1         ","","","212","","02Tr00127           "
"7/13/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV130              ","Dr367               ","","0","0","","T","True","CR","kes       ","1","","I","-49","J.2045              ","r ","1         ","0","","344","","02Tr00127           "
"4/30/2012 12:00:00 AM","sales for april                                                                                     ","","DR    ","","Dr403               ","","17321300","17321300","","T","False","DR","","","J","I","-52","J.2046              ","J ","1         ","","","345","","02                  "
"4/30/2012 12:00:00 AM","opening balance                                                                                     ","","DR    ","","Dr366               ","","4546407","-4637570","","T","False","DR","","","J","I","-52","J.1420              ","J ","1         ","","","200","","02                  "
"4/30/2012 12:00:00 AM","opening balance                                                                                     ","","DR    ","","Dr375               ","","4285000","-4898977","","T","False","DR","","","J","I","-52","J.1420              ","J ","1         ","","","201","","02                  "
"4/30/2012 12:00:00 AM","opening balance                                                                                     ","","DR    ","","Dr377               ","","2659770","-6524207","","T","False","DR","","","J","I","-52","J.1420              ","J ","1         ","","","202","","02                  "
"4/30/2012 12:00:00 AM","opening balance                                                                                     ","","DR    ","","Dr395               ","","1977800","-7206177","","T","False","DR","","","J","I","-52","J.1420              ","J ","1         ","","","203","","02                  "
"6/12/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV46               ","Dr376               ","","153433.2","0.2","","T","True","CR","kes       ","1","","I","-50","J.1424              ","r ","1         ","21163","","204","","02Tr00127           "
"6/13/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV47               ","Dr431               ","","5044724","0","","T","True","CR","kes       ","1","","I","-50","J.1428              ","r ","1         ","695824","","208","","02St00137           "
"6/13/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV48               ","Dr411               ","","201307.25","0.25","","T","True","CR","kes       ","1","","I","-50","J.1429              ","r ","1         ","27767","","206","","02Tr00127           "
"6/13/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC17                ","Dr411               ","0","-200000","-200000","","T","True","CR","kes       ","1","","R","-50","J.1430              ","_W","1         ","","","207","","02Tr00127           "
"6/14/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV49               ","Dr433               ","","1210464","-9536","","T","True","CR","kes       ","1","","I","-50","J.1455              ","r ","1         ","160064","","209","","02St00137           "
"6/14/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV50               ","Dr403               ","","164766.4","164766.4","","T","True","CR","kes       ","1","","I","-50","J.1461              ","r ","1         ","22726","","210","","02Tr00127           "
"6/11/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC13                ","Dr400               ","0","-1218928","-1218928","","T","True","CR","kes       ","1","","R","-50","J.1411              ","_W","1         ","","","211","","02Tr00127           "
"6/14/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV51               ","Dr407               ","","65920.48","6592.48","","T","True","CR","kes       ","1","","I","-50","J.1467              ","r ","1         ","9092","","213","","02Tr00127           "
"6/14/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV52               ","Dr434               ","","334080","0","","T","True","CR","kes       ","1","","I","-50","J.1473              ","r ","1         ","46080","","215","","02St00137           "
"6/15/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV53               ","Dr370               ","","16481.28","0.28","","T","True","CR","kes       ","1","","I","-50","J.1485              ","r ","1         ","2273","","216","","02Tr00127           "
"6/15/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC18                ","Dr407               ","0","-59328","-59328","","T","True","CR","kes       ","1","","R","-50","J.1487              ","_W","1         ","","","217","","02Tr00127           "
"6/15/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV54               ","Dr407               ","","786900.33","0.33","","T","True","CR","kes       ","1","","I","-50","J.1489              ","r ","1         ","108542","","218","","02Tr00127           "
"6/15/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV55               ","Dr435               ","","17704","0","","T","True","CR","kes       ","1","","I","-50","J.1491              ","r ","1         ","2304","","219","","02St00137           "
"6/15/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV56               ","Dr405               ","","35408","31520","","T","True","CR","kes       ","1","","I","-50","J.1492              ","r ","1         ","4608","","220","","02Tr00127           "
"6/16/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV57               ","Dr407               ","","164836","-26200","","T","True","CR","kes       ","1","","I","-50","J.1495              ","r ","1         ","22736","","221","","02Tr00127           "
"6/16/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC19                ","Dr407               ","0","-951736","-951736","","T","True","CR","kes       ","1","","R","-50","J.1497              ","_W","1         ","","","489","","02Tr00127           "
"6/16/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC20                ","Dr433               ","0","-1220000","-1220000","","T","True","CR","kes       ","1","","R","-50","J.1498              ","_W","1         ","","","223","","02St00137           "
"6/16/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC21                ","Dr407               ","0","-26200","-26200","","T","True","CR","kes       ","1","","R","-50","J.1500              ","_W","1         ","","","515","","02Tr00127           "
"6/12/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV58               ","Dr403               ","","3869690.4","3869690.4","","T","True","CR","kes       ","1","","I","-50","J.1502              ","r ","1         ","533750","","225","","02Tr00127           "
"6/12/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV59               ","Dr403               ","","419966.4","419966.4","","T","True","CR","kes       ","1","","I","-50","J.1503              ","r ","1         ","57926","","226","","02Tr00127           "
"6/18/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC22                ","Dr409               ","0","-650000","-650000","","T","True","CR","kes       ","1","","R","-50","J.1508              ","_W","1         ","","","485","","02Tr00127           "
"6/18/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC23                ","Dr435               ","0","-17704","-17704","","T","True","CR","kes       ","1","","R","-50","J.1517              ","_W","1         ","","","488","","02Tr00127           "
"6/18/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV60               ","Dr409               ","","402290.09","402290.09","","T","True","CR","kes       ","1","","I","-50","J.1518              ","r ","1         ","55488","","230","","02Tr00127           "
"6/18/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV61               ","Dr411               ","","786900.33","0.33","","T","True","CR","kes       ","1","","I","-50","J.1520              ","r ","1         ","108542","","231","","02Tr00127           "
"6/19/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV62               ","Dr409               ","","129692.75","129692.75","","T","True","CR","kes       ","1","","I","-50","J.1526              ","r ","1         ","17619","","232","","02Tr00127           "
"6/19/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV63               ","Dr431               ","","43210","0","","T","True","CR","kes       ","1","","I","-50","J.1527              ","r ","1         ","5960","","233","","02St00137           "
"6/20/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV64               ","Dr431               ","","43210","0","","T","True","CR","kes       ","1","","I","-50","J.1535              ","r ","1         ","5960","","234","","02St00137           "
"6/20/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV65               ","Dr373               ","","73080","0","","T","True","CR","kes       ","1","","I","-50","J.1536              ","r ","1         ","10080","","235","","02Tr00127           "
"4/30/2012 12:00:00 AM","OPENING BALANCE                                                                                     ","","DR    ","","Dr373               ","","960118","0","","T","False","DR","","","J","I","-52","J.1537              ","J ","1         ","","","241","","02                  "
"4/30/2012 12:00:00 AM","BEING OPENING BALANCE                                                                               ","","DR    ","","Dr440               ","","436500","0","","T","False","DR","","","J","I","-52","J.1538              ","J ","1         ","","","238","","02                  "
"6/20/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC24                ","Dr431               ","0","-2000000","-2000000","","T","True","CR","kes       ","1","","R","-50","J.1540              ","_W","1         ","","","239","","02St00137           "
"6/20/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV66               ","Dr409               ","","549000.76","-0.24","","T","True","CR","kes       ","1","","I","-50","J.1541              ","r ","1         ","75727","","240","","02Tr00127           "
"6/21/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV67               ","Dr376               ","","177040","0","","T","True","CR","kes       ","1","","I","-50","J.1544              ","r ","1         ","23040","","242","","02Tr00127           "
"6/21/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV69               ","Dr434               ","","1571846","0","","T","True","CR","kes       ","1","","I","-50","J.1549              ","r ","1         ","216806","","244","","02St00137           "
"6/21/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV70               ","Dr434               ","","354960","0","","T","True","CR","kes       ","1","","I","-50","J.1550              ","r ","1         ","46080","","245","","02St00137           "
"6/22/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV71               ","Dr373               ","","87000","0","","T","True","CR","kes       ","1","","I","-50","J.1562              ","r ","1         ","12000","","246","","02Tr00127           "
"6/19/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV72               ","Dr428               ","","38192","0","","T","True","CR","kes       ","1","","I","-50","J.1563              ","r ","1         ","4992","","272","","02Tr00127           "
"6/22/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV73               ","Dr428               ","","790000","-394208","","T","True","CR","kes       ","1","","I","-50","J.1564              ","r ","1         ","0","","248","","02Tr00127           "
"6/22/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC25                ","Dr428               ","0","-1222400","-1222400","","T","True","CR","kes       ","1","","R","-50","J.1565              ","_W","1         ","","","249","","02Tr00127           "
"6/22/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV74               ","Dr409               ","","428806","-491194","","T","True","CR","kes       ","1","","I","-50","J.1566              ","r ","1         ","59146","","250","","02Tr00127           "
"6/22/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV75               ","Dr431               ","","43210","0","","T","True","CR","kes       ","1","","I","-50","J.1567              ","r ","1         ","5960","","251","","02St00137           "
"6/23/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV76               ","Dr383               ","","53808","0","","T","True","CR","kes       ","1","","I","-50","J.1570              ","r ","1         ","7008","","252","","02Tr00127           "
"6/25/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV77               ","Dr409               ","","50256","50256","","T","True","CR","kes       ","1","","I","-50","J.1574              ","r ","1         ","6656","","253","","02Tr00127           "
"6/25/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV78               ","Dr367               ","","73136","0","","T","True","CR","kes       ","1","","I","-50","J.1577              ","r ","1         ","9536","","254","","02Tr00127           "
"6/26/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV79               ","Dr439               ","","51850","0","","T","True","CR","kes       ","1","","I","-50","J.1579              ","r ","1         ","7152","","255","","02St00137           "
"5/4/2013 12:00:00 AM","Sales                                                                                               ","","DR    ","INV714              ","Dr380               ","","87724.16","87724.16","","T","True","CR","kes       ","1","","I","-39","J.5857              ","r ","1         ","11548","","1650","","02Tr00127           "
"6/26/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC27                ","Dr383               ","0","-53808","-53808","","T","True","CR","kes       ","1","","R","-50","J.1581              ","_W","1         ","","","257","","02Tr00127           "
"6/26/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC28                ","Dr376               ","0","-236916","-236916","","T","True","CR","kes       ","1","","R","-50","J.1586              ","_W","1         ","","","491","","02Tr00127           "
"6/26/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC29                ","Dr376               ","0","-177040","-177040","","T","True","CR","kes       ","1","","R","-50","J.1587              ","_W","1         ","","","259","","02Tr00127           "
"5/25/2012 12:00:00 AM","being refund                                                                                        ","","DR    ","64b                 ","Dr394               ","","148980","148980","","T","","CS","","","1","I","-51","J.1589              ","P ","1         ","","","260","","02Tr00127           "
"6/27/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV80               ","Dr403               ","","1073914","1073914","","T","True","CR","kes       ","1","","I","-50","J.1592              ","r ","1         ","148126","","261","","02Tr00127           "
"6/27/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV81               ","Dr443               ","","456576","0","","T","True","CR","kes       ","1","","I","-50","J.1593              ","r ","1         ","62976","","262","","02St00137           "
"6/27/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV82               ","Dr409               ","","554491","-509","","T","True","CR","kes       ","1","","I","-50","J.1595              ","r ","1         ","76482","","263","","02Tr00127           "
"6/27/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV83               ","Dr409               ","","0","0","","T","True","CR","kes       ","1","","I","-50","J.1596              ","r ","1         ","0","","264","","                    "
"6/27/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV84               ","Dr409               ","","0","0","","T","True","CR","kes       ","1","","I","-50","J.1597              ","r ","1         ","0","","265","","                    "
"6/27/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC30                ","Dr409               ","0","-555000","-555000","","T","True","CR","kes       ","1","","R","-50","J.1598              ","_W","1         ","","","266","","02Tr00127           "
"6/27/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV85               ","Dr414               ","","1036040","0","","T","True","CR","kes       ","1","","I","-50","J.1600              ","r ","1         ","136640","","267","","02Tr00127           "
"6/27/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV86               ","Dr367               ","","986000","0","","T","True","CR","kes       ","1","","I","-50","J.1601              ","r ","1         ","136000","","268","","02Tr00127           "
"6/28/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV87               ","Dr439               ","","17284","0","","T","True","CR","kes       ","1","","I","-50","J.1602              ","r ","1         ","2384","","269","","02St00137           "
"6/28/2012 12:00:00 AM","Receipt                                                                                             ","","DR    ","RC31                ","Dr439               ","0","-17634","-17634","","T","True","CR","kes       ","1","","R","-50","J.1603              ","_W","1         ","","","487","","02Tr00127           "
"6/28/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV88               ","Dr370               ","","86420","0","","T","True","CR","kes       ","1","","I","-50","J.1606              ","r ","1         ","11920","","271","","02Tr00127           "
"6/28/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV89               ","Dr403               ","","172840","172840","","T","True","CR","kes       ","1","","I","-50","J.1607              ","r ","1         ","23840","","273","","02Tr00127           "
"6/28/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV90               ","Dr376               ","","88520","0","","T","True","CR","kes       ","1","","I","-50","J.1609              ","r ","1         ","11520","","274","","02Tr00127           "
"6/29/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV92               ","Dr446               ","","393108","0","","T","True","CR","kes       ","1","","I","-50","J.1644              ","r ","1         ","0","","278","","02St00137           "
"5/3/2013 12:00:00 AM","Sales                                                                                               ","","DR    ","Revs-INV672         ","Dr448               ","","-80740","-80740","","T","True","CR","kes       ","1","","I","-39","J.5822              ","R ","1         ","","","1643","","02Tr00127           "
"6/30/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV93               ","Dr403               ","","164766","164766","","T","True","CR","kes       ","1","","I","-50","J.1696              ","r ","1         ","22726","","279","","02Tr00127           "
"6/30/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV94               ","Dr376               ","","83520","0","","T","True","CR","kes       ","1","","I","-50","J.1698              ","r ","1         ","11520","","280","","02Tr00127           "
"6/30/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV95               ","Dr371               ","","48488","0","","T","True","CR","kes       ","1","","I","-50","J.1699              ","r ","1         ","6688","","281","","02Tr00127           "
"4/22/2013 12:00:00 AM","westline                                                                                            ","","DR    ","000435b             ","Dr412               ","","21000","21000","","T","","CS","","","1","I","-40","J.5868              ","P ","1         ","","","1651","","02Tr00127           "
"7/2/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV96               ","Dr431               ","","43210","0","","T","True","CR","kes       ","1","","I","-49","J.1728              ","r ","1         ","5960","","283","","02Tr00127           "
"7/2/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV97               ","Dr404               ","","0","0","","T","True","CR","kes       ","1","","I","-49","J.1730              ","r ","1         ","0","","284","","02Tr00127           "
"7/2/2012 12:00:00 AM","Sales                                                                                               ","","DR    ","INV98               ","Dr404               ","","0","0","","T","True","CR","kes       ","1","","I","-49","J.1731              ","r ","1         ","0","","285","","                    "
