"itemcode","StockIn","cost","StockOut","StockBalance","rowid","journal","GRN","PartPerUnit"
"S.7                 ","14000","33","14000","0","720409","Jv16085             ","B/No332             ",""
"S.7                 ","13500","33.09","13500","0","720410","Jv16087             ","B/No333             ",""
"S.87                ","160","175","0","160","720411","Jv16094             ","LPO657              ",""
"S.144               ","160","200","0","160","720412","Jv16094             ","LPO657              ",""
"S.15                ","50","1000","50","0","720413","Jv16122             ","LPO658              ",""
"S.34                ","26535","62","0","26535","720414","Jv16123             ","LPO659              ",""
"S.13                ","2000","96","0","2000","720415","Jv16128             ","LPO660              ",""
"S.113               ","3000","95","0","3000","720416","Jv16128             ","LPO660              ",""
"S.13                ","2000","70.5","0","2000","720417","Jv16138             ","WRK296              ",""
"S.9                 ","4900","59","4900","0","720418","Jv16139             ","B/No335             ",""
"S.7                 ","10000","32.75","10000","0","720419","Jv16140             ","B/No336             ",""
"S.15                ","126","1000","126","0","720420","Jv16154             ","LPO661              ",""
"S.160               ","180","841.069444444444","0","180","720421","Jv16263             ","LPO662              ",""
"S.6                 ","9000","29.84","9000","0","720422","Jv16268             ","B/No337             ",""
"S.150               ","7000","40.41","7000","0","720423","Jv16270             ","B/No338             ",""
"S.15                ","50","1000","50","0","720424","Jv16309             ","LPO663              ",""
"S.120               ","10431","63","0","10431","720425","Jv16311             ","LPO664              ",""
"S.15                ","126","1000","126","0","720426","Jv16337             ","LPO665              ",""
"S.7                 ","13500","31.51","13500","0","720427","Jv16342             ","B/No339             ",""
"S.7                 ","9400","35.35","9400","0","720428","Jv16343             ","B/No340             ",""
"S.6                 ","3500","31.58","3500","0","720429","Jv16344             ","B/No341             ",""
"S.15                ","50","1000","50","0","720430","Jv16356             ","LPO667              ",""
"S.120               ","26901","63.5","0","26901","720431","Jv16358             ","LPO668              ",""
"S.120               ","8784","63.5","0","8784","720432","Jv16360             ","LPO669              ",""
"S.120               ","26901","63.5","0","26901","720433","Jv16362             ","LPO670              ",""
"S.15                ","120","1000","120","0","720434","Jv16364             ","LPO673              ",""
"S.7                 ","14000","33.36","14000","0","720435","Jv16372             ","B/No342             ",""
"S.7                 ","14000","35.35","14000","0","720436","Jv16373             ","B/No343             ",""
"S.6                 ","11500","36.13","11500","0","720437","Jv16378             ","B/No344             ",""
"S.160               ","36000","4.205","0","36000","720438","Jv16449             ","LPO674              ",""
"S.15                ","100","1000","100","0","720439","Jv16453             ","LPO675              ",""
"S.150               ","5000","42.45","5000","0","720440","Jv16455             ","B/No345             ",""
"S.7                 ","7400","36.89","7400","0","720441","Jv16456             ","B/No346             ",""
"S.17                ","240000","0.0541666666666667","0","240000","720442","Jv16457             ","LPO676              ",""
"S.15                ","100","1000","100","0","720443","Jv16463             ","LPO678              ",""
"S.113               ","4000","95","0","4000","720444","Jv16465             ","LPO679              ",""
"S.161               ","210","841","0","210","720445","Jv16475             ","LPO680              ",""
"S.15                ","126","1000","126","0","720446","Jv16520             ","LPO681              ",""
"S.120               ","26535","61","0","26535","720447","Jv16522             ","LPO677              ",""
"S.15                ","50","1000","50","0","720448","Jv16532             ","LPO683              ",""
"S.7                 ","13500","35.81","13500","0","720449","Jv16534             ","B/No347             ",""
