"itemcode","StockIn","cost","StockOut","StockBalance","rowid","journal","GRN","PartPerUnit"
"S.6                 ","11000","35.56","11000","0","721264","Jv24245             ","B/No746             ",""
"S.35                ","1413","119.14","1413","0","721265","Jv24247             ","B/No747             ",""
"S.13                ","6000","70.5","0","6000","721266","Jv24248             ","WRK330              ",""
"S.13                ","6000","70.5","0","6000","721267","Jv24249             ","WRK331              ",""
"S.9                 ","15160","58.11","15160","0","721268","Jv24253             ","B/No748             ",""
"S.112               ","32","638.04","32","0","721269","Jv24255             ","B/No749             ",""
"S.112               ","31","639.08","31","0","721270","Jv24256             ","B/No750             ",""
"S.112               ","30","587.7","30","0","721271","Jv24279             ","B/No751             ",""
"S.60183             ","28","625.68","0","28","721272","Jv24282             ","B/No752             ",""
"S.15                ","6","900","0","6","721273","Jv24347             ","LPO1221             ",""
"S.15                ","10","1810","0","10","721274","Jv24377             ","LPO1222             ",""
"S.87                ","1400","151.976071428571","0","1400","721275","Jv24476             ","LPO1223             ",""
"S.144               ","840","156.286071428571","0","840","721276","Jv24476             ","LPO1223             ",""
"S.15                ","15","900","0","15","721277","Jv24479             ","LPO1224             ",""
"S.93                ","400","82","0","400","721278","Jv24499             ","LPO1225             ",""
"S.15                ","23","1000","0","23","721279","Jv24503             ","LPO1226             ",""
"S.60166             ","560","26.96","0","560","721280","Jv24555             ","B/No753             ",""
"S.60166             ","548","28.64","0","548","721281","Jv24597             ","B/No754             ",""
"S.7                 ","10000","33.69","0","10000","721282","Jv24836             ","B/No756             ",""
"S.6                 ","9500","27.33","6140","3360","721283","Jv24852             ","B/No757             ",""
"S.7                 ","13000","34.08","0","13000","721284","Jv24859             ","B/No761             ",""
"S.7                 ","12800","34.61","0","12800","721285","Jv24861             ","B/No762             ",""
"S.13                ","6000","86.11","0","6000","721286","Jv25051             ","LPO1229             ",""
"S.113               ","2000","91.67","0","2000","721287","Jv25051             ","LPO1229             ",""
"S.60196             ","625","14","0","625","721288","Jv25053             ","LPO1230             ",""
"S.15                ","100","1150","0","100","721289","Jv25091             ","LPO1235             ",""
"S.8                 ","20780","60.34","0","20780","721290","Jv25093             ","LPO1236             ",""
"S.15                ","20","900","0","20","721291","Jv25095             ","LPO1238             ",""
"S.15                ","30","1000","0","30","721292","Jv25097             ","LPO1239             ",""
"S.15                ","5","900","0","5","721293","Jv25099             ","LPO1240             ",""
"S.15                ","48","1000","0","48","721294","Jv25101             ","LPO1241             ",""
"S.15                ","80","1000","0","80","721295","Jv25105             ","LPO1242             ",""
"S.90                ","139","485","0","139","721296","Jv25107             ","LPO1243             ",""
"S.93                ","200","82","0","200","721297","Jv25107             ","LPO1243             ",""
"S.60177             ","11250","6.66666666666667","0","11250","721298","Jv25109             ","LPO1244             ",""
"S.15                ","50","1100","0","50","721299","Jv25111             ","LPO1245             ",""
"S.60183             ","288","82.52","0","288","721300","Jv25113             ","B/No763             ",""
"S.112               ","408","58.26","408","0","721301","Jv25114             ","B/No764             ",""
"S.112               ","400","66.86","400","0","721302","Jv25115             ","B/No765             ",""
"S.112               ","380","66.06","380","0","721303","Jv25116             ","B/No766             ",""
"S.15                ","2","900","0","2","721304","Jv25117             ","LPO1246             ",""
"S.60183             ","532","47.32","0","532","721305","Jv25119             ","B/No767             ",""
"S.60183             ","494","56.9","0","494","721306","Jv25120             ","B/No768             ",""
"S.9                 ","2000","57.35","2000","0","721307","Jv25123             ","B/No771             ",""
"S.7                 ","12800","34.61","0","12800","721308","Jv25126             ","B/No773             ",""
"S.112               ","480","61.89","480","0","721309","Jv25134             ","B/No772             ",""
"S.60183             ","465","64.18","0","465","721310","Jv25136             ","B/No774             ",""
"S.150               ","10500","43.07","7471","3029","721311","Jv25141             ","B/No777             ",""
"S.112               ","520","65.14","520","0","721312","Jv25157             ","B/No778             ",""
"S.112               ","500","68.77","500","0","721313","Jv25164             ","B/No779             ",""
"S.7                 ","13000","34.07","0","13000","721314","Jv25168             ","B/No780             ",""
"S.6                 ","10500","33.37","0","10500","721315","Jv25172             ","B/No781             ",""
"S.9                 ","6200","59.22","400","5800","721316","Jv25173             ","B/No782             ",""
"S.13                ","3000","94","0","3000","721317","Jv25176             ","LPO1247             ",""
"S.113               ","2000","104","0","2000","721318","Jv25176             ","LPO1247             ",""
"S.160               ","36000","4.25","0","36000","721319","Jv25220             ","LPO1248             ",""
"S.8                 ","20620","60.34","0","20620","721320","Jv25227             ","LPO1250             ",""
"S.60166             ","520","64.39","0","520","721321","Jv25262             ","B/No783             ",""
"S.60166             ","540","64.68","0","540","721322","Jv25263             ","B/No784             ",""
"S.60177             ","28125","6.62222222222222","0","28125","721323","Jv25264             ","LPO1234             ",""
"S.17                ","80000","0.06","0","80000","721324","Jv25277             ","LPO1251             ",""
"S.90                ","202","485","0","202","721326","Jv25601             ","LPO1256             ",""
"S.132               ","21600","61.206896","0","21600","721327","Jv25602             ","LPO1257             ",""
"S.7                 ","3832","3.017252","0","3832","721328","Jv25765             ","B/No786             ",""
"S.15                ","50","1000","0","50","721329","Jv25894             ","LPO1260             ",""
"S.60177             ","625","290","0","625","721330","Jv25899             ","LPO1262             ",""
"S.93                ","200","82","0","200","721331","Jv25904             ","LPO1263             ",""
"S.132               ","21790","61.206897","0","21790","721332","Jv25906             ","LPO1264             ",""
"S.30164             ","50","90","0","50","721333","Jv25915             ","LPO1265             ",""
"S.6                 ","4413","3.39719","0","4413","721334","Jv25918             ","B/No791             ",""
"S.113               ","10000","95","0","10000","721335","Jv25930             ","LPO1266             ",""
"S.13                ","3000","100","0","3000","721336","Jv25930             ","LPO1266             ",""
"S.7                 ","2234","9.542729","0","2234","721337","Jv25949             ","B/No795             ",""
"S.7                 ","4262","5.494313","0","4262","721338","Jv25952             ","B/No796             ",""
"S.160               ","360","850","0","360","721339","Jv25958             ","LPO1267             ",""
"S.15                ","62","1000","0","62","721340","Jv25960             ","LPO1268             ",""
"S.87                ","100","150.862069","0","100","721341","Jv25962             ","LPO1269             ",""
"S.144               ","60","155.172414","0","60","721342","Jv25962             ","LPO1269             ",""
"S.15                ","2","900","0","2","721343","Jv25964             ","LPO1270             ",""
"S.6                 ","12211","46.415915","0","12211","721344","Jv25970             ","B/No803             ",""
"S.9                 ","23200","69.594828","0","23200","721345","Jv25971             ","B/No804             ",""
"S.132               ","22110","61.206897","0","22110","721346","Jv25972             ","LPO1272             ",""
"S.7                 ","14566","49.13664","0","14566","721347","Jv25977             ","B/No807             ",""
"S.94                ","100","610","0","100","721350","Jv25993             ","LPO1255             ","1"
"S.95                ","271","86.727232","0","271","721351","Jv25995             ","B/No810             ",""
"S.6                 ","4266","1.037107","0","4266","721352","Jv26017             ","B/No811             ",""
"S.15                ","46","1000","0","46","721353","Jv26023             ","LPO1279             ","1"
"S.6                 ","2032","1.035891","0","2032","721354","Jv26027             ","B/No812             ",""
"S.7                 ","4976","6.764264","0","4976","721355","Jv26032             ","B/No813             ",""
"S.120               ","26390","66.635088600606","0","26390","721356","Jv26033             ","LPO1280             ","1"
"S.6                 ","10000","6.184","0","10000","721357","Jv26035             ","B/No817             ",""
"S.16                ","145","66.37931","0","145","721358","Jv26050             ","LPO1273             ","183"
"S.7                 ","10362","41.622945","0","10362","721359","Jv26052             ","B/No823             ",""
"S.7                 ","9000","66.38","0","9000","721360","Jv26055             ","B/No824             ",""
"S.7                 ","11447","50.021644","0","11447","721361","Jv26065             ","B/No828             ",""
"S.13                ","4000","86.111111","0","4000","721362","Jv26077             ","LPO1281             ","1"
"S.113               ","4000","95.37037","0","4000","721363","Jv26077             ","LPO1281             ","1"
"S.18                ","50","70","0","50","721364","Jv26079             ","LPO1282             ","1"
"S.15                ","50","1000","0","50","721365","Jv26081             ","LPO1283             ","1"
"S.20164             ","150","18","0","150","721366","Jv26083             ","LPO1284             ","1"
"S.15                ","45","1150","0","45","721367","Jv26085             ","LPO1285             ","1"
"S.15                ","67","1000","0","67","721368","Jv26087             ","LPO1286             ","1"
"S.15                ","49","1000","0","49","721369","Jv26089             ","LPO1287             ","1"
"S.132               ","21890","68.965517","0","21890","721370","Jv26091             ","LPO1288             ","1"
"S.15                ","80","1000","0","80","721371","Jv26095             ","LPO1289             ","1"
"S.15                ","48","1100","0","48","721372","Jv26097             ","LPO1290             ","1"
"S.17                ","80","55","0","80","721373","Jv26099             ","LPO1291             ","1"
"S.15                ","14","1000","0","14","721374","Jv26103             ","LPO1292             ","1"
"S.6                 ","11960","41.094038","0","11960","721375","Jv26106             ","B/No830             ",""
"S.6                 ","10868","36.81398","0","10868","721376","Jv26107             ","B/No831             ",""
"S.7                 ","14869","43.374","0","14869","721377","Jv26108             ","B/No832             ",""
"S.112               ","458.7","57.390905","0","458.7","721378","Jv26118             ","B/No833             ",""
"S.60185             ","625","57.60696","0","625","721379","Jv26119             ","B/No834             ",""
"S.60185             ","542.4","56.794812","0","542.4","721380","Jv26121             ","B/No835             ",""
"S.112               ","434.3","55.265236","0","434.3","721381","Jv26123             ","B/No836             ",""
"S.17                ","240","45","0","240","721382","Jv26128             ","LPO1294             ","1"
"S.94                ","250","610","0","250","721383","Jv26129             ","LPO1295             ","1"
"S.15                ","73","1100","0","73","721384","Jv26136             ","LPO1296             ","1"
"S.103               ","563","52.818845","0","563","721385","Jv26138             ","B/No837             ",""
"S.6                 ","3952","65.969706","0","3952","721386","Jv26143             ","B/No838             ",""
"S.87                ","440","155.172414","0","440","721387","Jv26180             ","LPO1297             ","1"
"S.144               ","220","163.793103","0","220","721388","Jv26180             ","LPO1297             ","1"
"S.15                ","12","1000","0","12","721389","Jv26182             ","LPO1298             ","1"
"S.15                ","15","1000","0","15","721390","Jv26184             ","LPO1299             ","1"
"S.103               ","2","56.79","0","2","721391","Jv26186             ","B/No839             ",""
"S.60166             ","2","55.27","0","2","721392","Jv26187             ","B/No840             ",""
"S.15                ","78","1100","0","78","721393","Jv26190             ","LPO1300             ","1"
"S.95                ","250","105.652","0","250","721394","Jv26192             ","B/No841             ",""
"S.15                ","27","1000","0","27","721395","Jv26193             ","LPO1301             ","1"
"S.15                ","72","1100","0","72","721396","Jv26198             ","LPO1302             ","1"
"S.15                ","48","1100","0","48","721397","Jv26203             ","LPO1303             ","1"
"S.103               ","500.6","51.557239","0","500.6","721398","Jv26294             ","B/No842             ",""
"S.35                ","681","117.41511","0","681","721399","Jv26323             ","B/No843             ",""
"S.9                 ","2700","64.306667","0","2700","721400","Jv26324             ","B/No844             ",""
"S.90                ","390","485","0","390","721401","Jv26332             ","LPO1306             ","1"
"S.93                ","400","82","0","400","721402","Jv26332             ","LPO1306             ","1"
"S.144               ","440","163.793103","0","440","721403","Jv26336             ","LPO1307             ","1"
"S.87                ","800","163.793103","0","800","721404","Jv26336             ","LPO1307             ","1"
"S.15                ","50","1000","0","50","721405","Jv26342             ","LPO1308             ","1"
"S.15                ","126","1100","0","126","721406","Jv26351             ","LPO1309             ","1"
"S.132               ","21420","68.965517","0","21420","721407","Jv26368             ","LPO1310             ","1"
"S.95                ","320","117.37875","0","320","721408","Jv26370             ","B/No845             ",""
"S.35                ","1340","117.422239","0","1340","721409","Jv26371             ","B/No846             ",""
"S.6                 ","11061","38.909532","0","11061","721410","Jv26374             ","B/No847             ",""
"S.7                 ","13166.7","42.450297","0","13166.7","721411","Jv26379             ","B/No848             ",""
"S.7                 ","11064.4","41.671117","0","11064.4","721412","Jv26413             ","B/No849             ",""
"S.35                ","685","118.060073","0","685","721413","Jv26414             ","B/No850             ",""
"S.6                 ","540","41.67","0","540","721414","Jv26421             ","B/No851             ",""
"S.60166             ","1123.4","57.67922","0","1123.4","721415","Jv26495             ","B/No852             ",""
"S.132               ","21810","68.965517","0","21810","721416","Jv26528             ","LPO1311             ","1"
"S.160               ","360","850","0","360","721417","Jv26534             ","LPO1312             ","1"
"S.15                ","25","1000","0","25","721418","Jv26538             ","LPO1314             ","1"
"S.6                 ","10460","38.20934","0","10460","721419","Jv26541             ","B/No854             ",""
"S.60185             ","1269","51.988755","0","1269","721420","Jv26638             ","B/No855             ",""
"S.7                 ","12138","41.125762","0","12138","721421","Jv26659             ","B/No856             ",""
"S.7                 ","11231.5","41.682635","0","11231.5","721422","Jv26660             ","B/No857             ",""
"S.60166             ","457.5","48.571257","0","457.5","721423","Jv26665             ","B/No858             ",""
"S.20164             ","300","18","0","300","721424","Jv26675             ","LPO1315             ","1"
"S.15                ","1","900","0","1","721425","Jv26679             ","LPO1316             ","1"
"S.18                ","150","70","0","150","721426","Jv26681             ","LPO1317             ","1"
"S.6                 ","1400","31.204","0","1400","721427","Jv26685             ","B/No859             ",""
"S.17                ","550","45","0","550","721428","Jv26688             ","LPO1318             ","1"
"S.15                ","50","1100","0","50","721429","Jv26690             ","LPO1320             ","1"
"S.60177             ","625","290","0","625","721430","Jv26692             ","LPO1321             ","1"
"S.15                ","25","1000","0","25","721431","Jv26694             ","LPO1322             ","1"
"S.60166             ","541.9","50.289972","0","541.9","721432","Jv26702             ","B/No860             ",""
"S.60185             ","1214","52.718896","0","1214","721433","Jv26711             ","B/No863             ",""
"S.60185             ","1256","53.060685","0","1256","721434","Jv26799             ","B/No864             ",""
"S.16                ","55","68.965517","0","55","721435","Jv26847             ","LPO1319             ","183"
"S.6                 ","8663.8","31.009269","0","8663.8","721436","Jv26859             ","B/No865             ",""
"S.7                 ","6634.9","48.437508","0","6634.9","721437","Jv26863             ","B/No866             ",""
"S.6                 ","600","31.204","0","600","721438","Jv26989             ","B/No867             ",""
"S.103               ","424.6","20.663321","0","424.6","721439","Jv27050             ","B/No868             ",""
"S.16                ","2","65.57377","0","2","721440","Jv27052             ","LPO1324             ","183"
"S.16                ","10065","68.965517","0","10065","721441","Jv27053             ","LPO1325             ","1"
"S.103               ","1189.5","28.516599","0","1189.5","721442","Jv27055             ","B/No869             ",""
"S.15                ","80","1000","0","80","721443","Jv27056             ","LPO1327             ","1"
"S.15                ","24","1100","0","24","721444","Jv27058             ","LPO1328             ","1"
"S.60177             ","1250","290","0","1250","721445","Jv27060             ","LPO1329             ","1"
"S.15                ","77","1000","0","77","721446","Jv27062             ","LPO1330             ","1"
"S.87                ","37","155.172414","0","37","721447","Jv27064             ","LPO1331             ","1"
"S.144               ","5","189.655172","0","5","721448","Jv27064             ","LPO1331             ","1"
"S.113               ","100","99.074074","0","100","721449","Jv27066             ","LPO1332             ","1"
"S.113               ","400","99.074074","0","400","721450","Jv27068             ","LPO1333             ","1"
"S.13                ","200","87.037037","0","200","721451","Jv27068             ","LPO1333             ","1"
"S.90                ","75","485","0","75","721452","Jv27070             ","LPO1334             ","1"
"S.93                ","200","82","0","200","721453","Jv27070             ","LPO1334             ","1"
"S.60165             ","204","725","0","204","721454","Jv27073             ","LPO1326             ","1"
"S.99                ","4680","34.609936","0","4680","721455","Jv27075             ","B/No870             ",""
"S.95                ","59","114.412881","0","59","721456","Jv27076             ","B/No871             ",""
"S.7                 ","4533","34.223155","0","4533","721457","Jv27078             ","B/No872             ",""
"S.6                 ","8711","32.919106","0","8711","721458","Jv27082             ","B/No873             ",""
"S.7                 ","6447","42.326443","0","6447","721459","Jv27085             ","B/No874             ",""
"S.60166             ","603.9","29.927478","0","603.9","721460","Jv27140             ","B/No875             ",""
"S.132               ","16370","61.206897","0","16370","721461","Jv27186             ","LPO1335             ","1"
"S.7                 ","13872.2","40.076213","0","13872.2","721462","Jv27187             ","B/No876             ",""
"S.113               ","100","100.074074","0","100","721463","Jv27193             ","LPO1336             ","1"
"S.13                ","100","88.037037","0","100","721464","Jv27193             ","LPO1336             ","1"
"S.7                 ","12342.2","37.531634","0","12342.2","721465","Jv27197             ","B/No877             ",""
"S.13                ","100","91.037037","0","100","721466","Jv27198             ","LPO1337             ","1"
"S.113               ","200","101.074074","0","200","721467","Jv27198             ","LPO1337             ","1"
"S.6                 ","7800","33.877","0","7800","721468","Jv27200             ","B/No878             ",""
"S.90                ","226","485","0","226","721469","Jv27202             ","LPO1338             ","1"
"S.103               ","497.2","28.788761","0","497.2","721470","Jv27402             ","B/No879             ",""
"S.60166             ","1146.1","30.86349","0","1146.1","721471","Jv27403             ","B/No880             ",""
"S.60166             ","497.5","28.92603","0","497.5","721472","Jv27416             ","B/No881             ",""
"S.90                ","109","485","0","109","721473","Jv27417             ","LPO1341             ","1"
"S.17                ","275","45","0","275","721474","Jv27419             ","LPO1342             ","1"
"S.16                ","10065","68.965517","0","10065","721475","Jv27421             ","LPO1343             ","1"
"S.13                ","5000","88.888889","0","5000","721476","Jv27424             ","LPO1344             ","1"
"S.113               ","2000","94.444444","0","2000","721477","Jv27424             ","LPO1344             ","1"
"S.6                 ","10860","39.05651","0","10860","721478","Jv27425             ","B/No883             ",""
"S.99                ","4399","34.818945","0","4399","721479","Jv27426             ","B/No884             ",""
"S.15                ","94","1100","0","94","721480","Jv27437             ","LPO1345             ","1"
"S.15                ","50","1050","0","50","721481","Jv27439             ","LPO1346             ","1"
"S.15                ","10","900","0","10","721482","Jv27441             ","LPO1347             ","1"
"S.120               ","8","65.57377","0","8","721483","Jv27445             ","LPO1348             ","183"
"S.120               ","145","68.965517","0","145","721484","Jv27453             ","LPO1350             ","183"
"S.6                 ","10460","33.26479","0","10460","721485","Jv27460             ","B/No885             ",""
"S.7                 ","12462","36.361496","0","12462","721486","Jv27463             ","B/No886             ",""
"S.120               ","26535","67.241379","0","26535","721487","Jv27466             ","LPO1340             ","1"
"S.87                ","100","129.310345","0","100","721488","Jv27468             ","LPO1351             ","1"
"S.6                 ","8164","30.22243","0","8164","721489","Jv27480             ","B/No887             ",""
"S.137               ","210","736.90476190476","0","210","721490","Jv27498             ","LPO1354             ","1"
"S.160               ","180","863.88888888889","0","180","721491","Jv27504             ","LPO1355             ","1"
"S.7                 ","6000","46.1575","0","6000","721492","Jv27513             ","B/No888             ",""
"S.150               ","6585","42.149461","0","6585","721493","Jv27519             ","B/No889             ",""
"S.99                ","6275","41.417052","0","6275","721494","Jv27525             ","B/No890             ",""
"S.13                ","400","100.074074","0","400","721495","Jv27539             ","LPO1356             ","1"
"S.7                 ","12862","42.495798","0","12862","721496","Jv27554             ","B/No891             ",""
"S.13                ","300","100.40740733333","0","300","721497","Jv27560             ","LPO1357             ","1"
"S.15                ","16","1000","0","16","721498","Jv27580             ","LPO1358             ","1"
"S.15                ","25","1050","0","25","721499","Jv27585             ","LPO1359             ","1"
"S.6                 ","15600","31.204","0","15600","721500","Jv27589             ","B/No892             ",""
"S.60166             ","492.7","30.169783","0","492.7","721501","Jv27628             ","B/No893             ",""
"S.6                 ","11063","33.372195","0","11063","721502","Jv27656             ","B/No894             ",""
"S.15                ","65","1050","0","65","721503","Jv27663             ","LPO1362             ","1"
"S.60185             ","1194.7","28.549947","0","1194.7","721504","Jv27665             ","B/No895             ",""
"S.60185             ","349.2","25.383139","0","349.2","721505","Jv27666             ","B/No896             ",""
"S.15                ","9","1050","0","9","721506","Jv27667             ","LPO1363             ","1"
"S.15                ","13","1050","0","13","721507","Jv27669             ","LPO1364             ","1"
"S.6                 ","400","31.204","0","400","721508","Jv27688             ","B/No899             ",""
"S.120               ","145","67.241379","0","145","721509","Jv27691             ","LPO1360             ","183"
"S.60166             ","540","25.149074","0","540","721510","Jv27692             ","B/No900             ",""
"S.7                 ","13462.8","37.56477","0","13462.8","721511","Jv27696             ","B/No901             ",""
"S.15                ","3","900","0","3","721512","Jv27701             ","LPO1365             ","1"
"S.7                 ","11063.8","33.978617","0","11063.8","721513","Jv27706             ","B/No902             ",""
"S.60205             ","200","157.758621","0","200","721514","Jv27714             ","LPO1366             ","1"
"S.15                ","46","1100","0","46","721515","Jv27716             ","LPO1367             ","1"
"S.15                ","50","1100","0","50","721516","Jv27718             ","LPO1368             ","1"
"S.15                ","78","1000","0","78","721517","Jv27720             ","LPO1369             ","1"
"S.15                ","6","900","0","6","721518","Jv27722             ","LPO1370             ","1"
"S.15                ","25","1000","0","25","721519","Jv27726             ","LPO1371             ","1"
"S.120               ","145","67.241379","0","145","721520","Jv27731             ","LPO1353             ","183"
"S.15                ","59","1000","0","59","721521","Jv27734             ","LPO1372             ","1"
"S.113               ","400","99.074074","0","400","721522","Jv27738             ","LPO1373             ","1"
"S.15                ","20","1000","0","20","721523","Jv27740             ","LPO1374             ","1"
"S.15                ","40","1100","0","40","721524","Jv27742             ","LPO1375             ","1"
"S.15                ","13","1000","0","13","721525","Jv27744             ","LPO1376             ","1"
"S.6                 ","10460","38.20934","0","10460","721526","Jv27767             ","B/No903             ",""
"S.7                 ","13462","43.329889","0","13462","721527","Jv27768             ","B/No904             ",""
"S.160               ","180","850","0","180","721528","Jv27773             ","LPO1377             ","1"
"S.7                 ","13461","43.330143","0","13461","721529","Jv27775             ","B/No905             ",""
"S.150               ","6087","40.569949","0","6087","721530","Jv27776             ","B/No906             ",""
"S.60206             ","9233","69.143434","0","9233","721531","Jv27777             ","B/No907             ",""
"S.6                 ","10850","39.09247","0","10850","721532","Jv27796             ","B/No908             ",""
"S.99                ","6014","41.911849","0","6014","721533","Jv27797             ","B/No909             ",""
"S.113               ","3000","95.37037","0","3000","721534","Jv27979             ","LPO1380             ","1"
"S.15                ","56","1050","0","56","721535","Jv27990             ","LPO1381             ","1"
"S.120               ","145","67.241379","0","145","721536","Jv27993             ","LPO1379             ","183"
"S.113               ","5000","92.592593","0","5000","721537","Jv28011             ","LPO1378             ","1"
"S.7                 ","12862","42.747859","0","12862","721538","Jv28023             ","B/No910             ",""
"S.6                 ","13069","43.008341","0","13069","721539","Jv28024             ","B/No911             ",""
"S.7                 ","13062","43.030544","0","13062","721540","Jv28025             ","B/No912             ",""
"S.15                ","52","1200","0","52","721541","Jv28067             ","LPO1382             ","1"
"S.15                ","120","1200","0","120","721542","Jv28081             ","LPO1383             ","1"
"S.15                ","130","1200","0","130","721543","Jv28087             ","LPO1384             ","1"
"S.160               ","360","850","0","360","721544","Jv28093             ","LPO1385             ","1"
"S.15                ","11","900","0","11","721545","Jv28095             ","LPO1386             ","1"
"S.15                ","11","900","0","11","721546","Jv28097             ","LPO1389             ","1"
"S.60185             ","480.8","35.773831","0","480.8","721547","Jv28121             ","B/No913             ",""
"S.60185             ","-0.8","35.833454","0","-0.8","721548","Jv28132             ","B/No914             ",""
"S.60185             ","1157","37.30516","0","1157","721549","Jv28134             ","B/No915             ",""
"S.60185             ","163","32.698538","0","163","721550","Jv28135             ","B/No916             ",""
"S.103               ","421","37.525914","0","421","721551","Jv28136             ","B/No917             ",""
"S.103               ","-41","41.574763","0","-41","721552","Jv28137             ","B/No918             ",""
"S.34                ","145","67.241379","0","145","721553","Jv28183             ","LPO1390             ","183"
"S.7                 ","12960","42.896904","0","12960","721554","Jv28187             ","B/No919             ",""
"S.7                 ","12960","42.896904","0","12960","721555","Jv28188             ","B/No920             ",""
"S.15                ","126","1239.6825396825","0","126","721556","Jv28290             ","LPO1393             ","1"
"S.15                ","15","1000","0","15","721557","Jv28292             ","LPO1394             ","1"
"S.90                ","220","485","0","220","721558","Jv28295             ","LPO1395             ","1"
"S.15                ","145","1234.4827586207","0","145","721559","Jv28306             ","LPO1396             ","1"
"S.15                ","12","1225","0","12","721560","Jv28308             ","LPO1397             ","1"
"S.161               ","420","725","0","420","721561","Jv28310             ","LPO1398             ","1"
"S.120               ","145","67.241379","0","145","721562","Jv28387             ","LPO1391             ","183"
"S.60177             ","2500","290","0","2500","721563","Jv28394             ","LPO1392             ","1"
"S.15                ","30","1050","0","30","721564","Jv28468             ","LPO1399             ","1"
"S.15                ","80","1075","0","80","721565","Jv28472             ","LPO1400             ","1"
"S.15                ","25","1000","0","25","721566","Jv28475             ","LPO1401             ","1"
"S.15                ","80","1000","0","80","721567","Jv28477             ","LPO1402             ","1"
"S.15                ","1","900","0","1","721568","Jv28479             ","LPO1403             ","1"
"S.113               ","300","107.81481433333","0","300","721569","Jv28481             ","LPO1404             ","1"
"S.13                ","200","102","0","200","721570","Jv28481             ","LPO1404             ","1"
"S.60185             ","163","32.698538","0","163","721571","Jv28551             ","B/No921             ",""
"S.60185             ","199.2","25.294203","0","199.2","721572","Jv28552             ","B/No922             ",""
"S.103               ","-2.2","34.848145","0","-2.2","721573","Jv28553             ","B/No923             ",""
"S.60185             ","199.2","25.294203","0","199.2","721574","Jv28554             ","B/No924             ",""
"S.60185             ","199.2","25.294203","0","199.2","721575","Jv28555             ","B/No925             ",""
"S.60185             ","199.2","25.294203","0","199.2","721576","Jv28556             ","B/No926             ",""
"S.60185             ","199.2","25.294203","0","199.2","721577","Jv28557             ","B/No913             ",""
"S.103               ","39.4","32.077493","0","39.4","721578","Jv28558             ","B/No842             ",""
"S.20164             ","200","18","0","200","721579","Jv28664             ","LPO1406             ","1"
"S.103               ","151.4","19.057788","0","151.4","721580","Jv28670             ","B/No868             ",""
"S.103               ","-2.2","34.848145","0","-2.2","721581","Jv28673             ","B/No879             ",""
"S.103               ","-9.5","36.292326","0","-9.5","721582","Jv28675             ","B/No869             ",""
"S.103               ","-3","35.601839","0","-3","721583","Jv28677             ","B/No837             ",""
"S.103               ","-41","41.574763","0","-41","721584","Jv28678             ","B/No917             ",""
"S.112               ","189.3","27.199224","0","189.3","721585","Jv28688             ","B/No833             ",""
"S.60185             ","57.6","34.39934","0","57.6","721586","Jv28689             ","B/No835             ",""
"S.60185             ","-25","40.16895","0","-25","721587","Jv28690             ","B/No834             ",""
"S.112               ","45.7","33.560694","0","45.7","721588","Jv28691             ","B/No836             ",""
"S.60166             ","76.6","36.141141","0","76.6","721589","Jv28694             ","B/No852             ",""
"S.60185             ","-69","36.918596","0","-69","721590","Jv28695             ","B/No855             ",""
"S.60166             ","38.1","31.598283","0","38.1","721591","Jv28699             ","B/No860             ",""
"S.60166             ","47.3","34.782281","0","47.3","721592","Jv28700             ","B/No893             ",""
"S.60185             ","-69.2","39.831686","0","-69.2","721593","Jv28702             ","B/No896             ",""
"S.60185             ","5.3","35.886502","0","5.3","721594","Jv28703             ","B/No895             ",""
"S.60166             ","133.9","33.34713","0","133.9","721595","Jv28705             ","B/No880             ",""
"S.60166             ","34.5","32.607519","0","34.5","721596","Jv28707             ","B/No881             ",""
"S.60166             ","-3.9","36.34404","0","-3.9","721597","Jv28709             ","B/No875             ",""
"S.60166             ","4","31.508272","0","4","721598","Jv28712             ","B/No900             ",""
"S.60166             ","62.5","28.780769","0","62.5","721599","Jv28713             ","B/No858             ",""
"S.60185             ","106","32.553591","0","106","721600","Jv28714             ","B/No863             ",""
"S.103               ","467.4","36.020013","0","467.4","721601","Jv28716             ","B/No927             ",""
"S.103               ","59.6","31.946402","0","59.6","721602","Jv28717             ","B/No927             ",""
"S.60185             ","521","38.102322","0","521","721603","Jv28718             ","B/No928             ",""
"S.15                ","40","1300","0","40","722262","Jv35769             ","LPO1687             ","1"
"S.60185             ","-1","38.175596","0","-1","721604","Jv28719             ","B/No928             ",""
"S.35                ","125","123.246","0","125","722263","Jv35793             ","B/No1198            ",""
"S.6                 ","10070.3","37.328703","0","10070.3","722264","Jv35807             ","B/No1199            ",""
"S.9                 ","11600","64.733793","0","11600","722265","Jv35808             ","B/No1200            ",""
"S.9                 ","11600","64.733793","0","11600","722266","Jv35809             ","B/No1201            ",""
"S.9                 ","11600","64.733793","0","11600","722267","Jv35810             ","B/No1202            ",""
"S.9                 ","11600","64.733793","0","11600","722268","Jv35811             ","B/No1203            ",""
"S.9                 ","11600","64.733793","0","11600","722269","Jv35812             ","B/No1204            ",""
"S.9                 ","11600","64.733793","0","11600","722270","Jv35813             ","B/No1205            ",""
"S.99                ","9774.48","38.013002","0","9774.48","722271","Jv35814             ","B/No1206            ",""
"S.15                ","29","1300","0","29","722272","Jv35816             ","LPO1692             ","1"
"S.136               ","702","100","0","702","722273","Jv35819             ","LPO1693             ","1"
