"docno","date","itemcode","externalref","narrative","amount","printed","journal","currency"
"Rct1597             ","10/27/2021 12:00:00 AM","Dr369               ","","Paid in KES","17500.00","True","Jv29914","KES       "
"Rct1598             ","10/28/2021 12:00:00 AM","Dr369               ","","Paid in KES","17500.00","True","Jv30027","KES       "
"Rct1599             ","10/28/2021 12:00:00 AM","Dr510815            ","MPESA","Paid in KES","50000.00","True","Jv30030","KES       "
"Rct1600             ","10/29/2021 12:00:00 AM","Dr369               ","","Paid in KES","52500.00","True","Jv30077","KES       "
"Rct1602             ","11/1/2021 12:00:00 AM","Dr518               ","chq626378","Paid in KES","1132137.00","True","Jv30170","KES       "
"Rct1603             ","11/1/2020 12:00:00 AM","Dr593               ","CHQ.002188","Paid in KES","65000.00","","Jv30172","KES       "
"Rct1604             ","11/2/2021 12:00:00 AM","Dr510930            ","Mpesa","Paid in KES","20000.00","True","Jv30195","KES       "
"Rct1606             ","11/2/2021 12:00:00 AM","Dr510815            ","MPESA","Paid in KES","5000.00","","Jv30196","KES       "
"Rct1608             ","11/2/2021 12:00:00 AM","Dr510832            ","MPESA","Paid in KES","6000.00","","Jv30197","KES       "
"Rct1611             ","11/3/2021 12:00:00 AM","Dr510896            ","Mpesa","Paid in KES","8960.00","True","Jv30208","KES       "
"Rct1613             ","11/3/2021 12:00:00 AM","Dr510866            ","Mpesa","Paid in KES","7200.00","True","Jv30228","KES       "
"Rct1614             ","11/4/2021 12:00:00 AM","Dr510865            ","mpesa","Paid in KES","8352.00","True","Jv30241","KES       "
"Rct1615             ","11/4/2021 12:00:00 AM","Dr510751            ","CHQ 074","Paid in KES","480000.00","True","Jv30254","KES       "
"Rct1617             ","9/29/2021 12:00:00 AM","Dr140670            ","","Paid in KES","342000.00","True","Jv30283","KES       "
"Rct1618             ","10/27/2021 12:00:00 AM","Dr510804            ","","Paid in KES","825517.00","True","Jv30297","KES       "
"Rct1620             ","11/8/2021 12:00:00 AM","Dr510895            ","","Paid in KES","164400.00","True","Jv30317","KES       "
"Rct1622             ","11/9/2021 12:00:00 AM","Dr510794            ","","Paid in KES","4000.00","True","Jv30339","KES       "
"Rct1623             ","11/9/2021 12:00:00 AM","Dr510931            ","","Paid in KES","900.00","True","Jv30340","KES       "
"Rct1624             ","11/9/2021 12:00:00 AM","Dr510932            ","","Paid in KES","14500.00","True","Jv30352","KES       "
"Rct1627             ","11/10/2021 12:00:00 AM","Dr369               ","mpesa","Paid in KES","35000.00","True","Jv30359","KES       "
"Rct1625             ","11/9/2021 12:00:00 AM","Dr471               ","RTGs","Paid in KES","290700.00","True","Jv30360","KES       "
"Rct1628             ","11/10/2021 12:00:00 AM","Dr370683            ","mpesa","Paid in KES","3000.00","True","Jv30369","KES       "
"Rct1629             ","11/11/2021 12:00:00 AM","Dr369               ","","Paid in KES","17500.00","True","Jv30505","KES       "
"Rct1630             ","11/11/2021 12:00:00 AM","Dr510933            ","mpesa","Paid in KES","5700.00","True","Jv30506","KES       "
"Rct1632             ","10/19/2021 12:00:00 AM","Dr510908            ","mpesa","Paid in KES","4850.00","True","Jv30570","KES       "
"Rct1634             ","11/15/2021 12:00:00 AM","Dr510888            ","","Paid in KES","4880.00","True","Jv30571","KES       "
"Rct1636             ","11/15/2021 12:00:00 AM","Dr510865            ","MPESA","Paid in KES","12528.00","True","Jv30642","KES       "
"Rct1637             ","11/16/2021 12:00:00 AM","Dr510865            ","MPESA","Paid in KES","8352.00","True","Jv30646","KES       "
"Rct1638             ","11/16/2021 12:00:00 AM","Dr510908            ","MPESA","Paid in KES","4850.00","True","Jv30655","KES       "
"Rct1639             ","11/16/2021 12:00:00 AM","Dr510894            ","MPESA","Paid in KES","4480.00","True","Jv30659","KES       "
"Rct1640             ","11/16/2021 12:00:00 AM","Dr510898            ","","Paid in KES","4530.00","True","Jv30660","KES       "
"Rct1641             ","11/16/2021 12:00:00 AM","Dr510897            ","MPESA","Paid in KES","4360.00","True","Jv30661","KES       "
"Rct1642             ","11/16/2021 12:00:00 AM","Dr510751            ","","Paid in KES","700000.00","True","Jv30662","KES       "
"Rct1645             ","11/16/2021 12:00:00 AM","Dr510751            ","chq000033","Paid in KES","788000.00","True","Jv30668","KES       "
"Rct1646             ","11/20/2021 12:00:00 AM","Dr428               ","","Paid in KES","1188.00","True","Jv30840","KES       "
"Rct1648             ","11/22/2021 12:00:00 AM","Dr510769            ","mpesa","Paid in KES","10125.00","True","Jv30909","KES       "
"Rct1649             ","11/22/2021 12:00:00 AM","Dr510751            ","chq000075","Paid in KES","800000.00","True","Jv30917","KES       "
"Rct1731             ","12/3/2021 12:00:00 AM","Dr510772            ","","Paid in KES","238000.00","True","Jv31918","KES       "
"Rct1733             ","12/20/2021 12:00:00 AM","Dr510794            ","mpesa","Paid in KES","30200.00","True","Jv31919","KES       "
"Rct1734             ","12/7/2021 12:00:00 AM","Dr510865            ","","Paid in KES","376.00","True","Jv31920","KES       "
"Rct1735             ","11/24/2021 12:00:00 AM","Dr510865            ","","Paid in KES","188.00","True","Jv31922","KES       "
"Rct1736             ","11/26/2021 12:00:00 AM","Dr510772            ","","Paid in KES","140000.00","True","Jv31925","KES       "
"Rct1737             ","11/2/2021 12:00:00 AM","Dr425               ","","Paid in KES","262500.00","True","Jv31926","KES       "
"Rct1738             ","11/22/2021 12:00:00 AM","Dr140670            ","","Paid in KES","342000.00","","Jv31927","KES       "
"Rct1739             ","11/25/2021 12:00:00 AM","Dr510769            ","","Paid in KES","6402.00","True","Jv31929","KES       "
"Rct1740             ","11/23/2021 12:00:00 AM","Dr510688            ","","Paid in KES","2609224.00","","Jv31930","KES       "
"Rct1741             ","12/17/2021 12:00:00 AM","Dr510780            ","","Paid in KES","500000.00","True","Jv31932","KES       "
"Rct1745             ","12/20/2021 12:00:00 AM","Dr510865            ","","Paid in KES","3988.00","True","Jv31946","KES       "
"Rct1746             ","12/20/2021 12:00:00 AM","Dr428               ","mpesa","Paid in KES","7250.00","True","Jv31947","KES       "
"Rct1748             ","1/16/2016 12:00:00 AM","Dr369               ","","Paid in KES","40000.00","","Jv31951","KES       "
"Rct1749             ","11/15/2021 12:00:00 AM","Dr518               ","2021","Paid in KES","654113.00","","Jv31959","KES       "
"Rct1750             ","12/21/2021 12:00:00 AM","Dr510794            ","","Paid in KES","28800.00","True","Jv31964","KES       "
"Rct1751             ","9/21/2021 12:00:00 AM","Dr533               ","","Paid in KES","235000.00","","Jv31971","KES       "
"Rct1753             ","10/2/2020 12:00:00 AM","Dr510741            ","","Paid in KES","399000.00","","Jv31979","KES       "
"Rct1754             ","9/25/2020 12:00:00 AM","Dr510741            ","","Paid in KES","698250.00","","Jv31983","KES       "
"Rct1755             ","9/22/2020 12:00:00 AM","Dr510741            ","","Paid in KES","698250.00","","Jv31985","KES       "
"Rct1756             ","10/15/2020 12:00:00 AM","Dr510741            ","","Paid in KES","698250.00","","Jv31988","KES       "
"Rct1757             ","8/28/2020 12:00:00 AM","Dr510712            ","1071/72","Paid in KES","1453200.00","","Jv31989","KES       "
"Rct1758             ","8/25/2020 12:00:00 AM","Dr510709            ","","Paid in KES","639795.36","","Jv31990","KES       "
"Rct1764             ","10/1/2021 12:00:00 AM","Dr510832            ","","Paid in KES","6000.00","","Jv32009","KES       "
"Rct1765             ","11/8/2021 12:00:00 AM","Dr510842            ","","Paid in KES","16500.00","","Jv32010","KES       "
"Rct1767             ","11/10/2021 12:00:00 AM","Dr384               ","","Paid in KES","16000.00","","Jv32011","KES       "
"Rct1768             ","10/2/2021 12:00:00 AM","Dr369               ","","Paid in KES","34000.00","","Jv32020","KES       "
"Rct1770             ","10/7/2021 12:00:00 AM","Dr510865            ","","Paid in KES","4176.00","","Jv32022","KES       "
"Rct1771             ","10/8/2021 12:00:00 AM","Dr510773            ","","Paid in KES","52200.00","","Jv32046","KES       "
"Rct1772             ","10/13/2021 12:00:00 AM","Dr510784            ","","Paid in KES","4600.00","","Jv32049","KES       "
"Rct1773             ","10/23/2021 12:00:00 AM","Dr510914            ","","Paid in KES","1300.00","","Jv32053","KES       "
"Rct1774             ","6/23/2021 12:00:00 AM","Dr510851            ","","Paid in KES","2600.00","","Jv32054","KES       "
"Rct1775             ","7/13/2021 12:00:00 AM","Dr510805            ","","Paid in KES","42000.00","","Jv32056","KES       "
"Rct1776             ","12/23/2021 12:00:00 AM","Dr510803            ","EFT","Paid in KES","19500.00","True","Jv32059","KES       "
"Rct1777             ","9/21/2021 12:00:00 AM","Dr510713            ","","Paid in KES","3330.00","","Jv32060","KES       "
"Rct1778             ","2/12/2021 12:00:00 AM","Dr510774            ","","Paid in KES","1600.00","","Jv32077","KES       "
"Rct1779             ","4/30/2021 12:00:00 AM","Dr384               ","","Paid in KES","15999.99","","Jv32078","KES       "
"Rct1780             ","4/29/2021 12:00:00 AM","Dr384               ","","Paid in KES","31849.39","","Jv32079","KES       "
"Rct1781             ","4/30/2021 12:00:00 AM","Dr50654             ","","Paid in KES","44750.00","","Jv32080","KES       "
"Rct1782             ","5/27/2021 12:00:00 AM","Dr510841            ","","Paid in KES","19800.00","","Jv32089","KES       "
"Rct1783             ","5/24/2021 12:00:00 AM","Dr369               ","","Paid in KES","16000.00","","Jv32090","KES       "
"Rct1784             ","5/8/2021 12:00:00 AM","Dr50654             ","","Paid in KES","20000.00","","Jv32091","KES       "
"Rct1785             ","5/8/2021 12:00:00 AM","Dr50654             ","","Paid in KES","10000.00","","Jv32092","KES       "
"Rct1786             ","5/7/2021 12:00:00 AM","Dr510829            ","","Paid in KES","6000.00","","Jv32093","KES       "
"Rct1787             ","6/18/2021 12:00:00 AM","Dr510784            ","","Paid in KES","37999.76","","Jv32096","KES       "
"Rct1788             ","12/9/2020 12:00:00 AM","Dr510773            ","","Paid in KES","53400.00","","Jv32097","KES       "
"Rct1789             ","12/11/2020 12:00:00 AM","Dr371               ","","Paid in KES","62000.00","","Jv32099","KES       "
"Rct1790             ","12/2/2020 12:00:00 AM","Dr510784            ","","Paid in KES","17500.00","","Jv32102","KES       "
"Rct1791             ","12/30/2020 12:00:00 AM","Dr510774            ","","Paid in KES","39000.00","","Jv32103","KES       "
"Rct1792             ","8/3/2020 12:00:00 AM","Dr510749            ","","Paid in KES","12810.00","","Jv32104","KES       "
"Rct1793             ","7/18/2020 12:00:00 AM","Dr510737            ","","Paid in KES","342000.00","","Jv32105","KES       "
"Rct1794             ","7/7/2020 12:00:00 AM","Dr510744            ","","Paid in KES","15500.00","","Jv32106","KES       "
"Rct1795             ","6/8/2020 12:00:00 AM","Dr510734            ","","Paid in KES","3420.00","","Jv32107","KES       "
"Rct1796             ","3/8/2021 12:00:00 AM","Dr510805            ","","Paid in KES","37300.00","","Jv32108","KES       "
"Rct1797             ","10/26/2020 12:00:00 AM","Dr458               ","","Paid in KES","57600.00","","Jv32109","KES       "
"Rct1798             ","10/13/2020 12:00:00 AM","Dr510760            ","","Paid in KES","7000.00","","Jv32110","KES       "
"Rct1800             ","11/16/2020 12:00:00 AM","Dr510767            ","","Paid in KES","4200.00","","Jv32111","KES       "
"Rct1801             ","11/19/2020 12:00:00 AM","Dr510765            ","","Paid in KES","28444.00","","Jv32112","KES       "
"Rct1802             ","11/12/2020 12:00:00 AM","Dr510773            ","","Paid in KES","8000.00","","Jv32115","KES       "
"Rct1803             ","11/3/2020 12:00:00 AM","Dr510770            ","","Paid in KES","20000.00","","Jv32119","KES       "
"Rct1804             ","6/21/2019 12:00:00 AM","Dr510703            ","","Paid in KES","51000.00","","Jv32123","KES       "
"Rct1868             ","1/31/2022 12:00:00 AM","Dr369               ","mpesa","Paid in KES","54000.00","True","Jv33111","KES       "
"Rct1869             ","1/31/2022 12:00:00 AM","Dr510862            ","MPESA","Paid in KES","20800.00","True","Jv33120","KES       "
"Rct1870             ","2/1/2022 12:00:00 AM","Dr369               ","","Paid in KES","54000.00","True","Jv33132","KES       "
"Rct1871             ","2/2/2022 12:00:00 AM","Dr510784            ","mpesa","Paid in KES","22500.00","True","Jv33157","KES       "
"Rct1872             ","2/2/2022 12:00:00 AM","Dr510832            ","Mpesa","Paid in KES","6300.00","True","Jv33158","KES       "
"Rct1873             ","2/2/2022 12:00:00 AM","Dr510815            ","Cash","Paid in KES","20000.00","True","Jv33160","KES       "
"Rct1874             ","2/3/2022 12:00:00 AM","Dr480685            ","","Paid in KES","31900.00","True","Jv33296","KES       "
"Rct1875             ","2/3/2022 12:00:00 AM","Dr510804            ","","Paid in KES","884482.00","True","Jv33297","KES       "
"Rct1876             ","2/3/2022 12:00:00 AM","Dr547               ","","Paid in KES","240000.00","True","Jv33298","KES       "
"Rct1877             ","2/5/2022 12:00:00 AM","Dr425               ","","Paid in KES","52500.00","True","Jv33361","KES       "
"Rct1878             ","2/5/2022 12:00:00 AM","Dr510794            ","","Paid in KES","28000.00","True","Jv33367","KES       "
"Rct1879             ","2/2/2022 12:00:00 AM","Dr533               ","","Paid in KES","100000.00","True","Jv33381","KES       "
"Rct1881             ","2/9/2022 12:00:00 AM","Dr510855            ","Mpesa","Paid in KES","36000.00","True","Jv33419","KES       "
"Rct1882             ","11/23/2021 12:00:00 AM","Dr510815            ","INV.2071","Paid in KES","18200.00","","Jv33497","KES       "
"Rct1883             ","2/14/2022 12:00:00 AM","Dr510794            ","Cash","Paid in KES","32000.00","True","Jv33501","KES       "
"Rct1884             ","2/17/2022 12:00:00 AM","Dr510784            ","","Paid in KES","22500.00","True","Jv33618","KES       "
"Rct1885             ","2/17/2022 12:00:00 AM","Dr510784            ","","Paid in KES","22500.00","True","Jv33619","KES       "
"Rct1886             ","2/17/2022 12:00:00 AM","Dr510958            ","MPESA","Paid in KES","22725.00","True","Jv33623","KES       "
"Rct1887             ","2/19/2022 12:00:00 AM","Dr369               ","mpesa","Paid in KES","54000.00","True","Jv33697","KES       "
"Rct1888             ","2/16/2022 12:00:00 AM","Dr510794            ","Mpesa","Paid in KES","800.00","True","Jv33698","KES       "
"Rct1889             ","2/14/2022 12:00:00 AM","Dr593               ","","Paid in KES","27025.00","True","Jv33699","KES       "
"Rct1890             ","2/21/2022 12:00:00 AM","Dr369               ","","Paid in KES","36000.00","True","Jv33707","KES       "
"Rct1891             ","2/18/2022 12:00:00 AM","Dr510850            ","","Paid in KES","3600.00","True","Jv33780","KES       "
"Rct1892             ","2/22/2022 12:00:00 AM","Dr593               ","Mpesa","Paid in KES","18000.00","True","Jv33810","KES       "
"Rct1893             ","1/26/2022 12:00:00 AM","Dr510800            ","","Paid in KES","600000.00","","Jv33855","KES       "
"Rct1894             ","2/23/2022 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","36000.00","True","Jv33876","KES       "
"Rct1895             ","2/23/2022 12:00:00 AM","Dr510962            ","","Paid in KES","64600.00","True","Jv33881","KES       "
"Rct1896             ","2/25/2022 12:00:00 AM","Dr510784            ","mpesa ","Paid in KES","22500.00","True","Jv33937","KES       "
"Rct1897             ","2/25/2022 12:00:00 AM","Dr510832            ","mpesa","Paid in KES","6300.00","True","Jv33941","KES       "
"Rct1898             ","2/25/2022 12:00:00 AM","Dr369               ","mpesa","Paid in KES","36000.00","True","Jv33945","KES       "
"Rct1899             ","2/26/2022 12:00:00 AM","Dr593               ","","Paid in KES","42000.00","True","Jv33967","KES       "
"Rct1900             ","2/26/2022 12:00:00 AM","Dr369               ","","Paid in KES","36000.00","True","Jv33968","KES       "
"Rct1902             ","2/18/2022 12:00:00 AM","Dr510824            ","000162","Paid in KES","70758.00","True","Jv33993","KES       "
"Rct1903             ","2/18/2022 12:00:00 AM","Dr510824            ","000173","Paid in KES","112526.00","True","Jv33994","KES       "
"Rct1904             ","2/28/2022 12:00:00 AM","Dr510824            ","000171","Paid in KES","41767.00","True","Jv33995","KES       "
"Rct1905             ","2/22/2022 12:00:00 AM","Dr510778            ","","Paid in KES","270000.00","True","Jv33997","KES       "
"Rct1906             ","2/18/2022 12:00:00 AM","Dr510912            ","","Paid in KES","60000.00","True","Jv33998","KES       "
"Rct1907             ","2/16/2022 12:00:00 AM","Dr510772            ","","Paid in KES","238800.00","True","Jv34000","KES       "
"Rct1908             ","2/16/2022 12:00:00 AM","Dr510780            ","","Paid in KES","302000.00","True","Jv34001","KES       "
"Rct1909             ","2/15/2022 12:00:00 AM","Dr510855            ","","Paid in KES","144000.00","True","Jv34002","KES       "
"Rct1910             ","2/15/2022 12:00:00 AM","Dr510948            ","","Paid in KES","1218620.65","True","Jv34004","KES       "
"Rct1911             ","2/14/2022 12:00:00 AM","Dr510803            ","","Paid in KES","19500.00","True","Jv34006","KES       "
"Rct1912             ","2/14/2022 12:00:00 AM","Dr510955            ","","Paid in KES","25797.00","True","Jv34008","KES       "
"Rct1913             ","2/11/2022 12:00:00 AM","Dr510810            ","","Paid in KES","845172.00","True","Jv34009","KES       "
"Rct1915             ","2/9/2022 12:00:00 AM","Dr425               ","","Paid in KES","350000.00","True","Jv34011","KES       "
"Rct1917             ","2/8/2022 12:00:00 AM","Dr510954            ","","Paid in KES","20000.00","True","Jv34012","KES       "
"Rct1918             ","2/23/2022 12:00:00 AM","Dr510794            ","","Paid in KES","5500.00","True","Jv34013","KES       "
"Rct1919             ","2/3/2022 12:00:00 AM","Dr510688            ","","Paid in KES","884482.00","True","Jv34014","KES       "
"Rct1920             ","2/22/2022 12:00:00 AM","Dr510780            ","","Paid in KES","156000.00","True","Jv34015","KES       "
"Rct1921             ","2/12/2022 12:00:00 AM","Dr510892            ","","Paid in KES","330000.00","True","Jv34016","KES       "
"Rct1922             ","2/4/2022 12:00:00 AM","Dr510780            ","","Paid in KES","140000.00","True","Jv34017","KES       "
"Rct1923             ","1/31/2022 12:00:00 AM","Dr510780            ","","Paid in KES","162000.00","","Jv34018","KES       "
"Rct1926             ","2/17/2022 12:00:00 AM","Dr510771            ","","Paid in KES","500000.00","True","Jv34020","KES       "
"Rct1927             ","1/11/2022 12:00:00 AM","Dr533               ","","Paid in KES","102000.00","","Jv34021","KES       "
"Rct1928             ","1/11/2022 12:00:00 AM","Dr510790            ","P0286","Paid in KES","65000.00","","Jv34022","KES       "
"Rct1930             ","1/21/2022 12:00:00 AM","Dr510940            ","","Paid in KES","13049.00","","Jv34023","KES       "
"Rct1932             ","12/15/2021 12:00:00 AM","Dr510805            ","","Paid in KES","814.00","","Jv34024","KES       "
"Rct1933             ","2/28/2022 12:00:00 AM","Dr510963            ","CASH","Paid in KES","1400.00","True","Jv34028","KES       "
"Rct1937             ","2/9/2022 12:00:00 AM","Dr369               ","","Paid in KES","54000.00","True","Jv34035","KES       "
"Rct1938             ","3/1/2022 12:00:00 AM","Dr510964            ","MPESA","Paid in KES","5500.00","True","Jv34062","KES       "
"Rct1939             ","3/1/2022 12:00:00 AM","Dr369               ","MPESA","Paid in KES","36000.00","True","Jv34063","KES       "
"Rct1940             ","3/1/2022 12:00:00 AM","Dr392               ","","Paid in KES","27000.00","True","Jv34087","KES       "
"Rct1941             ","3/1/2022 12:00:00 AM","Dr510805            ","mpesa","Paid in KES","43200.00","True","Jv34167","KES       "
"Rct1942             ","2/14/2022 12:00:00 AM","Dr510966            ","MPESA","Paid in KES","25797.00","True","Jv34176","KES       "
"Rct1943             ","3/2/2022 12:00:00 AM","Dr510964            ","MPESA","Paid in KES","5500.00","True","Jv34180","KES       "
"Rct1944             ","3/2/2022 12:00:00 AM","Dr510967            ","","Paid in KES","18900.00","True","Jv34187","KES       "
"Rct1946             ","3/2/2022 12:00:00 AM","Dr510855            ","mpesa","Paid in KES","126000.00","True","Jv34191","KES       "
"Rct1947             ","3/1/2022 12:00:00 AM","Dr605               ","","Paid in KES","90000.00","True","Jv34202","KES       "
"Rct1948             ","3/3/2022 12:00:00 AM","Dr510771            ","","Paid in KES","168000.00","True","Jv34322","KES       "
"Rct1949             ","3/4/2022 12:00:00 AM","Dr510912            ","","Paid in KES","47520.00","True","Jv34323","KES       "
"Rct1951             ","3/5/2022 12:00:00 AM","Dr369               ","","Paid in KES","54000.00","True","Jv34349","KES       "
"Rct1955             ","3/8/2022 12:00:00 AM","Dr510967            ","MPESA","Paid in KES","3050.00","True","Jv34527","KES       "
"Rct1956             ","3/8/2022 12:00:00 AM","Dr510864            ","MPESA","Paid in KES","235000.00","True","Jv34638","KES       "
"Rct1958             ","3/8/2022 12:00:00 AM","Dr510864            ","MPESA","Paid in KES","50400.00","True","Jv34639","KES       "
"Rct1960             ","3/8/2022 12:00:00 AM","Dr510864            ","CHEQUE","Paid in KES","302400.00","True","Jv34640","KES       "
"Rct1962             ","2/25/2022 12:00:00 AM","Dr510758            ","","Paid in KES","656925.00","True","Jv34693","KES       "
"Rct1963             ","2/22/2022 12:00:00 AM","Dr510751            ","","Paid in KES","840000.00","True","Jv34694","KES       "
"Rct1964             ","3/11/2022 12:00:00 AM","Dr510788            ","mpesa","Paid in KES","45000.00","True","Jv34698","KES       "
"Rct1965             ","1/25/2022 12:00:00 AM","Dr510819            ","","Paid in KES","1098276.30","","Jv34713","KES       "
"Rct1966             ","3/11/2022 12:00:00 AM","Dr510971            ","mpesa","Paid in KES","80000.00","True","Jv34714","KES       "
"Rct1967             ","3/4/2022 12:00:00 AM","Dr510906            ","","Paid in KES","31360.00","True","Jv34715","KES       "
"Rct1968             ","2/7/2022 12:00:00 AM","Dr471               ","","Paid in KES","185250.00","","Jv34718","KES       "
"Rct1969             ","2/9/2022 12:00:00 AM","Dr510688            ","","Paid in KES","3478966.00","","Jv34720","KES       "
"Rct1970             ","3/8/2022 12:00:00 AM","Dr510795            ","","Paid in KES","495000.00","True","Jv34722","KES       "
"Rct1971             ","3/10/2022 12:00:00 AM","Dr510751            ","","Paid in KES","840000.00","True","Jv34723","KES       "
"Rct1973             ","3/11/2022 12:00:00 AM","Dr510804            ","","Paid in KES","835345.00","","Jv34725","KES       "
"Rct1974             ","3/12/2022 12:00:00 AM","Dr510784            ","mpesa","Paid in KES","94500.00","True","Jv34729","KES       "
"Rct1976             ","3/14/2022 12:00:00 AM","Dr510934            ","","Paid in KES","59130.00","True","Jv34793","KES       "
"Rct1978             ","3/18/2022 12:00:00 AM","Dr369               ","","Paid in KES","60000.00","True","Jv35037","KES       "
"Rct1980             ","12/22/2021 12:00:00 AM","Dr510942            ","7976","Paid in KES","28200.00","","Jv35039","KES       "
"Rct1981             ","3/7/2022 12:00:00 AM","Dr605               ","480 481","Paid in KES","1895000.00","True","Jv35041","KES       "
"Rct1982             ","3/18/2022 12:00:00 AM","Dr510795            ","chq001029","Paid in KES","495000.00","True","Jv35049","KES       "
"Rct1983             ","3/21/2022 12:00:00 AM","Dr510934            ","MPESA","Paid in KES","48500.00","True","Jv35062","KES       "
"Rct1984             ","3/21/2022 12:00:00 AM","Dr510904            ","MPESA","Paid in KES","13000.00","True","Jv35070","KES       "
"Rct1985             ","3/22/2022 12:00:00 AM","Dr510832            ","","Paid in KES","6300.00","True","Jv35100","KES       "
"Rct1986             ","3/7/2022 12:00:00 AM","Dr510778            ","","Paid in KES","980000.00","True","Jv35128","KES       "
"Rct1987             ","3/3/2022 12:00:00 AM","Dr510778            ","","Paid in KES","630000.00","True","Jv35129","KES       "
"Rct1988             ","3/22/2022 12:00:00 AM","Dr510784            ","","Paid in KES","23000.00","True","Jv35133","KES       "
"Rct1989             ","3/22/2022 12:00:00 AM","Dr593               ","Mpesa","Paid in KES","2500.00","True","Jv35140","KES       "
"Rct1990             ","3/22/2022 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","4600.00","True","Jv35141","KES       "
"Rct1991             ","3/5/2022 12:00:00 AM","Dr510722            ","","Paid in KES","89999.02","True","Jv35197","KES       "
"Rct1992             ","3/8/2022 12:00:00 AM","Dr510722            ","38186","Paid in KES","800000.00","True","Jv35199","KES       "
"Rct1993             ","3/8/2022 12:00:00 AM","Dr510722            ","38187","Paid in KES","473000.00","True","Jv35200","KES       "
"Rct1994             ","3/25/2022 12:00:00 AM","Dr510843            ","mpesa","Paid in KES","13320.00","True","Jv35210","KES       "
"Rct1995             ","3/28/2022 12:00:00 AM","Dr510805            ","mpesa","Paid in KES","71900.00","True","Jv35242","KES       "
"Rct1996             ","3/24/2022 12:00:00 AM","Dr584               ","","Paid in KES","292500.00","True","Jv35245","KES       "
"Rct1997             ","3/30/2022 12:00:00 AM","Dr510942            ","chq008072","Paid in KES","28200.00","True","Jv35293","KES       "
"Rct1998             ","1/10/2022 12:00:00 AM","Dr510815            ","INV.2158/2162","Paid in KES","55000.00","","Jv35297","KES       "
"Rct1999             ","3/29/2022 12:00:00 AM","Dr584               ","cash","Paid in KES","295000.00","True","Jv35302","KES       "
"Rct2001             ","3/3/2022 12:00:00 AM","Dr510969            ","","Paid in KES","26100.00","","Jv35303","KES       "
"Rct2002             ","3/28/2022 12:00:00 AM","Dr510912            ","","Paid in KES","109440.00","","Jv35304","KES       "
"Rct2003             ","3/31/2022 12:00:00 AM","Dr392               ","Mpesa","Paid in KES","45000.00","True","Jv35308","KES       "
"Rct2006             ","4/1/2022 12:00:00 AM","Dr510975            ","","Paid in KES","20500.00","True","Jv35408","KES       "
"Rct2010             ","4/2/2022 12:00:00 AM","Dr510866            ","","Paid in KES","9744.00","True","Jv35433","KES       "
"Rct2011             ","4/4/2022 12:00:00 AM","Dr510804            ","CHQ001845","Paid in KES","963104.00","True","Jv35440","KES       "
"Rct2013             ","4/4/2022 12:00:00 AM","Dr510977            ","Mpesa","Paid in KES","57000.00","True","Jv35454","KES       "
"Rct2015             ","4/4/2022 12:00:00 AM","Dr510766            ","107520","Paid in KES","101931.00","True","Jv35475","KES       "
"Rct2016             ","4/6/2022 12:00:00 AM","Dr510904            ","MPESA","Paid in KES","13000.00","True","Jv35482","KES       "
"Rct2018             ","4/6/2022 12:00:00 AM","Dr510976            ","Mpesa","Paid in KES","13350.00","True","Jv35488","KES       "
"Rct2019             ","4/7/2022 12:00:00 AM","Dr510795            ","CHQ001051","Paid in KES","800000.00","True","Jv35519","KES       "
"Rct2020             ","4/7/2022 12:00:00 AM","Dr510795            ","CHQ001052","Paid in KES","700000.00","True","Jv35521","KES       "
"Rct2021             ","4/7/2022 12:00:00 AM","Dr510795            ","CHQ001050","Paid in KES","850000.00","True","Jv35522","KES       "
"050322              ","3/5/2022 12:00:00 AM","Dr510842            ","","Paid in KES","84000.00","","Jv35623","KES       "
"Rct2023             ","4/7/2022 12:00:00 AM","Dr369               ","","Paid in KES","18000.00","True","Jv35624","KES       "
"Rct2024             ","3/16/2022 12:00:00 AM","Dr510968            ","","Paid in KES","1500.00","","Jv35627","KES       "
"Rct2025             ","4/8/2022 12:00:00 AM","Dr510976            ","mpesa","Paid in KES","14400.00","True","Jv35631","KES       "
"Rct2026             ","4/4/2022 12:00:00 AM","Dr510976            ","mpesa","Paid in KES","26700.00","True","Jv35632","KES       "
"Rct2027             ","4/6/2022 12:00:00 AM","Dr510978            ","","Paid in KES","7000.00","True","Jv35633","KES       "
"Rct2028             ","3/16/2022 12:00:00 AM","Dr510784            ","","Paid in KES","21000.00","","Jv35634","KES       "
"Rct2029             ","4/8/2022 12:00:00 AM","Dr510794            ","mpesa","Paid in KES","16500.00","True","Jv35637","KES       "
"Rct2030             ","4/7/2022 12:00:00 AM","Dr510716            ","TFR","Paid in KES","2308500.00","True","Jv35655","KES       "
"Rct2032             ","8/21/2021 12:00:00 AM","Dr369               ","","Paid in KES","84999.99","","Jv35670","KES       "
"Rct2033             ","8/29/2021 12:00:00 AM","Dr533               ","","Paid in KES","84999.99","","Jv35682","KES       "
"Rct2034             ","8/31/2021 12:00:00 AM","Dr533               ","","Paid in KES","33999.99","","Jv35685","KES       "
"Rct2035             ","9/6/2021 12:00:00 AM","Dr510876            ","","Paid in KES","25000.00","","Jv35688","KES       "
