"docno","date","itemcode","externalref","narrative","amount","printed","journal","currency"
"Rct650              ","4/16/2019 12:00:00 AM","Dr609               ","INV.799","Paid in KES","18000.00","True","Jv12100","KES       "
"Rct651              ","4/18/2019 12:00:00 AM","Dr470683            ","Chq31810","Paid in KES","849470.75","True","Jv12114","KES       "
"Rct652              ","4/27/2019 12:00:00 AM","Dr510695            ","INV.812","Paid in KES","1800.00","True","Jv12174","KES       "
"Rct653              ","4/25/2019 12:00:00 AM","Dr290678            ","chq011365","Paid in KES","154000.00","True","Jv12183","KES       "
"Rct654              ","4/29/2019 12:00:00 AM","Dr510696            ","INV.815","Paid in KES","48000.00","True","Jv12189","KES       "
"Rct655              ","5/2/2019 12:00:00 AM","Dr533               ","chq1304","Paid in KES","100000.00","True","Jv12203","KES       "
"Rct656              ","5/2/2019 12:00:00 AM","Dr510696            ","INV.816/818","Paid in KES","48000.00","True","Jv12213","KES       "
"Rct657              ","5/3/2019 12:00:00 AM","Dr510696            ","INV.817/820","Paid in KES","80000.00","True","Jv12217","KES       "
"Rct658              ","5/7/2019 12:00:00 AM","Dr510696            ","INV.826","Paid in KES","48000.00","True","Jv12265","KES       "
"Rct659              ","5/6/2019 12:00:00 AM","Dr510697            ","INV.828","Paid in KES","41500.00","True","Jv12276","KES       "
"Rct660              ","5/6/2019 12:00:00 AM","Dr457               ","chq14112","Paid in KES","877155.00","True","Jv12283","KES       "
"Rct662              ","4/25/2019 12:00:00 AM","Dr470683            ","Chq31811","Paid in KES","849470.75","True","Jv12313","KES       "
"Rct663              ","5/2/2019 12:00:00 AM","Dr470683            ","chq31812","Paid in KES","849470.75","True","Jv12314","KES       "
"Rct664              ","5/9/2019 12:00:00 AM","Dr470683            ","chq31813","Paid in KES","849470.75","True","Jv12315","KES       "
"Rct665              ","4/16/2019 12:00:00 AM","Dr510693            ","TRF","Paid in KES","4000000.00","True","Jv12318","KES       "
"Rct666              ","5/10/2019 12:00:00 AM","Dr510696            ","INV.836","Paid in KES","48000.00","True","Jv12350","KES       "
"Rct667              ","5/11/2019 12:00:00 AM","Dr510688            ","CHQ.001182","Paid in KES","772845.00","True","Jv12356","KES       "
"Rct668              ","4/26/2019 12:00:00 AM","Dr470683            ","cash","Paid in KES","54000.00","True","Jv12379","KES       "
"Rct669              ","5/16/2019 12:00:00 AM","Dr470683            ","chq31814","Paid in KES","849470.75","True","Jv12380","KES       "
"Rct670              ","5/2/2019 12:00:00 AM","Dr510690            ","inv823","Paid in KES","1120500.00","True","Jv12382","KES       "
"Rct671              ","5/7/2019 12:00:00 AM","Dr510690            ","inv823","Paid in KES","1120500.00","True","Jv12383","KES       "
"Rct672              ","5/10/2019 12:00:00 AM","Dr510690            ","inv837","Paid in KES","2241000.00","True","Jv12384","KES       "
"Rct673              ","5/13/2019 12:00:00 AM","Dr518               ","chq622728","Paid in KES","66000.00","True","Jv12385","KES       "
"Rct674              ","5/7/2019 12:00:00 AM","Dr547               ","inv829","Paid in KES","240000.00","True","Jv12388","KES       "
"Rct675              ","5/17/2019 12:00:00 AM","Dr510698            ","chq4925","Paid in KES","458017.00","True","Jv12389","KES       "
"Rct676              ","4/2/2019 12:00:00 AM","Dr593               ","chq1616","Paid in KES","42000.00","True","Jv12391","KES       "
"Rct677              ","4/15/2019 12:00:00 AM","Dr568               ","inv800,801","Paid in KES","180000.00","True","Jv12411","KES       "
"Rct679              ","4/26/2019 12:00:00 AM","Dr568               ","inv804","Pain in :KES","180000.00","True","Jv12412","KES       "
"Rct680              ","5/20/2019 12:00:00 AM","Dr471               ","TRF","Paid in KES","208450.00","True","Jv12421","KES       "
"Rct681              ","5/16/2019 12:00:00 AM","Dr510699            ","","Paid in KES","86777.23","True","Jv12467","KES       "
"Rct682              ","5/23/2019 12:00:00 AM","Dr470683            ","chq31815","Paid in KES","849470.75","True","Jv12521","KES       "
"Rct683              ","5/24/2019 12:00:00 AM","Dr510700            ","","Paid in KES","772845.00","True","Jv12554","KES       "
"Rct684              ","5/27/2019 12:00:00 AM","Dr561               ","chq000006","Pain in :KES","93000.00","True","Jv12556","KES       "
"Rct685              ","6/3/2019 12:00:00 AM","Dr510698            ","inv845","Paid in KES","736810.00","True","Jv12624","KES       "
"Rct686              ","6/7/2019 12:00:00 AM","Dr480685            ","CHQ.000127","Paid in KES","29000.00","True","Jv12628","KES       "
"Rct687              ","6/14/2019 12:00:00 AM","Dr510701            ","INV.854","Paid in KES","18000.00","True","Jv12687","KES       "
"Rct688              ","6/13/2019 12:00:00 AM","Dr510701            ","INV.851","Paid in KES","18000.00","True","Jv12688","KES       "
"Rct689              ","6/14/2019 12:00:00 AM","Dr510700            ","CHQ.001240","Paid in KES","772845.00","True","Jv12689","KES       "
"Rct690              ","6/12/2019 12:00:00 AM","Dr561               ","CHQ.000009","Paid in KES","46500.00","True","Jv12690","KES       "
"Rct692              ","6/13/2019 12:00:00 AM","Dr510698            ","chq004939","Paid in KES","464095.00","True","Jv12693","KES       "
"Rct693              ","6/13/2019 12:00:00 AM","Dr510698            ","chq004938","Paid in KES","900000.00","True","Jv12694","KES       "
"Rct694              ","6/20/2019 12:00:00 AM","Dr561               ","CHQ.000090","Paid in KES","46300.00","True","Jv12757","KES       "
"Rct695              ","6/20/2019 12:00:00 AM","Dr561               ","INV.858","Paid in KES","199.99","True","Jv12758","KES       "
"Rct696              ","6/28/2019 12:00:00 AM","Dr561               ","chq0093","Paid in KES","46500.00","True","Jv12795","KES       "
"Rct697              ","6/27/2019 12:00:00 AM","Dr510704            ","Mpesa","Paid in KES","50000.00","True","Jv12797","KES       "
"Rct698              ","6/25/2019 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","41000.00","True","Jv12798","KES       "
"Rct699              ","7/2/2019 12:00:00 AM","Dr510705            ","TRF","Paid in KES","247500.00","True","Jv12838","KES       "
"Rct700              ","6/14/2019 12:00:00 AM","Dr510702            ","trf","Paid in KES","720000.00","True","Jv12946","KES       "
"Rct701              ","6/21/2019 12:00:00 AM","Dr510702            ","inv589","Paid in KES","408000.00","True","Jv12947","KES       "
"Rct702              ","7/8/2019 12:00:00 AM","Dr533               ","chq15713","Paid in KES","100000.00","True","Jv13010","KES       "
"Rct703              ","7/3/2019 12:00:00 AM","Dr290678            ","mpesa","Paid in KES","22500.00","True","Jv13223","KES       "
"Rct704              ","4/15/2019 12:00:00 AM","Dr360683            ","CHQ190","Paid in KES","36000.00","","Jv13357","KES       "
"Rct705              ","5/2/2019 12:00:00 AM","Dr360683            ","chq206","Paid in KES","36000.00","True","Jv13368","KES       "
"inv779              ","5/21/2019 12:00:00 AM","Dr568               ","chq251","Pain in :KES","390000.00","","Jv13399","KES       "
"Rct707              ","7/5/2019 12:00:00 AM","Dr535               ","chqbbk","Paid in KES","909600.00","True","Jv13477","KES       "
"Rct708              ","7/10/2019 12:00:00 AM","Dr510688            ","chq3848","Paid in KES","700000.00","True","Jv13478","KES       "
"Rct709              ","7/10/2019 12:00:00 AM","Dr510688            ","chq3849","Paid in KES","566896.00","True","Jv13479","KES       "
"Rct710              ","7/9/2019 12:00:00 AM","Dr584               ","cqh2883","Paid in KES","808500.00","True","Jv13481","KES       "
"Rct711              ","7/15/2019 12:00:00 AM","Dr584               ","chq79","Paid in KES","928500.00","True","Jv13500","KES       "
"Rct712              ","7/18/2019 12:00:00 AM","Dr649               ","chq10817","Paid in KES","354238.00","True","Jv13527","KES       "
"Rct714              ","7/24/2019 12:00:00 AM","Dr470684            ","INV.879","Paid in KES","13000.00","True","Jv13587","KES       "
"Rct715              ","7/24/2019 12:00:00 AM","Dr471               ","INV.872","Paid in KES","951248.65","True","Jv13624","KES       "
"Rct716              ","2/20/2019 12:00:00 AM","Dr423               ","INV.763","Paid in KES","36000.00","True","Jv13637","KES       "
"Rct717              ","3/11/2019 12:00:00 AM","Dr423               ","INV.772","Paid in KES","36000.00","True","Jv13638","KES       "
"Rct718              ","7/18/2019 12:00:00 AM","Dr510701            ","Inv874","Paid in KES","18000.00","","Jv13665","KES       "
"Rct719              ","7/31/2019 12:00:00 AM","Dr471               ","TRF","Paid in KES","583286.00","True","Jv13689","KES       "
"Rct720              ","8/1/2019 12:00:00 AM","Dr423               ","chq652","Paid in KES","54000.00","True","Jv13691","KES       "
"Rct721              ","8/1/2019 12:00:00 AM","Dr423               ","chq001545","Pain in :KES","60000.00","True","Jv13692","KES       "
"Rct722              ","8/4/2019 12:00:00 AM","Dr510700            ","CHQ.001259","Paid in KES","231853.00","True","Jv13732","KES       "
"Rct723              ","8/5/2019 12:00:00 AM","Dr584               ","CHQ.003068","Paid in KES","313500.00","True","Jv13741","KES       "
"Rct724              ","8/5/2019 12:00:00 AM","Dr584               ","CHQ.003063","Paid in KES","990000.00","True","Jv13742","KES       "
"Rct726              ","7/31/2019 12:00:00 AM","Dr584               ","INV.878/881","Paid in KES","1303500.00","True","Jv13743","KES       "
"Rct727              ","8/8/2019 12:00:00 AM","Dr533               ","CHQ.001507","Paid in KES","50000.00","True","Jv13753","KES       "
"Rct728              ","8/8/2019 12:00:00 AM","Dr486               ","INV.890","Paid in KES","7000.00","True","Jv13767","KES       "
"Rct729              ","8/9/2019 12:00:00 AM","Dr486               ","INV.894","Paid in KES","3500.00","True","Jv13779","KES       "
"Rct730              ","8/15/2019 12:00:00 AM","Dr609               ","inv884","Paid in KES","94800.00","True","Jv13902","KES       "
"Rct731              ","8/9/2019 12:00:00 AM","Dr609               ","inv893","Paid in KES","113400.00","True","Jv13903","KES       "
"Rct732              ","8/2/2019 12:00:00 AM","Dr609               ","inv884","Paid in KES","94800.00","","Jv13904","KES       "
"Rct733              ","8/13/2019 12:00:00 AM","Dr535               ","inv898","Paid in KES","510000.00","True","Jv13921","KES       "
"Rct734              ","8/10/2019 12:00:00 AM","Dr369               ","CHQ.010914","Paid in KES","259500.00","True","Jv13928","KES       "
"Rct735              ","8/14/2019 12:00:00 AM","Dr423               ","CHQ.000697","Paid in KES","93600.00","True","Jv13935","KES       "
"Rct736              ","8/15/2019 12:00:00 AM","Dr435               ","CHQ.000668","Paid in KES","145500.00","True","Jv13936","KES       "
"Rct737              ","8/16/2019 12:00:00 AM","Dr510709            ","CHQ.000180","Paid in KES","419250.00","True","Jv13937","KES       "
"Rct739              ","7/3/2019 12:00:00 AM","Dr290678            ","inv866","Paid in KES","22500.00","","Jv13982","KES       "
"Rct741              ","7/31/2019 12:00:00 AM","Dr423               ","chq1545","Paid in KES","60000.00","","Jv14022","KES       "
"Rct742              ","7/31/2019 12:00:00 AM","Dr423               ","chq652","Paid in KES","54000.00","","Jv14023","KES       "
"Rct743              ","8/6/2019 12:00:00 AM","Dr510708            ","cash deposit","Pain in :KES","931750.00","True","Jv14024","KES       "
"Rct744              ","8/22/2019 12:00:00 AM","Dr510709            ","CHQ.000194","Paid in KES","630000.00","True","Jv14038","KES       "
"Rct745              ","8/17/2019 12:00:00 AM","Dr609               ","Mpesa","Paid in KES","48000.00","True","Jv14047","KES       "
"Rct746              ","7/9/2019 12:00:00 AM","Dr510706            ","cash","Paid in KES","255000.00","","Jv14078","KES       "
"Rct747              ","8/23/2019 12:00:00 AM","Dr510706            ","Chq634","Paid in KES","170000.00","True","Jv14079","KES       "
"Rct748              ","8/23/2019 12:00:00 AM","Dr547               ","chq135","Paid in KES","178000.00","True","Jv14080","KES       "
"Rct749              ","8/26/2019 12:00:00 AM","Dr609               ","INV.908/911","Paid in KES","41000.00","True","Jv14094","KES       "
"Rct751              ","8/27/2019 12:00:00 AM","Dr533               ","inv912","Paid in KES","162158.85","True","Jv14147","KES       "
"Rct752              ","8/28/2019 12:00:00 AM","Dr475               ","inv1980","Paid in KES","386560.00","True","Jv14155","KES       "
"Rct753              ","9/6/2019 12:00:00 AM","Dr535               ","inv919","Paid in KES","850000.00","True","Jv14285","KES       "
"Rct754              ","8/28/2019 12:00:00 AM","Dr470684            ","Cash","Paid in KES","36800.00","True","Jv14291","KES       "
"Rct755              ","9/12/2019 12:00:00 AM","Dr510706            ","CHQ.000172","Paid in KES","170000.00","True","Jv14395","KES       "
"Rct756              ","9/11/2019 12:00:00 AM","Dr510690            ","inv926","Paid in KES","2241000.00","True","Jv14421","KES       "
"Rct757              ","9/16/2019 12:00:00 AM","Dr510711            ","cHQ000243","Pain in :KES","120000.00","True","Jv14453","KES       "
"Rct758              ","8/6/2019 12:00:00 AM","Dr510698            ","inv888","Paid in KES","610690.00","True","Jv14500","KES       "
"Rct759              ","9/23/2019 12:00:00 AM","Dr510698            ","chq4984","Paid in KES","464655.00","True","Jv14501","KES       "
"Rct760              ","8/14/2019 12:00:00 AM","Dr584               ","inv896,897","Paid in KES","455000.00","True","Jv14506","KES       "
"Rct762              ","8/20/2019 12:00:00 AM","Dr584               ","inv902,904","Paid in KES","1700000.00","True","Jv14507","KES       "
"Rct763              ","8/26/2019 12:00:00 AM","Dr510707            ","chq903","Paid in KES","422730.00","True","Jv14508","KES       "
"Rct764              ","8/26/2019 12:00:00 AM","Dr584               ","inv909","Paid in KES","480000.00","True","Jv14510","KES       "
"Rct765              ","9/24/2019 12:00:00 AM","Dr443               ","Inv931","Paid in KES","180000.00","True","Jv14597","KES       "
"Rct766              ","9/25/2019 12:00:00 AM","Dr474               ","INV.932","Paid in KES","1700.00","True","Jv14606","KES       "
"Rct767              ","9/27/2019 12:00:00 AM","Dr471               ","inv921,925","Paid in KES","869701.72","True","Jv14678","KES       "
"Rct768              ","10/2/2019 12:00:00 AM","Dr486               ","Cash","Paid in KES","7000.00","True","Jv14720","KES       "
"Rct769              ","9/27/2019 12:00:00 AM","Dr510709            ","TRF","Paid in KES","1300000.00","True","Jv14741","KES       "
"Rct770              ","10/11/2019 12:00:00 AM","Dr561               ","chq000148","Paid in KES","32000.00","True","Jv14756","KES       "
"Rct772              ","10/11/2019 12:00:00 AM","Dr510715            ","cash","Paid in KES","1800.00","True","Jv14809","KES       "
"Rct773              ","10/14/2019 12:00:00 AM","Dr510717            ","cash","Paid in KES","2400.00","True","Jv14854","KES       "
"Rct774              ","10/17/2019 12:00:00 AM","Dr510706            ","chq3735","Paid in KES","310000.00","True","Jv14880","KES       "
"Rct775              ","10/17/2019 12:00:00 AM","Dr510706            ","chq3733","Paid in KES","990000.00","True","Jv14881","KES       "
"Rct776              ","10/17/2019 12:00:00 AM","Dr471               ","inv936","Paid in KES","338250.00","True","Jv14886","KES       "
"Rct777              ","9/11/2019 12:00:00 AM","Dr587               ","inv923","Paid in KES","32000.00","","Jv14888","KES       "
"Rct778              ","9/23/2019 12:00:00 AM","Dr450683            ","inv930","Paid in KES","28000.00","","Jv14889","KES       "
"Rct779              ","10/22/2019 12:00:00 AM","Dr510702            ","INV.958","Paid in KES","399500.00","True","Jv14971","KES       "
"Rct780              ","10/17/2019 12:00:00 AM","Dr369               ","cash deposit","Paid in KES","528750.00","True","Jv15089","KES       "
"Rct781              ","10/28/2019 12:00:00 AM","Dr369               ","chq011627","Paid in KES","87500.00","True","Jv15090","KES       "
"Rct782              ","10/29/2019 12:00:00 AM","Dr369               ","chq1136","Paid in KES","52500.00","True","Jv15107","KES       "
"Rct783              ","10/21/2019 12:00:00 AM","Dr533               ","chq16008","Paid in KES","531982.76","True","Jv15117","KES       "
"Rct784              ","10/17/2019 12:00:00 AM","Dr510716            ","inv947","Paid in KES","2062120.00","True","Jv15124","KES       "
"Rct785              ","11/1/2019 12:00:00 AM","Dr533               ","CHQ.016074","Paid in KES","145086.00","True","Jv15145","KES       "
"Rct786              ","11/15/2019 12:00:00 AM","Dr561               ","CHQ.000039","Paid in KES","17000.00","True","Jv15279","KES       "
"Rct787              ","11/15/2019 12:00:00 AM","Dr533               ","INV.974","Paid in KES","24000.00","True","Jv15283","KES       "
"Rct788              ","11/19/2019 12:00:00 AM","Dr561               ","CHQ.000042","Paid in KES","31000.00","True","Jv15290","KES       "
"Rct789              ","9/18/2019 12:00:00 AM","Dr510690            ","inv929","Paid in KES","2241000.00","True","Jv15412","KES       "
"Rct790              ","10/18/2019 12:00:00 AM","Dr584               ","TRF","Paid in KES","2112000.00","","Jv15424","KES       "
"Rct791              ","11/19/2019 12:00:00 AM","Dr584               ","inv975","Paid in KES","800000.00","True","Jv15425","KES       "
"Rct792              ","11/26/2019 12:00:00 AM","Dr584               ","inv963,971","Paid in KES","1600000.00","True","Jv15426","KES       "
"Rct793              ","11/27/2019 12:00:00 AM","Dr533               ","Mpesa","Paid in KES","51000.00","True","Jv15488","KES       "
"Rct794              ","11/29/2019 12:00:00 AM","Dr561               ","Chq000051","Paid in KES","31500.00","True","Jv15524","KES       "
"Rct796              ","10/29/2019 12:00:00 AM","Dr547               ","TRF","Paid in KES","260000.00","True","Jv15603","KES       "
"Rct797              ","12/5/2019 12:00:00 AM","Dr490684            ","102552","Paid in KES","41000.00","True","Jv15609","KES       "
"Rct798              ","12/6/2019 12:00:00 AM","Dr547               ","inv990","Paid in KES","160000.00","True","Jv15616","KES       "
"Rct799              ","11/29/2019 12:00:00 AM","Dr533               ","Mpesa","Paid in KES","116084.00","True","Jv15617","KES       "
"Rct800              ","11/28/2019 12:00:00 AM","Dr510720            ","Mpesa","Paid in KES","34000.00","True","Jv15619","KES       "
"Rct801              ","12/9/2019 12:00:00 AM","Dr369               ","Chq011975","Paid in KES","144000.00","True","Jv15671","KES       "
"Rct802              ","12/7/2019 12:00:00 AM","Dr290678            ","inv994","Paid in KES","204000.00","True","Jv15672","KES       "
"Rct804              ","12/7/2019 12:00:00 AM","Dr471               ","TRF","Paid in KES","1139739.50","True","Jv15673","KES       "
"Rct805              ","12/9/2019 12:00:00 AM","Dr609               ","INV.995","Paid in KES","17000.00","True","Jv15691","KES       "
"Rct806              ","12/17/2019 12:00:00 AM","Dr547               ","Inv998","Paid in KES","240000.00","True","Jv15709","KES       "
"Rct807              ","12/19/2019 12:00:00 AM","Dr561               ","inv999","Paid in KES","15500.00","True","Jv15749","KES       "
"Rct808              ","12/19/2019 12:00:00 AM","Dr510721            ","CHQ.010693","Paid in KES","31109.00","True","Jv15805","KES       "
"Rct809              ","12/19/2019 12:00:00 AM","Dr533               ","Mpesa","Paid in KES","51000.00","","Jv15828","KES       "
"Rct810              ","12/20/2019 12:00:00 AM","Dr533               ","Mpesa","Paid in KES","68000.00","","Jv15829","KES       "
"Rct811              ","12/21/2019 12:00:00 AM","Dr533               ","Mpesa","Paid in KES","136000.00","","Jv15830","KES       "
"Rct812              ","10/30/2019 12:00:00 AM","Dr510716            ","inv959","Paid in KES","2156569.00","","Jv15831","KES       "
"Rct813              ","11/13/2019 12:00:00 AM","Dr510716            ","inv960,962","Paid in KES","2156569.00","","Jv15834","KES       "
"Rct814              ","10/8/2019 12:00:00 AM","Dr510713            ","TRF","Paid in KES","234000.00","","Jv15934","KES       "
"Rct815              ","10/9/2019 12:00:00 AM","Dr535               ","TRF","Paid in KES","821048.00","","Jv15935","KES       "
"Rct816              ","10/8/2019 12:00:00 AM","Dr510714            ","chq7070","Paid in KES","47000.00","","Jv15936","KES       "
"Rct817              ","10/14/2019 12:00:00 AM","Dr510713            ","TRF","Paid in KES","390000.00","","Jv15939","KES       "
"Rct818              ","1/20/2020 12:00:00 AM","Dr510700            ","chq1378","Paid in KES","32038.00","True","Jv15967","KES       "
"Rct819              ","1/30/2020 12:00:00 AM","Dr510721            ","chq10251","Paid in KES","31109.00","True","Jv16126","KES       "
"Rct820              ","2/4/2020 12:00:00 AM","Dr510722            ","CHQ.034533","Paid in KES","786207.00","True","Jv16133","KES       "
"Rct821              ","2/5/2020 12:00:00 AM","Dr471               ","TRF","Paid in KES","693999.50","True","Jv16152","KES       "
"Rct822              ","11/1/2019 12:00:00 AM","Dr423               ","chq1565","Paid in KES","82800.00","True","Jv16165","KES       "
"Rct823              ","11/12/2019 12:00:00 AM","Dr510716            ","TRF","Paid in KES","2156568.97","","Jv16168","KES       "
"Rct824              ","11/25/2019 12:00:00 AM","Dr471               ","TRF","Paid in KES","342000.00","True","Jv16169","KES       "
"Rct825              ","12/11/2019 12:00:00 AM","Dr510690            ","TRF","Paid in KES","2207800.00","","Jv16177","KES       "
"Rct826              ","12/20/2019 12:00:00 AM","Dr547               ","TRF","Paid in KES","160000.00","","Jv16178","KES       "
"Rct827              ","12/9/2019 12:00:00 AM","Dr533               ","chq16193","Paid in KES","50000.00","","Jv16180","KES       "
"Rct828              ","2/7/2020 12:00:00 AM","Dr371               ","Mpesa","Paid in KES","49500.00","True","Jv16193","KES       "
"Rct829              ","1/15/2020 12:00:00 AM","Dr584               ","TRF","Paid in KES","1000000.00","True","Jv16305","KES       "
"Rct831              ","2/18/2020 12:00:00 AM","Dr584               ","TRF","Pain in :KES","600000.00","True","Jv16306","KES       "
"Rct832              ","2/18/2020 12:00:00 AM","Dr547               ","TRF","Paid in KES","273000.00","True","Jv16335","KES       "
"Rct833              ","2/20/2020 12:00:00 AM","Dr510710            ","Inv1018","Paid in KES","630000.00","True","Jv16336","KES       "
"Rct834              ","2/25/2020 12:00:00 AM","Dr423               ","chq1591","Paid in KES","156600.00","True","Jv16368","KES       "
"Rct835              ","2/28/2020 12:00:00 AM","Dr510710            ","TRF","Paid in KES","1050000.00","True","Jv16462","KES       "
"Rct836              ","3/5/2020 12:00:00 AM","Dr510690            ","TRF","Paid in KES","2214000.00","True","Jv16541","KES       "
"Rct837              ","3/9/2020 12:00:00 AM","Dr510690            ","inv1030","Paid in KES","2214000.00","True","Jv16593","KES       "
"Rct838              ","3/9/2020 12:00:00 AM","Dr533               ","chq016390","Paid in KES","365586.00","True","Jv16595","KES       "
"Rct839              ","1/22/2020 12:00:00 AM","Dr510716            ","TRF","Paid in KES","2202362.00","","Jv16670","KES       "
"Rct841              ","2/10/2020 12:00:00 AM","Dr510716            ","TRF","Paid in KES","2202362.00","True","Jv16671","KES       "
"Rct843              ","2/27/2020 12:00:00 AM","Dr510716            ","TRF","Paid in KES","4325121.00","True","Jv16674","KES       "
"Rct844              ","1/29/2020 12:00:00 AM","Dr290678            ","chq5054","Paid in KES","133655.00","","Jv16685","KES       "
"Rct845              ","1/20/2020 12:00:00 AM","Dr290678            ","TRF","Paid in KES","133655.00","","Jv16687","KES       "
"Rct846              ","3/16/2020 12:00:00 AM","Dr510725            ","chq003674","Paid in KES","800948.00","True","Jv16713","KES       "
"Rct848              ","3/14/2020 12:00:00 AM","Dr533               ","chq0016478","Paid in KES","100000.00","True","Jv16715","KES       "
"Rct849              ","3/19/2020 12:00:00 AM","Dr510728            ","INV.1040","Paid in KES","5040.00","True","Jv16775","KES       "
"Rct850              ","3/12/2020 12:00:00 AM","Dr510728            ","INV.1032","Paid in KES","8400.00","True","Jv16776","KES       "
"Rct851              ","3/18/2019 12:00:00 AM","Dr360683            ","INV774","Paid in KES","18000.00","","Jv16777","KES       "
"Rct853              ","3/24/2020 12:00:00 AM","Dr471               ","TRF","Paid in KES","679440.00","True","Jv16907","KES       "
"Rct854              ","4/14/2020 12:00:00 AM","Dr420683            ","chq000102","Paid in KES","328900.00","True","Jv17011","KES       "
"Rct855              ","4/14/2020 12:00:00 AM","Dr533               ","chq016529","Paid in KES","311000.00","True","Jv17021","KES       "
"Rct856              ","4/9/2020 12:00:00 AM","Dr510710            ","TRF","Paid in KES","1108500.00","True","Jv17039","KES       "
"Rct857              ","4/16/2020 12:00:00 AM","Dr510710            ","chq000199","Paid in KES","908500.00","True","Jv17040","KES       "
"Rct858              ","4/16/2020 12:00:00 AM","Dr510710            ","chq000200","Paid in KES","200000.00","True","Jv17041","KES       "
"Rct859              ","4/20/2020 12:00:00 AM","Dr510688            ","chq004534","Paid in KES","984421.00","True","Jv17078","KES       "
"Rct860              ","4/20/2020 12:00:00 AM","Dr584               ","TRF","Pain in :KES","320000.00","True","Jv17117","KES       "
"Rct861              ","4/15/2020 12:00:00 AM","Dr510716            ","TRF","Paid in KES","2161895.00","True","Jv17122","KES       "
"Rct862              ","4/23/2020 12:00:00 AM","Dr510704            ","TRF","Paid in KES","4868500.00","True","Jv17284","KES       "
"Rct863              ","3/5/2020 12:00:00 AM","Dr510704            ","TRF","Paid in KES","1543815.00","True","Jv17285","KES       "
"Rct864              ","4/30/2020 12:00:00 AM","Dr649               ","chq011707","Paid in KES","48055.90","True","Jv17290","KES       "
"Rct865              ","4/30/2020 12:00:00 AM","Dr649               ","chq031567","Paid in KES","691505.00","True","Jv17292","KES       "
"Rct866              ","4/30/2020 12:00:00 AM","Dr649               ","chq031566","Paid in KES","691505.00","True","Jv17294","KES       "
"Rct867              ","4/30/2020 12:00:00 AM","Dr649               ","chq031565","Paid in KES","691505.00","True","Jv17296","KES       "
"Rct868              ","4/25/2020 12:00:00 AM","Dr471               ","TRF","Paid in KES","704000.00","True","Jv17310","KES       "
"Rct869              ","4/24/2020 12:00:00 AM","Dr547               ","TRF","Paid in KES","300000.00","True","Jv17312","KES       "
"Rct870              ","5/7/2020 12:00:00 AM","Dr533               ","chq362","Paid in KES","500000.00","True","Jv17373","KES       "
"Rct871              ","5/12/2020 12:00:00 AM","Dr435               ","chq000678","Paid in KES","567000.00","True","Jv17391","KES       "
"Rct873              ","5/12/2020 12:00:00 AM","Dr423               ","chq000027","Paid in KES","144506.40","True","Jv17392","KES       "
"Rct874              ","5/4/2020 12:00:00 AM","Dr510733            ","TRF","Paid in KES","2160000.00","","Jv17476","KES       "
"Rct875              ","5/4/2020 12:00:00 AM","Dr510716            ","TRF","Paid in KES","2161895.00","","Jv17477","KES       "
"Rct876              ","5/20/2020 12:00:00 AM","Dr533               ","chq","Paid in KES","500000.00","True","Jv17538","KES       "
"Rct877              ","5/12/2020 12:00:00 AM","Dr533               ","chq016598","Paid in KES","100000.00","","Jv17544","KES       "
"Rct878              ","5/28/2020 12:00:00 AM","Dr510704            ","inv1083","Paid in KES","990990.00","True","Jv17631","KES       "
"Rct879              ","6/13/2020 12:00:00 AM","Dr510700            ","CHQ.001432","Paid in KES","80562.00","True","Jv17653","KES       "
"Rct880              ","6/11/2020 12:00:00 AM","Dr510733            ","Inv1090","Paid in KES","2052000.00","True","Jv17754","KES       "
"Rct881              ","6/12/2020 12:00:00 AM","Dr510704            ","Inv1089","Paid in KES","148000.00","True","Jv17755","KES       "
"Rct882              ","6/17/2020 12:00:00 AM","Dr510737            ","Mpesa","Paid in KES","185000.00","True","Jv17757","KES       "
"Rct883              ","6/18/2020 12:00:00 AM","Dr510725            ","chq004128","Paid in KES","800948.00","True","Jv17760","KES       "
"Rct884              ","3/4/2020 12:00:00 AM","Dr510727            ","Mpesa","Paid in KES","15100.00","","Jv17764","KES       "
"Rct885              ","4/7/2020 12:00:00 AM","Dr510732            ","inv1055","Paid in KES","165000.00","","Jv17765","KES       "
"Rct886              ","3/13/2020 12:00:00 AM","Dr533               ","Mpesa","Paid in KES","71000.00","","Jv17766","KES       "
"Rct887              ","5/29/2020 12:00:00 AM","Dr510728            ","inv1076","Paid in KES","3360.00","True","Jv17776","KES       "
"Rct888              ","6/8/2020 12:00:00 AM","Dr510735            ","cash","Paid in KES","22000.00","True","Jv17777","KES       "
"Rct889              ","6/9/2020 12:00:00 AM","Dr510735            ","cash","Paid in KES","12078.00","True","Jv17778","KES       "
"Rct890              ","6/11/2020 12:00:00 AM","Dr510736            ","Mpesa","Paid in KES","4000.00","True","Jv17779","KES       "
"Rct891              ","6/6/2020 12:00:00 AM","Dr330681            ","C. deposit","Paid in KES","124800.00","True","Jv17780","KES       "
"Rct892              ","6/8/2020 12:00:00 AM","Dr330681            ","Mpesa","Paid in KES","85400.00","True","Jv17781","KES       "
"Rct893              ","6/6/2020 12:00:00 AM","Dr330681            ","C. deposit","Paid in KES","124800.00","","Jv17782","KES       "
