"itemcode","date","invoiceno","journalno","doctype","receiptno","amount","receiptjournal"
"cr447               ","4/2/2014 12:00:00 AM","P.O788              ","J.9542              ","20","1962                ","33200.00","J.18076             "
"cr447               ","4/10/2014 12:00:00 AM","P.O797              ","J.9237              ","20","1962                ","166000.00","J.18076             "
"cr447               ","4/15/2015 12:00:00 AM","P.O1232             ","J.13346             ","20","1962                ","22800.00","J.18076             "
"cr447               ","3/15/2016 12:00:00 AM","P.O1441             ","J.16128             ","20","1962                ","48000.00","J.18076             "
"cr447               ","3/15/2016 12:00:00 AM","                    ","J.18192             ","0","1962                ","48000.00","J.18076             "
"cr447               ","7/18/2016 12:00:00 AM","P.O1577             ","J.17723             ","20","1962                ","41400.00","J.18076             "
"cr447               ","7/18/2016 12:00:00 AM","P.O1577             ","J.17723             ","20","2099                ","17400.00","J.18077             "
"cr447               ","7/18/2016 12:00:00 AM","P.O1577             ","J.17723             ","20","2138                ","45600.00","J.18482             "
"cr447               ","7/18/2016 12:00:00 AM","P.O1577             ","J.17723             ","20","                    ","351600.00","J.18212             "
"cr447               ","7/20/2016 12:00:00 AM","P.O1113             ","J.17732             ","20","                    ","17400.00","J.18212             "
"cr447               ","8/24/2016 12:00:00 AM","001                 ","J.18429             ","20","                    ","45600.00","J.18212             "
"cr447               ","8/30/2016 12:00:00 AM","002                 ","J.18434             ","20","2161                ","45600.00","J.18513             "
"cr447               ","8/31/2016 12:00:00 AM","003                 ","J.18435             ","20","2170                ","3420.00","J.18522             "
"cr447               ","9/1/2016 12:00:00 AM","004                 ","J.18437             ","20","2167                ","22800.00","J.18530             "
"cr447               ","9/2/2016 12:00:00 AM","005                 ","J.18438             ","20","                    ","22800.00","J.18731             "
"cr447               ","9/2/2016 12:00:00 AM","006                 ","J.18441             ","20","                    ","41000.00","J.18732             "
"cr447               ","11/2/2016 12:00:00 AM","233194              ","Jv987               ","23","11                  ","46800.00","Jv988               "
"cr447               ","12/16/2016 12:00:00 AM","PINV39              ","Jv1533              ","20","22                  ","81200.00","Jv1549              "
"cr447               ","12/20/2016 12:00:00 AM","PINV41              ","Jv1535              ","20","26                  ","23200.00","Jv1595              "
"cr447               ","12/20/2016 12:00:00 AM","PINV42              ","Jv1536              ","20","27                  ","29000.00","Jv1604              "
"cr447               ","1/3/2017 12:00:00 AM","LPO68               ","Jv2298              ","20","33                  ","17400.00","Jv1852              "
"cr447               ","1/4/2017 12:00:00 AM","LPO67               ","Jv2297              ","20","34                  ","17400.00","Jv1870              "
"cr447               ","1/6/2017 12:00:00 AM","LPO71               ","Jv2383              ","20","35                  ","17400.00","Jv1889              "
"cr447               ","1/6/2017 12:00:00 AM","LPO69               ","Jv2299              ","20","64                  ","9000.00","Jv2769              "
"cr447               ","1/6/2017 12:00:00 AM","LPO69               ","Jv2299              ","20","39                  ","1600.02","Jv1969              "
"cr447               ","1/9/2017 12:00:00 AM","LPO74               ","Jv2384              ","20","39                  ","9000.14","Jv1969              "
"cr447               ","1/12/2017 12:00:00 AM","PINV45              ","Jv1559              ","20","39                  ","58999.84","Jv1969              "
"cr447               ","1/12/2017 12:00:00 AM","PINV45              ","Jv1559              ","20","39                  ","10600.16","Jv1971              "
"cr447               ","1/13/2017 12:00:00 AM","LPO87               ","Jv2387              ","20","39                  ","6799.84","Jv1971              "
"cr447               ","1/13/2017 12:00:00 AM","LPO87               ","Jv2387              ","20","48                  ","10600.16","Jv2186              "
"cr447               ","1/16/2017 12:00:00 AM","LPO92               ","Jv2389              ","20","48                  ","999.84","Jv2186              "
"cr447               ","1/16/2017 12:00:00 AM","LPO92               ","Jv2389              ","20","49                  ","10600.16","Jv2200              "
"cr447               ","1/24/2017 12:00:00 AM","LPO97               ","Jv2392              ","20","49                  ","2449.84","Jv2200              "
"cr447               ","1/24/2017 12:00:00 AM","LPO97               ","Jv2392              ","20","56                  ","10600.16","Jv2460              "
"cr447               ","2/7/2017 12:00:00 AM","LPO116              ","Jv2394              ","20","56                  ","41600.00","Jv2460              "
"cr447               ","2/7/2017 12:00:00 AM","LPO117              ","Jv2395              ","20","56                  ","14199.84","Jv2460              "
"cr447               ","2/7/2017 12:00:00 AM","LPO117              ","Jv2395              ","20","59                  ","10600.16","Jv2504              "
"cr447               ","2/9/2017 12:00:00 AM","LPO118              ","Jv2396              ","20","59                  ","20399.84","Jv2504              "
"cr447               ","2/9/2017 12:00:00 AM","LPO118              ","Jv2396              ","20","65                  ","10600.16","Jv2771              "
"cr447               ","2/11/2017 12:00:00 AM","LPO156              ","Jv3214              ","20","65                  ","40129.84","Jv2771              "
"cr447               ","2/11/2017 12:00:00 AM","LPO156              ","Jv3214              ","20","RTGS                ","10600.16","Jv2277              "
"cr447               ","2/21/2017 12:00:00 AM","LPO122              ","Jv2275              ","20","RTGS                ","309399.84","Jv2277              "
"cr447               ","2/21/2017 12:00:00 AM","LPO122              ","Jv2275              ","20","chq 1430            ","10600.16","Jv2291              "
"cr447               ","2/22/2017 12:00:00 AM","LPO123              ","Jv2287              ","20","chq 1430            ","344999.84","Jv2291              "
"cr447               ","2/22/2017 12:00:00 AM","LPO123              ","Jv2287              ","20","68                  ","10600.16","Jv2827              "
"cr447               ","2/24/2017 12:00:00 AM","LPO128              ","Jv2349              ","20","68                  ","7199.84","Jv2827              "
"cr447               ","2/24/2017 12:00:00 AM","LPO125              ","Jv2381              ","20","1431                ","565400.00","Jv2609              "
"cr447               ","2/24/2017 12:00:00 AM","LPO128              ","Jv2349              ","20","309                 ","312800.16","Jv2610              "
"cr447               ","2/27/2017 12:00:00 AM","LPO130              ","Jv2376              ","20","309                 ","7199.84","Jv2610              "
"cr447               ","2/27/2017 12:00:00 AM","LPO130              ","Jv2376              ","20","73                  ","17800.00","Jv2940              "
"cr447               ","2/27/2017 12:00:00 AM","LPO130              ","Jv2376              ","20","75                  ","89000.00","Jv2958              "
"cr447               ","2/27/2017 12:00:00 AM","LPO130              ","Jv2376              ","20","80                  ","35600.00","Jv3052              "
"cr447               ","2/27/2017 12:00:00 AM","LPO130              ","Jv2376              ","20","chq 001432          ","543800.16","Jv3688              "
"cr447               ","3/2/2017 12:00:00 AM","LPO158              ","Jv3213              ","20","chq 001432          ","17800.00","Jv3688              "
"cr447               ","3/4/2017 12:00:00 AM","LPO135              ","Jv3201              ","20","chq 001432          ","89000.00","Jv3688              "
"cr447               ","3/8/2017 12:00:00 AM","LPO168              ","Jv3200              ","20","chq 001432          ","35600.00","Jv3688              "
"cr447               ","3/16/2017 12:00:00 AM","Pty.3023            ","Jv7230              ","23","chq 001432          ","7199.84","Jv3688              "
"cr447               ","3/16/2017 12:00:00 AM","Pty.3023            ","Jv7230              ","23","82                  ","28400.16","Jv3397              "
"cr447               ","3/17/2017 12:00:00 AM","LPO184              ","Jv4503              ","20","82                  ","7199.84","Jv3397              "
"cr447               ","3/17/2017 12:00:00 AM","LPO184              ","Jv4503              ","20","83                  ","28400.16","Jv3404              "
"cr447               ","3/21/2017 12:00:00 AM","LPO153              ","Jv3216              ","20","83                  ","7199.84","Jv3404              "
"cr447               ","3/21/2017 12:00:00 AM","LPO153              ","Jv3216              ","20","83                  ","28400.16","Jv3442              "
"cr447               ","3/23/2017 12:00:00 AM","LPO154              ","Jv3215              ","20","83                  ","7199.84","Jv3442              "
"cr447               ","3/23/2017 12:00:00 AM","LPO154              ","Jv3215              ","20","86                  ","10600.16","Jv3574              "
"cr447               ","3/27/2017 12:00:00 AM","LPO188              ","Jv4504              ","20","86                  ","24999.84","Jv3574              "
"cr447               ","3/27/2017 12:00:00 AM","LPO188              ","Jv4504              ","20","88                  ","10600.16","Jv3621              "
"cr447               ","3/29/2017 12:00:00 AM","LPO189              ","Jv4505              ","20","88                  ","24999.84","Jv3621              "
"cr447               ","3/29/2017 12:00:00 AM","LPO189              ","Jv4505              ","20","86                  ","10600.16","Jv3576              "
"cr447               ","3/31/2017 12:00:00 AM","Pty.2787            ","Jv7229              ","23","86                  ","24999.84","Jv3576              "
"cr447               ","3/31/2017 12:00:00 AM","Pty.2787            ","Jv7229              ","23","94                  ","10600.16","Jv3850              "
"cr447               ","4/11/2017 12:00:00 AM","Cs 209381           ","Jv3849              ","23","94                  ","24999.84","Jv3850              "
"cr447               ","4/11/2017 12:00:00 AM","Cs 209381           ","Jv3849              ","23","93                  ","10600.16","Jv3819              "
"cr447               ","4/13/2017 12:00:00 AM","Cs209481            ","Jv3818              ","23","93                  ","24999.84","Jv3819              "
"cr447               ","4/13/2017 12:00:00 AM","Cs209481            ","Jv3818              ","23","96                  ","10600.16","Jv3923              "
"cr447               ","4/29/2017 12:00:00 AM","LPO197              ","Jv4502              ","20","96                  ","259799.84","Jv3923              "
"cr447               ","4/29/2017 12:00:00 AM","LPO197              ","Jv4502              ","20","TRF                 ","10600.16","Jv3685              "
"cr447               ","5/9/2017 12:00:00 AM","Inv.13996           ","Jv3676              ","23","TRF                 ","669399.84","Jv3685              "
"cr447               ","5/9/2017 12:00:00 AM","Inv.13996           ","Jv3676              ","23","TRF                 ","10600.16","Jv3991              "
"cr447               ","5/26/2017 12:00:00 AM","LPO203              ","Jv3989              ","20","TRF                 ","304399.84","Jv3991              "
"cr447               ","5/26/2017 12:00:00 AM","LPO203              ","Jv3989              ","20","109                 ","10600.16","Jv4616              "
"cr447               ","5/29/2017 12:00:00 AM","Pty3421             ","Jv4615              ","23","109                 ","24599.84","Jv4616              "
"cr447               ","5/29/2017 12:00:00 AM","Pty3421             ","Jv4615              ","23","TRF                 ","10600.16","Jv4137              "
"cr447               ","6/2/2017 12:00:00 AM","LPO209              ","Jv4088              ","20","TRF                 ","671399.84","Jv4137              "
"cr447               ","6/2/2017 12:00:00 AM","LPO209              ","Jv4088              ","20","111                 ","10600.16","Jv4668              "
"cr447               ","6/5/2017 12:00:00 AM","PO111               ","Jv5781              ","23","111                 ","24599.84","Jv4668              "
"cr447               ","6/5/2017 12:00:00 AM","PO111               ","Jv5781              ","23","112                 ","10600.16","Jv4818              "
"cr447               ","6/24/2017 12:00:00 AM","CS214302            ","Jv4946              ","23","112                 ","24599.84","Jv4818              "
"cr447               ","6/24/2017 12:00:00 AM","CS214302            ","Jv4946              ","23","113                 ","10000.16","Jv4958              "
"cr447               ","8/1/2017 12:00:00 AM","CS212291            ","Jv4667              ","23","113                 ","24599.84","Jv4958              "
"cr447               ","8/1/2017 12:00:00 AM","CS212291            ","Jv4667              ","23","1119                ","10600.16","Jv5776              "
"cr447               ","8/18/2017 12:00:00 AM","Cs.213534           ","Jv4817              ","23","1119                ","35200.00","Jv5776              "
"cr447               ","9/22/2017 12:00:00 AM","LPO237              ","Jv5618              ","20","1119                ","151199.84","Jv5776              "
"cr447               ","9/22/2017 12:00:00 AM","LPO237              ","Jv5618              ","20","140                 ","15600.00","Jv6186              "
"cr447               ","9/22/2017 12:00:00 AM","LPO237              ","Jv5618              ","20","140                 ","13000.00","Jv6169              "
"cr447               ","9/22/2017 12:00:00 AM","LPO237              ","Jv5618              ","20","140                 ","17200.16","Jv6181              "
"cr447               ","11/13/2017 12:00:00 AM","CS.225787           ","Jv6152              ","23","140                 ","1199.84","Jv6181              "
"cr447               ","11/13/2017 12:00:00 AM","CS.225787           ","Jv6152              ","23","141                 ","360.16","Jv6228              "
"cr447               ","11/13/2017 12:00:00 AM","CS.225787           ","Jv7225              ","23","141                 ","14040.00","Jv6228              "
"cr447               ","11/14/2017 12:00:00 AM","Pty.3552            ","Jv6170              ","23","141                 ","13000.00","Jv6228              "
"cr447               ","11/16/2017 12:00:00 AM","Pty.3262            ","Jv6180              ","23","141                 ","9399.84","Jv6228              "
"cr447               ","11/16/2017 12:00:00 AM","Pty.3262            ","Jv6180              ","23","143                 ","9000.16","Jv6432              "
"cr447               ","11/27/2017 12:00:00 AM","Pty.3279            ","Jv7226              ","23","143                 ","9399.84","Jv6432              "
"cr447               ","11/27/2017 12:00:00 AM","Pty.3279            ","Jv7226              ","23","144                 ","9000.16","Jv6462              "
"cr447               ","12/5/2017 12:00:00 AM","CS.227361           ","Jv6468              ","23","144                 ","199.84","Jv6462              "
"cr447               ","12/5/2017 12:00:00 AM","CS.227361           ","Jv6468              ","23","144                 ","9000.16","Jv6476              "
"cr447               ","12/6/2017 12:00:00 AM","Cs.227387           ","Jv6477              ","23","144                 ","4799.84","Jv6476              "
"cr447               ","12/6/2017 12:00:00 AM","Cs.227387           ","Jv6477              ","23","144                 ","9000.16","Jv6488              "
"cr447               ","12/7/2017 12:00:00 AM","Pty.3379            ","Jv7227              ","23","144                 ","9399.84","Jv6488              "
"cr447               ","12/7/2017 12:00:00 AM","Pty.3379            ","Jv7227              ","23","144                 ","9000.16","Jv6520              "
"cr447               ","12/11/2017 12:00:00 AM","Pty.3503            ","Jv7228              ","23","144                 ","9479.84","Jv6520              "
"cr447               ","12/11/2017 12:00:00 AM","Pty.3503            ","Jv7228              ","23","145                 ","9000.16","Jv6975              "
"cr447               ","2/16/2018 12:00:00 AM","LPO286              ","Jv6970              ","20","145                 ","235799.84","Jv6975              "
"cr447               ","2/16/2018 12:00:00 AM","LPO286              ","Jv6970              ","20","146                 ","9000.16","Jv7304              "
"cr447               ","3/1/2018 12:00:00 AM","218104              ","Jv7301              ","23","146                 ","9799.84","Jv7304              "
"cr447               ","3/1/2018 12:00:00 AM","218104              ","Jv7301              ","23","147                 ","9000.16","Jv7817              "
"cr447               ","5/4/2018 12:00:00 AM","LPO303              ","Jv7758              ","20","147                 ","29399.84","Jv7817              "
"cr447               ","5/4/2018 12:00:00 AM","LPO303              ","Jv7758              ","20","147                 ","9000.16","Jv7824              "
"cr447               ","5/4/2018 12:00:00 AM","inv237799           ","Jv7761              ","23","147                 ","10199.84","Jv7824              "
"cr447               ","5/4/2018 12:00:00 AM","inv237799           ","Jv7761              ","23","147                 ","9000.16","Jv8200              "
"cr447               ","5/22/2018 12:00:00 AM","LPO311              ","Jv8053              ","20","147                 ","355999.84","Jv8200              "
"cr447               ","5/22/2018 12:00:00 AM","LPO311              ","Jv8053              ","20","147                 ","9000.16","Jv8284              "
"cr447               ","5/30/2018 12:00:00 AM","LPO315              ","Jv8127              ","20","147                 ","229599.84","Jv8284              "
"cr447               ","5/30/2018 12:00:00 AM","LPO315              ","Jv8127              ","20","1701                ","9000.16","Jv8516              "
"cr447               ","6/8/2018 12:00:00 AM","CS.247372           ","Jv8230              ","23","1701                ","10599.84","Jv8516              "
"cr447               ","6/8/2018 12:00:00 AM","CS.247372           ","Jv8230              ","23","147                 ","9000.16","Jv8525              "
"cr447               ","6/11/2018 12:00:00 AM","LPO320              ","Jv8515              ","20","147                 ","360999.84","Jv8525              "
"cr447               ","6/11/2018 12:00:00 AM","LPO320              ","Jv8515              ","20","147                 ","9000.16","Jv8610              "
"cr447               ","6/14/2018 12:00:00 AM","LPO323              ","Jv8391              ","20","147                 ","217499.84","Jv8610              "
"cr447               ","6/14/2018 12:00:00 AM","LPO323              ","Jv8391              ","20","147                 ","9000.16","Jv9176              "
"cr447               ","7/31/2018 12:00:00 AM","CS.251876           ","Jv9436              ","23","147                 ","3090.00","Jv9176              "
"cr447               ","8/1/2018 12:00:00 AM","CS.15824            ","Jv9437              ","23","147                 ","8509.84","Jv9176              "
"cr447               ","8/1/2018 12:00:00 AM","CS.15824            ","Jv9437              ","23","147                 ","3090.00","Jv9186              "
"cr447               ","8/1/2018 12:00:00 AM","CS.15824            ","Jv9437              ","23","147                 ","70160.16","Jv9219              "
"cr447               ","8/17/2018 12:00:00 AM","CS.253343           ","Jv9438              ","23","147                 ","10000.00","Jv9219              "
"cr447               ","8/30/2018 12:00:00 AM","CS.251803           ","Jv9175              ","23","147                 ","1599.84","Jv9219              "
"cr447               ","8/30/2018 12:00:00 AM","CS.251803           ","Jv9175              ","23","147                 ","10000.00","Jv9439              "
"cr447               ","8/30/2018 12:00:00 AM","CS.251803           ","Jv9175              ","23","149                 ","9000.16","Jv9767              "
"cr447               ","9/10/2018 12:00:00 AM","CS.255125           ","Jv9768              ","23","149                 ","13999.84","Jv9767              "
"cr447               ","9/10/2018 12:00:00 AM","CS.255125           ","Jv9768              ","23","149                 ","9000.16","Jv9905              "
"cr447               ","9/17/2018 12:00:00 AM","CS.256021           ","Jv9906              ","23","149                 ","13999.84","Jv9905              "
"cr447               ","9/17/2018 12:00:00 AM","CS.256021           ","Jv9906              ","23","149                 ","9000.16","Jv9910              "
"cr447               ","9/19/2018 12:00:00 AM","CS.256519           ","Jv9911              ","23","149                 ","13999.84","Jv9910              "
"cr447               ","9/19/2018 12:00:00 AM","CS.256519           ","Jv9911              ","23","151                 ","9000.16","Jv10126             "
"cr447               ","10/11/2018 12:00:00 AM","CS258318            ","Jv10125             ","23","151                 ","23399.84","Jv10126             "
"cr447               ","10/11/2018 12:00:00 AM","CS258318            ","Jv10125             ","23","151                 ","3240.00","Jv10132             "
"cr447               ","10/11/2018 12:00:00 AM","CS258318            ","Jv10125             ","23","151                 ","5760.16","Jv10372             "
"cr447               ","10/12/2018 12:00:00 AM","CS.258428           ","Jv10133             ","23","151                 ","3240.00","Jv10372             "
"cr447               ","10/25/2018 12:00:00 AM","CS.259449           ","Jv10291             ","23","151                 ","23521.84","Jv10372             "
"cr447               ","10/25/2018 12:00:00 AM","CS.259449           ","Jv10291             ","23","151                 ","9000.16","Jv10431             "
"cr447               ","11/3/2018 12:00:00 AM","CS.260268           ","Jv10432             ","23","151                 ","11999.84","Jv10431             "
"cr447               ","11/3/2018 12:00:00 AM","CS.260268           ","Jv10432             ","23","151                 ","9000.16","Jv10663             "
"cr447               ","11/5/2018 12:00:00 AM","PTY.4093            ","Jv10592             ","23","151                 ","32199.84","Jv10663             "
"cr447               ","11/5/2018 12:00:00 AM","PTY.4093            ","Jv10592             ","23","151                 ","8800.16","Jv10497             "
"cr447               ","11/21/2018 12:00:00 AM","CS.261458           ","Jv10589             ","23","151                 ","32399.84","Jv10497             "
"cr447               ","11/21/2018 12:00:00 AM","CS.261458           ","Jv10589             ","23","151                 ","8800.16","Jv11088             "
"cr447               ","11/22/2018 12:00:00 AM","CS.261481           ","Jv10844             ","23","151                 ","32399.84","Jv11088             "
"cr447               ","11/22/2018 12:00:00 AM","CS.261481           ","Jv10844             ","23","151                 ","7800.16","Jv10686             "
"cr447               ","11/23/2018 12:00:00 AM","cash                ","Jv11090             ","23","151                 ","17959.84","Jv10686             "
"cr447               ","11/23/2018 12:00:00 AM","cash                ","Jv11090             ","23","151                 ","7800.16","Jv10771             "
"cr447               ","12/1/2018 12:00:00 AM","CS.20171            ","Jv10837             ","23","151                 ","36999.84","Jv10771             "
"cr447               ","12/1/2018 12:00:00 AM","CS.20171            ","Jv10837             ","23","3                   ","7800.16","Jv10814             "
"cr447               ","12/4/2018 12:00:00 AM","CS.262290           ","Jv10838             ","23","3                   ","36999.84","Jv10814             "
"cr447               ","12/4/2018 12:00:00 AM","CS.262290           ","Jv10838             ","23","3                   ","7800.16","Jv10839             "
"cr447               ","12/4/2018 12:00:00 AM","CS.262290           ","Jv11159             ","23","3                   ","36999.84","Jv10839             "
"cr447               ","12/4/2018 12:00:00 AM","CS.262290           ","Jv11159             ","23","151                 ","7800.16","Jv11103             "
"cr447               ","12/11/2018 12:00:00 AM","CS.262782           ","Jv10900             ","23","151                 ","14599.84","Jv11103             "
"cr447               ","12/11/2018 12:00:00 AM","CS.262782           ","Jv10900             ","23","151                 ","3920.00","Jv11160             "
"cr447               ","12/11/2018 12:00:00 AM","CS.262782           ","Jv10900             ","23","151                 ","3880.16","Jv11163             "
"cr447               ","12/15/2018 12:00:00 AM","CS.263072           ","Jv11158             ","23","151                 ","39.84","Jv11163             "
"cr447               ","12/15/2018 12:00:00 AM","CS.263072           ","Jv11158             ","23","151                 ","3880.16","Jv11285             "
"cr447               ","1/7/2019 12:00:00 AM","CS.141998           ","Jv11286             ","23","151                 ","40519.84","Jv11285             "
"cr447               ","1/7/2019 12:00:00 AM","CS.141998           ","Jv11286             ","23","151                 ","3880.16","Jv11287             "
"cr447               ","1/8/2019 12:00:00 AM","CS.142066           ","Jv11289             ","23","151                 ","18519.84","Jv11287             "
"cr447               ","1/8/2019 12:00:00 AM","CS.142066           ","Jv11289             ","23","151                 ","3880.16","Jv11335             "
"cr447               ","1/10/2019 12:00:00 AM","CS.142154           ","Jv11332             ","23","151                 ","39.84","Jv11335             "
"cr447               ","1/10/2019 12:00:00 AM","CS.142154           ","Jv11332             ","23","151                 ","3880.53","Jv11394             "
"cr447               ","1/12/2019 12:00:00 AM","CS.141311           ","Jv11393             ","23","151                 ","2239.47","Jv11394             "
"cr447               ","1/12/2019 12:00:00 AM","CS.141311           ","Jv11393             ","23","151                 ","3880.53","Jv11601             "
"cr447               ","1/12/2019 12:00:00 AM","CS.141311           ","Jv17447             ","23","151                 ","4279.47","Jv11601             "
"cr447               ","1/12/2019 12:00:00 AM","CS.141311           ","Jv17447             ","23","P0163               ","1840.53","Jv12433             "
"cr447               ","1/23/2019 12:00:00 AM","CS.143641           ","Jv17450             ","23","P0163               ","1132.47","Jv12433             "
"cr447               ","1/23/2019 12:00:00 AM","CS.143641           ","Jv17450             ","23","P0176               ","5790.00","Jv12452             "
"cr447               ","1/23/2019 12:00:00 AM","CS.143641           ","Jv17450             ","23","P0213               ","1237.53","Jv12560             "
"cr447               ","3/13/2019 12:00:00 AM","CS.265033           ","Jv12432             ","23","P0213               ","2973.00","Jv12560             "
"cr447               ","3/19/2019 12:00:00 AM","CS.265275           ","Jv12451             ","23","P0213               ","1579.47","Jv12560             "
"cr447               ","3/19/2019 12:00:00 AM","CS.265275           ","Jv12451             ","23","P0211               ","4210.53","Jv12510             "
"cr447               ","3/25/2019 12:00:00 AM","CS.265610           ","Jv12501             ","23","P0211               ","1579.47","Jv12510             "
"cr447               ","3/25/2019 12:00:00 AM","CS.265610           ","Jv12501             ","23","P0263               ","4210.53","Jv12880             "
"cr447               ","4/3/2019 12:00:00 AM","CS.266207           ","Jv17462             ","23","P0263               ","5790.00","Jv12880             "
"cr447               ","4/5/2019 12:00:00 AM","PTY.4404            ","Jv12879             ","23","P0263               ","28599.47","Jv12880             "
"cr447               ","4/5/2019 12:00:00 AM","PTY.4404            ","Jv12879             ","23","P0263               ","2895.00","Jv12902             "
"cr447               ","4/5/2019 12:00:00 AM","PTY.4404            ","Jv12879             ","23","P0263               ","6120.00","Jv12998             "
"cr447               ","4/5/2019 12:00:00 AM","PTY.4404            ","Jv12879             ","23","P0263               ","985.53","Jv13006             "
"cr447               ","4/5/2019 12:00:00 AM","Pty.4402            ","Jv12901             ","23","P0263               ","2895.00","Jv13006             "
"cr447               ","4/24/2019 12:00:00 AM","CS.266963           ","Jv12997             ","23","P0263               ","6120.00","Jv13006             "
"cr447               ","4/24/2019 12:00:00 AM","CS.266993           ","Jv13009             ","23","P0263               ","30799.47","Jv13006             "
"cr447               ","4/24/2019 12:00:00 AM","CS.266993           ","Jv13009             ","23","P0263               ","10000.53","Jv12999             "
"cr447               ","4/24/2019 12:00:00 AM","CS.267084           ","Jv17456             ","23","P0263               ","6120.00","Jv12999             "
"cr447               ","4/26/2019 12:00:00 AM","CS.267084           ","Jv12996             ","23","P0263               ","24679.47","Jv12999             "
"cr447               ","4/26/2019 12:00:00 AM","CS.267084           ","Jv12996             ","23","P0263               ","6120.00","Jv13014             "
"cr447               ","4/26/2019 12:00:00 AM","CS.267084           ","Jv12996             ","23","P0263               ","10000.53","Jv13049             "
"cr447               ","4/27/2019 12:00:00 AM","CS.267148           ","Jv13022             ","23","P0263               ","30799.47","Jv13049             "
"cr447               ","4/27/2019 12:00:00 AM","CS.267148           ","Jv13022             ","23","P0263               ","10000.53","Jv13065             "
"cr447               ","5/3/2019 12:00:00 AM","CS.267397           ","Jv13051             ","23","P0263               ","28599.47","Jv13065             "
"cr447               ","5/3/2019 12:00:00 AM","CS.267397           ","Jv13051             ","23","P0263               ","12200.53","Jv13141             "
"cr447               ","5/5/2019 12:00:00 AM","CS.266251           ","Jv17468             ","23","P0263               ","28599.47","Jv13141             "
"cr447               ","5/5/2019 12:00:00 AM","CS.266251           ","Jv17468             ","23","P0263               ","10000.53","Jv13249             "
"cr447               ","5/24/2019 12:00:00 AM","CS.23365            ","Jv13253             ","23","P0263               ","41600.00","Jv13249             "
"cr447               ","5/25/2019 12:00:00 AM","CS.268721           ","Jv13248             ","23","P0263               ","51599.47","Jv13249             "
"cr447               ","5/25/2019 12:00:00 AM","CS.268721           ","Jv13248             ","23","P0263               ","41600.00","Jv13252             "
"cr447               ","5/25/2019 12:00:00 AM","CS.268721           ","Jv13248             ","23","P0263               ","9800.53","Jv13297             "
"cr447               ","5/30/2019 12:00:00 AM","CS.269039           ","Jv13299             ","23","P0263               ","196199.47","Jv13297             "
"cr447               ","5/30/2019 12:00:00 AM","CS.269039           ","Jv13299             ","23","P0263               ","5528.00","Jv13414             "
"cr447               ","5/30/2019 12:00:00 AM","CS.269039           ","Jv13299             ","23","P0263               ","4272.53","Jv13419             "
"cr447               ","6/17/2019 12:00:00 AM","CS.269989           ","Jv13415             ","23","P0263               ","5327.47","Jv13419             "
"cr447               ","6/17/2019 12:00:00 AM","CS.269989           ","Jv13415             ","23","P0263               ","200.53","Jv13020             "
"cr447               ","7/8/2019 12:00:00 AM","CS.22265            ","Jv17473             ","23","P0263               ","40599.47","Jv13020             "
"cr447               ","7/8/2019 12:00:00 AM","CS.22265            ","Jv17473             ","23","P0283               ","200.53","Jv28727             "
"cr447               ","1/1/2020 12:00:00 AM","CS.261415           ","Jv28724             ","23","P0283               ","8759.47","Jv28727             "
"cr447               ","1/1/2020 12:00:00 AM","CS.261415           ","Jv28724             ","23","P0267               ","200.53","Jv17420             "
"cr447               ","5/2/2020 12:00:00 AM","LPO723              ","Jv17345             ","20","P0267               ","118199.47","Jv17420             "
"cr447               ","5/2/2020 12:00:00 AM","LPO723              ","Jv17345             ","20","P0283               ","200.53","Jv26946             "
"cr447               ","5/22/2021 12:00:00 AM","220521              ","Jv33313             ","23","P0283               ","93799.47","Jv26946             "
"cr447               ","5/22/2021 12:00:00 AM","220521              ","Jv33313             ","23","P0283               ","200.53","Jv28390             "
"cr447               ","6/17/2021 12:00:00 AM","PC8349              ","Jv28391             ","23","P0283               ","70799.47","Jv28390             "
"cr447               ","6/17/2021 12:00:00 AM","PC8349              ","Jv28391             ","23","P0283               ","200.53","Jv28520             "
"cr447               ","6/28/2021 12:00:00 AM","260621              ","Jv33314             ","23","P0283               ","27999.47","Jv28520             "
"cr447               ","6/28/2021 12:00:00 AM","260621              ","Jv33314             ","23","P0283               ","200.53","Jv26481             "
"cr447               ","7/7/2021 12:00:00 AM","GRN.1905            ","Jv26340             ","23","P0283               ","65599.47","Jv26481             "
"cr447               ","7/7/2021 12:00:00 AM","GRN.1905            ","Jv26340             ","23","P0283               ","200.53","Jv27227             "
"cr447               ","8/5/2021 12:00:00 AM","LPO1332             ","Jv27067             ","20","P0283               ","10499.47","Jv27227             "
"cr447               ","8/5/2021 12:00:00 AM","LPO1332             ","Jv27067             ","20","P0283               ","200.53","Jv27237             "
"cr447               ","8/6/2021 12:00:00 AM","LPO1333             ","Jv27069             ","20","P0283               ","61399.47","Jv27237             "
"cr447               ","8/6/2021 12:00:00 AM","LPO1333             ","Jv27069             ","20","P0283               ","200.53","Jv27291             "
"cr447               ","8/10/2021 12:00:00 AM","LPO1336             ","Jv27194             ","20","P0283               ","19899.47","Jv27291             "
"cr447               ","8/10/2021 12:00:00 AM","LPO1336             ","Jv27194             ","20","P0283               ","200.53","Jv27367             "
"cr447               ","8/11/2021 12:00:00 AM","LPO1337             ","Jv27199             ","20","P0283               ","30599.47","Jv27367             "
