"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","discount","PartPerUnit","QuantityToReceive","PriceToReceive","unitofreceivedIn","packzizegrn"
"1","18","10/28/2016 12:00:00 AM","LPO30","","","S.17                ","HCL                                               ","kgs       ","1000.00","","1000.00","34","5440.00","39440.00","True","","","","","","16.00","False","fulqty","","","1000","1000","34","kgs       ","1000"
"2","18","11/1/2016 12:00:00 AM","LPO31","","","S.24","183 kgs 60-70 Bitumen in Drums                    ","Drums     ","550.00","0.00","1100.00","98","8624.00","62524.00","True","","","","","","16.00","False","fulqty","","","183","550","98","Drums     ","183"
"3","18","11/1/2016 12:00:00 AM","LPO31","","","S.16","183.5 KG Drummed Bitumen 80/100                   ","Drums     ","880.00","0.00","1760.00","98","13798.40","100038.40","True","","","","","","16.00","False","fulqty","","","183.5","880","98","Drums     ","183.5"
"4","18","11/2/2016 12:00:00 AM","LPO32","","","S.15                ","Drum Empties                                      ","Units     ","135.00","","135.00","1050","22680.00","164430.00","True","","","","","","0.00","False","fulqty","","","1","135","1050","Units     ","1"
"14","18","11/28/2016 12:00:00 AM","LPO44","","","S.103               ","BITUSHIELD NO 5                                   ","bucket    ","400.00","","400.00","172.41","11034.48","79999.96","True","","","","","","16.00","False","loosqty","","","1","400","172.41","bucket    ","1"
"10025","18","10/5/2016 12:00:00 AM","LPO52","","","S.104               ","Tego Addibit DF                                   ","kgs       ","3000.00","","3000.00","253.5","0.00","760500.00","True","","","","","","16.00","True","fulqty","","","1000","3000","253.5","kgs       ","1000"
"10026","18","10/5/2016 12:00:00 AM","LPO52","","","S.96                ","Tego Addibit L 300                                ","kgs       ","1260.00","","1260.00","436.02","0.00","549385.20","True","","","","","","16.00","True","fulqty","","","1000","1260","436.02","kgs       ","1000"
"10027","18","10/5/2016 12:00:00 AM","LPO52","","","S.153               ","Optifoam DW 1                                     ","kgs       ","180.00","","180.00","354.9","0.00","63882.00","True","","","","","","16.00","True","fulqty","","","1000","180","354.9","kgs       ","1000"
"10028","18","10/5/2016 12:00:00 AM","LPO52","","","S.36                ","Transport Charges                                 ","Units     ","1.00","","1.00","177450","0.00","177450.00","True","","","","","","16.00","True","fulqty","","","1","1","177450","Units     ","1"
"10029","18","12/10/2016 12:00:00 AM","LPO54","","","S.46                ","SHELL METHYLATED TURPENTINE-SMT                   ","kgs       ","100.00","","100.00","129.31","2068.97","15000.00","True","","","","","","16.00","False","fulqty","","","1","100","129.31","kgs       ","1"
"10030","20","12/10/2016 12:00:00 AM","PINV23","          ","","S.46                ","SHELL METHYLATED TURPENTINE-SMT                   ","kgs       ","100.00","","","129.31","2068.97","15000.00","","","","","","","16.00","False","fulqty","","","1","100","129.31","kgs       ","1"
"10031","18","12/15/2016 12:00:00 AM","LPO55","","","S.13                ","Kerosene                                          ","litres    ","4000.00","","4000.00","48.28","30896.55","224000.00","True","","","","","","0.00","False","fulqty","","","1","4000","48.28","litres    ","1"
"10032","18","12/15/2016 12:00:00 AM","LPO55","","","S.113               ","Diesel                                            ","Drums     ","2000.00","","2000.00","68.97","22068.97","160000.00","True","","","","","","16.00","False","fulqty","","","1","2000","68.97","Drums     ","1"
"10033","18","12/8/2016 12:00:00 AM","LPO56","","","S.15                ","Drum Empties                                      ","Units     ","124.00","","124.00","862.07","17103.45","124000.00","True","","","","","","0.00","False","fulqty","","","1","124","862.07","Units     ","1"
"10034","20","12/8/2016 12:00:00 AM","PINV24","          ","","S.15                ","Drum Empties                                      ","Units     ","124.00","","","862.07","17103.47","124000.15","","","","","","","0.00","False","fulqty","","","1","124","862.07","Units     ","1"
"1013082","18","10/21/2021 12:00:00 AM","LPO1454","","","S.87","TURPENTINE                                        ","litres    ","140.00","","140.00","155.172414","3475.86","25200.00","True","","","","","0                   ","16.00","False","","","0","1","140","155.172414","litres    ","1"
"10036","18","12/6/2016 12:00:00 AM","LPO57","","","S.15                ","Drum Empties                                      ","Units     ","124.00","","124.00","862.07","17103.45","124000.00","True","","","","","","0.00","False","fulqty","","","1","124","862.07","Units     ","1"
"10037","18","12/8/2016 12:00:00 AM","LPO58","","","S.15                ","Drum Empties                                      ","Units     ","118.00","","118.00","862.07","16275.86","118000.00","True","","","","","","0.00","False","fulqty","","","1","118","862.07","Units     ","1"
"10038","18","12/7/2016 12:00:00 AM","LPO59","","","S.15                ","Drum Empties                                      ","Units     ","122.00","","122.00","862.07","16827.59","122000.00","True","","","","","","0.00","False","fulqty","","","1","122","862.07","Units     ","1"
"10039","20","10/28/2016 12:00:00 AM","PINV25","          ","","S.17                ","HCL                                               ","kgs       ","1000.00","","","34","5440.00","39440.00","","","","","","","16.00","False","fulqty","","","1000","1000","34","kgs       ","1000"
"10040","18","12/13/2016 12:00:00 AM","LPO60","","","S.15                ","Drum Empties                                      ","Units     ","120.00","","120.00","862.07","16551.72","120000.00","True","","","","","","0.00","False","fulqty","","","1","120","862.07","Units     ","1"
"10041","20","11/3/2016 12:00:00 AM","PINV26","          ","","S.15                ","Drum Empties                                      ","Units     ","116.00","","","1050","0.00","121800.00","","","","","","","0.00","False","fulqty","","","1","116","1050","Units     ","1"
"10043","20","12/6/2016 12:00:00 AM","PINV28","          ","","S.13                ","Kerosene                                          ","litres    ","4000.00","","","56","0.00","224000.00","","","","","","","0.00","False","fulqty","","","1","4000","56","litres    ","1"
"5","20","11/2/2016 12:00:00 AM","PINV19","          ","","S.15                ","Drum Empties                                      ","Units     ","135.00","","","1050","0.00","141750.00","","","","","","","0.00","False","fulqty","","","1","135","1050","Units     ","1"
"6","18","10/21/2016 12:00:00 AM","LPO33","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","100.00","1050","0.00","105000.00","True","","","","","","0.00","False","fulqty","","","1","100","1050","Units     ","1"
"7","18","11/3/2016 12:00:00 AM","LPO34","","","S.15                ","Drum Empties                                      ","Units     ","96.00","","96.00","1050","0.00","100800.00","True","","","","","","0.00","False","fulqty","","","1","96","1050","Units     ","1"
"8","20","11/3/2016 12:00:00 AM","PINV20","          ","","S.15                ","Drum Empties                                      ","Units     ","96.00","","","1050","0.00","100800.00","","","","","","","0.00","False","fulqty","","","1","96","1050","Units     ","1"
"9","20","10/21/2016 12:00:00 AM","PINV21","          ","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1050","0.00","105000.00","","","","","","","0.00","False","fulqty","","","1","100","1050","Units     ","1"
"10","18","11/3/2016 12:00:00 AM","LPO35","","","S.15                ","Drum Empties                                      ","Units     ","99.00","","99.00","1100","0.00","108900.00","True","","","","","","0.00","False","fulqty","","","1","99","1100","Units     ","1"
"11","20","11/3/2016 12:00:00 AM","PINV22","          ","","S.15                ","Drum Empties                                      ","Units     ","99.00","","","1100","0.00","108900.00","","","","","","","0.00","False","fulqty","","","1","99","1100","Units     ","1"
"12","18","11/3/2016 12:00:00 AM","LPO36","","","S.15                ","Drum Empties                                      ","Units     ","116.00","","116.00","1050","0.00","121800.00","True","","","","","","0.00","False","fulqty","","","1","116","1050","Units     ","1"
"13","18","11/15/2016 12:00:00 AM","LPO43","","","S.13                ","Kerosene                                          ","litres    ","4000.00","","4000.00","56","0.00","224000.00","True","","","","","","0.00","False","fulqty","","","1","4000","56","litres    ","1"
"10042","20","11/28/2016 12:00:00 AM","PINV27","          ","","S.103               ","BITUSHIELD NO 5                                   ","bucket    ","400.00","","","172.41","11034.48","79999.96","","","","","","","16.00","False","loosqty","","","1","400","172.41","bucket    ","1"
"10044","20","12/6/2016 12:00:00 AM","PINV28","          ","","S.113               ","Diesel                                            ","Drums     ","2000.00","","","68.97","22068.96","159999.96","","","","","","","16.00","False","fulqty","","","1","2000","68.97","Drums     ","1"
"10045","20","10/5/2016 12:00:00 AM","PINV29","          ","","S.153               ","Optifoam DW 1                                     ","kgs       ","180.00","","","354.9","0.00","63882.00","","","","","","","16.00","True","fulqty","","","1000","180","354.9","kgs       ","1000"
"10046","20","10/5/2016 12:00:00 AM","PINV29","          ","","S.36                ","Transport Charges                                 ","Units     ","1.00","","","177450","0.00","177450.00","","","","","","","16.00","True","fulqty","","","1","1","177450","Units     ","1"
"10047","20","10/5/2016 12:00:00 AM","PINV29","          ","","S.96                ","Tego Addibit L 300                                ","kgs       ","1260.00","","","436.02","0.00","549385.20","","","","","","","16.00","True","fulqty","","","1000","1260","436.02","kgs       ","1000"
"10048","20","10/5/2016 12:00:00 AM","PINV29","          ","","S.104               ","Tego Addibit DF                                   ","kgs       ","3000.00","","","253.5","0.00","760500.00","","","","","","","16.00","True","fulqty","","","1000","3000","253.5","kgs       ","1000"
"10049","18","12/10/2016 12:00:00 AM","LPO61","","","S.94                ","Aluminium Paste                                   ","kgs       ","75.00","","75.00","595","7140.00","51765.00","True","","","","","","16.00","False","fulqty","","","1000","75","595","kgs       ","1000"
"10050","20","12/6/2016 12:00:00 AM","PINV30","          ","","S.15                ","Drum Empties                                      ","Units     ","124.00","","","1000","0.00","124000.00","","","","","","","0.00","False","fulqty","","","1","124","1000","Units     ","1"
"10051","20","12/7/2016 12:00:00 AM","PINV31","          ","","S.15                ","Drum Empties                                      ","Units     ","122.00","","","1000","0.00","122000.00","","","","","","","0.00","False","fulqty","","","1","122","1000","Units     ","1"
"10052","20","12/13/2016 12:00:00 AM","PINV32","          ","","S.15                ","Drum Empties                                      ","Units     ","120.00","","","1000","0.00","120000.00","","","","","","","0.00","False","fulqty","","","1","120","1000","Units     ","1"
"10053","20","12/8/2016 12:00:00 AM","PINV33","          ","","S.15                ","Drum Empties                                      ","Units     ","118.00","","","1000","0.00","118000.00","","","","","","","0.00","False","fulqty","","","1","118","1000","Units     ","1"
"10054","20","12/10/2016 12:00:00 AM","PINV34","          ","","S.94                ","Aluminium Paste                                   ","kgs       ","75.00","","","595","7140.00","51765.00","","","","","","","16.00","False","fulqty","","","1000","75","595","kgs       ","1000"
"10055","18","11/15/2016 12:00:00 AM","LPO62","","","S.113               ","Diesel                                            ","Drums     ","2000.00","","2000.00","68.97","22068.97","160000.00","True","","","","","","16.00","False","fulqty","","","1","2000","68.97","Drums     ","1"
"10056","18","12/15/2016 12:00:00 AM","LPO63","","","S.13                ","Kerosene                                          ","litres    ","4000.00","","4000.00","56","0.00","224000.00","True","","","","","","0.00","False","fulqty","","","1","4000","56","litres    ","1"
"10057","20","11/15/2016 12:00:00 AM","PINV35","          ","","S.113               ","Diesel                                            ","Drums     ","2000.00","","","68.97","22068.96","159999.98","","","","","","","16.00","False","fulqty","","","1","2000","68.97","Drums     ","1"
"10058","20","12/15/2016 12:00:00 AM","PINV36","          ","","S.13                ","Kerosene                                          ","litres    ","4000.00","","","56","0.00","224000.00","","","","","","","0.00","False","fulqty","","","1","4000","56","litres    ","1"
"20056","18","1/5/2017 12:00:00 AM","LPO65","","","S.113               ","Diesel                                            ","Drums     ","200.00","","200.00","87.2","0.00","17440.00","True","","","","","","16.00","True","loosqty","","","1","200","87.2","Drums     ","1"
"20057","18","1/5/2017 12:00:00 AM","LPO65","","","S.13                ","Kerosene                                          ","litres    ","500.00","","500.00","63.5","0.00","31750.00","True","","","","","","0.00","True","fulqty","","","1","500","63.5","litres    ","1"
"20058","18","1/4/2017 12:00:00 AM","LPO67","","","S.113               ","Diesel                                            ","Drums     ","200.00","","200.00","87","0.00","17400.00","True","","","","","","16.00","True","fulqty","","","1","200","87","Drums     ","1"
"20059","18","1/3/2017 12:00:00 AM","LPO68","","","S.113               ","Diesel                                            ","Drums     ","200.00","","200.00","87","0.00","17400.00","True","","","","","","16.00","True","fulqty","","","1","200","87","Drums     ","1"
"20060","18","1/6/2017 12:00:00 AM","LPO69","","","S.113               ","Diesel                                            ","Drums     ","121.00","","121.00","87.6","0.00","10600.00","True","","","","","","16.00","True","fulqty","","","1","121","87.6","Drums     ","1"
"20061","18","12/20/2016 12:00:00 AM","LPO70","","","S.113               ","Diesel                                            ","Drums     ","210.00","","210.00","83.2","0.00","17472.00","True","","","","","","16.00","True","fulqty","","","1","210","83.2","Drums     ","1"
"20062","18","12/20/2016 12:00:00 AM","LPO70","","","S.13                ","Kerosene                                          ","litres    ","800.00","","800.00","59.57","0.00","47656.00","True","","","","","","0.00","True","fulqty","","","1","800","59.57","litres    ","1"
"30056","18","1/6/2017 12:00:00 AM","LPO71","","","S.113               ","Diesel                                            ","Drums     ","200.00","","200.00","87","0.00","17400.00","True","","","","","","16.00","True","loosqty","","","1","200","87","Drums     ","1"
"30057","18","12/22/2016 12:00:00 AM","LPO73","","","S.15                ","Drum Empties                                      ","Units     ","500.00","","500.00","1050","0.00","525000.00","True","","","","","","0.00","True","fulqty","","","1","500","1050","Units     ","1"
"30058","20","12/22/2016 12:00:00 AM","PINV37","          ","","S.15                ","Drum Empties                                      ","Units     ","500.00","","","1050","0.00","525000.00","","","","","","","0.00","True","fulqty","","","1","500","1050","Units     ","1"
"30059","18","1/9/2017 12:00:00 AM","LPO74","","","S.113               ","Diesel                                            ","Drums     ","103.00","","103.00","87.38","0.00","9000.00","True","","","","","","16.00","True","loosqty","","","1","103","87.38","Drums     ","1"
"30060","18","12/16/2016 12:00:00 AM","LPO76","","","S.13                ","Kerosene                                          ","litres    ","2400.00","","2400.00","59.57","0.00","142968.00","True","","","","","","0.00","True","fulqty","","","1","2400","59.57","litres    ","1"
"30061","18","12/16/2016 12:00:00 AM","LPO77","","","S.113               ","Diesel                                            ","Drums     ","400.00","","400.00","87","0.00","34800.00","True","","","","","","16.00","True","fulqty","","","1","400","87","Drums     ","1"
"30062","18","12/16/2016 12:00:00 AM","LPO77","","","S.13                ","Kerosene                                          ","litres    ","800.00","","800.00","58","0.00","46400.00","True","","","","","","0.00","True","fulqty","","","1","800","58","litres    ","1"
"30063","18","12/20/2016 12:00:00 AM","LPO78","","","S.13                ","Kerosene                                          ","litres    ","400.00","","400.00","58","0.00","23200.00","True","","","","","","0.00","True","fulqty","","","1","400","58","litres    ","1"
"30064","18","12/20/2016 12:00:00 AM","LPO79","","","S.13                ","Kerosene                                          ","litres    ","200.00","","200.00","58","0.00","11600.00","True","","","","","","0.00","True","fulqty","","","1","200","58","litres    ","1"
"30065","18","12/20/2016 12:00:00 AM","LPO79","","","S.113               ","Diesel                                            ","Drums     ","200.00","","200.00","87","0.00","17400.00","True","","","","","","16.00","True","fulqty","","","1","200","87","Drums     ","1"
"30066","18","12/20/2016 12:00:00 AM","LPO80","","","S.13                ","Kerosene                                          ","litres    ","3200.00","","3200.00","59.57","0.00","190624.00","True","","","","","","0.00","True","fulqty","","","1","3200","59.57","litres    ","1"
"30067","20","12/16/2016 12:00:00 AM","PINV38","          ","","S.13                ","Kerosene                                          ","litres    ","2400.00","","","59.57","0.00","142968.00","","","","","","","0.00","True","fulqty","","","1","2400","59.57","litres    ","1"
"30068","20","12/16/2016 12:00:00 AM","PINV39","          ","","S.13                ","Kerosene                                          ","litres    ","800.00","","","58","0.00","46400.00","","","","","","","0.00","True","fulqty","","","1","800","58","litres    ","1"
"30069","20","12/16/2016 12:00:00 AM","PINV39","          ","","S.113               ","Diesel                                            ","Drums     ","400.00","","","87","0.00","34800.00","","","","","","","16.00","True","fulqty","","","1","400","87","Drums     ","1"
"30070","20","12/20/2016 12:00:00 AM","PINV40","          ","","S.13                ","Kerosene                                          ","litres    ","800.00","","","59.57","0.00","47656.00","","","","","","","0.00","True","fulqty","","","1","800","59.57","litres    ","1"
"30071","20","12/20/2016 12:00:00 AM","PINV40","          ","","S.113               ","Diesel                                            ","Drums     ","210.00","","","83.2","0.00","17472.00","","","","","","","16.00","True","fulqty","","","1","210","83.2","Drums     ","1"
"30072","20","12/20/2016 12:00:00 AM","PINV41","          ","","S.13                ","Kerosene                                          ","litres    ","400.00","","","58","0.00","23200.00","","","","","","","0.00","True","fulqty","","","1","400","58","litres    ","1"
"30073","20","12/20/2016 12:00:00 AM","PINV42","          ","","S.13                ","Kerosene                                          ","litres    ","200.00","","","58","0.00","11600.00","","","","","","","0.00","True","fulqty","","","1","200","58","litres    ","1"
"30074","20","12/20/2016 12:00:00 AM","PINV42","          ","","S.113               ","Diesel                                            ","Drums     ","200.00","","","87","0.00","17400.00","","","","","","","16.00","True","fulqty","","","1","200","87","Drums     ","1"
"30075","20","12/20/2016 12:00:00 AM","PINV43","          ","","S.13                ","Kerosene                                          ","litres    ","3200.00","","","59.57","0.00","190624.00","","","","","","","0.00","True","fulqty","","","1","3200","59.57","litres    ","1"
"30077","18","1/12/2017 12:00:00 AM","LPO83","","","S.113               ","Diesel                                            ","Drums     ","400.00","","400.00","87","0.00","34800.00","True","","","","","","16.00","True","loosqty","","","1","400","87","Drums     ","1"
"30078","18","1/12/2017 12:00:00 AM","LPO83","","","S.13                ","Kerosene                                          ","litres    ","600.00","","600.00","58","0.00","34800.00","True","","","","","","0.00","True","fulqty","","","1","600","58","litres    ","1"
"30079","18","1/12/2017 12:00:00 AM","LPO84","","","S.13                ","Kerosene                                          ","litres    ","500.00","","500.00","59.57","0.00","29785.00","True","","","","","","0.00","True","fulqty","","","1","500","59.57","litres    ","1"
"30080","18","1/12/2017 12:00:00 AM","LPO84","","","S.113               ","Diesel                                            ","Drums     ","200.00","","200.00","83.2","0.00","16640.00","True","","","","","","16.00","True","fulqty","","","1","200","83.2","Drums     ","1"
"30081","20","1/12/2017 12:00:00 AM","PINV44","          ","","S.13                ","Kerosene                                          ","litres    ","500.00","","","59.57","0.00","29785.00","","","","","","","0.00","True","fulqty","","","1","500","59.57","litres    ","1"
"30082","20","1/12/2017 12:00:00 AM","PINV44","          ","","S.113               ","Diesel                                            ","Drums     ","200.00","","","83.2","0.00","16640.00","","","","","","","16.00","True","fulqty","","","1","200","83.2","Drums     ","1"
"30083","20","1/12/2017 12:00:00 AM","PINV45","          ","","S.13                ","Kerosene                                          ","litres    ","600.00","","","58","0.00","34800.00","","","","","","","0.00","True","fulqty","","","1","600","58","litres    ","1"
"30084","20","1/12/2017 12:00:00 AM","PINV45","          ","","S.113               ","Diesel                                            ","Drums     ","400.00","","","87","0.00","34800.00","","","","","","","16.00","True","loosqty","","","1","400","87","Drums     ","1"
"30085","18","1/13/2017 12:00:00 AM","LPO85","","","S.13                ","Kerosene                                          ","litres    ","1400.00","","1400.00","59.57","0.00","83398.00","True","","","","","","0.00","True","fulqty","","","1","1400","59.57","litres    ","1"
"30086","18","1/13/2017 12:00:00 AM","LPO86","","","S.13                ","Kerosene                                          ","litres    ","400.00","","400.00","59.58","0.00","23830.00","True","","","","","","0.00","True","fulqty","","","1","400","59.58","litres    ","1"
"30087","18","1/13/2017 12:00:00 AM","LPO87","","","S.113               ","Diesel                                            ","Drums     ","200.00","","200.00","87","0.00","17400.00","True","","","","","","16.00","True","fulqty","","","1","200","87","Drums     ","1"
"30088","18","1/14/2017 12:00:00 AM","LPO91","","","S.13                ","Kerosene                                          ","litres    ","3000.00","","3000.00","59.57","0.00","178710.00","True","","","","","","0.00","True","fulqty","","","1","3000","59.57","litres    ","1"
"30089","18","1/16/2017 12:00:00 AM","LPO92","","","S.13                ","Kerosene                                          ","litres    ","200.00","","200.00","58","0.00","11600.00","True","","","","","","0.00","True","fulqty","","","1","200","58","litres    ","1"
"30090","18","1/15/2017 12:00:00 AM","LPO94","","","S.13                ","Kerosene                                          ","litres    ","600.00","","600.00","59.87","0.00","35922.00","True","","","","","","0.00","True","fulqty","","","1","600","59.87","litres    ","1"
"30091","18","1/15/2017 12:00:00 AM","LPO94","","","S.113               ","Diesel                                            ","Drums     ","600.00","","600.00","80.2","0.00","48120.00","True","","","","","","16.00","True","loosqty","","","1","600","80.2","Drums     ","1"
"40088","18","1/17/2017 12:00:00 AM","LPO96","","","S.13                ","Kerosene                                          ","litres    ","175.00","","175.00","60","0.00","10500.00","True","","","","","","0.00","True","fulqty","","","1","175","60","litres    ","1"
"40089","18","1/24/2017 12:00:00 AM","LPO97","","","S.13                ","Kerosene                                          ","litres    ","225.00","","225.00","58","0.00","13050.00","True","","","","","","0.00","True","fulqty","","","1","225","58","litres    ","1"
"30076","18","12/16/2016 12:00:00 AM","LPO81","","","S.15                ","Drum Empties                                      ","Units     ","99.00","","99.00","1000","0.00","99000.00","True","","","","","","0.00","False","fulqty","","","1","99","1000","Units     ","1"
"40090","18","1/21/2017 12:00:00 AM","LPO98","","","S.13                ","Kerosene                                          ","litres    ","7000.00","","7000.00","56","0.00","392000.00","True","","","","","","0.00","False","fulqty","","","1","7000","56","litres    ","1"
"40091","18","1/21/2017 12:00:00 AM","LPO98","","","S.113               ","Diesel                                            ","Drums     ","3000.00","","3000.00","75","0.00","225000.00","True","","","","","","0.00","False","loosqty","","","1","3000","75","Drums     ","1"
"50088","18","1/27/2017 12:00:00 AM","LPO99","","","S.17                ","HCL                                               ","kgs       ","1200.00","","1200.00","34","6528.00","47328.00","True","","","","","","16.00","False","fulqty","","","1000","1200","34","kgs       ","1000"
"50089","20","1/21/2017 12:00:00 AM","PINV46","          ","","S.13                ","Kerosene                                          ","litres    ","7000.00","","","56","0.00","392000.00","","","","","","","0.00","False","fulqty","","","1","7000","56","litres    ","1"
"50090","20","1/21/2017 12:00:00 AM","PINV46","          ","","S.113               ","Diesel                                            ","Drums     ","3000.00","","","75","0.00","225000.00","","","","","","","0.00","False","loosqty","","","1","3000","75","Drums     ","1"
"50091","18","1/28/2017 12:00:00 AM","LPO100","","","S.15                ","Drum Empties                                      ","Units     ","226.00","","226.00","1050","0.00","237300.00","True","","","","","","0.00","True","fulqty","","","1","226","1050","Units     ","1"
"50092","18","1/18/2017 12:00:00 AM","LPO101","","","S.15                ","Drum Empties                                      ","Units     ","200.00","","200.00","1050","0.00","210000.00","True","","","","","","0.00","True","fulqty","","","1","200","1050","Units     ","1"
"50093","18","1/25/2017 12:00:00 AM","LPO102","","","S.15                ","Drum Empties                                      ","Units     ","200.00","","200.00","1050","0.00","210000.00","True","","","","","","0.00","True","fulqty","","","1","200","1050","Units     ","1"
"50097","18","1/12/2017 12:00:00 AM","LPO104","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","110.00","0.00","220.00","51.24","901.82","6538.22","True","","","","","","16.00","False","fulqty","","","183","110","51.24","Drums     ","183"
"50098","18","1/12/2017 12:00:00 AM","LPO105","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","110.00","","110.00","51.24","901.82","6538.22","True","","","","","","16.00","False","fulqty","","","183","110","51.24","Drums     ","183"
"50099","18","12/12/2016 12:00:00 AM","LPO106","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","440.00","110.00","440.00","51.24","3607.30","26152.90","True","","","","","","16.00","False","fulqty","","","183","440","51.24","Drums     ","183"
"50101","18","1/18/2017 12:00:00 AM","LPO108","","","S.24","183 kgs 60-70 Bitumen in Drums                    ","Drums     ","220.00","110.00","220.00","51.24","0.00","11272.80","True","","","","","","16.00","True","fulqty","","","183","220","51.24","Drums     ","183"
"60098","20","1/18/2017 12:00:00 AM","PINV47","          ","","S.15                ","Drum Empties                                      ","Units     ","200.00","","","1050","0.00","210000.00","","","","","","","0.00","True","fulqty","","","1","200","1050","Units     ","1"
"60099","20","1/25/2017 12:00:00 AM","PINV48","          ","","S.15                ","Drum Empties                                      ","Units     ","200.00","","","1050","0.00","210000.00","","","","","","","0.00","True","fulqty","","","1","200","1050","Units     ","1"
"60100","20","10/14/2016 12:00:00 AM","PINV49","          ","","S.15                ","Drum Empties                                      ","Units     ","226.00","","","1050","0.00","237300.00","","","","","","","0.00","True","fulqty","","","1","226","1050","Units     ","1"
"60101","18","1/27/2017 12:00:00 AM","LPO111","","","S.13                ","Kerosene                                          ","litres    ","8000.00","","8000.00","58","0.00","464000.00","True","","","","","","0.00","False","fulqty","","","1","8000","58","litres    ","1"
"60102","18","1/27/2017 12:00:00 AM","LPO111","","","S.113               ","Diesel                                            ","Drums     ","2000.00","","2000.00","76.5","0.00","153000.00","True","","","","","","0.00","False","fulqty","","","1","2000","76.5","Drums     ","1"
"60103","18","1/25/2017 12:00:00 AM","LPO112","","","S.15                ","Drum Empties                                      ","Units     ","125.00","","125.00","1000","0.00","125000.00","True","","","","","","0.00","False","fulqty","","","1","125","1000","Units     ","1"
"60104","18","1/25/2017 12:00:00 AM","LPO113","","","S.15                ","Drum Empties                                      ","Units     ","110.00","","110.00","1000","0.00","110000.00","True","","","","","","0.00","False","fulqty","","","1","110","1000","Units     ","1"
"60105","20","1/27/2017 12:00:00 AM","PINV50","          ","","S.13                ","Kerosene                                          ","litres    ","8000.00","","","58","0.00","464000.00","","","","","","","0.00","False","fulqty","","","1","8000","58","litres    ","1"
"60106","20","1/27/2017 12:00:00 AM","PINV50","          ","","S.113               ","Diesel                                            ","Drums     ","2000.00","","","76.5","0.00","153000.00","","","","","","","0.00","False","fulqty","","","1","2000","76.5","Drums     ","1"
"60107","20","1/25/2017 12:00:00 AM","PINV51","          ","","S.15                ","Drum Empties                                      ","Units     ","125.00","","","1000","0.00","125000.00","","","","","","","0.00","False","fulqty","","","1","125","1000","Units     ","1"
"60108","20","1/25/2017 12:00:00 AM","PINV52","          ","","S.15                ","Drum Empties                                      ","Units     ","110.00","","","1000","0.00","110000.00","","","","","","","0.00","False","fulqty","","","1","110","1000","Units     ","1"
"60111","18","2/7/2017 12:00:00 AM","LPO116","","","S.13                ","Kerosene                                          ","litres    ","400.00","","400.00","62","0.00","24800.00","True","","","","","","0.00","True","fulqty","","","1","400","62","litres    ","1"
"60112","18","2/7/2017 12:00:00 AM","LPO116","","","S.113               ","Diesel                                            ","Drums     ","200.00","","200.00","84","0.00","16800.00","True","","","","","","0.00","True","fulqty","","","1","200","84","Drums     ","1"
"60113","18","2/7/2017 12:00:00 AM","LPO117","","","S.13                ","Kerosene                                          ","litres    ","400.00","","400.00","62","0.00","24800.00","True","","","","","","0.00","True","fulqty","","","1","400","62","litres    ","1"
"60114","18","2/9/2017 12:00:00 AM","LPO118","","","S.13                ","Kerosene                                          ","litres    ","500.00","","500.00","62","0.00","31000.00","True","","","","","","0.00","True","fulqty","","","1","500","62","litres    ","1"
"60115","18","2/11/2017 12:00:00 AM","LPO119","","","S.13                ","Kerosene                                          ","litres    ","10000.00","","10000.00","60.5","0.00","605000.00","True","","","","","","0.00","False","fulqty","","","1","10000","60.5","litres    ","1"
"60116","20","2/11/2017 12:00:00 AM","PINV54","          ","","S.13                ","Kerosene                                          ","litres    ","10000.00","","","60.5","0.00","605000.00","","","","","","","0.00","False","fulqty","","","1","10000","60.5","litres    ","1"
"60117","20","12/16/2016 12:00:00 AM","PINV55","          ","","S.15                ","Drum Empties                                      ","Units     ","99.00","","","1000","0.00","99000.00","","","","","","","0.00","False","fulqty","","","1","99","1000","Units     ","1"
"60118","18","1/17/2017 12:00:00 AM","LPO121","","","S.15                ","Drum Empties                                      ","Units     ","20.00","","20.00","1000","0.00","20000.00","True","","","","","","0.00","False","fulqty","","","1","20","1000","Units     ","1"
"60119","18","2/21/2017 12:00:00 AM","LPO122","","","S.13                ","Kerosene                                          ","litres    ","5000.00","","5000.00","64","0.00","320000.00","True","","","","","","0.00","True","fulqty","","","1","5000","64","litres    ","1"
"60120","20","2/21/2017 12:00:00 AM","PINV56","          ","","S.13                ","Kerosene                                          ","litres    ","5000.00","","","64","0.00","320000.00","","","","","","","0.00","True","fulqty","","","1","5000","64","litres    ","1"
"60121","18","2/22/2017 12:00:00 AM","LPO123","","","S.13                ","Kerosene                                          ","litres    ","5000.00","","5000.00","64","0.00","320000.00","True","","","","","","0.00","True","fulqty","","","1","5000","64","litres    ","1"
