"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","discount","PartPerUnit","QuantityToReceive","PriceToReceive","unitofreceivedIn","packzizegrn"
"1013365","18","12/6/2021 12:00:00 AM","LPO1544","","","S.60216","Oxidized Bitumen 115/15                           ","kgs       ","4.00","","4.00","100","1600.00","11600.00","True","","","","","0                   ","16.00","False","","","0","25","4","100","kgs       ","25"
"1013366","30","12/6/2021 12:00:00 AM","GRN.1180","","","S.60216","Oxidized Bitumen 115/15                           ","kgs       ","4.00","","","100","1600.00","11600.00","","","","","","","16.00","False","","","","25","4","100","kgs       ","25"
"1013367","20","12/6/2021 12:00:00 AM","PINV.1134","          ","","S.60216","Oxidized Bitumen 115/15                           ","kgs       ","4.00","","-4.00","100","1600.00","11600.00","","","","","","","16.00","False","","","","25","4","100","kgs       ","25"
"1013368","21","12/6/2021 12:00:00 AM","DN.22","1         ","","S.60216","Oxidized Bitumen 115/15                           ","kgs       ","4.00","","","100","1600.00","11600.00","","","","","","","16.00","False","","","","25","4","100","kgs       ","25"
"1013369","24","12/6/2021 12:00:00 AM","PR15","          ","","S.60216","Oxidized Bitumen 115/15                           ","kgs       ","4.00","","","100","1600.00","2000.00","","","","","","","16.00","False","","","","25","4","100","kgs       ","25"
"1013370","18","12/13/2021 12:00:00 AM","LPO1545","","","S.15","Drum Empties                                      ","Units     ","15.00","","15.00","950","0.00","14250.00","True","","","","","0                   ","16.00","False","","","0","1","15","950","Units     ","1"
"1013371","30","12/13/2021 12:00:00 AM","GRN.1181","","","S.15","Drum Empties                                      ","Units     ","15.00","","","950","0.00","14250.00","","","","","","","16.00","False","","","","1","15","950","Units     ","1"
"1013372","20","12/13/2021 12:00:00 AM","PINV.1135","          ","","S.15","Drum Empties                                      ","Units     ","15.00","","","950","0.00","14250.00","","","","","","","16.00","False","","","","1","15","950","Units     ","1"
"1013373","18","12/17/2021 12:00:00 AM","LPO1546","","","S.15","Drum Empties                                      ","Units     ","13.00","","13.00","950","0.00","12350.00","True","","","","","0                   ","16.00","False","","","0","1","13","950","Units     ","1"
"1013374","30","12/17/2021 12:00:00 AM","GRN.1182","","","S.15","Drum Empties                                      ","Units     ","13.00","","","950","0.00","12350.00","","","","","","","16.00","False","","","","1","13","950","Units     ","1"
"1013375","20","12/17/2021 12:00:00 AM","PINV.1136","          ","","S.15","Drum Empties                                      ","Units     ","13.00","","","950","0.00","12350.00","","","","","","","16.00","False","","","","1","13","950","Units     ","1"
"1013376","18","1/5/2022 12:00:00 AM","LPO1547","","","S.16","180Kgs Bitumen 80/100                             ","Drums     ","38.00","","27.00","73.275862","81529.66","591090.00","True","","","","","0                   ","16.00","False","","","0","183","38","73.275862","Drums     ","183"
"1013377","18","1/6/2022 12:00:00 AM","LPO1548","","","S.13","Kerosene                                          ","litres    ","10000.00","","10000.00","90.740741","72592.59","980000.00","True","","","","","0                   ","8.00","False","","","0","1","10000","90.740741","litres    ","1"
"1013378","30","1/6/2022 12:00:00 AM","GRN.1183","","","S.13","Kerosene                                          ","litres    ","10000.00","","","90.740741","72592.59","980000.00","","","","","","","8.00","False","","","","1","10000","90.740741","litres    ","1"
"1013379","20","1/6/2022 12:00:00 AM","PINV.1137","          ","","S.13","Kerosene                                          ","litres    ","10000.00","","","90.740741","72592.59","980000.00","","","","","","","8.00","False","","","","1","10000","90.740741","litres    ","1"
"1013380","30","1/5/2022 12:00:00 AM","GRN.1184","","","S.16","180Kgs Bitumen 80/100                             ","Drums     ","27.00","","","73.275862","81529.66","591090.00","","","","","","","16.00","False","","","","183","27","73.275862","Drums     ","183"
"1013381","20","1/5/2022 12:00:00 AM","PINV.1138","          ","","S.16","180Kgs Bitumen 80/100                             ","Drums     ","27.00","","","73.275862","57928.97","419985.00","","","","","","","16.00","False","","","","183","27","73.275862","Drums     ","183"
"1013382","18","1/8/2022 12:00:00 AM","LPO1549","","","S.15","Drum Empties                                      ","Units     ","10.00","","10.00","950","0.00","9500.00","True","","","","","0                   ","0.00","False","","","0","1","10","950","Units     ","1"
"1013383","30","1/8/2022 12:00:00 AM","GRN.1185","","","S.15","Drum Empties                                      ","Units     ","10.00","","","950","0.00","9500.00","","","","","","","0.00","False","","","","1","10","950","Units     ","1"
"1013384","20","1/8/2022 12:00:00 AM","PINV.1139","          ","","S.15","Drum Empties                                      ","Units     ","10.00","","","950","0.00","9500.00","","","","","","","0.00","False","","","","1","10","950","Units     ","1"
"1013385","18","1/12/2022 12:00:00 AM","LPO1550","","","S.60216","Oxidized Bitumen 115/15                           ","Units     ","950.00","","950.00","100","15200.00","110200.00","True","","","","","0                   ","16.00","False","","","0","1","950","100","Units     ","1"
"1013386","30","1/12/2022 12:00:00 AM","GRN.1186","","","S.60216","Oxidized Bitumen 115/15                           ","Units     ","950.00","","","100","15200.00","110200.00","","","","","","","16.00","False","","","","1","950","100","Units     ","1"
"1012829","30","9/3/2021 12:00:00 AM","GRN1048","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","","67.241379","285480.00","2069730.00","","","","","","","16.00","False","","","","183","145","67.241379","Drums     ","183"
"1012830","20","9/3/2021 12:00:00 AM","PINV1001","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","","67.241379","285480.00","2069729.99","","","","","","","16.00","False","","","","1","145","67.241379","Drums     ","1"
"1012831","30","9/3/2021 12:00:00 AM","GRN1049","","","S.113","Diesel                                            ","litres    ","5000.00","","","92.592593","37037.04","500000.00","","","","","","","8.00","False","","","","1","5000","92.592593","litres    ","1"
"1012832","20","9/3/2021 12:00:00 AM","PINV1002","          ","","S.113","Diesel                                            ","litres    ","5000.00","","","92.592593","37037.04","500000.00","","","","","","","8.00","False","","","","1","5000","92.592593","litres    ","1"
"1012833","18","9/2/2021 12:00:00 AM","LPO1382","","","S.15","Drum Empties                                      ","Drums     ","52.00","","52.00","1200","0.00","62400.00","True","","","","","0                   ","0.00","False","","","0","1","52","1200","Drums     ","1"
"1012834","30","9/2/2021 12:00:00 AM","GRN1050","","","S.15","Drum Empties                                      ","Drums     ","52.00","","","1200","0.00","62400.00","","","","","","","0.00","False","","","","1","52","1200","Drums     ","1"
"1012835","20","9/2/2021 12:00:00 AM","PINV1003","          ","","S.15","Drum Empties                                      ","Drums     ","52.00","","","1200","0.00","62400.00","","","","","","","0.00","False","","","","","52","1200","Drums     ",""
"1012836","18","9/3/2021 12:00:00 AM","LPO1383","","","S.15","Drum Empties                                      ","Drums     ","120.00","","120.00","1200","0.00","144000.00","True","","","","","0                   ","0.00","False","","","0","1","120","1200","Drums     ","1"
"1012837","30","9/3/2021 12:00:00 AM","GRN1051","","","S.15","Drum Empties                                      ","Drums     ","120.00","","","1200","0.00","144000.00","","","","","","","0.00","False","","","","1","120","1200","Drums     ","1"
"1012838","20","9/3/2021 12:00:00 AM","PINV1004","          ","","S.15","Drum Empties                                      ","Drums     ","120.00","","","1200","0.00","144000.00","","","","","","","0.00","False","","","","","120","1200","Drums     ",""
"1012839","18","9/6/2021 12:00:00 AM","LPO1384","","","S.15","Drum Empties                                      ","Drums     ","130.00","","130.00","1200","0.00","156000.00","True","","","","","0                   ","0.00","False","","","0","1","130","1200","Drums     ","1"
"1012840","30","9/6/2021 12:00:00 AM","GRN1052","","","S.15","Drum Empties                                      ","Drums     ","130.00","","","1200","0.00","156000.00","","","","","","","0.00","False","","","","1","130","1200","Drums     ","1"
"1012841","20","9/6/2021 12:00:00 AM","PINV1005","          ","","S.15","Drum Empties                                      ","Drums     ","130.00","","","1200","0.00","156000.00","","","","","","","0.00","False","","","","","130","1200","Drums     ",""
"1012842","18","9/6/2021 12:00:00 AM","LPO1385","","","S.160","Redicote EM 44                                    ","kgs       ","360.00","","360.00","850","48960.00","354960.00","True","","","","","0                   ","16.00","False","","","0","1","360","850","kgs       ","1"
"1012843","30","9/6/2021 12:00:00 AM","GRN1053","","","S.160","Redicote EM 44                                    ","kgs       ","360.00","","","850","48960.00","354960.00","","","","","","","16.00","False","","","","1","360","850","kgs       ","1"
"1012844","20","9/6/2021 12:00:00 AM","PINV1006","          ","","S.160","Redicote EM 44                                    ","kgs       ","360.00","","","850","48960.00","354960.00","","","","","","","16.00","False","","","","","360","850","kgs       ",""
"1012845","18","9/6/2021 12:00:00 AM","LPO1386","","","S.15","Drum Empties                                      ","Drums     ","11.00","","11.00","900","0.00","9900.00","True","","","","","0                   ","0.00","False","","","0","1","11","900","Drums     ","1"
"1012846","30","9/6/2021 12:00:00 AM","GRN1054","","","S.15","Drum Empties                                      ","Drums     ","11.00","","","900","0.00","9900.00","","","","","","","0.00","False","","","","1","11","900","Drums     ","1"
"1012847","20","9/6/2021 12:00:00 AM","PINV1007","          ","","S.15","Drum Empties                                      ","Drums     ","11.00","","","900","0.00","9900.00","","","","","","","0.00","False","","","","","11","900","Drums     ",""
"1012849","18","9/8/2021 12:00:00 AM","LPO1388","","","S.15","Drum Empties                                      ","Drums     ","11.00","","","900","0.00","9900.00","","","","","","0                   ","0.00","False","","","0","1","11","900","Drums     ","1"
"1012850","18","9/8/2021 12:00:00 AM","LPO1389","","","S.15","Drum Empties                                      ","Drums     ","11.00","","11.00","900","0.00","9900.00","True","","","","","0                   ","0.00","False","","","0","1","11","900","Drums     ","1"
"1012851","30","9/8/2021 12:00:00 AM","GRN1055","","","S.15","Drum Empties                                      ","Drums     ","11.00","","","900","0.00","9900.00","","","","","","","0.00","False","","","","1","11","900","Drums     ","1"
"1012852","20","9/8/2021 12:00:00 AM","PINV1008","          ","","S.15","Drum Empties                                      ","Drums     ","11.00","","","900","0.00","9900.00","","","","","","","0.00","False","","","","","11","900","Drums     ",""
"1012853","18","8/28/2021 12:00:00 AM","LPO1390","","","S.24","183 kgs 60-70 Bitumen in Drums                    ","Drums     ","145.00","","145.00","67.241379","285480.00","2069730.00","True","","","","","0                   ","16.00","False","","","0","183","145","67.241379","Drums     ","183"
"1013387","20","1/12/2022 12:00:00 AM","PINV.1140","          ","","S.60216","Oxidized Bitumen 115/15                           ","Units     ","950.00","","","100","15200.00","110200.00","","","","","","","16.00","False","","","","1","950","100","Units     ","1"
"1013411","18","1/12/2022 12:00:00 AM","LPO1560","","","S.144","WHITE SPIRIT (LAWS)                               ","kgs       ","320.00","","400.00","140","3584.00","48384.00","True","","","","","0                   ","8.00","False","","","0","1","320","140","kgs       ","1"
"1013412","30","1/12/2022 12:00:00 AM","GRN.1195","","","S.144","WHITE SPIRIT (LAWS)                               ","litres    ","400.00","","","112","3584.00","48384.00","","","","","","","8.00","False","","","","1","400","112","litres    ","1"
"1013413","20","1/12/2022 12:00:00 AM","PINV.1147","          ","","S.144","WHITE SPIRIT (LAWS)                               ","kgs       ","400.00","","","112","3584.00","48384.00","","","","","","","8.00","False","","","","1","400","112","kgs       ","1"
"1013391","18","1/14/2022 12:00:00 AM","LPO1552","","","S.87","TURPENTINE                                        ","Units     ","800.00","","800.00","138.793103","17765.52","128800.00","True","","","","","0                   ","16.00","False","","","0","1","800","138.793103","Units     ","1"
"1013392","30","1/14/2022 12:00:00 AM","GRN.1188","","","S.87","TURPENTINE                                        ","Units     ","800.00","","","138.793103","17765.52","128800.00","","","","","","","16.00","False","","","","1","800","138.793103","Units     ","1"
"1013393","20","1/14/2022 12:00:00 AM","PINV.1142","          ","","S.87","TURPENTINE                                        ","Units     ","800.00","","","138.793103","17765.52","128800.00","","","","","","","16.00","False","","","","1","800","138.793103","Units     ","1"
"1013395","30","1/6/2022 12:00:00 AM","GRN.1189","","","S.15","Drum Empties                                      ","Units     ","100.00","","","1200","0.00","120000.00","","","","","","","16.00","False","","","","1","100","1200","Units     ","1"
"1013396","20","1/6/2022 12:00:00 AM","PINV.1143","          ","","S.15","Drum Empties                                      ","Units     ","100.00","","","1200","0.00","120000.00","","","","","","","16.00","False","","","","1","100","1200","Units     ","1"
"1013397","18","1/14/2022 12:00:00 AM","LPO1554","","","S.15","Drum Empties                                      ","Units     ","100.00","","100.00","1000","0.00","100000.00","True","","","","","0                   ","16.00","False","","","0","1","100","1000","Units     ","1"
"1013398","30","1/14/2022 12:00:00 AM","GRN.1190","","","S.15","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","False","","","","1","100","1000","Units     ","1"
"1013399","20","1/14/2022 12:00:00 AM","PINV.1144","          ","","S.15","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","False","","","","1","100","1000","Units     ","1"
"1013400","18","12/7/2021 12:00:00 AM","LPO1555","","","S.60216","Oxidized Bitumen 115/15                           ","kgs       ","100.00","","100.00","100","1600.00","11600.00","True","","","","","0                   ","16.00","False","","","0","1","100","100","kgs       ","1"
"1013401","30","12/7/2021 12:00:00 AM","GRN.1191","","","S.60216","Oxidized Bitumen 115/15                           ","kgs       ","100.00","","","100","1600.00","11600.00","","","","","","","16.00","False","","","","1","100","100","kgs       ","1"
"1013402","18","1/19/2022 12:00:00 AM","LPO1556","","","S.160","Redicote EM 44                                    ","kgs       ","180.00","","180.00","915","26352.00","191052.00","True","","","","","0                   ","16.00","False","","","0","1","180","915","kgs       ","1"
"1013403","30","1/19/2022 12:00:00 AM","GRN.1192","","","S.160","Redicote EM 44                                    ","kgs       ","180.00","","","915","26352.00","191052.00","","","","","","","16.00","False","","","","1","180","915","kgs       ","1"
"1013404","20","1/19/2022 12:00:00 AM","PINV.1145","          ","","S.160","Redicote EM 44                                    ","kgs       ","180.00","","","915","26352.00","191052.00","","","","","","","16.00","False","","","","1","180","915","kgs       ","1"
"1013406","18","1/18/2022 12:00:00 AM","LPO1558","","","S.15","Drum Empties                                      ","Units     ","11.00","","11.00","950","0.00","10450.00","True","","","","","0                   ","16.00","False","","","0","1","11","950","Units     ","1"
"1013407","30","1/18/2022 12:00:00 AM","GRN.1193","","","S.15","Drum Empties                                      ","Units     ","11.00","","","950","0.00","10450.00","","","","","","","16.00","False","","","","1","11","950","Units     ","1"
"1013408","20","1/18/2022 12:00:00 AM","PINV.1146","          ","","S.15","Drum Empties                                      ","Units     ","11.00","","","950","0.00","10450.00","","","","","","","16.00","False","","","","1","11","950","Units     ","1"
"1013827","20","5/12/2022 12:00:00 AM","PINV.1253","          ","","S.113","Diesel                                            ","litres    ","400.00","","","106.034483","6786.21","49200.00","","","","","","","16.00","False","","","","1","","","",""
"1013829","30","5/12/2022 12:00:00 AM","GRN.1303","","","S.18","CALZ                                              ","kgs       ","75.00","","","120","1440.00","10440.00","","","","","","","16.00","False","","","","1","","","",""
"1013830","20","5/12/2022 12:00:00 AM","PINV.1254","          ","","S.18","CALZ                                              ","kgs       ","75.00","","","120","1440.00","10440.00","","","","","","","16.00","False","","","","1","","","",""
"1012854","30","8/28/2021 12:00:00 AM","GRN.1056","","","S.24","183 kgs 60-70 Bitumen in Drums                    ","Drums     ","145.00","","","67.241379","285480.00","2069730.00","","","","","","","16.00","False","","","","183","145","67.241379","Drums     ","183"
"1012855","20","8/28/2021 12:00:00 AM","PINV.1009","          ","","S.24","183 kgs 60-70 Bitumen in Drums                    ","Drums     ","145.00","","","67.241379","285480.00","2069729.99","","","","","","","16.00","False","","","","1","145","67.241379","Drums     ","1"
"1012856","18","9/13/2021 12:00:00 AM","LPO1391","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","145.00","67.241379","285480.00","2069730.00","True","","","","","S.122               ","16.00","False","","","0","183","145","67.241379","Drums     ","183"
"1012857","18","9/14/2021 12:00:00 AM","LPO1392","","","S.60177","Bentonite                                         ","kgs       ","2500.00","","2500.00","290","116000.00","841000.00","True","","","","","0                   ","16.00","False","","","0","1","2500","290","kgs       ","1"
"1012858","18","9/9/2021 12:00:00 AM","LPO1393","","","S.15","Drum Empties                                      ","Drums     ","126.00","","126.00","1200","0.00","151200.00","True","","","","","0                   ","0.00","False","","","0","1","126","1200","Drums     ","1"
"1012859","30","9/9/2021 12:00:00 AM","GRN.1057","","","S.15","Drum Empties                                      ","Drums     ","126.00","","","1200","0.00","151200.00","","","","","","","0.00","False","","","","1","126","1200","Drums     ","1"
"1012860","20","9/9/2021 12:00:00 AM","PINV.1010","          ","","S.15","Drum Empties                                      ","Drums     ","126.00","","","1200","0.00","151200.00","","","","","","","0.00","False","","","","","126","1200","Drums     ",""
"1012861","18","8/26/2021 12:00:00 AM","LPO1394","","","S.15","Drum Empties                                      ","Drums     ","15.00","","15.00","1000","0.00","15000.00","True","","","","","0                   ","0.00","False","","","0","1","15","1000","Drums     ","1"
"1012862","30","8/26/2021 12:00:00 AM","GRN.1058","","","S.15","Drum Empties                                      ","Drums     ","15.00","","","1000","0.00","15000.00","","","","","","","0.00","False","","","","1","15","1000","Drums     ","1"
"1012863","20","8/26/2021 12:00:00 AM","PINV.1011","          ","","S.15","Drum Empties                                      ","Drums     ","15.00","","","1000","0.00","15000.00","","","","","","","0.00","False","","","","","15","1000","Drums     ",""
"1012864","18","9/11/2021 12:00:00 AM","LPO1395","","","S.90","Buckets                                           ","bucket    ","220.00","","220.00","485","17072.00","123772.00","True","","","","","0                   ","16.00","False","","","0","1","220","485","bucket    ","1"
"1012865","30","9/11/2021 12:00:00 AM","GRN.1059","","","S.90","Buckets                                           ","bucket    ","220.00","","","485","17072.00","123772.00","","","","","","","16.00","False","","","","1","220","485","bucket    ","1"
"1012866","20","9/11/2021 12:00:00 AM","PINV.1012","          ","","S.90","Buckets                                           ","bucket    ","220.00","","","485","17072.00","123772.00","","","","","","","16.00","False","","","","","220","485","bucket    ",""
"1012867","18","9/11/2021 12:00:00 AM","LPO1396","","","S.15","Drum Empties                                      ","Drums     ","145.00","","145.00","1200","0.00","174000.00","True","","","","","0                   ","0.00","False","","","0","1","145","1200","Drums     ","1"
"1012868","30","9/11/2021 12:00:00 AM","GRN.1060","","","S.15","Drum Empties                                      ","Drums     ","145.00","","","1200","0.00","174000.00","","","","","","","0.00","False","","","","1","145","1200","Drums     ","1"
"1012869","20","9/11/2021 12:00:00 AM","PINV.1013","          ","","S.15","Drum Empties                                      ","Drums     ","145.00","","","1200","0.00","174000.00","","","","","","","0.00","False","","","","","145","1200","Drums     ",""
"1012870","18","9/11/2021 12:00:00 AM","LPO1397","","","S.15","Drum Empties                                      ","Drums     ","12.00","","12.00","1100","0.00","13200.00","True","","","","","0                   ","0.00","False","","","0","1","12","1100","Drums     ","1"
"1012871","30","9/11/2021 12:00:00 AM","GRN.1061","","","S.15","Drum Empties                                      ","Drums     ","12.00","","","1100","0.00","13200.00","","","","","","","0.00","False","","","","1","12","1100","Drums     ","1"
"1012872","20","9/11/2021 12:00:00 AM","PINV.1014","          ","","S.15","Drum Empties                                      ","Drums     ","12.00","","","1100","0.00","13200.00","","","","","","","0.00","False","","","","","12","1100","Drums     ",""
"1012873","18","9/10/2021 12:00:00 AM","LPO1398","","","S.161","Redicote E 4875 NPF                               ","kgs       ","420.00","","420.00","725","48720.00","353220.00","True","","","","","0                   ","16.00","False","","","0","1","420","725","kgs       ","1"
"1012874","30","9/10/2021 12:00:00 AM","GRN.1062","","","S.161","Redicote E 4875 NPF                               ","kgs       ","420.00","","","725","48720.00","353220.00","","","","","","","16.00","False","","","","1","420","725","kgs       ","1"
"1012875","20","9/10/2021 12:00:00 AM","PINV.1015","          ","","S.161","Redicote E 4875 NPF                               ","kgs       ","420.00","","","725","48720.00","353220.00","","","","","","","16.00","False","","","","","420","725","kgs       ",""
"1012876","30","9/13/2021 12:00:00 AM","GRN.1063","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","","67.241379","285480.00","2069730.00","","","","","","","16.00","False","","","","183","145","67.241379","Drums     ","183"
"1013832","30","5/13/2022 12:00:00 AM","GRN.1304","","","S.89","Drumed Bitumen 60-70                              ","kgs       ","19800.00","","","80.555556","0.00","1595000.00","","","","","","","0.00","True","","","","1","","","",""
"1013492","18","2/14/2022 12:00:00 AM","LPO1586","","","S.60211","BUCKET BIT NO.5                                   ","Units     ","88.00","","88.00","495","6969.60","50529.60","True","","","","","0                   ","16.00","False","","","0","1","88","495","Units               ","1"
"1013493","18","2/14/2022 12:00:00 AM","LPO1586","","","S.60212","BUCKET BIT NO.7                                   ","Units     ","92.00","","92.00","495","7286.40","52826.40","True","","","","","0                   ","16.00","False","","","0","1","92","495","Units               ","1"
"1013494","18","2/14/2022 12:00:00 AM","LPO1586","","","S.60209","TIN BIT NO.7                                      ","Units     ","47.00","","47.00","93","699.36","5070.36","True","","","","","0                   ","16.00","False","","","0","1","47","93","Units               ","1"
"1013495","18","2/14/2022 12:00:00 AM","LPO1586","","","S.60208","TIN BIT NO.5                                      ","Units     ","68.00","","68.00","93","1011.84","7335.84","True","","","","","0                   ","16.00","False","","","0","1","68","93","Units               ","1"
"1013496","18","2/14/2022 12:00:00 AM","LPO1586","","","S.93","Tins 4ltrs                                        ","Units     ","100.00","","65.00","65","1040.00","7540.00","True","","","","","0                   ","16.00","False","","","0","1","65","100","Units               ","1"
"1013497","18","2/14/2022 12:00:00 AM","LPO1587","","","S.60208","TIN BIT NO.5                                      ","Units     ","68.00","","","93","1011.84","7335.84","True","","","","","0                   ","16.00","False","","","0","1","68","93","Units               ","1"
"1013498","18","2/14/2022 12:00:00 AM","LPO1587","","","S.60209","TIN BIT NO.7                                      ","Units     ","47.00","","","93","699.36","5070.36","True","","","","","0                   ","16.00","False","","","0","1","47","93","Units               ","1"
"1013499","18","2/14/2022 12:00:00 AM","LPO1587","","","S.93","Tins 4ltrs                                        ","Units     ","100.00","","","65","1040.00","7540.00","True","","","","","0                   ","16.00","False","","","0","1","100","65","Units               ","1"
"1013500","18","2/14/2022 12:00:00 AM","LPO1587","","","S.60211","BUCKET BIT NO.5                                   ","Units     ","88.00","","","495","6969.60","50529.60","True","","","","","0                   ","16.00","False","","","0","1","88","495","Units               ","1"
"1013501","18","2/14/2022 12:00:00 AM","LPO1587","","","S.60212","BUCKET BIT NO.7                                   ","Units     ","92.00","","","495","7286.40","52826.40","True","","","","","0                   ","16.00","False","","","0","1","92","495","Units               ","1"
"1013502","30","2/14/2022 12:00:00 AM","GRN.1216","","","S.60211","BUCKET BIT NO.5                                   ","Units     ","88.00","","","495","6969.60","50529.60","","","","","","","16.00","False","","","","1","","","",""
"1013503","30","2/14/2022 12:00:00 AM","GRN.1216","","","S.60212","BUCKET BIT NO.7                                   ","Units     ","92.00","","","495","7286.40","52826.40","","","","","","","16.00","False","","","","1","","","",""
"1013504","30","2/14/2022 12:00:00 AM","GRN.1216","","","S.60209","TIN BIT NO.7                                      ","Units     ","47.00","","","93","699.36","5070.36","","","","","","","16.00","False","","","","1","","","",""
"1013505","30","2/14/2022 12:00:00 AM","GRN.1216","","","S.60208","TIN BIT NO.5                                      ","Units     ","68.00","","","93","1011.84","7335.84","","","","","","","16.00","False","","","","1","","","",""
"1013506","30","2/14/2022 12:00:00 AM","GRN.1216","","","S.93","Tins 4ltrs                                        ","Units     ","65.00","","","100","1040.00","7540.00","","","","","","","16.00","False","","","","1","","","",""
"1013507","20","2/14/2022 12:00:00 AM","PINV.1168","          ","","S.60211","BUCKET BIT NO.5                                   ","Units     ","88.00","","","495","6969.60","50529.60","","","","","","","16.00","False","","","","1","","","",""
"1013508","20","2/14/2022 12:00:00 AM","PINV.1168","          ","","S.60212","BUCKET BIT NO.7                                   ","Units     ","92.00","","","495","7286.40","52826.40","","","","","","","16.00","False","","","","1","","","",""
"1013509","20","2/14/2022 12:00:00 AM","PINV.1168","          ","","S.60209","TIN BIT NO.7                                      ","Units     ","47.00","","","93","699.36","5070.36","","","","","","","16.00","False","","","","1","","","",""
"1013510","20","2/14/2022 12:00:00 AM","PINV.1168","          ","","S.60208","TIN BIT NO.5                                      ","Units     ","68.00","","","93","1011.84","7335.84","","","","","","","16.00","False","","","","1","","","",""
"1013511","20","2/14/2022 12:00:00 AM","PINV.1168","          ","","S.93","Tins 4ltrs                                        ","Units     ","65.00","","","100","1040.00","7540.00","","","","","","","16.00","False","","","","1","","","",""
"1013513","30","2/15/2022 12:00:00 AM","GRN.1217","","","S.16","Drumed Bitumen 80/100                             ","Drums     ","177.00","","","67.241379","337056.83","2443662.00","","","","","","","16.00","False","","","","177","","","",""
"1013512","18","2/15/2022 12:00:00 AM","LPO1588","","","S.16","Drumed Bitumen 80/100                             ","Drums     ","177.00","","177.00","67.241379","337056.83","2443662.00","True","","","","","S.122               ","16.00","False","","","0","177","177","67.241379","Drums               ","177"
"1013514","20","2/15/2022 12:00:00 AM","PINV.1169","          ","","S.16","Drumed Bitumen 80/100                             ","Drums     ","177.00","","","67.241379","337056.83","2443661.99","","","","","","","16.00","False","","","","177","","","",""
"1013515","18","2/17/2022 12:00:00 AM","LPO1589","","","S.13","Kerosene                                          ","litres    ","10000.00","","10000.00","91.203704","72962.96","985000.00","True","","","","","0                   ","8.00","False","","","0","1","10000","91.203704","litres              ","1"
"1013516","30","2/10/2022 12:00:00 AM","GRN.1218","","","S.60225","SHS-50X50X1.5mm                                   ","pcs       ","13.00","","","2600","4662.07","33800.00","","","","","","","16.00","True","","","","1","","","",""
"1013517","30","2/10/2022 12:00:00 AM","GRN.1218","","","S.60226","RHS 100X50X2.5mm                                  ","pcs       ","14.00","","","5400","10427.59","75600.00","","","","","","","16.00","True","","","","1","","","",""
"1013518","30","2/10/2022 12:00:00 AM","GRN.1218","","","S.60228","SHS 20X20X1.0mm                                   ","Tonnes    ","24.00","","","630","2085.52","15120.00","","","","","","","16.00","True","","","","1","","","",""
"1013519","30","2/10/2022 12:00:00 AM","GRN.1218","","","S.60227","SHS 20X20X1.5mm                                   ","pcs       ","3.00","","","985","407.59","2955.00","","","","","","","16.00","True","","","","1","","","",""
"1013520","30","2/10/2022 12:00:00 AM","GRN.1218","","","S.60229","SHS 25X25x1.5mm                                   ","pcs       ","1.00","","","1250","172.41","1250.00","","","","","","","16.00","True","","","","1","","","",""
"1013521","30","2/10/2022 12:00:00 AM","GRN.1218","","","S.60230","FLAT BAR 40X3mm                                   ","pcs       ","1.00","","","720","99.31","720.00","","","","","","","16.00","True","","","","1","","","",""
"1013522","30","2/17/2022 12:00:00 AM","GRN.1219","","","S.13","Kerosene                                          ","litres    ","10000.00","","","91.203704","72962.96","985000.00","","","","","","","8.00","False","","","","1","","","",""
"1013523","20","2/17/2022 12:00:00 AM","PINV.1170","          ","","S.13","Kerosene                                          ","litres    ","10000.00","","","91.203704","72962.96","985000.00","","","","","","","8.00","False","","","","1","","","",""
"1013524","20","2/10/2022 12:00:00 AM","PINV.1171","          ","","S.60225","SHS-50X50X1.5mm                                   ","pcs       ","13.00","","","2600","4662.07","33800.00","","","","","","","16.00","True","","","","1","","","",""
"1013525","20","2/10/2022 12:00:00 AM","PINV.1171","          ","","S.60226","RHS 100X50X2.5mm                                  ","pcs       ","14.00","","","5400","10427.59","75600.00","","","","","","","16.00","True","","","","1","","","",""
"1013526","20","2/10/2022 12:00:00 AM","PINV.1171","          ","","S.60228","SHS 20X20X1.0mm                                   ","pcs       ","24.00","","","630","2085.52","15120.00","","","","","","","16.00","True","","","","1","","","",""
"1013527","20","2/10/2022 12:00:00 AM","PINV.1171","          ","","S.60227","SHS 20X20X1.5mm                                   ","pcs       ","3.00","","","985","407.59","2955.00","","","","","","","16.00","True","","","","1","","","",""
"1013528","20","2/10/2022 12:00:00 AM","PINV.1171","          ","","S.60229","SHS 25X25x1.5mm                                   ","pcs       ","1.00","","","1250","172.41","1250.00","","","","","","","16.00","True","","","","1","","","",""
