"Date","Documentno","Documenttype","Accountno","Grossamount","JournalNo","Dimension_One","Dimension_Two","Currency","whtax"
"5/2/2012 12:00:00 AM","INV1                ","20","cr390               ","-113600.00","J.1009              ","          ","          ","",""
"5/3/2012 12:00:00 AM","INV2                ","20","cr390               ","-159200.00","J.1010              ","          ","          ","",""
"5/7/2012 12:00:00 AM","INV3                ","20","cr390               ","-3793.00","J.1013              ","          ","          ","",""
"5/9/2012 12:00:00 AM","INV4                ","20","cr390               ","-49920.00","J.1015              ","          ","          ","",""
"5/4/2012 12:00:00 AM","PV17                ","20","cr390               ","137.00","J.1030              ","          ","          ","",""
"5/4/2012 12:00:00 AM","PV18                ","20","cr390               ","103.00","J.1031              ","          ","          ","",""
"5/4/2012 12:00:00 AM","PV19                ","20","cr390               ","24.00","J.1032              ","          ","          ","",""
"5/4/2012 12:00:00 AM","PV20                ","20","cr390               ","1724.00","J.1033              ","          ","          ","",""
"5/9/2012 12:00:00 AM","CS1                 ","20","cr390               ","-6621.00","J.1039              ","          ","          ","",""
"5/10/2012 12:00:00 AM","INV5                ","20","cr390               ","-168128.00","J.1040              ","          ","          ","",""
"5/11/2012 12:00:00 AM","CS2                 ","20","cr390               ","-40896.00","J.1041              ","          ","          ","",""
"5/30/2012 12:00:00 AM","CS40                ","20","cr390               ","0.00","J.1352              ","          ","          ","",""
"5/14/2012 12:00:00 AM","CS4                 ","20","cr390               ","-21520.00","J.1043              ","          ","          ","",""
"5/14/2012 12:00:00 AM","INV6                ","20","cr390               ","0.00","J.1044              ","          ","          ","",""
"5/14/2012 12:00:00 AM","CS5                 ","20","cr390               ","-3214.00","J.1045              ","          ","          ","",""
"5/4/2012 12:00:00 AM","INV7                ","20","cr390               ","-284976.00","J.1046              ","          ","          ","",""
"5/15/2012 12:00:00 AM","CS6                 ","20","cr390               ","-4552.00","J.1047              ","          ","          ","",""
"9/27/2012 12:00:00 AM","LIMURU              ","20","cr405               ","-472140.00","J.3270              ","          ","          ","KES",""
"5/16/2012 12:00:00 AM","CS7                 ","20","cr390               ","-119050.00","J.1049              ","          ","          ","",""
"5/17/2012 12:00:00 AM","INV9                ","20","cr390               ","-21520.00","J.1050              ","          ","          ","",""
"5/18/2012 12:00:00 AM","CS8                 ","20","cr390               ","-3214.00","J.1051              ","          ","          ","",""
"5/18/2012 12:00:00 AM","INV10               ","20","cr390               ","-4547.00","J.1052              ","          ","          ","",""
"5/22/2012 12:00:00 AM","INV19               ","20","cr390               ","-144892.00","J.1069              ","          ","          ","",""
"4/26/2013 12:00:00 AM","000463              ","22","cr379               ","200000.00","J.5850              ","          ","          ","",""
"5/19/2012 12:00:00 AM","INV13               ","20","cr390               ","0.00","J.1055              ","          ","          ","",""
"5/21/2012 12:00:00 AM","CS9                 ","20","cr390               ","-6817.00","J.1056              ","          ","          ","",""
"5/21/2012 12:00:00 AM","INV14               ","20","cr390               ","-2273.00","J.1057              ","          ","          ","",""
"5/21/2012 12:00:00 AM","INV15               ","20","cr390               ","-2273.00","J.1058              ","          ","          ","",""
"5/21/2012 12:00:00 AM","CS11                ","20","cr390               ","-9094.00","J.1059              ","          ","          ","",""
"5/21/2012 12:00:00 AM","INV16               ","20","cr390               ","-16072.00","J.1062              ","          ","          ","",""
"5/21/2012 12:00:00 AM","CS12                ","20","cr390               ","-5491.00","J.1061              ","          ","          ","",""
"5/22/2012 12:00:00 AM","INV17               ","20","cr390               ","-11366.00","J.1063              ","          ","          ","",""
"5/22/2012 12:00:00 AM","INV18               ","20","cr390               ","0.00","J.1065              ","          ","          ","",""
"5/19/2012 12:00:00 AM","INV11               ","20","cr390               ","0.00","J.1053              ","          ","          ","",""
"5/22/2012 12:00:00 AM","CS14                ","20","cr390               ","-4550.00","J.1070              ","          ","          ","",""
"6/6/2012 12:00:00 AM","INV41               ","20","cr390               ","-124800.00","J.1322              ","          ","          ","",""
"5/24/2012 12:00:00 AM","INV20               ","20","cr390               ","-4547.00","J.1073              ","          ","          ","",""
"5/24/2012 12:00:00 AM","INV21               ","20","cr390               ","-36000.00","J.1074              ","          ","          ","",""
"5/24/2012 12:00:00 AM","CS16                ","20","cr390               ","0.00","J.1075              ","          ","          ","",""
"5/24/2012 12:00:00 AM","CS17                ","20","cr390               ","-12480.00","J.1076              ","          ","          ","",""
"5/24/2012 12:00:00 AM","INV22               ","20","cr390               ","-27360.00","J.1077              ","          ","          ","",""
"5/25/2012 12:00:00 AM","INV23               ","20","cr390               ","-22720.00","J.1078              ","          ","          ","",""
"5/11/2013 12:00:00 AM","INV730              ","20","cr390               ","0.00","J.6299              ","          ","          ","",""
"5/25/2012 12:00:00 AM","INV25               ","20","cr390               ","-9984.00","J.1080              ","          ","          ","",""
"5/26/2012 12:00:00 AM","INV26               ","20","cr390               ","-12621.00","J.1083              ","          ","          ","",""
"5/25/2012 12:00:00 AM","383                 ","20","cr354               ","-99000.00","J.1085              ","          ","          ","KES",""
"5/28/2012 12:00:00 AM","49                  ","53","cr354               ","51000.00","J.1086              ","          ","          ","KES",""
"5/28/2012 12:00:00 AM","INV27               ","20","cr390               ","-136640.00","J.1087              ","          ","          ","",""
"5/28/2012 12:00:00 AM","CS18                ","20","cr390               ","-2275.00","J.1088              ","          ","          ","",""
"5/29/2012 12:00:00 AM","CS19                ","20","cr390               ","-10976.00","J.1089              ","          ","          ","",""
"5/29/2012 12:00:00 AM","CS22                ","20","cr390               ","-32144.00","J.1094              ","          ","          ","",""
"5/29/2012 12:00:00 AM","CS21                ","20","cr390               ","-9101.00","J.1092              ","          ","          ","",""
"6/7/2012 12:00:00 AM","CS42                ","20","cr390               ","-176696.00","J.1323              ","          ","          ","",""
"6/7/2012 12:00:00 AM","CS43                ","20","cr390               ","-2278.00","J.1325              ","          ","          ","",""
"6/7/2012 12:00:00 AM","CS44                ","20","cr390               ","-13640.00","J.1326              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV27                ","20","cr390               ","662.00","J.1106              ","          ","          ","",""
"6/27/2012 12:00:00 AM","CS107               ","20","cr390               ","-9536.00","J.1591              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV30                ","20","cr390               ","34.00","J.1109              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV31                ","20","cr390               ","87.00","J.1110              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV32                ","20","cr390               ","90.00","J.1111              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV33                ","20","cr390               ","181.00","J.1112              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV34                ","20","cr390               ","176.00","J.1113              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV35                ","20","cr390               ","111.00","J.1114              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV36                ","20","cr390               ","11.00","J.1115              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV37                ","20","cr390               ","1034.00","J.1116              ","          ","          ","",""
"6/27/2012 12:00:00 AM","INV80               ","20","cr390               ","-148126.00","J.1592              ","          ","          ","",""
"6/27/2012 12:00:00 AM","INV82               ","20","cr390               ","-76482.00","J.1595              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV40                ","20","cr390               ","201.00","J.1119              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV42                ","20","cr390               ","108.00","J.1121              ","          ","          ","",""
"6/27/2012 12:00:00 AM","INV83               ","20","cr390               ","0.00","J.1596              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV45                ","20","cr390               ","26.00","J.1124              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV46                ","20","cr390               ","90.00","J.1125              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV47                ","20","cr390               ","206.00","J.1126              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV48                ","20","cr390               ","32.00","J.1127              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV50                ","20","cr390               ","96.00","J.1129              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV51                ","20","cr390               ","96.00","J.1130              ","          ","          ","",""
"5/31/2012 12:00:00 AM","CS26                ","20","cr390               ","-5054.00","J.1214              ","          ","          ","",""
"5/30/2012 12:00:00 AM","PV55                ","20","cr390               ","75.00","J.1135              ","          ","          ","",""
"6/2/2012 12:00:00 AM","CS28                ","20","cr390               ","-2496.00","J.1221              ","          ","          ","",""
"5/31/2012 12:00:00 AM","INV32               ","20","cr390               ","-22512.00","J.1215              ","          ","          ","",""
"5/31/2012 12:00:00 AM","INV33               ","20","cr390               ","-11520.00","J.1218              ","          ","          ","",""
"6/4/2012 12:00:00 AM","INV35               ","20","cr390               ","-36000.00","J.1223              ","          ","          ","",""
"6/28/2012 12:00:00 AM","INV89               ","20","cr390               ","-23840.00","J.1607              ","          ","          ","",""
"6/4/2012 12:00:00 AM","CHQ518              ","20","cr368               ","-8996.00","J.1224              ","          ","          ","KES",""
"5/3/2012 12:00:00 AM","518                 ","53","cr368               ","8996.00","J.1225              ","          ","          ","KES",""
"6/4/2012 12:00:00 AM","INV30               ","20","cr390               ","-11520.00","J.1227              ","          ","          ","",""
"5/3/2012 12:00:00 AM","519                 ","20","cr369               ","-10000.00","J.1228              ","          ","          ","KES",""
"5/3/2012 12:00:00 AM","519                 ","53","cr369               ","10000.00","J.1229              ","          ","          ","KES",""
"5/3/2012 12:00:00 AM","521                 ","20","cr369               ","-15000.00","J.1230              ","          ","          ","KES",""
"6/4/2012 12:00:00 AM","521                 ","53","cr369               ","15000.00","J.1231              ","          ","          ","KES",""
"5/3/2012 12:00:00 AM","522                 ","20","cr370               ","-50000.00","J.1232              ","          ","          ","KES",""
"5/4/2012 12:00:00 AM","522                 ","53","cr370               ","50000.00","J.1233              ","          ","          ","KES",""
"5/4/2012 12:00:00 AM","523                 ","20","cr368               ","-20458.00","J.1234              ","          ","          ","KES",""
"6/4/2012 12:00:00 AM","524                 ","53","cr368               ","20458.00","J.1235              ","          ","          ","KES",""
"5/30/2012 12:00:00 AM","                    ","0","cr346               ","150000.00","J.1246              ","          ","          ","",""
"6/4/2012 12:00:00 AM","CS30                ","20","cr390               ","-19286.00","J.1257              ","          ","          ","",""
"5/2/2012 12:00:00 AM","                    ","0","cr346               ","44500.00","J.1259              ","          ","          ","",""
"5/25/2013 12:00:00 AM","INV777              ","20","cr390               ","0.00","J.6184              ","          ","          ","",""
"6/5/2012 12:00:00 AM","CS31                ","20","cr390               ","-38920.00","J.1271              ","          ","          ","",""
"6/5/2012 12:00:00 AM","CS32                ","20","cr390               ","-126211.00","J.1273              ","          ","          ","",""
"5/31/2012 12:00:00 AM","                    ","0","cr346               ","-194500.00","J.1982              ","          ","          ","",""
"5/31/2012 12:00:00 AM","                    ","0","cr379               ","-888000.00","J.1982              ","          ","          ","",""
"7/10/2012 12:00:00 AM","INV115              ","20","cr390               ","-23840.00","J.1983              ","          ","          ","",""
"1/22/2013 12:00:00 AM","                    ","0","cr352               ","-20428124.00","J.4682              ","          ","          ","",""
"10/3/2012 12:00:00 AM","PT161               ","22","cr467               ","500.00","J.3769              ","          ","          ","",""
"10/12/2012 12:00:00 AM","PT188               ","22","cr467               ","20000.00","J.4128              ","          ","          ","",""
"7/17/2012 12:00:00 AM","PT23                ","22","cr387               ","160532.00","J.2100              ","          ","          ","",""
"7/5/2012 12:00:00 AM","CS162               ","20","cr390               ","0.00","J.2723              ","          ","          ","",""
"7/10/2012 12:00:00 AM","INV116              ","20","cr390               ","-5960.00","J.1993              ","          ","          ","",""
"7/10/2012 12:00:00 AM","                    ","20","cr390               ","-14304.00","J.1994              ","          ","          ","",""
"7/10/2012 12:00:00 AM","                    ","20","cr390               ","-9536.00","J.1995              ","          ","          ","",""
"7/10/2012 12:00:00 AM","CS131               ","20","cr390               ","-57600.00","J.1997              ","          ","          ","",""
"7/11/2012 12:00:00 AM","CS132               ","20","cr390               ","-2384.00","J.1998              ","          ","          ","",""
"6/5/2012 12:00:00 AM","INV38               ","20","cr390               ","-126211.00","J.1287              ","          ","          ","",""
"6/6/2012 12:00:00 AM","CS33                ","20","cr390               ","-6826.00","J.1288              ","          ","          ","",""
"6/7/2012 12:00:00 AM","INV42               ","20","cr390               ","-252423.00","J.1324              ","          ","          ","",""
"6/6/2012 12:00:00 AM","CS35                ","20","cr390               ","-4576.00","J.1307              ","          ","          ","",""
"6/6/2012 12:00:00 AM","CS36                ","20","cr390               ","-4546.00","J.1308              ","          ","          ","",""
"6/6/2012 12:00:00 AM","CS37                ","20","cr390               ","-2273.00","J.1309              ","          ","          ","",""
"6/6/2012 12:00:00 AM","CS38                ","20","cr390               ","-34104.00","J.1311              ","          ","          ","",""
"6/6/2012 12:00:00 AM","INV39               ","20","cr390               ","0.00","J.1312              ","          ","          ","",""
"6/6/2012 12:00:00 AM","CS39                ","20","cr390               ","-6820.00","J.1313              ","          ","          ","",""
"6/7/2012 12:00:00 AM","CS45                ","20","cr390               ","-12858.00","J.1330              ","          ","          ","",""
"6/7/2012 12:00:00 AM","CS46                ","20","cr390               ","-4546.00","J.1334              ","          ","          ","",""
"6/14/2012 12:00:00 AM","CS47                ","20","cr390               ","-176696.00","J.1351              ","          ","          ","",""
"6/8/2012 12:00:00 AM","CS49                ","20","cr390               ","-6821.00","J.1370              ","          ","          ","",""
"6/1/2012 12:00:00 AM","50085044            ","20","cr390               ","-304.00","J.1372              ","          ","          ","KES",""
"6/1/2012 12:00:00 AM","50085044            ","20","cr380               ","-2204.00","J.1372              ","          ","          ","KES",""
"5/30/2012 12:00:00 AM","PV195               ","20","cr390               ","149.00","J.1374              ","          ","          ","",""
"5/29/2012 12:00:00 AM","PV198               ","20","cr390               ","690.00","J.1377              ","          ","          ","",""
"5/15/2012 12:00:00 AM","PV200               ","20","cr390               ","1195.00","J.1379              ","          ","          ","",""
"6/14/2012 12:00:00 AM","CS50                ","20","cr390               ","-4547.00","J.1383              ","          ","          ","",""
"5/29/2012 12:00:00 AM","PV212               ","20","cr390               ","69.00","J.1392              ","          ","          ","",""
"5/29/2012 12:00:00 AM","PV221               ","20","cr390               ","706.00","J.1401              ","          ","          ","",""
"6/8/2012 12:00:00 AM","INV43               ","20","cr390               ","-11520.00","J.1404              ","          ","          ","",""
"6/9/2012 12:00:00 AM","CS51                ","20","cr390               ","-45466.00","J.1405              ","          ","          ","",""
"6/9/2012 12:00:00 AM","INV44               ","20","cr390               ","-22726.00","J.1406              ","          ","          ","",""
"6/11/2012 12:00:00 AM","CS52                ","20","cr390               ","-4547.00","J.1407              ","          ","          ","",""
"6/11/2012 12:00:00 AM","INV45               ","20","cr390               ","-50628.00","J.1408              ","          ","          ","",""
"6/11/2012 12:00:00 AM","CS53                ","20","cr390               ","-80775.00","J.1410              ","          ","          ","",""
"6/12/2012 12:00:00 AM","CS54                ","20","cr390               ","-22733.00","J.1417              ","          ","          ","",""
"6/12/2012 12:00:00 AM","CS55                ","20","cr390               ","-2273.00","J.1418              ","          ","          ","",""
"6/12/2012 12:00:00 AM","CS56                ","20","cr390               ","-27440.00","J.1419              ","          ","          ","",""
"6/12/2012 12:00:00 AM","CS58                ","20","cr390               ","-160000.00","J.1422              ","          ","          ","",""
"6/12/2012 12:00:00 AM","INV46               ","20","cr390               ","-21163.00","J.1424              ","          ","          ","",""
"6/13/2012 12:00:00 AM","CS59                ","20","cr390               ","-16320.00","J.1426              ","          ","          ","",""
"6/18/2012 12:00:00 AM","18062012            ","20","cr387               ","-30196.00","J.1510              ","          ","          ","KES",""
"6/13/2012 12:00:00 AM","INV47               ","20","cr390               ","-695824.00","J.1428              ","          ","          ","",""
"6/13/2012 12:00:00 AM","INV48               ","20","cr390               ","-27767.00","J.1429              ","          ","          ","",""
"6/13/2012 12:00:00 AM","CS61                ","20","cr390               ","-86146.00","J.1431              ","          ","          ","",""
"6/13/2012 12:00:00 AM","CS62                ","20","cr390               ","-2273.00","J.1432              ","          ","          ","",""
"6/13/2012 12:00:00 AM","CS63                ","20","cr390               ","-9846.00","J.1433              ","          ","          ","",""
"6/7/2012 12:00:00 AM","IN1144              ","20","cr348               ","-28500.00","J.1434              ","          ","          ","KES",""
"7/10/2012 12:00:00 AM","INV114              ","20","cr390               ","-4768.00","J.1978              ","          ","          ","",""
"5/2/2012 12:00:00 AM","42                  ","53","cr379               ","500000.00","J.1438              ","          ","          ","KES",""
"5/31/2012 12:00:00 AM","                    ","0","cr381               ","-194850.00","J.1982              ","          ","          ","",""
"5/4/2012 12:00:00 AM","21                  ","53","cr381               ","185850.00","J.1442              ","          ","          ","KES",""
"6/13/2013 12:00:00 AM","INV822              ","20","cr390               ","-140336.00","J.6406              ","          ","          ","",""
"5/6/2012 12:00:00 AM","51                  ","53","cr347               ","162800.00","J.1445              ","          ","          ","KES",""
"10/19/2012 12:00:00 AM","PT170               ","22","cr467               ","300000.00","J.3866              ","          ","          ","",""
"5/10/2012 12:00:00 AM","54                  ","53","cr353               ","18000.00","J.1448              ","          ","          ","KES",""
"5/11/2012 12:00:00 AM","37                  ","53","cr380               ","2204.00","J.1449              ","          ","          ","KES",""
"6/14/2012 12:00:00 AM","CS64                ","20","cr390               ","-22842.00","J.1453              ","          ","          ","",""
"6/14/2012 12:00:00 AM","INV49               ","20","cr390               ","-160064.00","J.1455              ","          ","          ","",""
"5/17/2012 12:00:00 AM","58                  ","53","cr381               ","9000.00","J.1456              ","          ","          ","KES",""
"6/14/2012 12:00:00 AM","INV50               ","20","cr390               ","-22726.00","J.1461              ","          ","          ","",""
"5/25/2012 12:00:00 AM","61                  ","53","cr347               ","120000.00","J.1462              ","          ","          ","KES",""
"6/14/2012 12:00:00 AM","INV51               ","20","cr390               ","-9092.00","J.1467              ","          ","          ","",""
"6/14/2012 12:00:00 AM","CS65                ","20","cr390               ","-108542.00","J.1468              ","          ","          ","",""
"5/28/2013 12:00:00 AM","INV778              ","20","cr390               ","-11424.00","J.6188              ","          ","          ","",""
"6/15/2012 12:00:00 AM","CS66                ","20","cr390               ","-11368.00","J.1484              ","          ","          ","",""
"6/15/2012 12:00:00 AM","INV53               ","20","cr390               ","-2273.00","J.1485              ","          ","          ","",""
"6/15/2012 12:00:00 AM","CS67                ","20","cr390               ","-2273.00","J.1486              ","          ","          ","",""
"6/15/2012 12:00:00 AM","CS68                ","20","cr390               ","-21560.00","J.1488              ","          ","          ","",""
"6/15/2012 12:00:00 AM","INV54               ","20","cr390               ","-108542.00","J.1489              ","          ","          ","",""
"6/15/2012 12:00:00 AM","INV55               ","20","cr390               ","-2304.00","J.1491              ","          ","          ","",""
"5/28/2013 12:00:00 AM","INV779              ","20","cr390               ","-4768.00","J.6193              ","          ","          ","",""
"6/15/2012 12:00:00 AM","CS69                ","20","cr390               ","-63106.00","J.1493              ","          ","          ","",""
"6/15/2012 12:00:00 AM","CS70                ","20","cr390               ","0.00","J.1494              ","          ","          ","",""
"6/16/2012 12:00:00 AM","INV57               ","20","cr390               ","-22736.00","J.1495              ","          ","          ","",""
"6/16/2012 12:00:00 AM","CS71                ","20","cr390               ","-9643.00","J.1496              ","          ","          ","",""
"6/16/2012 12:00:00 AM","CS72                ","20","cr390               ","-108542.00","J.1499              ","          ","          ","",""
"6/16/2012 12:00:00 AM","CS73                ","20","cr390               ","-78720.00","J.1501              ","          ","          ","",""
"6/12/2012 12:00:00 AM","INV58               ","20","cr390               ","-533750.00","J.1502              ","          ","          ","",""
"6/12/2012 12:00:00 AM","INV59               ","20","cr390               ","-57926.00","J.1503              ","          ","          ","",""
"6/18/2012 12:00:00 AM","CS74                ","20","cr390               ","-6819.84","J.1504              ","          ","          ","",""
"6/13/2012 12:00:00 AM","CS60                ","20","cr390               ","-160720.00","J.1427              ","          ","          ","",""
"6/18/2012 12:00:00 AM","CS75                ","20","cr390               ","-7573.56","J.1507              ","          ","          ","",""
"6/18/2012 12:00:00 AM","CS76                ","20","cr390               ","-75735.65","J.1509              ","          ","          ","",""
"6/18/2012 12:00:00 AM","82                  ","53","cr387               ","30196.00","J.1511              ","          ","          ","KES",""
"6/18/2012 12:00:00 AM","82                  ","53","cr379               ","388000.00","J.1512              ","          ","          ","KES",""
"6/18/2012 12:00:00 AM","INV60               ","20","cr390               ","-55488.00","J.1518              ","          ","          ","",""
"6/18/2012 12:00:00 AM","15062012            ","20","cr387               ","-39372.00","J.1514              ","          ","          ","KES",""
"6/15/2012 12:00:00 AM","81                  ","53","cr387               ","39372.00","J.1515              ","          ","          ","KES",""
"6/18/2012 12:00:00 AM","132                 ","20","cr388               ","-56000.00","J.1519              ","          ","          ","KES",""
"6/18/2012 12:00:00 AM","INV61               ","20","cr390               ","-108542.00","J.1520              ","          ","          ","",""
"6/18/2012 12:00:00 AM","CS78                ","20","cr390               ","-2273.60","J.1521              ","          ","          ","",""
"5/23/2013 12:00:00 AM","81                  ","53","cr404               ","970000.00","J.6410              ","          ","          ","KES",""
"6/19/2012 12:00:00 AM","CS79                ","20","cr390               ","-6824.64","J.1524              ","          ","          ","",""
"6/19/2012 12:00:00 AM","INV62               ","20","cr390               ","-17619.00","J.1526              ","          ","          ","",""
"6/19/2012 12:00:00 AM","INV63               ","20","cr390               ","-5960.00","J.1527              ","          ","          ","",""
"6/19/2012 12:00:00 AM","CS80                ","20","cr390               ","-16320.00","J.1528              ","          ","          ","",""
"6/19/2012 12:00:00 AM","CS81                ","20","cr390               ","-108536.80","J.1529              ","          ","          ","",""
"6/20/2012 12:00:00 AM","CS82                ","20","cr390               ","-2273.28","J.1530              ","          ","          ","",""
"6/20/2012 12:00:00 AM","INV66               ","20","cr390               ","-75727.00","J.1541              ","          ","          ","",""
"6/20/2012 12:00:00 AM","CS84                ","20","cr390               ","-2368.00","J.1532              ","          ","          ","",""
"6/21/2012 12:00:00 AM","INV69               ","20","cr390               ","-216806.00","J.1549              ","          ","          ","",""
"6/20/2012 12:00:00 AM","CS86                ","20","cr390               ","-6819.84","J.1534              ","          ","          ","",""
"6/20/2012 12:00:00 AM","INV64               ","20","cr390               ","-5960.00","J.1535              ","          ","          ","",""
"6/20/2012 12:00:00 AM","INV65               ","20","cr390               ","-10080.00","J.1536              ","          ","          ","",""
"6/20/2012 12:00:00 AM","CS87                ","20","cr390               ","-12864.00","J.1539              ","          ","          ","",""
"6/21/2012 12:00:00 AM","CS89                ","20","cr390               ","-9090.56","J.1543              ","          ","          ","",""
"6/21/2012 12:00:00 AM","INV67               ","20","cr390               ","-23040.00","J.1544              ","          ","          ","",""
"6/21/2012 12:00:00 AM","INV70               ","20","cr390               ","-46080.00","J.1550              ","          ","          ","",""
"6/21/2012 12:00:00 AM","CS90                ","20","cr390               ","-5048.00","J.1556              ","          ","          ","",""
"7/16/2012 12:00:00 AM","CS141               ","20","cr390               ","0.00","J.2057              ","          ","          ","",""
"6/22/2012 12:00:00 AM","CS92                ","20","cr390               ","-6403.00","J.1558              ","          ","          ","",""
"6/22/2012 12:00:00 AM","CS93                ","20","cr390               ","-6912.00","J.1559              ","          ","          ","",""
"6/22/2012 12:00:00 AM","CS94                ","20","cr390               ","-12448.00","J.1560              ","          ","          ","",""
"6/22/2012 12:00:00 AM","CS95                ","20","cr390               ","-3676.00","J.1561              ","          ","          ","",""
"6/22/2012 12:00:00 AM","INV71               ","20","cr390               ","-12000.00","J.1562              ","          ","          ","",""
"6/19/2012 12:00:00 AM","INV72               ","20","cr390               ","-4992.00","J.1563              ","          ","          ","",""
"6/22/2012 12:00:00 AM","INV73               ","20","cr390               ","0.00","J.1564              ","          ","          ","",""
"6/22/2012 12:00:00 AM","INV74               ","20","cr390               ","-59146.00","J.1566              ","          ","          ","",""
"6/22/2012 12:00:00 AM","INV75               ","20","cr390               ","-5960.00","J.1567              ","          ","          ","",""
"6/22/2012 12:00:00 AM","CS96                ","20","cr390               ","-2274.00","J.1568              ","          ","          ","",""
"6/23/2012 12:00:00 AM","CS97                ","20","cr390               ","-6912.00","J.1569              ","          ","          ","",""
"6/23/2012 12:00:00 AM","INV76               ","20","cr390               ","-7008.00","J.1570              ","          ","          ","",""
"6/25/2012 12:00:00 AM","CS100               ","20","cr390               ","-13056.00","J.1573              ","          ","          ","",""
"6/25/2012 12:00:00 AM","CS99                ","20","cr390               ","-2304.00","J.1572              ","          ","          ","",""
"6/25/2012 12:00:00 AM","INV77               ","20","cr390               ","-6656.00","J.1574              ","          ","          ","",""
"6/25/2012 12:00:00 AM","CS101               ","20","cr390               ","-113680.00","J.1575              ","          ","          ","",""
"6/25/2012 12:00:00 AM","INV78               ","20","cr390               ","-9536.00","J.1577              ","          ","          ","",""
"6/26/2012 12:00:00 AM","CS102               ","20","cr390               ","-68224.00","J.1578              ","          ","          ","",""
"6/26/2012 12:00:00 AM","INV79               ","20","cr390               ","-7152.00","J.1579              ","          ","          ","",""
"6/26/2012 12:00:00 AM","CS103               ","20","cr390               ","-42624.00","J.1582              ","          ","          ","",""
"6/26/2012 12:00:00 AM","CS104               ","20","cr390               ","0.00","J.1583              ","          ","          ","",""
"6/26/2012 12:00:00 AM","CS105               ","20","cr390               ","-15808.00","J.1585              ","          ","          ","",""
"6/27/2012 12:00:00 AM","CS106               ","20","cr390               ","-1192.00","J.1588              ","          ","          ","",""
"6/27/2012 12:00:00 AM","INV81               ","20","cr390               ","-62976.00","J.1593              ","          ","          ","",""
"6/27/2012 12:00:00 AM","CS108               ","20","cr390               ","-46080.00","J.1594              ","          ","          ","",""
"6/27/2012 12:00:00 AM","INV84               ","20","cr390               ","0.00","J.1597              ","          ","          ","",""
"6/27/2012 12:00:00 AM","CS109               ","20","cr390               ","0.00","J.1599              ","          ","          ","",""
"6/27/2012 12:00:00 AM","INV85               ","20","cr390               ","-136640.00","J.1600              ","          ","          ","",""
"6/27/2012 12:00:00 AM","INV86               ","20","cr390               ","-136000.00","J.1601              ","          ","          ","",""
"6/28/2012 12:00:00 AM","INV87               ","20","cr390               ","-2384.00","J.1602              ","          ","          ","",""
"6/28/2012 12:00:00 AM","CS110               ","20","cr390               ","0.00","J.1604              ","          ","          ","",""
"6/28/2012 12:00:00 AM","CS111               ","20","cr390               ","0.00","J.1605              ","          ","          ","",""
"6/28/2012 12:00:00 AM","INV88               ","20","cr390               ","-11920.00","J.1606              ","          ","          ","",""
"5/31/2012 12:00:00 AM","CS27                ","20","cr390               ","-144640.00","J.1220              ","          ","          ","",""
"6/28/2012 12:00:00 AM","INV90               ","20","cr390               ","-11520.00","J.1609              ","          ","          ","",""
"6/29/2012 12:00:00 AM","CS112               ","20","cr390               ","-9536.00","J.1610              ","          ","          ","",""
"6/29/2012 12:00:00 AM","CS113               ","20","cr390               ","0.00","J.1611              ","          ","          ","",""
"6/29/2012 12:00:00 AM","INV92               ","20","cr390               ","0.00","J.1644              ","          ","          ","",""
"6/29/2012 12:00:00 AM","CS114               ","20","cr390               ","-13312.00","J.1694              ","          ","          ","",""
"6/30/2012 12:00:00 AM","INV93               ","20","cr390               ","-22726.00","J.1696              ","          ","          ","",""
"6/30/2012 12:00:00 AM","INV94               ","20","cr390               ","-11520.00","J.1698              ","          ","          ","",""
"6/30/2012 12:00:00 AM","INV95               ","20","cr390               ","-6688.00","J.1699              ","          ","          ","",""
"7/2/2012 12:00:00 AM","INV96               ","20","cr390               ","-5960.00","J.1728              ","          ","          ","",""
"7/2/2012 12:00:00 AM","CS115               ","20","cr390               ","-2384.00","J.1729              ","          ","          ","",""
"7/2/2012 12:00:00 AM","INV97               ","20","cr390               ","0.00","J.1730              ","          ","          ","",""
"7/2/2012 12:00:00 AM","INV98               ","20","cr390               ","0.00","J.1731              ","          ","          ","",""
"7/2/2012 12:00:00 AM","CS116               ","20","cr390               ","-13808.00","J.1732              ","          ","          ","",""
"7/2/2012 12:00:00 AM","INV99               ","20","cr390               ","-3576.00","J.1733              ","          ","          ","",""
